"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","removal_rate","type_of_rate","number_of_removals","number_of_removals_notes","number_of_removals_description","total_number_of_children","total_number_of_children_1","total_number_of_children_2","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column"
"County","Juniata County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","4.13","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","23",,"Number of dependent children in kinship care where parental drug use was a factor","5573",,"Children in area, estimated by American Community Survey","34","34","42","067","(40.5343300836, -77.405775001)","POINT (-77.405775001 40.5343300836)"
"County","Philadelphia County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.73","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","254",,"Number of dependent children in kinship care where parental drug use was a factor","346267",,"Children in area, estimated by American Community Survey","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)"
"County","Bedford County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","9728",,"Children in area, estimated by American Community Survey","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)"
"County","Mifflin County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.82","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","19",,"Number of dependent children removed where parental drug use was a factor","10449",,"Children in area, estimated by American Community Survey","44","44","42","087","(40.6127492804, -77.6200308901)","POINT (-77.6200308901 40.6127492804)"
"County","Allegheny County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.91","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","209",,"Number of dependent children in kinship care where parental drug use was a factor","229660",,"Children in area, estimated by American Community Survey","2","02","42","003","(40.4673554298, -79.9861984282)","POINT (-79.9861984282 40.4673554298)"
"County","Snyder County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","8537",,"Children in area, estimated by American Community Survey","55","55","42","109","(40.7711373692, -77.0725596804)","POINT (-77.0725596804 40.7711373692)"
"County","Chester County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","119090",,"Children in area, estimated by American Community Survey","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)"
"County","Susquehanna County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","8008",,"Children in area, estimated by American Community Survey","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)"
"County","Bucks County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.88","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","116",,"Number of dependent children in kinship care where parental drug use was a factor","132392",,"Children in area, estimated by American Community Survey","9","09","42","017","(40.335011331, -75.1129124111)","POINT (-75.1129124111 40.335011331)"
"County","Northampton County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.83","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","51",,"Number of dependent children removed where parental drug use was a factor","61453",,"Children in area, estimated by American Community Survey","48","48","42","095","(40.754595404, -75.3126372576)","POINT (-75.3126372576 40.754595404)"
"County","Washington County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","3.58","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","147",,"Number of dependent children removed where parental drug use was a factor","41027",,"Children in area, estimated by American Community Survey","63","63","42","125","(40.1910966345, -80.2518008276)","POINT (-80.2518008276 40.1910966345)"
"County","Delaware County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.59","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","74",,"Number of dependent children removed where parental drug use was a factor","124897",,"Children in area, estimated by American Community Survey","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.40627712120002 39.9165786652)"
"County","Clinton County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","2.87","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","23",,"Number of dependent children removed where parental drug use was a factor","8004",,"Children in area, estimated by American Community Survey","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)"
"County","Butler County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.40","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","53",,"Number of dependent children removed where parental drug use was a factor","37802",,"Children in area, estimated by American Community Survey","10","10","42","019","(40.9108318483, -79.9171177889)","POINT (-79.9171177889 40.9108318483)"
"County","Centre County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","24547",,"Children in area, estimated by American Community Survey","14","14","42","027","(40.9193135008, -77.8250011212)","POINT (-77.8250011212 40.9193135008)"
"County","Forest County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","748",,"Children in area, estimated by American Community Survey","27","27","42","053","(41.5135787577, -79.2378099483)","POINT (-79.2378099483 41.5135787577)"
