"geographic_area","geographic_name","sex","age","year","time_period","time_period_dates","hepatitis_c_rate","type_of_rate","hepatitis_c_count","hepatitis_c_count_description","hepatitis_c_count_notes","oud_estimate","oud_description","oud_notes","county_code_number","county_code_text","state_fips_code","county_fips_code","geo_2"
"County","Lackawanna","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","36.83","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","91","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2471","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","35","35","42","069","POINT (-75.6121834524 41.4391006428)"
"County","Lycoming","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","250.85","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","147","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","586","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","41","41","42","081","POINT (-77.069424568 41.3445979226)"
"County","Northampton","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","16.53","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","47","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2844","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","48","48","42","095","POINT (-75.3126372576 40.754595404)"
"County","Lawrence","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","34.06","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","47","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1380","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","37","37","42","073","POINT (-80.3375411446 40.9932503514)"
"County","Washington","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","44.58","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","151","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3387","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","63","63","42","125","POINT (-80.2518008276 40.1910966345)"
"County","Lycoming","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","187.23","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","132","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","705","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","41","41","42","081","POINT (-77.069424568 41.3445979226)"
"County","Somerset","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","131.53","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","136","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1034","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","56","56","42","111","POINT (-79.0310020611 39.9714629901)"
"County","Washington","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","47.99","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","137","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2855","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","63","63","42","125","POINT (-80.2518008276 40.1910966345)"
"County","Cambria","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","27.70","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","95","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3430","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","11","11","42","021","POINT (-78.7189417385 40.4912749067)"
"County","Perry","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","24.19","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","9","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","372","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","50","50","42","099","POINT (-77.2590738496 40.4041531744)"
"State","Commonwealth","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","43.28","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","6561","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","151598","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Carbon","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","41.32","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","35","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","847","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","13","13","42","025","POINT (-75.7110703866 40.9193670081)"
"County","Crawford","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","63.09","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","47","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","745","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","20","20","42","039","POINT (-80.1132108295 41.6854690692)"
"County","Huntingdon","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","104.74","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","42","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","401","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","31","31","42","061","POINT (-77.9827661036 40.4161050032)"
"County","Armstrong","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","45.64","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","34","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","745","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","3","03","42","005","POINT (-79.4731689893 40.8150952555)"
"County","Mercer","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","84.51","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","90","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1065","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","43","43","42","085","POINT (-80.2600941079 41.302377765)"
"County","Union","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","61","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","60","60","42","119","POINT (-77.0641580308 40.9647313096)"
