"the_geom","x","y","name","address","city_1","state","zip","phone","directions"
"POINT (-75.863089567872 41.237138574988)","-75.86308957","41.237138569999999","J S SPORTING GOODS","254 WILKESBARRE TWP BLVD","WILKES BARRE","PA","18702","5708244610","http://maps.google.com/maps?q=41.23713857,-75.86308957"
"POINT (-76.26020858526 41.667261490716)","-76.260208590000005","41.667261490000001","DIETZS FAMILY CLOTHING","108 MAIN ST","WYALUSING","PA","18853","5707461105","http://maps.google.com/maps?q=41.66726149,-76.26020859"
"POINT (-76.668720781785 39.767693647834)","-76.668720780000001","39.767693649999998","WAL MART 2519","698 SHREWSBURY COMMONS","SHREWSBURY","PA","17361","7172356363","http://maps.google.com/maps?q=39.76769365,-76.66872078"
"POINT (-76.828583647427 40.253690665213)","-76.828583649999999","40.253690669999997","BASS PRO SHOPS OUTDOOR WORLD","3501 PAXTON STREET CUST SERV","HARRISBURG","PA","17111","7175655200","http://maps.google.com/maps?q=40.25369067,-76.82858365"
"POINT (-79.899136421826 40.028301910203)","-79.899136420000005","40.028301910000003","WAL MART 4501","134 DANIEL KENDALL DRIVE","WEST BROWNSVILLE","PA","15417","7243644076","http://maps.google.com/maps?q=40.02830191,-79.89913642"
"POINT (-77.127683632189 40.150068088689)","-77.127683630000007","40.150068089999998","TCO FLY SHOP","2 E 1ST ST","BOILING SPGS","PA","17007",,"http://maps.google.com/maps?q=40.15006809,-77.12768363"
"POINT (-79.612610604355 41.932427001311)","-79.612610599999996","41.932426999999997","WAL MART 2909","961 EAST COLUMBUS AVENUE","CORRY","PA","16407","8146638070","http://maps.google.com/maps?q=41.932427,-79.6126106"
"POINT (-75.230662499635 39.922245000148)","-75.230662499999994","39.922244999999997","SW BAIT AND TACKLE","6503 ELMWOOD AVENUE","PHILADELPHIA","PA","19142",,"http://maps.google.com/maps?q=39.922245,-75.2306625"
"POINT (-76.003460043775 40.557554269887)","-76.003460039999993","40.557554269999997","CABELAS PA","100 CABELA DRIVE","HAMBURG","PA","19526","6109297000","http://maps.google.com/maps?q=40.55755427,-76.00346004"
"POINT (-76.254693428879 40.293096388272)","-76.254693430000003","40.293096390000002","DARRYL SPITLER'S GUN SHOP","134 CANAAN GROVE RD","NEWMANSTOWN","PA","17073","7179493157","http://maps.google.com/maps?q=40.29309639,-76.25469343"
"POINT (-76.318586999981 40.210047000025)","-76.318586999999994","40.210047000000003","PFBC SOUTHEAST REGION","255 W BRUBAKER VALLEY RD","LITITZ","PA","17543",,"http://maps.google.com/maps?q=40.210047,-76.318587"
"POINT (-78.355715179278 40.827687935113)","-78.355715180000004","40.827687939999997","TRAVIS SUPPLY LLC","938 W. CLARA ST","HOUTZDALE","PA","16651","8143787897","http://maps.google.com/maps?q=40.82768794,-78.35571518"
"POINT (-79.580308643806 40.308467470923)","-79.580308639999998","40.308467469999997","WAL MART 2059","2200 GREENGATE CENTRE BLVD","GREENSBURG","PA","15601","7248302440","http://maps.google.com/maps?q=40.30846747,-79.58030864"
"POINT (-79.388035313704 41.215647961126)","-79.388035310000006","41.215647959999998","CLARION COUNTY TREASURER","330 MAIN ST ROOM 110","CLARION","PA","16214","8142261113","http://maps.google.com/maps?q=41.21564796,-79.38803531"
"POINT (-82.011440999617 41.46761300012)","-82.011441000000005","41.467613","CABELAS OH","35685 CHESTER RD","AVON","OH","44011","4407235600","http://maps.google.com/maps?q=41.467613,-82.011441"
"POINT (-78.046534376754 40.494947505915)","-78.046534379999997","40.494947510000003","PGC-SOUTHCENTRAL REGIONAL HDQ","8627 WILLIAM PENN HIGHWAY","HUNTINGDON","PA","16652","8146431831","http://maps.google.com/maps?q=40.49494751,-78.04653438"
"POINT (-77.48019546296 41.080644085295)","-77.480195460000004","41.08064409","JD’S BAIT AND TACKLE","1309 MACKLEYVILLE RD","MILL HALL","PA","17751","5707268725","http://maps.google.com/maps?q=41.08064409,-77.48019546"
"POINT (-80.229981055031 40.659411385494)","-80.22998106","40.659411390000002","WAL MART 4643","1500 ECONOMY WAY","BADEN","PA","15005","7243909016","http://maps.google.com/maps?q=40.65941139,-80.22998106"
"POINT (-80.384532604606 40.778283303131)","-80.3845326","40.778283299999998","WAL MART 3223","100 CHIPPEWA TOWN CENTER","BEAVER FALLS","PA","15010","7248431100","http://maps.google.com/maps?q=40.7782833,-80.3845326"
"POINT (-75.079913307554 40.195384085717)","-75.079913309999995","40.195384089999997","WAL MART 2096","100 E STREET RD","WARMINSTER","PA","18974","2154425671","http://maps.google.com/maps?q=40.19538409,-75.07991331"
"POINT (-76.040307998889 40.119713001191)","-76.040307999999996","40.119712999999997","THE SPORTSMANS SHOP","1214 MAIN ST","EAST EARL","PA","17519","7173544311","http://maps.google.com/maps?q=40.119713,-76.040308"
"POINT (-79.511251201616 41.030695733094)","-79.511251200000004","41.030695729999998","RANDOLPH'S GUN SHOP","437 MAPLE GROVE RD","RIMERSBURG","PA","16248","8144733771","http://maps.google.com/maps?q=41.03069573,-79.5112512"
"POINT (-76.814547374095 40.148345573007)","-76.81454737","40.148345569999996","WAL MART 4404","50 NEWBERRY PARKWAY","ETTERS","PA","17319","7179324384","http://maps.google.com/maps?q=40.14834557,-76.81454737"
"POINT (-77.6505447968 41.942021383754)","-77.650544800000006","41.94202138","HARRISON VALLEY CORNER HARDWRE","101 W MAIN ST","HARRISON VALLEY","PA","16927","8143345959","http://maps.google.com/maps?q=41.94202138,-77.6505448"
"POINT (-79.701517491455 39.876575523423)","-79.701515319999999","39.87657411","CUNNINGHAM ARCHERY","1190 NATIONAL PIKE","HOPWOOD","PA","15445","7245504715","http://maps.google.com/maps?q=39.87657411,-79.70151532"
"POINT (-79.226905262065 40.443383748708)","-79.226905259999995","40.443383750000002","WAL MART 5356","300 RESORT PLAZA","BLAIRSVILLE","PA","15717","7244593349","http://maps.google.com/maps?q=40.44338375,-79.22690526"
"POINT (-75.518696591163 41.337236324262)","-75.518696590000005","41.337236320000002","T R MATTHEWS HARDWARE","103 N MAIN ST","MOSCOW","PA","18444","5708429288","http://maps.google.com/maps?q=41.33723632,-75.51869659"
"POINT (-75.665778944696 41.408273631592)","-75.665778939999996","41.408273629999997","LACKAWANNA COUNTY TREASURER","123 WYOMING AVENUE","SCRANTON","PA","18503","5709636731","http://maps.google.com/maps?q=41.40827363,-75.66577894"
"POINT (-75.448964187209 39.852007694419)","-75.448964189999998","39.852007690000001","WAL MART 3252","605 CONCHESTER HWY","BOOTHWYN","PA","19061","6104942535","http://maps.google.com/maps?q=39.85200769,-75.44896419"
"POINT (-75.293992776748 39.904266573787)","-75.293992779999996","39.904266569999997","WAL MART 5495","50 NORTH MACDADE BLVD","GLENOLDEN","PA","19036","6105832682","http://maps.google.com/maps?q=39.90426657,-75.29399278"
