"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","deliveries_with_oud_diagnosis","type_of_rate","deliveries_with_oud_diagnosis_receiving_mat_percent","type_of_percent","number_of_women_with_a","number_of_women_with_a_1","number_of_women_with_a_2","number_of_women_with_a_3","number_of_women_with_a_4","number_of_women_with_a_5","county_code_number","county_code_text","state_fips_code","county_fips_code","geocoded_column"
"State","Commonwealth","Female","35 to 39 years","2016","2016 Q3","7/1/2016-9/30/2016","493.15","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","49.32","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","36",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","73",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Greene County","Female","12 to 55 years","2019","2019 Annual","1/1/2019-12/31/2019","619.05","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","61.90","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","13",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","21",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","30","30","42","059","POINT (-80.22943817 39.85480393)"
"County","Northampton County","Female","12 to 55 years","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","48","48","42","095","POINT (-75.31263726 40.7545954)"
"County","Lycoming County","Female","12 to 55 years","2018","2018 Q1","1/1/2018-3/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","41","41","42","081","POINT (-77.06942457 41.34459792)"
"County","Carbon County","Female","12 to 55 years","2017","2017 Q3","7/1/2017-9/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","13","13","42","025","POINT (-75.71107039 40.91936701)"
"State","Commonwealth","Female","40 to 44 years","2017","2017 Q1","1/1/2017-3/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","14",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Chester County","Female","12 to 55 years","2019","2019 Annual","1/1/2019-12/31/2019","368.42","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","36.84","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","14",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","38",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","15","15","42","029","POINT (-75.75626498 39.97487056)"
"County","Allegheny County","Female","12 to 55 years","2018","2018 Annual","1/1/2018-12/31/2018","663.51","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","66.35","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","140",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","211",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","2","02","42","003","POINT (-79.98619843 40.46735543)"
"County","Sullivan County","Female","12 to 55 years","2016","2016 Q4","10/1/2016-12/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","57","57","42","113","POINT (-76.5147922 41.4480994)"
"County","Venango County","Female","12 to 55 years","2016","2016 Q1","1/1/2016-3/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","61","61","42","121","POINT (-79.76286561 41.40341259)"
"County","Greene County","Female","12 to 55 years","2017","2017 Q1","1/1/2017-3/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","30","30","42","059","POINT (-80.22943817 39.85480393)"
"County","Fulton County","Female","12 to 55 years","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","29","29","42","057","POINT (-78.11485045 39.92487511)"
"County","Carbon County","Female","12 to 55 years","2017","2017 Q1","1/1/2017-3/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","13","13","42","025","POINT (-75.71107039 40.91936701)"
"State","Commonwealth","All","12 to 55 years","2017","2017 Annual","1/1/2017-12/31/2017","569.90","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","56.99","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","1496",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","2625",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Bedford County","Female","12 to 55 years","2017","2017 Q4","10/1/2017-12/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","5","05","42","009","POINT (-78.49116474 40.00737536)"
"County","Lackawanna County","Female","12 to 55 years","2017","2017 Q1","1/1/2017-3/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","16",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","35","35","42","069","POINT (-75.61218345 41.43910064)"
"County","Mifflin County","Female","12 to 55 years","2020","2020 Q4","10/1/2020-12/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","44","44","42","087","POINT (-77.62003089 40.61274928)"
"County","Lackawanna County","Female","12 to 55 years","2016","2016 Q4","10/1/2016-12/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","35","35","42","069","POINT (-75.61218345 41.43910064)"
"County","Cameron County","Female","12 to 55 years","2016","2016 Q1","1/1/2016-3/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","12","12","42","023","POINT (-78.20916932 41.43880265)"
