"geographic_area","geographic_name","gender","age","ethnicity","year","time_period","time_period_dates","hiv_incidence_rate","hiv_incidence_rate_description","newly_diagnosed_hiv_count","newly_diagnosed_hiv_count_1","population_estimate","population_estimate_1","population_estimate_notes","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","longitude","geocoded_column"
"County","Columbia","All","All (0 to 99 years)","All","2016","2016 Q1","1/1/2016-3/31/2016",,"Rate of new HIV diagnoses per 100,000 individuals","2","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","19","19","42","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"State","Commonwealth","All","55 to 99 years","All","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of new HIV diagnoses per 100,000 individuals","21","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lebanon","All","All (0 to 99 years)","All","2019","2019 Q3","7/1/2019-9/30/2019",,"Rate of new HIV diagnoses per 100,000 individuals","2","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","38","38","42","75","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Mercer","All","All (0 to 99 years)","All","2018","2018 Annual","1/1/2018-12/31/2018","3.55","Rate of new HIV diagnoses per 100,000 individuals","4","New HIV diagnoses","112630","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","43","43","42","85","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Philadelphia","All","All (0 to 99 years)","All","2019","2019 Annual","1/1/2019-12/31/2019","27.55","Rate of new HIV diagnoses per 100,000 individuals","435","New HIV diagnoses","1579075","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","51","51","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"County","Columbia","All","All (0 to 99 years)","All","2016","2016 Annual","1/1/2016-12/31/2016","109.29","Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","1","New HIV diagnoses among individuals using injection drugs","915","Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","19","19","42","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Westmoreland","All","All (0 to 99 years)","All","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","65","65","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Berks","All","All (0 to 99 years)","All","2018","2018 Annual","1/1/2018-12/31/2018","7.44","Rate of new HIV diagnoses per 100,000 individuals","31","New HIV diagnoses","416642","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","6","6","42","11","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Sullivan","All","All (0 to 99 years)","All","2019","2019 Q4","10/1/2019-12/31/2019",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","57","57","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Allegheny","All","All (0 to 99 years)","All","2019","2019 Q3","7/1/2019-9/30/2019",,"Rate of new HIV diagnoses per 100,000 individuals","18","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","2","2","42","3","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Potter","All","All (0 to 99 years)","All","2019","2019 Q2","4/1/2019-6/30/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","53","53","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Blair","All","All (0 to 99 years)","All","2016","2016 Q1","1/1/2016-3/31/2016",,"Rate of new HIV diagnoses per 100,000 individuals","2","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","7","7","42","13","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Indiana","All","All (0 to 99 years)","All","2018","2018 Annual","1/1/2018-12/31/2018","2.33","Rate of new HIV diagnoses per 100,000 individuals","2","New HIV diagnoses","85755","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","32","32","42","63","40.65295498","-79.09333493","POINT (-79.09333493 40.65295498)"
"County","Susquehanna","All","All (0 to 99 years)","All","2019","2019 Q3","7/1/2019-9/30/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","58","58","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Carbon","All","All (0 to 99 years)","All","2017","2017 Q4","10/1/2017-12/31/2017",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","13","13","42","25","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Clearfield","All","All (0 to 99 years)","All","2020","2020 Annual","1/1/2020-12/31/2020","0","Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs","1166","Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","17","17","42","33","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Washington","All","All (0 to 99 years)","All","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","63","63","42","125","40.19109664","-80.25180083","POINT (-80.25180083 40.19109664)"
"County","Huntingdon","All","All (0 to 99 years)","All","2017","2017 Q3","7/1/2017-9/30/2017",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","31","31","42","61","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"County","Chester","All","All (0 to 99 years)","All","2017","2017 Annual","1/1/2017-12/31/2017","10.68","Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","1","New HIV diagnoses among individuals using injection drugs","9363","Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","15","15","42","29","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","York","All","All (0 to 99 years)","All","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of new HIV diagnoses per 100,000 individuals","7","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","67","67","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Clinton","All","All (0 to 99 years)","All","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","18","18","42","35","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Armstrong","All","All (0 to 99 years)","All","2020","2020 Q1","1/1/2020-3/31/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","3","3","42","5","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Somerset","All","All (0 to 99 years)","All","2017","2017 Q1","1/1/2017-3/31/2017",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","56","56","42","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
"County","Forest","All","All (0 to 99 years)","All","2016","2016 Annual","1/1/2016-12/31/2016","0","Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses","7493","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","27","27","42","53","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Warren","All","All (0 to 99 years)","All","2019","2019 Q4","10/1/2019-12/31/2019",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","62","62","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
