"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","court_of_common_pleas_opioid","court_of_common_pleas_opioid_1","court_of_common_pleas_cases","court_of_common_pleas_cases_1","rate_of_court_of_common_pleas","type_of_rate","percent_of_court_of_common","percent_of_court_of_common_1","drug_court_cases","drug_court_cases_description","successfully_completed_drug","successfully_completed_drug_1","opioid_drug_court_cases","opioid_drug_court_cases_1","successfully_completed_opioid","successfully_completed_opioid_1","percent_of_drug_court_cases","percent_of_drug_court_cases_1","percent_of_drug_court_cases_2","percent_of_drug_court_cases_3","percent_of_drug_court_cases_4","percent_of_drug_court_cases_5","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude","longitude","geocoded_column"
"County","Clinton","All","All (18+ years)","2017","2017 Q4","10/1/2017-12/31/2017","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","18","18","42","035","41.23286273740","-77.64283760460","POINT (-77.6428376046 41.2328627374)"
"County","Northampton","All","All (18+ years)","2019","2019 Q3","7/1/2019-9/30/2019","7","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","48","48","42","095","40.75459540400","-75.31263725760","POINT (-75.3126372576 40.754595404)"
"County","Chester","All","All (18+ years)","2019","2019 Q4","10/1/2019-12/31/2019","8","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","15","15","42","029","39.97487055660","-75.75626498180","POINT (-75.7562649818 39.9748705566)"
"State","Commonwealth","All","20 to 24 years","2017","2017 Q1","1/1/2017-3/31/2017","236","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","987","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.23900","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Armstrong","All","All (18+ years)","2018","2018 Q2","4/1/2018-6/30/2018","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","3","03","42","005","40.81509525550","-79.47316898930","POINT (-79.4731689893 40.8150952555)"
"County","Washington","All","All (18+ years)","2019","2019 Q2","4/1/2019-6/30/2019","15","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","63","63","42","125","40.19109663450","-80.25180082760","POINT (-80.2518008276 40.1910966345)"
"County","Jefferson","All","All (18+ years)","2019","2019 Q1","1/1/2019-3/31/2019","3","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","33","33","42","065","41.13139091150","-79.00101814190","POINT (-79.0010181419 41.1313909115)"
"County","Westmoreland","All","All (18+ years)","2019","2019 Q2","4/1/2019-6/30/2019","19","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","65","65","42","129","40.31031499850","-79.47134117600","POINT (-79.471341176 40.3103149985)"
"County","Lackawanna","All","All (18+ years)","2019","2019 Q3","7/1/2019-9/30/2019","8","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","35","35","42","069","41.43910064280","-75.61218345240","POINT (-75.6121834524 41.4391006428)"
"County","Montgomery","All","All (18+ years)","2017","2017 Q3","7/1/2017-9/30/2017","29","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","46","46","42","091","40.20989873900","-75.37252000720","POINT (-75.3725200072 40.209898739)"
"County","Cambria","All","All (18+ years)","2019","2019 Annual","1/1/2019-12/31/2019","36","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","1855","Total number of annual Court of Common Pleas cases","19.41","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","11","11","42","021","40.49127490670","-78.71894173850","POINT (-78.7189417385 40.4912749067)"
"County","Erie","All","All (18+ years)","2018","2018 Q3","7/1/2018-9/30/2018","10","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","25","25","42","049","41.99413787020","-80.04075910360","POINT (-80.0407591036 41.9941378702)"
"State","Commonwealth","All","30 to 34 years","2017","2017 Q2","4/1/2017-6/30/2017","179","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","935","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.19100","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","40 to 44 years","2018","2018 Q1","1/1/2018-3/31/2018","71","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","800","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.0890000000000000100","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Monroe","All","All (18+ years)","2016","2016 Q3","7/1/2016-9/30/2016","4","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","45","45","42","089","41.06091786530","-75.34083603020","POINT (-75.3408360302 41.0609178653)"
"State","Commonwealth","Male","All (18+ years)","2017","2017 Q4","10/1/2017-12/31/2017","692","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","796","Total Court of Common Pleas cases are not available",,"Rates by gender are not available","0.869000000000000100","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","30 to 34 years","2019","2019 Q4","10/1/2019-12/31/2019","75","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","449","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.1669999999999999800","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
