"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","number_of_days_hospitalized","number_of_days_hospitalized_1","number_of_days_hospitalized_notes","estimated_lost_wages","estimated_lost_wages_desc","estimated_lost_state_income_tax","estimated_lost_state_income_tax_desc","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column","latitude","longitude"
"County","Bradford","All","All (21 to 64 years)","2019","2019 Q3","7/1/2019-9/30/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","8","08","42","015","(41.7911781401, -76.5182562384)","POINT (-76.5182562384 41.7911781401)","41.79117814","-76.51825624"
"County","McKean","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","41","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","4826.29","Lost wages dues to hospitalization for opioid use","148.17","Estimated state income tax revenue lost during hospitalizations due to opioid use","42","42","42","083","(41.810370736, -78.5712201998)","POINT (-78.57122019980001 41.810370736)","41.81037074","-78.5712202"
"State","Commonwealth","All","35 to 49 years","2016","2016 Q1","1/1/2016-3/31/2016","4529","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","654026.14","Lost wages dues to hospitalization for opioid use","20078.60","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Bucks","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","3647","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","501758.86","Lost wages dues to hospitalization for opioid use","15404.00","Estimated state income tax revenue lost during hospitalizations due to opioid use","9","09","42","017","(40.335011331, -75.1129124111)","POINT (-75.1129124111 40.335011331)","40.33501133","-75.11291241"
"County","Delaware","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","11167","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1871482.86","Lost wages dues to hospitalization for opioid use","57454.52","Estimated state income tax revenue lost during hospitalizations due to opioid use","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.40627712120002 39.9165786652)","39.91657867","-75.40627712"
"County","Philadelphia","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","16614","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2933478.14","Lost wages dues to hospitalization for opioid use","90057.78","Estimated state income tax revenue lost during hospitalizations due to opioid use","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)","40.00444354","-75.140236"
"County","Union","All","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019","45","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","5528.57","Lost wages dues to hospitalization for opioid use","169.73","Estimated state income tax revenue lost during hospitalizations due to opioid use","60","60","42","119","(40.9647313096, -77.0641580308)","POINT (-77.0641580308 40.9647313096)","40.96473131","-77.06415803"
"State","Commonwealth","All","21 to 34 years","2018","2018 Q4","10/1/2018-12/31/2018","6309","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1025697.71","Lost wages dues to hospitalization for opioid use","31488.92","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Susquehanna","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","48","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","5235.86","Lost wages dues to hospitalization for opioid use","160.74","Estimated state income tax revenue lost during hospitalizations due to opioid use","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)","41.8205686","-75.80250303"
"County","Cambria","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","72","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","7971.43","Lost wages dues to hospitalization for opioid use","244.72","Estimated state income tax revenue lost during hospitalizations due to opioid use","11","11","42","021","(40.4912749067, -78.7189417385)","POINT (-78.7189417385 40.4912749067)","40.49127491","-78.71894174"
"County","Armstrong","All","All (21 to 64 years)","2017","2017 Q3","7/1/2017-9/30/2017",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)","40.81509526","-79.47316899"
"State","Commonwealth","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","61177","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","9749153.00","Lost wages dues to hospitalization for opioid use","299299.00","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Fulton","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","29","29","42","057","(39.9248751086, -78.1148504535)","POINT (-78.1148504535 39.9248751086)","39.92487511","-78.11485045"
"County","Chester","All","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018","371","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","78387.00","Lost wages dues to hospitalization for opioid use","2406.48","Estimated state income tax revenue lost during hospitalizations due to opioid use","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)","39.97487056","-75.75626498"
"County","Perry","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","43","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3808.57","Lost wages dues to hospitalization for opioid use","116.92","Estimated state income tax revenue lost during hospitalizations due to opioid use","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)","40.40415317","-77.25907385"
"County","Carbon","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","216","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","21988.86","Lost wages dues to hospitalization for opioid use","675.06","Estimated state income tax revenue lost during hospitalizations due to opioid use","13","13","42","025","(40.9193670081, -75.7110703866)","POINT (-75.7110703866 40.9193670081)","40.91936701","-75.71107039"
"County","Monroe","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016","49","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","5544.00","Lost wages dues to hospitalization for opioid use","170.20","Estimated state income tax revenue lost during hospitalizations due to opioid use","45","45","42","089","(41.0609178653, -75.3408360302)","POINT (-75.3408360302 41.0609178653)","41.06091787","-75.34083603"
"County","Luzerne","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","506","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","62849.43","Lost wages dues to hospitalization for opioid use","1929.48","Estimated state income tax revenue lost during hospitalizations due to opioid use","40","40","42","079","(41.1783643884, -75.991996098)","POINT (-75.991996098 41.178364388400006)","41.17836439","-75.9919961"
"County","Clarion","All","All (21 to 64 years)","2017","2017 Q3","7/1/2017-9/30/2017",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)","41.19279129","-79.42483608"
"County","Columbia","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","203","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","21918.57","Lost wages dues to hospitalization for opioid use","672.90","Estimated state income tax revenue lost during hospitalizations due to opioid use","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)","41.04912086","-76.4100218"
"County","Schuylkill","All","All (21 to 64 years)","2016","2016 Q2","4/1/2016-6/30/2016","146","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","15371.71","Lost wages dues to hospitalization for opioid use","471.91","Estimated state income tax revenue lost during hospitalizations due to opioid use","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)","40.70751243","-76.22332385"
"County","Susquehanna","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)","41.8205686","-75.80250303"
"County","Westmoreland","All","All (21 to 64 years)","2017","2017 Q4","10/1/2017-12/31/2017","200","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","25342.86","Lost wages dues to hospitalization for opioid use","778.03","Estimated state income tax revenue lost during hospitalizations due to opioid use","65","65","42","129","(40.3103149985, -79.471341176)","POINT (-79.471341176 40.3103149985)","40.310315","-79.47134118"
"County","Crawford","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016","257","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","27205.29","Lost wages dues to hospitalization for opioid use","835.20","Estimated state income tax revenue lost during hospitalizations due to opioid use","20","20","42","039","(41.6854690692, -80.1132108295)","POINT (-80.1132108295 41.6854690692)","41.68546907","-80.11321083"
