"observationname","label","relatedsampleuri","otherid","sampledepth","measurementunits","sitelocationname","localityterms","county","latdegreewgs84","longdegreewgs84","srs","locationuncertaintystatement","samplecollectiondate","samplemeasurementdate","sampletype","sampleshape","sampledimensionsheight","sampledimensionswidth","sampledimensionslength","sampledimensionsunits","sampledensity","uncertaintydensity","sampledensityunits","laboratory","measurementdevice","measurementprocedure","measurementpressure","measurementpressureunits","sampletemperature","sampletemperatureunits","measurementduration","measurementdirection","measurementrun","bulkmixingformula","saturationfluid","saturatedsampleconductivity","drysampleconductivity","averagethermalconductivity","uncertaintytc","correctiontc","correctiondescription","unitstc","specificheat","uncertaintyspecificheat","specificheatunits","thermaldiffusivity","uncertaintythermaldiffusivity","unitsthermaldiffusivity","geologicformationname","geologicformationuri","geologicformationtype","datumelevation","elevation","permeability","unitspermeability","porosity","notes","metadatauri","source","location_1"
"State of Utah N1 EXP DB Depth Interval 4810-4830","State of Utah N1 EXP DB Depth Interval 4810-4830",,,"4830","Feet","Amoco State of Utah N1 Oil Exploration Well","Great Salt Lake","Tooele","40.755220000000001","-112.306","EPSG:4326","Location obtained from Utah Division of Oil, Gas and Mining records","1970-01-01T01:09:00.000","1970-01-01T04:28:00.000","Cuttings","Cylinder","1.742","3.988",,"Centimeters",,,,"University of Utah Thermal Studies Laboratory, Frederick Albert Sutton Building, 115 South 1460 East Room 383, Salt Lake City, UT 84147","Divided Bar","Polycarbonate test cell was filled with cuttings, weighed, and placed under vacuum 3+ hours.  Cell was then saturated with water under vacuum for 3+ hours.  Cell was re-weighed and placed in divided bar equipment for measurement.","100","p.s.i.","9.5790480000000002","C","12.5",,"1",,"Tap Water","1.22",,"3.25","±10%",,,"W/(m·K)",,,,,,,"Miocene",,"Unknown","MSL","4201",,,,"Sample Collection Date Approximate",,"Mason Edwards, 2013, University of Utah, Department of Geology and Geophysics","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-1 NP Depth Interval 30-40","PA-1 NP Depth Interval 30-40",,,"40","Feet","UGS Pavant Area-1 Thermal Gradient Well","Black Rock Desert","Millard","39.500050000000002","-112.68899999999999","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","1970-01-01T04:25:00.000","Cuttings","Fine Material",,,,,,,,"Utah Geological Survey, P.O. Box 146100, Salt Lake City, UT 84114","Needle Probe","Probe of Decagon Devices, Inc. KD2 Pro Thermal Properties Analyzer inserted into well-mixed cuttings through plastic sample bag.",,,,,"2",,"1",,,,,"1.1339999999999999","±10% based on instrument specifications",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4579",,,,"Predominantly Hydrated Clay",,"Mark Gwynn, 2013, Utah Geological Survey","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-1 DB Depth Interval 90-100","PA-1 DB Depth Interval 90-100",,,"100","Feet","UGS Pavant Area-1 Thermal Gradient Well","Black Rock Desert","Millard","39.500050000000002","-112.68899999999999","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","1970-01-01T04:26:00.000","Cuttings","Cylinder","1.6579999999999999","3.9870000000000001",,"Centimeters",,,,"University of Utah Thermal Studies Laboratory, Frederick Albert Sutton Building, 115 South 1460 East Room 383, Salt Lake City, UT 84112","Divided Bar","Polycarbonate test cell was filled with well-mixed unconsolidated cuttings and placed in divided bar equipment for measurement.","100","p.s.i.","9.7515870000000007","C","12.5",,"4",,,"1.143975",,"1.143975","±10%",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4579",,,,"Predominantly Hydrated Clay",,"Mason Edwards, 2013, University of Utah, Department of Geology and Geophysics","
, Utah 
(39.36070123200005, -111.58712831499997)"
"P-2A NP Depth Interval 330-340","P-2A NP Depth Interval 330-340",,,"340","Feet","UGS Pavant-2A Thermal Gradient Well","Black Rock Desert","Millard","39.034120000000001","-112.54900000000001","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:17:00.000","1970-01-01T04:19:00.000","Cuttings","Fine Material",,,,,,,,"University of Utah Thermal Studies Laboratory, Frederick Albert Sutton Building, 115 South 1460 East Room 383, Salt Lake City, UT 84112","Needle Probe","Probe of Decagon Devices, Inc. KD2 Pro Thermal Properties Analyzer inserted into well-mixed cuttings through plastic sample bag.",,,,,"10",,"1",,,,,"1.38","±10% based on instrument specifications",,,"W/(m·K)","2.8919999999999999","±10% based on instrument specifications","MJ/(m³·K)","0.47699999999999998","±10% based on instrument specifications","mm²/s","Plio-Quaternary Sediments",,"Shale","MSL","4684",,,,"Predominantly Hydrated Clay | Sample Measurement Date Estimated",,"Mason Edwards, 2013, University of Utah, Department of Geology and Geophysics","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-3 NP Depth Interval 180-190","PA-3 NP Depth Interval 180-190",,,"190","Feet","UGS Pavant Area-3 Thermal Gradient Well","Black Rock Desert","Millard","39.271830000000001","-112.636","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","1970-01-01T04:26:00.000","Cuttings","Fine Material",,,,,,,,"Utah Geological Survey, P.O. Box 146100, Salt Lake City, UT 84114","Needle Probe","Probe of Decagon Devices, Inc. KD2 Pro Thermal Properties Analyzer inserted into well-mixed cuttings through plastic sample bag.",,,,,"2",,"1",,,,,"1.425","±10% based on instrument specifications",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4588",,,,"Predominantly Hydrated Clay",,"Mark Gwynn, 2013, Utah Geological Survey","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-6 DB Depth Interval 300-310","PA-6 DB Depth Interval 300-310",,,"310","Feet","UGS Pavant Area-6 Thermal Gradient Well","Black Rock Desert","Millard","38.945270000000001","-112.77","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","1970-01-01T04:26:00.000","Cuttings","Cylinder","1.633","4.0019999999999998",,"Centimeters",,,,"University of Utah Thermal Studies Laboratory, Frederick Albert Sutton Building, 115 South 1460 East Room 383, Salt Lake City, UT 84112","Divided Bar","Polycarbonate test cell was filled with well-mixed unconsolidated cuttings and placed in divided bar equipment for measurement.","100","p.s.i.","7.8134920000000001","C","12.5",,"1",,,"1.1580999999999999",,"1.1580999999999999","±10%",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4687",,,,"Predominantly Hydrated Clay",,"Mason Edwards, 2013, University of Utah, Department of Geology and Geophysics","
, Utah 
(39.36070123200005, -111.58712831499997)"
"P-2A NP Depth Interval 410-420","P-2A NP Depth Interval 410-420",,,"420","Feet","UGS Pavant-2A Thermal Gradient Well","Black Rock Desert","Millard","39.034120000000001","-112.54900000000001","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:17:00.000","1970-01-01T04:19:00.000","Cuttings","Fine Material",,,,,,,,"University of Utah Thermal Studies Laboratory, Frederick Albert Sutton Building, 115 South 1460 East Room 383, Salt Lake City, UT 84112","Needle Probe","Probe of Decagon Devices, Inc. KD2 Pro Thermal Properties Analyzer inserted into well-mixed cuttings through plastic sample bag.",,,,,"10",,"1",,,,,"1.4","±10% based on instrument specifications",,,"W/(m·K)","3.0129999999999999","±10% based on instrument specifications","MJ/(m³·K)","0.46500000000000002","±10% based on instrument specifications","mm²/s","Plio-Quaternary Sediments",,"Shale","MSL","4684",,,,"Predominantly Hydrated Clay | Sample Measurement Date Estimated",,"Mason Edwards, 2013, University of Utah, Department of Geology and Geophysics","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-3 NP Depth Interval 280-290","PA-3 NP Depth Interval 280-290",,,"290","Feet","UGS Pavant Area-3 Thermal Gradient Well","Black Rock Desert","Millard","39.271830000000001","-112.636","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","1970-01-01T04:25:00.000","Cuttings","Fine Material",,,,,,,,"Utah Geological Survey, P.O. Box 146100, Salt Lake City, UT 84114","Needle Probe","Probe of Decagon Devices, Inc. KD2 Pro Thermal Properties Analyzer inserted into well-mixed cuttings through plastic sample bag.",,,,,"10",,"1",,,,,"1.2989999999999999","±10% based on instrument specifications",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4588",,,,"Predominantly Hydrated Clay",,"Mark Gwynn, 2013, Utah Geological Survey","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-6 DB Depth Interval 130-140","PA-6 DB Depth Interval 130-140",,,"140","Feet","UGS Pavant Area-6 Thermal Gradient Well","Black Rock Desert","Millard","38.945270000000001","-112.77","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","1970-01-01T04:26:00.000","Cuttings","Cylinder","1.6830000000000001","3.9950000000000001",,"Centimeters",,,,"University of Utah Thermal Studies Laboratory, Frederick Albert Sutton Building, 115 South 1460 East Room 383, Salt Lake City, UT 84112","Divided Bar","Polycarbonate test cell was filled with well-mixed unconsolidated cuttings and placed in divided bar equipment for measurement.","100","p.s.i.","9.5915870000000005","C","12.5",,"1",,,"1.1990000000000001",,"1.1990000000000001","±10%",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4687",,,,"Predominantly Hydrated Clay",,"Mason Edwards, 2013, University of Utah, Department of Geology and Geophysics","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-4 NP Depth Interval 300-310","PA-4 NP Depth Interval 300-310",,,"310","Feet","UGS Pavant Area-4 Thermal Gradient Well","Black Rock Desert","Millard","39.185720000000003","-112.718","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","2012-11-09T14:25:00.000","Cuttings","Fine Material",,,,,,,,"Utah Geological Survey, P.O. Box 146100, Salt Lake City, UT 84114","Needle Probe","Probe of Decagon Devices, Inc. KD2 Pro Thermal Properties Analyzer inserted into well-mixed cuttings through plastic sample bag.",,,,,"2",,"1",,,,,"1.0640000000000001","±10% based on instrument specifications",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4649",,,,"Predominantly Hydrated Clay",,"Mark Gwynn, 2013, Utah Geological Survey","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-2 NP Depth Interval 380-390","PA-2 NP Depth Interval 380-390",,,"390","Feet","UGS Pavant Area-2 Thermal Gradient Well","Black Rock Desert","Millard","39.348289999999999","-112.69499999999999","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","1970-01-01T04:25:00.000","Cuttings","Fine Material",,,,,,,,"Utah Geological Survey, P.O. Box 146100, Salt Lake City, UT 84114","Needle Probe","Probe of Decagon Devices, Inc. KD2 Pro Thermal Properties Analyzer inserted into well-mixed cuttings through plastic sample bag.",,,,,"10",,"1",,,,,"1.226","±10% based on instrument specifications",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4599",,,,"Predominantly Hydrated Clay",,"Mark Gwynn, 2013, Utah Geological Survey","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-4 NP Depth Interval 180-190","PA-4 NP Depth Interval 180-190",,,"190","Feet","UGS Pavant Area-4 Thermal Gradient Well","Black Rock Desert","Millard","39.185720000000003","-112.718","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","2012-11-09T12:45:00.000","Cuttings","Fine Material",,,,,,,,"Utah Geological Survey, P.O. Box 146100, Salt Lake City, UT 84114","Needle Probe","Probe of Decagon Devices, Inc. KD2 Pro Thermal Properties Analyzer inserted into well-mixed cuttings through plastic sample bag.",,,,,"2",,"1",,,,,"1.409","±10% based on instrument specifications",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4649",,,,"Predominantly Hydrated Clay",,"Mark Gwynn, 2013, Utah Geological Survey","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-1 DB Depth Interval 240-250","PA-1 DB Depth Interval 240-250",,,"250","Feet","UGS Pavant Area-1 Thermal Gradient Well","Black Rock Desert","Millard","39.500050000000002","-112.68899999999999","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","1970-01-01T04:26:00.000","Cuttings","Cylinder","1.6830000000000001","3.9950000000000001",,"Centimeters",,,,"University of Utah Thermal Studies Laboratory, Frederick Albert Sutton Building, 115 South 1460 East Room 383, Salt Lake City, UT 84112","Divided Bar","Polycarbonate test cell was filled with well-mixed unconsolidated cuttings and placed in divided bar equipment for measurement.","100","p.s.i.","9.7515870000000007","C","12.5",,"2",,,"1.1349499999999999",,"1.1349499999999999","±10%",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4579",,,,"Predominantly Hydrated Clay",,"Mason Edwards, 2013, University of Utah, Department of Geology and Geophysics","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-3 DB Depth Interval 410-420","PA-3 DB Depth Interval 410-420",,,"420","Feet","UGS Pavant Area-3 Thermal Gradient Well","Black Rock Desert","Millard","39.271830000000001","-112.636","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","1970-01-01T04:27:00.000","Cuttings","Cylinder","1.8","3.9620000000000002",,"Centimeters",,,,"University of Utah Thermal Studies Laboratory, Frederick Albert Sutton Building, 115 South 1460 East Room 383, Salt Lake City, UT 84112","Divided Bar","Polycarbonate test cell was filled with well-mixed unconsolidated cuttings and placed in divided bar equipment for measurement.","100","p.s.i.","9.68","C","12.5",,"1",,,"1.3547",,"1.3547","±10%",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4588",,,,"Predominantly Hydrated Clay",,"Mason Edwards, 2013, University of Utah, Department of Geology and Geophysics","
, Utah 
(39.36070123200005, -111.58712831499997)"
"P-2A NP Depth Interval 520-530","P-2A NP Depth Interval 520-530",,,"530","Feet","UGS Pavant-2A Thermal Gradient Well","Black Rock Desert","Millard","39.034120000000001","-112.54900000000001","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:17:00.000","1970-01-01T04:19:00.000","Cuttings","Fine Material",,,,,,,,"University of Utah Thermal Studies Laboratory, Frederick Albert Sutton Building, 115 South 1460 East Room 383, Salt Lake City, UT 84112","Needle Probe","Probe of Decagon Devices, Inc. KD2 Pro Thermal Properties Analyzer inserted into well-mixed cuttings through plastic sample bag.",,,,,"10",,"1",,,,,"1.708","±10% based on instrument specifications",,,"W/(m·K)","2.9340000000000002","±10% based on instrument specifications","MJ/(m³·K)","0.58350000000000002","±10% based on instrument specifications","mm²/s","Plio-Quaternary Sediments",,"Shale","MSL","4684",,,,"Predominantly Hydrated Clay | Sample Measurement Date Estimated",,"Mason Edwards, 2013, University of Utah, Department of Geology and Geophysics","
, Utah 
(39.36070123200005, -111.58712831499997)"
"Pavant Butte-1 EXP DB Depth Interval 4990-5020","Pavant Butte-1 EXP DB Depth Interval 4990-5020",,,"5020","Feet","Arco Pavant Butte-1 Oil Exploration Well","Black Rock Desert","Millard","39.12415","-112.604","EPSG:4326","Location obtained from Utah Division of Oil, Gas and Mining records","1970-01-01T01:17:00.000","1970-01-01T04:24:00.000","Cuttings","Cylinder","1.8","3.9969999999999999",,"Centimeters",,,,"University of Utah Thermal Studies Laboratory, Frederick Albert Sutton Building, 115 South 1460 East Room 383, Salt Lake City, UT 84225","Divided Bar","Polycarbonate test cell was filled with cuttings, weighed, and placed under vacuum 3+ hours.  Cell was then saturated with water under vacuum for 3+ hours.  Cell was re-weighed and placed in divided bar equipment for measurement.","100","p.s.i.",,,"12.5",,"1",,"Tap Water",,,"3.2650000000000001","±10%",,,"W/(m·K)",,,,,,,"Miocene Sediments",,"Claystone","MSL","4595",,,,"Sample Collection Date Approximate | Sample Measurement Date Approximate | Cell Dimensions Approximate | Sample Temperature Not Available | Saturated Sample Conductivity Not Available | Porosity Not Available",,"Mason Edwards, 2013, University of Utah, Department of Geology and Geophysics","
, Utah 
(39.36070123200005, -111.58712831499997)"
"Gronning-1 EXP DB Depth Interval 4250-4310","Gronning-1 EXP DB Depth Interval 4250-4310",,,"4310","Feet","Gulf Oil Gronning-1 Oil Exploration Well","Black Rock Desert","Millard","39.416640000000001","-112.69199999999999","EPSG:4326","Location obtained from Utah Division of Oil, Gas and Mining records","1969-12-31T22:48:00.000","1970-01-01T04:29:00.000","Cuttings","Cylinder","1.6579999999999999","3.9870000000000001",,"Centimeters",,,,"University of Utah Thermal Studies Laboratory, Frederick Albert Sutton Building, 115 South 1460 East Room 383, Salt Lake City, UT 84225","Divided Bar","Polycarbonate test cell was filled with cuttings, weighed, and placed under vacuum 3+ hours.  Cell was then saturated with water under vacuum for 3+ hours.  Cell was re-weighed and placed in divided bar equipment for measurement.","100","p.s.i.","9.9828569999999992","C","12.5",,"1",,"Tap Water","1.3022",,"2.64","±10%",,,"W/(m·K)",,,,,,,"Oligocene Sediments",,"Claystone | Sandstone","MSL","4590",,,,"Sample Collection Date Approximate",,"Mason Edwards, 2013, University of Utah, Department of Geology and Geophysics","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-5A NP Depth Interval 280-290","PA-5A NP Depth Interval 280-290",,,"290","Feet","UGS Pavant Area-5A Thermal Gradient Well","Black Rock Desert","Millard","38.950310000000002","-112.596","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:26:00.000","1970-01-01T04:26:00.000","Cuttings","Fine Material",,,,,,,,"Utah Geological Survey, P.O. Box 146100, Salt Lake City, UT 84114","Needle Probe","Probe of Decagon Devices, Inc. KD2 Pro Thermal Properties Analyzer inserted into well-mixed cuttings through plastic sample bag.",,,,,"2",,"1",,,,,"1.401","±10% based on instrument specifications",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4681",,,,"Predominantly Hydrated Clay",,"Mark Gwynn, 2013, Utah Geological Survey","
, Utah 
(39.36070123200005, -111.58712831499997)"
"PA-4 NP Depth Interval 230-240","PA-4 NP Depth Interval 230-240",,,"240","Feet","UGS Pavant Area-4 Thermal Gradient Well","Black Rock Desert","Millard","39.185720000000003","-112.718","EPSG:4326","Location obtained with hand-held GPS device","1970-01-01T04:25:00.000","2012-11-09T13:22:00.000","Cuttings","Fine Material",,,,,,,,"Utah Geological Survey, P.O. Box 146100, Salt Lake City, UT 84114","Needle Probe","Probe of Decagon Devices, Inc. KD2 Pro Thermal Properties Analyzer inserted into well-mixed cuttings through plastic sample bag.",,,,,"2",,"1",,,,,"1.145","±10% based on instrument specifications",,,"W/(m·K)",,,,,,,"Plio-Quaternary Sediments",,"Shale","MSL","4649",,,,"Predominantly Hydrated Clay",,"Mark Gwynn, 2013, Utah Geological Survey","
, Utah 
(39.36070123200005, -111.58712831499997)"
