"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","depth_to_bottom","manhole","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.829229868398 30.254542779867)","4941912","0","1","192764","638975","266",,"1996-07-10T00:00:00.000Z","1996","ASBLTEL",,"TBARRINGTON","2013-06-13T10:29:09.000Z","TBARRINGTON","2013-06-13T11:39:28.000Z","SBURZYNSKI","BAR","E21","613E","157950","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3087148.8756","10065209.6069","DIG08","SUB-M","736.10998535","737.60998535","N","CONCRETE","733","121","7","T","6","121","32","19","GRADE","46","PRESENT","G1","GOOD","987f974d-f190-4103-ab81-c2c73ad9acae","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","BILLY MULLINS",,,"12052008_2_023.jpg","0",,,"2016-05-15T00:00:00.000Z","0",,,,,"1095258","WPD"
"POINT (-97.712770726417 30.370241205844)","4963496","0","1","56072","1935586","33","Likely never constructed, see Plan PPC-1-A-6417","1971-08-27T00:00:00.000Z","1971","APPLANEL",,"RPARKER","2007-11-27T00:00:00.000Z","JAMARTINEZ","2018-06-12T14:54:14.000Z","DRODRIGUEZ","LWA","K31","495Z","240891","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"713.40997314","N","NODATA","705.52001953",,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","90d70035-1716-4487-a6b9-c9f8ea4057d7","ENTERED","2022-03-08T21:02:53.000Z","NEVERCON","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.723698485816 30.287119372205)","4975518","0","1","260225","860372","23",,"1937-03-26T00:00:00.000Z","1937","PLANNOEL",,"CGORE","2014-05-21T14:24:12.000Z","CGORE","2014-06-04T11:53:18.000Z","RODAVILA","WLR","K24","585G","3033310","OTHER","OTHER","NO_SOURCE","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","b9c6ae2b-3c45-4164-9278-95993bfb40e5","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.744993765191 30.281952378796)","4959670","0","1","100940","2050788","290",,"1923-05-16T00:00:00.000Z","1923","PLANNOEL",,"RODAVILA","2007-12-10T00:00:00.000Z","MAMARAL","2019-01-17T15:23:05.000Z","DDAVIS","SHL","J23","585J","3383189","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3113506.2431","10075785.611","DIG06","SUB-M",,"562.46002197","N","CONCRETE","559.63000488","36","5","T","4","36","34","19","GRADE","34","PRESENT","G1","GOOD","cf340464-e100-45bc-9043-9beff8b00f4b","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","LKAUFFMAN","2009-06-22T00:00:00.000Z",,"B_051006_0006.jpg","0",,,"2015-12-15T00:00:00.000Z","0",,,,,"1084753","WPD"
"POINT (-97.7374120484 30.166059633903)","4934996","0","1","196060","566300","120",,"1985-11-01T00:00:00.000Z","1985","APPLANEL",,"APRUITT","2013-04-08T14:23:56.000Z","APRUITT","2013-04-10T07:42:07.000Z","DDAVIS","ONI","J13","675T","89210","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3116882.13","10033702.2975","DIG08","SUB-M","539.90002441","540.61999512","N","CONCRETE","535.90002441","121","5","T","5","121","44","18","GRADE","50","PRESENT","G1","NOTMARKED","3bac24d8-4926-465c-b622-3f36cd57fbe6","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","CARRIE STEFANELLI",,,"01282009_1_030.jpg","0",,,,"0",,,,,"1101126","WPD"
"POINT (-97.710345116161 30.301938566581)","4968656","0","1","74757","2186834","322","2 manhole and 1 not locked","1984-06-22T00:00:00.000Z","1984","APPLANEL","2012","JHOLDER","2011-12-15T16:58:07.000Z","DWARDEN","2020-08-27T17:36:24.000Z","GDELANO","BOG","K25","555Z","855632","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3124196.2472","10083302.668","DIG07","SUB-M",,"608.2199707","N","CONCRETE","603.29998779","126","6","T","6","120","30","17","GRADE","50","PRESENT","G1","GOOD","b705acfa-bdf8-4dd3-9571-fc243b76a5ae","ENTERED","2022-02-08T14:52:50.000Z","REMOVED","2","N","DLEWIS","2008-10-08T00:00:00.000Z",,"06262007_2_003.jpg","0",,,"2012-11-15T00:00:00.000Z","0",,,,,"1075815","WPD"
"POINT (-97.57805679653 30.326609184499)","4968601","0","1","2093106","2200867","202",,"2019-11-18T00:00:00.000Z","2019","APPLANEL",,"GLOCKWOOD","2020-11-18T14:58:46.000Z","GLOCKWOOD","2020-11-18T15:53:07.000Z","SBURZYNSKI","GIL","S27","559A","5746862","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","539.61999512","539.22998047","N","CONCRETE","535.64001465",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","961e0a70-da57-4372-8c49-085e73985a5c","ENTERED","2022-03-08T21:02:54.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.726799808352 30.25266226649)","4936796","0","1","101180","1156051","198","gutter is cemented over to 4 in","1963-07-22T00:00:00.000Z","1963","APPLANEL",,"GDELANO","2015-09-02T12:47:56.000Z","GDELANO","2015-09-02T12:48:30.000Z","DDAVIS","LBL","K21","615G","176402","CITY","CITY","PHYS_INSP","DEM","GPS","3119497.443","10065269.633","DIG06","SUB-M",,"452.33999634","N","CONCRETE","448.33999634","110","9","T","12","96","35","17","GRADE","48","PRESENT","G1","GOOD","d75dd41a-9285-4fe7-98cd-ceaaa3b315ee","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2","N",,"2006-05-30T00:00:00.000Z",,"A_053006_0106.jpg","0",,,,"0",,,,,"1085112","WPD"
"POINT (-97.70059730587 30.223652960934)","4941169","0","1","183860","297264","25",,"1983-06-16T00:00:00.000Z","1983","APPLANEL",,"TBARRINGTON","2012-02-01T11:16:57.000Z","TBARRINGTON","2012-02-08T07:41:25.000Z","SJOHNSON","CAR","L18","646A","662192","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3128017.5331","10054916.0544","DIG08","SUB-M",,"505.77999878","N","CONCRETE","501.70999146","168","5","T","4","180","33","35","GRADE","50","PRESENT","G1R","GOOD","e3186a35-46a3-476e-92b5-7e2ce2a7659b","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","LUKE KUHR",,,"08062008_1_018.jpg","17",,,"2014-03-15T00:00:00.000Z","0",,,,,"1086227","WPD"
"POINT (-97.796506778058 30.357373843785)","4946367","0","1","190927","960530","133",,"1983-12-21T00:00:00.000Z","1983","APPLANEL",,"AJURADO","2014-10-17T16:19:29.000Z","BRASMITH","2014-10-30T10:29:14.000Z","TBARRINGTON","WBL","F30","523H","3431115","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3096625.2138","10102832.475","DIG08","SUB-M","703.15002441","703.04998779","N","CONCRETE","699","179","6","T","7","181","31","37","GRADE","43","PRESENT","G1R","NOTMARKED","4cf3b3e7-c6a4-4889-85ea-da9ed62ce14e","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","2",,"GEETHA GANESAN",,,"11132008_5_049.jpg","18",,,,"0",,,,,"1093511","WPD"
"POINT (-97.671589906507 30.369470460871)","4949170","0","1","182749","591586","18",,"1998-04-02T00:00:00.000Z","1998","ASBLTEL",,"ARESOVSKY","2013-05-22T08:43:32.000Z","ARESOVSKY","2013-05-22T12:15:19.000Z","DDAVIS","WLN","M31","496Z","3029543","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3135907.6619","10108151.1181","DIG08","SUB-M","692.23999023","691.75","N","CONCRETE","688.23999023","120","6","T","4","120","31","20","SAG","34","PRESENT","S1","GOOD","781edabf-b57b-4185-aa73-9dcbabdb3b1a","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","JESSE MARTINEZ",,,"07212008_3_003.jpg","0",,,"2017-09-15T00:00:00.000Z","0",,,,,"1083905","WPD"
"POINT (-97.882434260769 30.257260595055)","4957106","0","1","193340","917669","128",,"2002-02-07T00:00:00.000Z","2002","APPLANEL",,"MLEACH","2014-07-29T14:11:55.000Z","MLEACH","2014-07-30T14:21:36.000Z","DDAVIS","WMS","B21","611D","3095624","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3070332.8494","10065823.715","DIG08","SUB-M","1005.30999756","1006.08001709","N","CONCRETE","1001.30999756","122","6","T","6","118","50","17","GRADE","44","PRESENT","G1","GOOD","ead5fbea-42a6-4a22-9dba-b7c241b33d27","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","2",,"HEATHER DAVIS",,,"12122008_2_073.jpg","0",,,"2017-07-15T00:00:00.000Z","0",,,,,"1095006","WPD"
"POINT (-97.710684327315 30.322824428578)","4935355","0","1","77816","479606","117",,"1973-07-31T00:00:00.000Z","1973","APPLANEL",,"RODAVILA","2011-11-07T13:23:32.000Z","CGORE","2012-11-13T11:29:53.000Z","DDAVIS","TAN","K27","555H","192954","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3123982.2967","10090898.385","DIG07","SUB-M",,"671.64001465","N","CONCRETE","667","131","6","T","4","120","25","18","GRADE","51","PRESENT","G1","NOTMARKED","6c11c914-4d96-400b-9a6f-6032c6649935","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","DLEWIS","2008-10-20T00:00:00.000Z",,"07312007_1_004.jpg","0",,,,"0",,,,,"1079355","WPD"
"POINT (-97.759013111868 30.45050095479)","4941738","0","1","186740","1049810","196",,"1986-07-29T00:00:00.000Z","1986","APPLANEL",,"MMCDONALD","2015-02-16T17:21:13.000Z","MMCDONALD","2015-02-17T12:35:12.000Z","RODAVILA","RAT","H38","434R","717448","OTHER","OTHER","PHYS_INSP","APPLANEL","GPS","3107663.7763","10136964.2081","DIG08","SUB-M","882.78997803","884.17999268","N","CONCRETE","877.7199707","121","6","T","8","121","29","18","GRADE","58","PRESENT","G1","MARKED","3f445015-5a50-449f-8567-de200b0a5e38","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"MARCUS ALLEN",,,"09152008_4_006.jpg","0",,,,"0",,,,,"1087177","WPD"
"POINT (-97.7100294348 30.385748212051)","4977598","0","1","74860",,,,,,"NO_SOURCE",,"RMOELLMER","2008-10-17T00:00:00.000Z","SDE","2016-06-16T16:27:57.000Z","DDAVIS","LWA","K32","495M","215168","OTHER","OTHER","PHYS_INSP","DEM","GPS_AERIAL","3123646.7164","10113781.837","DIG07","SUB-M",,"753.4699707","N","CONCRETE","749.9699707","121","7","T","6","120","32","18","SAG","42","PRESENT","S1","NOTMARKED","a0348671-bb08-41ba-b5ef-10aa740065fc","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","2","N",,,,"06272007_3_087.jpg","0",,,,"0",,,,,"1075915","WPD"
"POINT (-97.737720459128 30.258837640038)","4976968","0","1","102157","2232308","107","paved over","1955-04-08T00:00:00.000Z","1955","ASBLTEL","2019","CPHELAN","2007-12-05T00:00:00.000Z","KGALLUSCIO","2021-06-09T12:11:59.000Z","RODAVILA","LBL","J21","615B","5690378","OTHER","TXDOT","PHYS_INSP","DEM","GPS","3115998.486","10067436.441","DIG06","SUB-M",,"461.20999146","N","CONCRETE","457.45999146",,,"N",,"60",,,"GRADE","45","PRESENT","G1","NOTMARKED","105e1659-9d53-4527-b575-c04d9aaf8b1f","ENTERED","2022-02-08T14:52:55.000Z","TOBEREMV","4","N","NPULLIAS","2009-06-16T00:00:00.000Z",,"A_053106_0017.jpg",,,,,"0",,,,,"1084052","WPD"
"POINT (-97.69054167169 30.24793245461)","4975309","0","1","855293","983571","260",,"1962-08-30T00:00:00.000Z","1962","APPLANEL",,"MLEACH","2014-11-20T15:49:44.000Z","MLEACH","2014-11-21T10:41:15.000Z","DDAVIS","COL","L20","616K","128273","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"60",,,"NODATA",,"NODATA","NODATA","NODATA","961cbbc9-60c4-4ad5-9eda-88a61e9fb712","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.814209660508 30.191481431006)","4963727","0","1","480382","604077","6",,,,"NO_SOURCE","1978","CGORE","2013-04-02T10:37:15.000Z","APRUITT","2013-05-14T07:35:54.000Z","DDAVIS","SBG","E15","673B","246293","CITY","CITY","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"718.7800293","N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","1567785f-0b5a-43c3-8ccc-a61c085be4ba","ENTERED","2022-03-08T21:02:53.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.791391472307 30.222269728431)","4962518","0","1","184025","1830930","345",,,,"NO_SOURCE",,"RMOELLMER","2007-08-10T00:00:00.000Z","MMARKOWSKI","2017-11-16T08:13:59.000Z","DRODRIGUEZ","WMS","G18","644A","111740","CITY","CITY","PHYS_INSP","DEM","GPS","3099360.8425","10053746.2075","DIG08","SUB-M",,"650.65997314","N","CONCRETE","647.48999023","128","6","T","6","120","17","18","SAG","38","NOTPRESENT","S1","GOOD","96197560-40ef-4587-80df-3a212500a369","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,"08072008_2_004.jpg","0",,,"2019-10-15T00:00:00.000Z","0",,,,,"1104494","WPD"
"POINT (-97.742822130933 30.286611229306)","4966453","0","1","79745","2224227","89","Inlet has been reconstructed","2008-07-03T00:00:00.000Z","2008","APPLANEL",,"TBARRINGTON","2012-05-10T08:56:13.000Z","GDELANO","2021-06-14T17:46:10.000Z","GDELANO","SHL","J24","585E","3388198","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3114149.9866","10077494.044","DIG07","SUB-M","584.21002197","585.60998535","N","CONCRETE","581.71002197","120","6","T","4","120","36","15","GRADE","36","PRESENT","G1","GOOD","f84233bd-0c6f-4ba3-afdc-d0472ea8601f","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","DDAVIS","2008-10-08T00:00:00.000Z",,"08102007_1_056.jpg","0",,,"2016-05-15T00:00:00.000Z","0",,,,,"1081192","WPD"
"POINT (-97.775574762395 30.447862563218)","4959775","0","1","186261","1010770","31",,"1980-02-12T00:00:00.000Z","1980","ASBLTEL",,"MMCDONALD","2014-12-30T13:40:23.000Z","MMCDONALD","2014-12-30T15:01:10.000Z","CGORE","LKC","G37","434T","611397","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3102468.7656","10135884.5475","DIG08","SUB-M","908.11999512","908.59002686","N","CONCRETE","904.2199707","129","8","T","7","119","31","36","GRADE","46","PRESENT","G1R","GOOD","02ca12d0-6799-43fe-9e35-4c6251cb7c3c","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"MUYIWA SAMI",,,"09112008_1_019.jpg","0",,,"2011-10-01T00:00:00.000Z","0",,,,,"1087969","WPD"
"POINT (-97.759293018114 30.261111564287)","4943521","0","1","261637","2237026","21",,,,"NO_SOURCE","1992","NPULLIAS","2010-08-31T00:00:00.000Z","JBALDERAS","2021-07-27T14:28:06.000Z","GDELANO","WBO","H21","614D","690632","CITY","CITY","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"451.61999512","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","a0e2cf4f-873e-4f1c-9cda-65c29a4bf75b","ENTERED","2022-03-08T21:02:51.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.61971767519 30.391704524884)","4963242","0","1","1904628","2061330","2",,"2015-07-17T00:00:00.000Z","2015","APPLANEL",,"DWARDEN","2019-02-04T18:26:35.000Z","DWARDEN","2019-02-05T19:04:52.000Z","GDELANO","GIL","Q33","498E","5335251","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","666.08001709","666.9699707","N","NODATA","662.08001709",,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","63f39395-3890-49fb-aa85-8397d3870a12","ENTERED","2022-03-08T21:02:53.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.67856950666 30.377493544997)","4971514","0","1","183079","1453011","206",,"2008-08-26T00:00:00.000Z","2008","APPLANEL",,"ACABANA","2016-07-07T17:25:36.000Z","ACABANA","2016-07-07T17:49:52.000Z","DWARDEN","WLN","M31","496U","417374","OTHER","OTHER","PHYS_INSP","DEM","GPS","3133637.5894","10111015.5919","DIG08","SUB-M",,"724.80999756","N","CONCRETE","720.80999756","67","4","T","6","60","45","22","SAG","48","PRESENT","S1","NOTMARKED","2797cf28-80d5-4356-b37a-908365d0acd8","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","2",,"JESSE MARTINEZ",,,"07282008_3_101.jpg","0",,,,"0",,,,,"1082223","WPD"
"POINT (-97.885639266865 30.165676488114)","4948279","0","1","2087614","2190996","51",,"2018-08-08T00:00:00.000Z","2018","APPLANEL",,"KGALLUSCIO","2020-09-17T12:28:38.000Z","KGALLUSCIO","2020-09-21T13:00:09.000Z","SBURZYNSKI","SLA","B13","671V","5469022","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","849.09002686","849.78997803","N","CONCRETE","844.94000244",,,"N",,"180",,,"NODATA",,"PRESENT","NODATA","NODATA","d2604eb8-5110-46aa-921b-bc5a5da3613b","ENTERED","2022-03-08T21:02:52.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.818107014353 30.344815631408)","4952173","0","1","191958","1291092","45",,"2003-10-31T00:00:00.000Z","2003","APPLANEL",,"CHILL","2016-03-22T14:52:02.000Z","CHILL","2016-03-22T14:59:35.000Z","DDAVIS","HOG","E29","523P","3150400","OTHER","OTHER","PHYS_INSP","APPLANEL","GPS","3089917.5706","10098111.6844","DIG08","SUB-M",,"615.40002441","N","CONCRETE","611.42999268","120","7","T","7","120","29","18","GRADE","43","PRESENT","G1","NOTMARKED","148cf1bc-e8d0-4afa-a8a7-4cd275be46ce","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"DANIEL WHEAT",,,"11172008_5_012.jpg","0",,,,"0",,,,,"1091204","WPD"
"POINT (-97.765663683308 30.496973922239)","4933651","0","1","189270","1263571","336",,"2002-01-23T00:00:00.000Z","2002","ASBLTEL",,"ACOLEMAN","2016-03-01T10:12:29.000Z","ACOLEMAN","2016-03-01T10:31:14.000Z","CGORE","SBR","H42","404G","3043074","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3105178.6988","10153812.89","DIG08","SUB-M","904.94000244","905.01000977","N","CONCRETE","900.44000244","189","8","T","6","182","46","18","GRADE","42","PRESENT","G1","GOOD","d35a49cd-a7ee-472e-8996-4ff8bc92adee","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"HEATHER DAVIS",,,"10292008_3_018.jpg","0",,,"2012-11-15T00:00:00.000Z","0",,,,,"1092571","WPD"
"POINT (-97.734685536951 30.244906575601)","4977115","0","1","696872","878611","99",,"2000-09-26T00:00:00.000Z","2000","ASBLTEL",,"MLEACH","2014-05-23T13:29:23.000Z","MLEACH","2014-06-19T10:05:20.000Z","GDELANO","HRP","J20","615K","3033350","OTHER","TXDOT","ASBLTEL","NO_SOURCE","ASBLTEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"126",,,"NODATA",,"NODATA","NODATA","NODATA","925dbae0-568a-4d3e-899b-c43da2bcff1a","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.704255209097 30.332700993456)","4974454","0","1","51101","863284","295",,"1962-12-18T00:00:00.000Z","1962","APPLANEL","1976","RODAVILA","2008-02-12T00:00:00.000Z","APRUITT","2014-05-26T12:41:05.000Z","RODAVILA","BMK","L28","526W","89627","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"78",,,"NODATA",,"NODATA","NODATA","NODATA","e2c061e0-6327-4066-a131-36bb6dda884e","ENTERED","2022-02-08T14:52:55.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.811482755924 30.435841962305)","4942325","0","1","185266","1477029","263",,,,"NO_SOURCE",,"ACOLEMAN","2016-08-05T10:48:08.000Z","ACOLEMAN","2017-06-28T10:08:36.000Z","SJOHNSON","BUL","F36","463C","104921","CITY","CITY","PHYS_INSP","DEM","GPS","3091256.1475","10131255.625","DIG08","SUB-M",,"905.15002441","N","CONCRETE","900.57000732","121","7","T","5","121","30","17","GRADE","55","PRESENT","G1","MARKED","94114133-df87-44ca-bced-ce1973e96a0c","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"EZIO AMBROSETTI",,,"08262008_5_059.jpg","0",,,,"0",,,,,"1088750","WPD"
"POINT (-97.638353789342 30.157032961533)","4969059","0","1","2031908","2179780","292",,"2017-09-05T00:00:00.000Z","2017","APPLANEL",,"JAMARTINEZ","2020-07-02T10:36:31.000Z","JAMARTINEZ","2020-07-07T11:02:22.000Z",,"DRE","P13","677Y","5765043","OTHER","OTHER","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","478.58999634","480.23001099","N","NODATA","475.45999146",,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","79360661-d61c-420b-bcd5-c0e11fbdbc08","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.75268392315 30.445655177858)","4943706","0","1","186036","1945170","335",,,,"NO_SOURCE",,"MMARKOWSKI","2018-05-15T10:22:11.000Z","MMARKOWSKI","2018-05-15T13:17:53.000Z","ACOLEMAN","RAT","H37","434V","426652","OTHER","OTHER","PHYS_INSP","DEM","GPS","3109698.4044","10135248.54","DIG08","SUB-M",,"884.82000732","N","CONCRETE","881.48999023","122","6","T","7","120","32","18","GRADE","40","PRESENT","G1","MARKED","5fa18e65-9833-4f14-9293-1afb84c80608","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"BILL BUTLER",,,"09062008_1_037.jpg","0",,,,"0",,,,,"1088032","WPD"
"POINT (-97.761110606651 30.281804166534)","4949202","0","1","100498","336933","28",,"1980-10-16T00:00:00.000Z","1980","ASBLTEL",,"CGORE","2012-02-02T09:07:54.000Z","CGORE","2012-03-28T13:20:01.000Z","DDAVIS","TWN","H23","584L","252156","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3108421.5585","10075612.294","DIG06","SUB-M",,"532.21002197","N","CONCRETE","528.79998779","131","6","T","6","120","31","17","SAG","42","NOTPRESENT","S1","MARKED","1d671f23-1150-453c-b6c6-bfb560b05d0a","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N",,"2006-06-02T00:00:00.000Z",,"A_060206_0044.jpg","0",,,,"0",,,,,"1084836","WPD"
"POINT (-97.852986957937 30.173870141095)","4946272","0","1","1086584","1317650","354",,"2006-07-20T00:00:00.000Z","2006","ASBLTEL",,"AMIRANDA","2016-04-14T12:15:05.000Z","DWARDEN","2016-05-06T13:12:50.000Z",,"SLA","D14","672Q","3132233","CITY","CITY","ASBLTEL","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS","751.25","749.92999268","N","CONCRETE","745.23999023",,,"N",,"48","48",,"NODATA",,"PRESENT","NODATA","NODATA","18357f86-a734-480e-b5ea-1af831ea6e57","ENTERED","2022-03-08T21:02:51.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.726618376393 30.156911852353)","4978997","0","1","2283504","2281173","291",,"2020-12-03T00:00:00.000Z","2020","APPLANEL",,"KGALLUSCIO","2022-07-21T10:15:05.000Z","KGALLUSCIO","2022-07-21T15:48:29.000Z","JAMARTINEZ","CTM","K13","675Y","5783818","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"620.89001465","N","NODATA",,,,"N",,"60",,,"NODATA",,"NODATA","NODATA","NODATA","0b873078-08cb-4697-a7a5-418d6bd1006a","ENTERED","2022-08-17T05:20:27.000Z","ACTIVE","0",,,,,,,,,,,,,,,,
"POINT (-97.798596790893 30.172263882624)","4972154","0","1","1220054","1562134","14",,"2006-09-06T00:00:00.000Z","2006","APPLANEL",,"MAMARAL","2016-10-31T16:59:24.000Z","MAMARAL","2016-10-31T17:35:16.000Z",,"SLA","F14","673R","226411","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"60",,,"NODATA",,"NODATA","NODATA","NODATA","9e4db844-f896-4e75-b536-ad023fe26f27","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.763239469722 30.139132857294)","4966682","0","1","2083320","2186178","122",,"2019-03-26T00:00:00.000Z","2019","APPLANEL",,"KGALLUSCIO","2020-08-11T10:34:10.000Z","KGALLUSCIO","2020-08-11T15:58:58.000Z","GDELANO","MAR","H11","704L","5675950","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","656.59997559","659.27001953","N","CONCRETE","650.97998047",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","2d232908-80d0-443b-b655-e113a154a58d","ENTERED","2022-03-08T21:02:54.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.746854503648 30.22320827331)","4970337","0","1","813056","931412","294",,"2006-08-16T00:00:00.000Z","2006","ASBLTEL",,"CGORE","2014-09-11T14:59:06.000Z","CGORE","2014-09-23T12:12:00.000Z","RODAVILA","CCW","J18","645A","1123527","OTHER","TXDOT","ASBLTEL","NO_SOURCE","ASBLTEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"180",,,"NODATA",,"NODATA","NODATA","NODATA","49f3ed3c-cf0a-494c-bee5-faa3f3b276d0","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.755772724245 30.242855503301)","4978941","0","1","102102","2283732","116",,"1964-09-01T00:00:00.000Z","1964","ESM",,"DDAVIS","2008-02-25T00:00:00.000Z","GDELANO","2022-08-11T16:01:29.000Z","GDELANO","EBO","H20","614R","225077","CITY","CITY","PHYS_INSP","DEM","GPS","3110436.8331","10061489.75","DIG06","SUB-M",,"557.82000732","N","CONCRETE","552.95001221","126","5","T","5","126","25","14","SAG","55","PRESENT","S1","GOOD","77d58fbd-c272-4d19-9be9-d4cbe3555466","ENTERED","2022-08-17T05:20:27.000Z","ACTIVE","2","N",,"2006-04-26T00:00:00.000Z",,"A_042606_0051.jpg","0",,,,"0",,,,,"1103523","WPD"
