"folderrsn","parentrsn","issuedate","sub_type","permit_status","reason_for_request","fee_required","heritage_tree","public_tree","type_of_work","removal_of_regulated_tree","encroahment_of_root_zone","prune","tree_species","general_tree_conditions","type_of_application","trunk_diameter","appf_removed","non_appf_removed","replanted_mitigation","latitude","longitude"
"11112019",,"2014-03-28T00:00:00.000","Commercial","Approved with Conditions","Installation of new plumbing line from house to existing water meter","Yes","Yes","No",,"No","Yes","No","Live Oak","Good","Development Related","45","0","0","0","30.30056670","-97.74655291"
"11070035",,"2014-01-06T00:00:00.000","Residential","Closed","new home","Yes","Yes","No",,,"Yes",,"Pecan","Fair","Development Related","26""","0","0","0","30.27481528","-97.72234918"
"10808769",,"2012-08-07T00:00:00.000",,"Approved","Tree has hole boring beetles and is in danger of falling on house and adjacent to property","No","No","No",,"Yes","No","Yes","Texas Ash","Poor","Non-Development Related","20","20","0","0","30.24911596","-97.76329915"
"10368971",,"2011-02-03T00:00:00.000",,"Closed","Building new build closer to tree than existing. Existing will be demolished","Yes",,,,"No","Yes","No","Pecan, Pecan","Good","Development Related","22.5, 19","0","0","0","30.26467262","-97.70495184"
"11703681",,"2017-04-14T00:00:00.000","Residential","Active","Removal of declined Arizona Ash in left front yard that was damaged in the storm.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona Ash","4. Dead, diseased, or imminent hazard","Non-Development Related","31","31","0","1.5","30.41252250","-97.74042398"
"10851949",,"2012-11-05T00:00:00.000","Residential","Approved","Tree is old, has borers and cavity.  Over driveway","No","No","No",,"Yes","No","Yes","Mesquite, Mesquite","Poor","Non-Development Related","26, 21","47","0","0","30.33877130","-97.75225961"
"11530989",,"2016-05-26T00:00:00.000","Residential","Approved","Tree permit required per agreement between COA & Developer; no trees on this lot","Yes","No","No",,"No","Yes","No","Live Oak","Fair","Development Related","less than 19","0","0","0","30.48272711","-97.78886942"
"10901085",,"2013-02-26T00:00:00.000","Residential","Approved","Development-Trim large oak of neighbor tree","Yes","No","No",,"Yes","No","Yes","Red Oak","Good","Development Related","18","0","0","0","30.24637775","-97.74082936"
"11274081",,"2015-05-19T00:00:00.000","Residential","Approved with Conditions","Development related","Yes","Yes","No",,,"Yes",,"American Elm","Fair","Development Related","43""","0","0","0","30.35064957","-97.74377823"
"10456853",,"2010-08-17T00:00:00.000",,"Approved with Conditions","Owner would like to add a bathroom whicvh requires connection to sanitary sewer along Wrightwood Rd.","Yes","No",,,"No","Yes","No","Oak","Good","Development Related","24","0","0","0","30.29593930","-97.71451995"
"11715669",,"2017-07-18T00:00:00.000","Residential","Active","Removal of Cottonwood tree","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cottonwood","4. Dead, diseased, or imminent hazard","Non-Development Related","30.3","30.3","0","7","30.22113735","-97.73514703"
"11768032",,"2017-09-11T00:00:00.000","Residential","Active","Decay, more than 75% of the tree is dead, hazardous to pedestrians and property","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","4. Dead, diseased, or imminent hazard","Non-Development Related","19","19","0","0","30.42981045","-97.71289468"
"11451161",,"2016-02-19T00:00:00.000","Residential","Final","Development","Yes","Yes","No",,,"Yes",,"Live Oaks","Fair","Development Related","29"", 48""","0","0","0","30.24724000","-97.73972390"
"10998578",,"2013-08-12T00:00:00.000","Residential","Approved","e-mailed photo- tree condition","No","Yes","No",,"Yes","No","Yes","Red Oak","Poor","Non-Development Related","27","27","0","0","30.32282678","-97.67456420"
"11422740",,"2015-09-28T00:00:00.000","Residential","Approved","Tree is a hazard, remove to protect property","No","No","No",,"Yes",,"Yes","Hackberry","Dead","Non-Development Related","19""","19","0","0","30.18048649","-97.82486335"
"10440688",,"2010-05-18T00:00:00.000",,"Approved with Conditions","Tree relocation operations for new mixed use development.","No","No",,,"Yes","No","Yes","Live Oak","Fair","Development Related","0","0","0","0","30.40464233","-97.72388617"
"11771403","11732997","2017-08-14T00:00:00.000","Residential","Active","New SFR","Yes","No","No","Residential Dev Plan Review - Tree","No","Yes","No","Red Oak, Oak","1. Good","Development Related","21, 23","0","0","0","30.30652710","-97.76997965"
"10879687",,"2013-01-10T00:00:00.000","Residential","Approved","pending 2nd story addition","Yes","No","No",,"Yes",,"Yes","Post Oak, Cedar Elm","Poor","Development Related","20, 22","42","0","0","30.28920024","-97.76795742"
"10422334",,"2010-04-05T00:00:00.000",,"Approved","Property owner is afraid tree is going to fail and fall in street.  he said Austin Energy has severely pruhned that tree over the years.","No","No",,,"Yes","No","Yes","American Elm","Fair","Non-Development Related","20","20","0","0","30.31518141","-97.71064774"
"11666604",,"2017-02-09T00:00:00.000","Commercial","Active","located at basin of water quality pond","No","No","No",,"Yes",,"Yes","Willow","Poor","Non-Development Related","19.4","19.4","0","0","30.42746249","-97.84263747"
"11449838",,"2016-08-15T00:00:00.000","Residential","Approved with Conditions","Tree removed without a permit.","Yes","No","No",,,"Yes",,"See survey","Good","Development Related","see survey","0","0","0","30.25535770","-97.71303386"
"11753908","11715823","2017-07-12T00:00:00.000","Residential","Active","New SFR","Yes","No","No","Residential Dev Plan Review - Tree","Yes","Yes","Yes","Live Oak, Live Oak, Post Oak, Cedar Elm","1. Good","Development Related","23, 19, 19, 20","42","0","42","30.17755751","-97.92647875"
"10661755",,"2011-10-07T00:00:00.000",,"Approved","Tree has multiple decay issues, mistletoe, bark inclusions and root problems.","No","No","No",,"Yes","No","Yes","Hackberry","Poor","Non-Development Related","20","20","0","0","30.40736648","-97.69178946"
"10771098",,"2012-11-28T00:00:00.000",,"Closed","Diseased/damaged trees need to be removed for new home","Yes","No","No",,"Yes","No","Yes","Chinaberry, Cottonwood, Catalpa","Poor","Development Related","28, 29, 25","29","28","0","30.31103059","-97.74649056"
"10779038",,"2013-03-07T00:00:00.000",,"Closed","we have met on-site with Keith Mars to go over the demolition of the existing structures, as they impact critical root zones of the 3 live oaks on the property.","Yes","Yes","No",,,"Yes",,"Live Oak, Live Oak","Good","Development Related","29, 35","40","0","0","30.25218947","-97.75816506"
"10757039",,"2012-04-30T00:00:00.000",,"Approved","Over 50% of canopy has died.  Tree is in serious decline with major dead branches.  Targets building, parking lot, sidewalks","No","No","No",,"Yes","No","Yes","American Elm","Poor","Non-Development Related","22","22","0","0","30.23209373","-97.75713135"
"10483300",,"2010-08-27T00:00:00.000",,"Approved","Sent by Residential Reviewers","Yes","No",,,"No","Yes","No","Pecan","Good","Development Related","18.5","0","0","0","30.33778795","-97.72973985"
"11806397","11793593","2017-10-13T00:00:00.000","Residential","Active","Additoin","Yes","No","No","Residential Dev Plan Review - Tree","No","Yes","No","Ash","1. Good","Development Related","19","0","0","0","30.35810298","-97.72031764"
"11280774",,"2015-02-11T00:00:00.000","Residential","Approved with Conditions","impact tree has on erosion and occupied structures","No","Yes","No",,"Yes","No","Yes","Varies see attachment","Poor","Non-Development Related","Varies","208","146","103","30.23589696","-97.74495699"
"10738007",,"2012-03-21T00:00:00.000",,"Approved","Tree fell in storm March 20, 2012","No","Yes","No",,"Yes","No","Yes","Post Oak","Dead","Non-Development Related","29","29","0","0","30.28355956","-97.76876342"
"10721890",,"2012-02-16T00:00:00.000",,"Approved","Hazard, has caused damage to foundation. codominant stem, large wound with decay","No","No","No",,"Yes","No","Yes","Hackberry","Poor","Non-Development Related","24","24","0","0","30.22505656","-97.78317758"
"10261030",,"2010-08-25T00:00:00.000",,"Closed","N/A","No",,,,"No","Yes","No","American Elm","Good","Development Related","34","0","0","4","30.30734470","-97.72827100"
"10633757",,"2011-08-10T00:00:00.000",,"Approved with Conditions","We will be cleaning under brush at this wooded area we will not be taking out any large trees, unless dead or damaged, we will be using all hand tools we will also be raising canopies of large trees","Yes","No","No",,"No","Yes","No","Unknown","Poor","Non-Development Related","0","0","0","0","30.20752293","-97.74026233"
"11785877",,"2017-09-19T00:00:00.000","Residential","Active","Removal of large cedar in home's back yard","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Ashe juniper","4. Dead, diseased, or imminent hazard","Non-Development Related","30","30","0","0","30.28429569","-97.70307746"
"10612634",,"2011-06-28T00:00:00.000",,"Approved with Conditions","new deck","Yes","No","No",,"No","Yes","No","Live Oak",,"Development Related","21","0","0","0","30.41290484","-97.68240888"
"11777668",,"2017-08-31T00:00:00.000","Residential","Active","Removal-Hazard","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Red oak","4. Dead, diseased, or imminent hazard","Non-Development Related","26""","26","0","0","30.29867777","-97.75490156"
"11791746",,"2017-09-28T00:00:00.000","Residential","Active","Tree Removal.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Magnolia","4. Dead, diseased, or imminent hazard","Non-Development Related","22","0","22","0","30.31154197","-97.74729945"
"11141438",,"2014-05-08T00:00:00.000","Residential","Approved","tree condition, would like to remove on Saturday 5/10/2014","No","No","No",,"Yes","No","Yes","Arizona Ash","Dead","Non-Development Related","23","0","23","0","30.38668248","-97.65841866"
"11524363",,"2016-05-02T00:00:00.000","Residential","Approved with Conditions","Tree condition","No","No","No",,"Yes",,"Yes","Arizona Ash","Fair","Non-Development Related","36.3","0","36.3","0","30.18044687","-97.83084894"
"10798328",,"2012-07-24T00:00:00.000",,"Approved","building a pool want to make sure trees are not being impacted, see attached plan.","Yes","No","No",,,"Yes",,"Ashe Juniper","Good","Development Related","18","0","0","0","30.25858853","-97.77573773"
"11576073",,"2016-08-18T00:00:00.000","Residential","Approved with Conditions","Development","Yes","Yes","No",,"No","Yes","No","Live Oak","Good","Development Related","36","0","0","0","30.37008403","-97.77326063"
"10985764",,"2013-07-24T00:00:00.000","Commercial","Approved with Conditions","new shed on side yard next to hackberry","Yes","Yes","No",,"Yes","Yes","Yes","American Elm, Hackberry","Good","Development Related","27, 10","10","0","5","30.24763163","-97.75544730"
"11725402","11698388","2017-05-19T00:00:00.000","Residential","Active","New addition","Yes","No","No","Residential Dev Plan Review - Tree","No","Yes","No","Pecan, hackberry","1. Good","Development Related","22, 26","0","0","0","30.27977961","-97.76102876"
"10540973",,"2011-10-13T00:00:00.000",,"Closed","New SF construction, Encroach into CRZ","Yes","Yes","No",,"No","Yes","No","Post Oak, Post Oak","Fair","Development Related","28, 28","0","0","0","30.29368780","-97.77586065"
"11088871",,"2014-06-10T00:00:00.000","Residential","Approved with Conditions","Development","Yes","Yes","No",,"No","Yes","No","Live Oak, Live Oak, Live Oak","Good","Development Related","32, 26, 24","0","0","0","30.24974553","-97.77681861"
"10707603",,"2012-01-19T00:00:00.000",,"Approved","Removal of non-native, invasive species","No","No","Yes",,"Yes","No","Yes","Ligustrum","Fair","Non-Development Related","37.5","0","37.4","0","30.24324015","-97.74560825"
"11353199",,"2015-05-28T00:00:00.000","Residential","Approved","Hazardous; previous failure dead over house- unbalanced, fall into street","No","No","No",,"Yes",,"Yes","Arizona Ash","Poor","Non-Development Related","36","0","36","0","30.37415631","-97.66379145"
"10471863",,"2010-08-05T00:00:00.000",,"Approved with Conditions","Tree has stress cracks, causing foudation problems, decaying limbs.","Yes","No",,,"Yes","No","Yes","Hackberry","Poor","Non-Development Related","31.5","0","31.5","3","30.36209404","-97.71251356"
"11551573",,"2016-06-22T00:00:00.000","Residential","Approved","Lean on house, storm damage","No","Yes","No",,"Yes",,"Yes","American Elm","Poor","Non-Development Related","25.8","25","0","0","30.30573236","-97.72688654"
"11390764",,"2015-07-24T00:00:00.000","Residential","Approved","Development related","Yes","No","No",,,"Yes",,"Live Oak","Good","Development Related","less than 19","0","0","0","30.33259348","-97.76167679"
"10313617",,"2010-07-15T00:00:00.000",,"Closed","New construction.","No",,,,"No","Yes","No","Pecan, Pecan","Good","Development Related","17, 27","0","0","0","30.25308167","-97.72158124"
"11650853",,"2017-01-17T00:00:00.000","Commercial","Active","new utility line","Yes","No","No",,,"Yes",,"Pecan","Poor","Development Related","16","16","0","0","30.25016871","-97.74920258"
"11616097",,"2016-12-05T00:00:00.000","Residential","Approved with Conditions","Development, refurbishment","Yes","Yes","Yes",,"No","Yes","No","pecan","Good","Development Related","25,20,32","0","0","0","30.25882498","-97.73622230"
"10545175",,"2011-02-11T00:00:00.000",,"Approved","Energy efficient products installation (Solar Panel)","Yes","No","No",,"No","No","No","Hackberry","Fair","Development Related","21","0","0","0","30.37525543","-97.66360955"
"10835019",,"2012-09-28T00:00:00.000",,"Approved","Large limb broke exposing infested/rotting core. Risk to house and street.","No","No","No",,"Yes",,"Yes","Hackberry","Poor","Non-Development Related","28","28","0","0","30.23989686","-97.76577921"
"10427265",,"2010-04-16T00:00:00.000",,"Approved with Conditions","To fit house on lot.","No","No",,,"Yes","No","Yes","Live Oak, Live Oak","Good","Development Related","26, 31","31","0","14","30.49725194","-97.79074668"
"11213705",,"2014-09-12T00:00:00.000","Residential","Closed","Development related","Yes","Yes","No",,"Yes","Yes","Yes","Arizona Ash, Arizona Ash, Red Oak","Good","Development Related","24, 34, 24","24","58","0","30.33983336","-97.74586725"
"11279180",,"2015-01-16T00:00:00.000","Commercial","Approved with Conditions","Waterline break at apartment complex","Yes","Yes","No",,"No","Yes","No","Red Oak, Red Oak","Fair","Non-Development Related","14, 24","0","0","0","30.24027497","-97.78267354"
"10832427",,"2012-09-24T00:00:00.000",,"Approved with Conditions",,"No","Yes","No",,"No","Yes","No","Live Oak, Live Oak","Good","Non-Development Related","25, 23","0","0","0","30.25260785","-97.76027950"
"11104688",,"2014-03-13T00:00:00.000","Residential","Approved","Tree condition- Hazardous tall, split all the way to bottom.  Has had falling limbs on neighborhs fence.  Extensive decay & bore tract.  Very dangerous- needs to be removed immediately.","No","No","No",,"Yes","No","Yes","Hackberry","Poor","Non-Development Related","34.5","34.5","0","0","30.35311528","-97.61578378"
