"registrationnumber","registrationstatus","registeredaddress","city","state","zipcode","registeredunits","activitytype","activitydate","latitude","longitude","address","parcelid"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","Inspection Performed","2021-08-20T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2014-106161 OL","Active","9601 MIDDLE FISKVILLE RD","AUSTIN","TX","78753","200","Inspection Performed","2021-08-17T00:00:00.000","3131764.25","10104394","9601 MIDDLE FISKVILLE RD
AUSTIN, TX 78753
(3131764.25, 10104394)","0240210409"
"2014-032498 OL","Active","7201 WOOD HOLLOW DR","AUSTIN","TX","78731","390","Inspection Performed","2022-04-13T00:00:00.000","3111009.8900000006","10102787.189999998","7201 WOOD HOLLOW DR
AUSTIN, TX 78731
(3111009.8900000006, 10102787.189999998)","0239010104"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-04-12T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2022-021673 OL","Active","7247 CAMERON RD","AUSTIN","TX","78752","45","Inspection Performed","1999-12-17T00:00:00.000","3130154","10092766","7247 CAMERON RD
AUSTIN, TX 78752
(3130154.0, 10092766)","0227190807"
"2022-021639 OL","Active","615 W ST JOHNS AVE","AUSTIN","TX","78752","40","Inspection Performed","2022-03-15T00:00:00.000","3122161","10096490","615 W ST JOHNS AVE
AUSTIN, TX 78752
(3122161.0, 1.009649E+7)","0233100434"
"2014-031226 OL","Closed","2425 CROMWELL CIR","AUSTIN","TX","78741","1","Inspection Performed","2021-10-06T00:00:00.000","3121692.25","10055203","2425 CROMWELL CIR
AUSTIN, TX 78741
(3121692.25, 10055203)","0310080101"
"2014-118063 OL","Closed","1600 WICKERSHAM LN","AUSTIN","TX","78741","792","Inspection Performed","2022-04-12T00:00:00.000","3122229.75","10059265","1600 WICKERSHAM LN
AUSTIN, TX 78741
(3122229.75, 10059265)","0307110502"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2022-02-09T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2014-118061 OL","Active","2201 WILLOW CREEK DR","AUSTIN","TX","78741","210","Inspection Performed","2021-10-04T00:00:00.000","3118746.25","10057154.78","2201 WILLOW CREEK DR
AUSTIN, TX 78741
(3118746.25, 10057154.78)","0308060203"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-04-14T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2022-04-13T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-04-12T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2016-102862 OL","Active","1950 WEBBERVILLE RD","AUSTIN","TX","78721","240","Inspection Performed","2021-10-05T00:00:00.000","3136561.549999997","10077162.349999994","1950 WEBBERVILLE RD
AUSTIN, TX 78721
(3136561.549999997, 10077162.349999994)","0212230524"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-04-08T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","NOV Sent","2022-04-13T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-09-30T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2015-144185 OL","Active","1007 E RUNDBERG LN","AUSTIN","TX","78753","112","Inspection Performed","2021-10-04T00:00:00.000","3132081.5","10103006","1007 E RUNDBERG LN
AUSTIN, TX 78753
(3132081.5, 10103006)","0239200901"
"2017-126078 OL","Active","9200 NORTH PLZ","AUSTIN","TX","78753","420","Inspection Performed","2021-10-04T00:00:00.000","3131540.5","10102640","9200 NORTH PLZ
AUSTIN, TX 78753
(3131540.5, 1.010264E+7)","0239200804"
"2019-176017 OL","Active","1600 WICKERSHAM LN","AUSTIN","TX","78741","792","Inspection Performed","2021-10-04T00:00:00.000","3122229.75","10059265","1600 WICKERSHAM LN
AUSTIN, TX 78741
(3122229.75, 10059265)","0307110502"
"2020-139697 OL","Active","12151 N IH 35 SVRD NB","AUSTIN","TX","78753","360","Inspection Performed","2021-10-07T00:00:00.000","3135985.170000002","10117220.030000001","12151 N IH
AUSTIN, TX 78753
(3135985.170000002, 10117220.030000001)","0251210402"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-04-08T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2020-103435 OL","Suspended","2301 POLARIS AVE","AUSTIN","TX","78757","6","Inspection Performed","2022-02-02T00:00:00.000","3118499.25","10107462","2301 POLARIS AVE
AUSTIN, TX 78757
(3118499.25, 10107462)","0244070222"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-01-27T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-01-27T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2015-144176 OL","Closed","742 PEDERNALES ST","AUSTIN","TX","78702","1","Inspection Performed","2022-01-31T00:00:00.000","3123724.599999994","10068997.11","742 PEDERNALES ST
AUSTIN, TX 78702
(3123724.599999994, 10068997.11)","0204101004"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-01-27T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-09-30T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","NOV Sent","2022-04-13T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","NOV Sent","2021-11-22T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-04-13T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2020-139607 OL","Active","4411 AIRPORT BLVD","AUSTIN","TX","78722","89","Inspection Performed","2022-04-14T00:00:00.000","3123316.9599999934","10083006.739999995","4411 AIRPORT BLVD
AUSTIN, TX 78722
(3123316.9599999934, 10083006.739999995)","0218110101"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-01-06T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-10-01T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-12-15T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2014-057017 OL","Suspended","1512 WHELESS LN","AUSTIN","TX","78723","32","Inspection Performed","2021-10-05T00:00:00.000","3129873.75","10089955","1512 WHELESS LN
AUSTIN, TX 78723
(3129873.75, 10089955)","0226170414"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","NOV Sent","2020-09-27T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-02-02T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-01-27T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","NOV Sent","2022-02-01T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2018-170898 OL","Active","8071 N LAMAR BLVD NB","AUSTIN","TX","78753","176","NOV Sent","2022-01-27T00:00:00.000","3123583.25","10100179","8071 N LAMAR BLVD
AUSTIN, TX 78753
(3123583.25, 10100179)","0236120208"
"2014-118062 OL","Closed","6905 WENTWORTH DR","AUSTIN","TX","78724","4","NOV Sent","2021-10-07T00:00:00.000","3149916.25","10081461","6905 WENTWORTH DR
AUSTIN, TX 78724
(3149916.25, 10081461)","0217380310"
"2015-144196 OL","Active","2005 WILLOW CREEK DR","AUSTIN","TX","78741","300","Inspection Performed","2022-01-27T00:00:00.000","3119100.75","10057764","2005 WILLOW CREEK DR
AUSTIN, TX 78741
(3119100.75, 10057764)","0308060301"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-02-02T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-07-03T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","NOV Sent","2022-02-01T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2021-135258 OL","Active","1221 ALGARITA AVE","AUSTIN","TX","78704","200","Inspection Performed","2022-04-14T00:00:00.000","3114983.6899999976","10059608.680000007","1221 ALGARITA AVE
AUSTIN, TX 78704
(3114983.6899999976, 10059608.680000007)","0304020541"
"2021-045239 OL","Active","1071 CLAYTON LN","AUSTIN","TX","78723","396","Inspection Performed","2022-02-02T00:00:00.000","3126309.5","10089393","1071 CLAYTON LN
AUSTIN, TX 78723
(3126309.5, 10089393)","0224140504"
"2019-176017 OL","Active","1600 WICKERSHAM LN","AUSTIN","TX","78741","792","Inspection Performed","2022-02-01T00:00:00.000","3122229.75","10059265","1600 WICKERSHAM LN
AUSTIN, TX 78741
(3122229.75, 10059265)","0307110502"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2021-10-06T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2020-11-04T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","Inspection Performed","2022-04-01T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","Inspection Performed","2022-02-01T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","NOV Sent","2022-02-01T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2022-01-31T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-02-02T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-02-02T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","Inspection Performed","2022-02-01T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2021-045239 OL","Active","1071 CLAYTON LN","AUSTIN","TX","78723","396","Inspection Performed","2022-02-02T00:00:00.000","3126309.5","10089393","1071 CLAYTON LN
AUSTIN, TX 78723
(3126309.5, 10089393)","0224140504"
"2014-031226 OL","Closed","2425 CROMWELL CIR","AUSTIN","TX","78741","1","Inspection Performed","2021-08-24T00:00:00.000","3121692.25","10055203","2425 CROMWELL CIR
AUSTIN, TX 78741
(3121692.25, 10055203)","0310080101"
"2018-161485 OL","Active","1026 CLAYTON LN","AUSTIN","TX","78723","176","Inspection Performed","2021-08-26T00:00:00.000","3126017.55","10089888.36","1026 CLAYTON LN
AUSTIN, TX 78723
(3126017.55, 10089888.36)","0225150335"
"2020-103457 OL","Active","4904 WEST GATE BLVD","AUSTIN","TX","78745","4","Inspection Performed","2021-08-26T00:00:00.000","3095638.75","10055441","4904 WEST GATE BLVD
AUSTIN, TX 78745
(3095638.75, 10055441)","0410130407"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","Inspection Performed","2021-08-25T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","Inspection Performed","2021-08-25T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-09-30T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2022-01-31T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2016-035997 OL","Active","8404 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-10-01T00:00:00.000","3149935","10081264","8404 GARCREEK CIR
AUSTIN, TX 78724
(3149935.0, 10081264)","0217380327"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-01-27T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","NOV Sent","2022-02-01T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","NOV Sent","2022-02-01T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2020-103339 OL","Active","739 W WILLIAM CANNON DR","AUSTIN","TX","78745","255","Inspection Performed","2021-10-06T00:00:00.000","3100039.25","10044720","739 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3100039.25, 1.004472E+7)","0419120319"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-04-14T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-01-27T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2014-118063 OL","Closed","1600 WICKERSHAM LN","AUSTIN","TX","78741","792","Inspection Performed","2022-02-01T00:00:00.000","3122229.75","10059265","1600 WICKERSHAM LN
AUSTIN, TX 78741
(3122229.75, 10059265)","0307110502"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-02-02T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-01-27T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-01-27T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2017-126278 OL","Active","11411 RESEARCH BLVD SVRD NB","AUSTIN","TX","78759","352","Inspection Performed","2021-10-05T00:00:00.000","3112501.5","10122704","11411 RESEARCH BLVD
AUSTIN, TX 78759
(3112501.5, 10122704)","0259021101"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","NOV Sent","2022-01-31T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","Inspection Performed","2022-02-01T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2021-135146 OL","Active","8200 RESEARCH BLVD SVRD SB","AUSTIN","TX","78757","248","Inspection Performed","2021-10-07T00:00:00.000","3122206.75","10102486","8200 RESEARCH BLVD
AUSTIN, TX 78757
(3122206.75, 10102486)","0237100907"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
