"bill_no","title","enacted_bill","sponsors","co_sponsors","introduction_date","expiration_date_of_pending_bills","public_hearing_date","action_date","effective_date","effective_date_2","sunset_date","mc_code_chapter","mc_code_section","lmc_chapter_no","status","yeas","nays","abstain","absent","final_vote","executive_action","lead_analyst","veto_override_date","veto_override_vote","disapprove_date","voted_to_disapprove_vote","withdrawn_date"
"18-19","Landlord Tenant Relations - Relocation Expenses","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2614_1_10257_Bill_18-19_Signed_20200124.pdf","Jawando","Katz, Hucker, Navarro, Rice","2019-06-18T00:00:00.000",,"2019-07-16T00:00:00.000","2020-01-14T00:00:00.000","2020-04-24T00:00:00.000",,,"Adding 29","Adding 29-35B","Ch. 1. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 1/24/2020","Amanda Mihill",,,,,
"30-16E","Streets and Roads - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1032_1_1060_Bill_30-16E_Signed_20160810.pdf","Council President at the Request of the County Executive",,"2016-07-12T00:00:00.000",,"2016-07-19T00:00:00.000","2016-08-02T00:00:00.000","2016-08-10T00:00:00.000",,,"Amending 49","49-10 and 49-26","Ch. 29, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/10/2016","Amanda Mihill",,,,,
"25-18E","Health and Sanitation - Special Needs Housing - Renaming","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2578_1_218_Bill_25-18E_Signed_20180723.pdf","Council President at the request of the County Executive",,"2018-06-19T00:00:00.000",,"2018-07-10T00:00:00.000","2018-07-17T00:00:00.000","2018-07-23T00:00:00.000",,,"Amending Ch 2;15;23A;24","Amending Section 2-42A; Section 15-9; Section 23 A-3; Sections 24-34 and 24-65","Ch. 19. LMC 2018","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Rice, Riemer",,,"Navarro","8 Yeas - 0 Nays",,"Amanda Mihill",,,,,
"1-13E","Erosion and Sediment Control - Special Protection Areas - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?852_1_2571_Bill_1-13E_Signed_20130329.pdf","Council President at the Request of the County Executive",,"2013-01-15T00:00:00.000",,"2013-02-05T00:00:00.000","2013-03-19T00:00:00.000","2013-03-29T00:00:00.000",,,"Chapter 19, Article I; Article V","19-1 to 19-1A, 19-2, 19-3, 19-4, 19-4A, 19-5, 19-5A, 19-5B, 19-6, 19-7, 19-8, 19-8A, 19-9, 19-10, 19-11, 19-12, 19-12A, 19-13, 19-14, 19-15, 19-16, 19-17; 19-60, 19-62, 19-64, 19-65, 19-66, 19-67; and repealing section 19-3A","Ch. 9  LMC 2013","Enacted","Andrews, Berliner, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,"Ervin","8 Yeas - 0 Nays","Approved 3/29/2013","Michael Faden",,,,,
"4-21","Weapons � Protection of Minors and Public Places - Restrictions Against Ghost Guns and Undetectable Guns","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2695_1_14350_Bill_4-21_Signed_20210416.pdf","Albornoz","Hucker, Katz, Jawando, Navarro, Friedson, Rice, Riemer, Glass","2021-01-19T00:00:00.000",,"2021-02-09T00:00:00.000","2021-04-06T00:00:00.000","2021-07-16T00:00:00.000",,,,,"Ch. 7. LMC 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/16/2021",,,,,,
"56-14","Health and Sanitation - Smoking - Electronic Cigarettes","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?942_1_1809_Bill_56-14_Signed_20150612.pdf","Floreen, Leventhal, Branson, Navarro, Rice, Elrich, Riemer, Katz, Hucker, Berliner",,"2014-11-25T00:00:00.000",,"2015-01-22T00:00:00.000","2015-03-03T00:00:00.000","2015-06-12T00:00:00.000",,,"Amending 24; Adding 24; Renumbering 24; Repealing 24; and Renaming 24","24-9 ; 24-13 and 24-14; 24-2, 24-3, 24-4, 24-5,24-6,24-7,24-8, 24-9B, 24-9C, 24-9D, 24-10, 24-11,24-11A ; 24-9A; and Article II","Ch. 8, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/13/2015","Amanda Mihill",,,,,
"5-22E","Economic Development Corporation - Board of Directors - Membership","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2746_1_21368_Bill_5-22E_Signed_20220718.pdf","Council President at the Request of the County Executive",,"2022-03-15T00:00:00.000",,"2022-04-19T00:00:00.000","2022-06-28T00:00:00.000","2022-07-18T00:00:00.000",,,,,"Ch. 16, 2022","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/18/2022",,,,,,
"11-19","Administration - Internal Audit - Inspector General - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2607_1_9782_Bill_11-19_Signed_20191022.pdf","Audit Committee",,"2019-05-07T00:00:00.000",,"2019-06-11T00:00:00.000","2019-10-15T00:00:00.000","2020-01-21T00:00:00.000",,,"Amending Ch 2","Sections 2-25A and 2-151","Ch. 24. LMC 2019","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Riemer",,,"C.Rice","8 Yeas - 0 Nays","Approved 10/22/19","Robert Drummer",,,,,
"8-13","Working Families Income Supplement - Amount","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?859_1_2517_Bill_8-13_Signed_20140701.pdf","Riemer, Elrich, Leventhal",,"2013-03-19T00:00:00.000",,"2013-07-09T00:00:00.000","2013-10-29T00:00:00.000","2014-07-01T00:00:00.000",,,"20, Article XIV","20-79","Ch. 31 LMC 2013","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/12/2013","Robert Drummer",,,,,
"50-16","Elections - Special Elections - Executive Vacancy","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1060_1_866_Bill_50-16_Signed_20170518.pdf","Leventhal",,"2016-12-13T00:00:00.000",,"2017-01-24T00:00:00.000","2017-02-07T00:00:00.000","2017-05-18T00:00:00.000",,,"Amending 16","Sections 16-17","Ch. 3, LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 2/16/2017","Robert Drummer",,,,,
"37-14E","Real Property Transfer Tax - Exemption - Enterprise Zones","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?922_1_2025_Bill_37-14E_Signed_20141006.pdf","Navarro, Berliner, Floreen, Riemer, Rice",,"2014-07-15T00:00:00.000",,"2014-09-09T00:00:00.000","2014-09-30T00:00:00.000","2014-10-06T00:00:00.000",,,"52","52-21","29 LMC 2014","Enacted","Berliner, Branson, Floreen, Navarro, Rice, Riemer","Elrich, Andrews, Leventhal",,,"6 Yeas - 3 Nays","Approved 10/06/2014","Michael Faden",,,,,
"24-10","Special Capital Improvements Project - Equipment Maintenance and Operations Center (EMOC)","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?733_1_3513_Bill_24-10_Signed_20100920.pdf","Council President at the Request of the County Executive",,"2010-04-20T00:00:00.000","2011-10-20T00:00:00.000","2010-06-15T00:00:00.000","2010-06-15T00:00:00.000","2010-09-20T00:00:00.000",,,"Adding to the LMC 2010",,"Ch. 27, LMC 2010","Enacted","Navarro, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal",,,"Knapp, Trachtenberg","7 Yeas - 0 Nays","Approved 06/21/2010","Glenn Orlin",,,,,
"18-20E","Landlord-Tenant Relations - Rent Stabilization During Emergencies","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2657_1_10611_Bill_18-20E_Signed_20200424.pdf","Jawando","Katz, Rice, Navarro","2020-04-14T00:00:00.000",,"2020-04-21T00:00:00.000","2020-04-23T00:00:00.000","2020-04-24T00:00:00.000",,,,,"Ch. 14. LMC 2020","Enacted","Albornoz, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,"Friedson","8 Yeas - 0 Nays","Approved 4/24/20",,,,,,
"2-21E","Taxation � Development Impact Taxes for Transportation and Public School Improvements - Amendments � Effective Date","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2693_1_14230_Bill_2-21E_Signed_20210216.pdf","County Council",,"2021-01-12T00:00:00.000",,"2021-01-19T00:00:00.000","2021-02-02T00:00:00.000","2021-02-16T00:00:00.000",,,,,"Ch. 2. LMC 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Returned Unsigned 2/16/2021",,,,,,
"34-13","Interagency Commission on Homelessness - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?885_1_2317_Bill_34-13_Signed_20140710.pdf","Leventhal, Rice",,"2013-12-10T00:00:00.000",,"2014-01-21T00:00:00.000","2014-04-01T00:00:00.000","2014-07-10T00:00:00.000",,,"24, Article IX","24-62, 24-63, 24-64, 24-65, 24-66, 24-67, 24-68, and 24-69","Ch. 4, LMC 2014","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/10/2014","Linda McMillan",,,,,
"53-15E","Taxicabs - Credit Card Transactions","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1001_1_1300_Bill_53-15E_Signed_20160313.pdf","Elrich","Riemer, Navarro","2015-12-08T00:00:00.000",,"2016-01-19T00:00:00.000","2016-03-01T00:00:00.000","2016-03-13T00:00:00.000",,,"53","53-218 and 53-313","Ch. 5, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/14/2016","Josh Hamlin",,,,,
"29-10E","Taxes - Excise Tax - Carbon Dioxide Emissions","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?738_1_3484_Bill_29-10E_Signed_20100529.pdf","Berliner","Leventhal, Elrich, Andrews, Navaro, Trachtenberg","2010-04-27T00:00:00.000","2011-10-27T00:00:00.000","2010-05-18T00:00:00.000","2010-05-19T00:00:00.000","2010-05-29T00:00:00.000",,,"52, adding Article XIII","52-95 through 52-99","Ch. 20, LMC 2010","Enacted","Navarro, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal, Trachtenberg","Knapp",,,"8 Yeas - 1 Nays","Approved 05/29/2010","Michael Faden",,,,,
"39-18E","Domestic Violence Council - Membership - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2595_1_120_Bill_39-18E_Signed_20181210.pdf","Katz","Navarro","2018-11-13T00:00:00.000",,"2018-12-04T00:00:00.000","2018-12-04T00:00:00.000","2018-12-10T00:00:00.000",,,"Amending Ch. 2","Amending Section 2-59","Ch. 33. LMC 2018","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/10/18","Robert Drummer",,,,,
"15-13E","Special Capital Improvements Project - Ross Boddy Neighborhood Recreation Center","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?866_1_2466_Bill_15-13E_Signed_20130708.pdf","Council President at the Request of the County Executive",,"2013-06-11T00:00:00.000",,"2013-06-25T00:00:00.000","2013-06-25T00:00:00.000","2013-07-08T00:00:00.000",,,"Add to LMC 2013",,"Ch. 15 LMC 2013","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/08/2013","Glenn Orlin",,,,,
"40-16E","Consolidated Retiree Health Benefits Trust Board - Authority to Delegate - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1044_1_952_Bill_40-16E_Signed_20161128.pdf","Council President at the Request of the County Executive",,"2016-10-04T00:00:00.000",,"2016-10-25T00:00:00.000","2016-11-15T00:00:00.000","2016-11-28T00:00:00.000",,,"33","33-160","Ch. 37, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/28/2016","Robert Drummer",,,,,
"19-17","Buildings - Energy Efficiency and Environmental Design � Repeal","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1445_1_703_Bill_19-17_Signed_20171003.pdf","Council President at request of Planning Board",,"2017-06-13T00:00:00.000",,"2017-06-27T00:00:00.000","2017-09-19T00:00:00.000","2017-12-01T00:00:00.000",,,"Amending and Repealing 8","8-26; Article VII Sections 8-46, 8-47, 8-48, 8-49, 8-50, 8-51, and 8-52","Ch. 24, LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 9/27/2017","Jeffrey Zyontz",,,,,
"43-10E","Administration - Legislative Branch - County Council - Fiscal Impact Statements","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?756_1_3333_Bill_43-10E_Signed_20101012.pdf","Knapp","Floreen, Ervin, Andrews, Trachtenberg","2010-07-27T00:00:00.000","2012-01-27T00:00:00.000","2010-09-21T00:00:00.000","2010-10-05T00:00:00.000","2010-10-12T00:00:00.000",,,"2, Article IV","2-81A","Ch. 42, LMC 2010","Enacted","Navarro, Knapp, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal",,,"Trachtenberg","8 Yeas - 0 Nays","Approved 10/12/2010","Robert Drummer",,,,,
"12-17E","Fire and Rescue Services - Length of Service Awards Program for Volunteers - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1438_1_766_Bill_12-17E_Signed_20170628.pdf","Council President at the request of the County Executive",,"2017-05-02T00:00:00.000",,"2017-06-13T00:00:00.000","2017-06-13T00:00:00.000","2017-07-01T00:00:00.000",,,"Amending 21","21-21","Ch. 16, LMC 2017","Enacted","Berliner, Elrich, Floreen, Katz, Leventhal, Navarro, Rice, Riemer",,,"Hucker","8 Yeas - 0 Nays","Approved 6/26/2017","Robert Drummer",,,,,
"60-10","Erosion and Sediment Control - Violations","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?769_1_3244_Bill_60-10_Signed_20110526.pdf","Elrich","Ervin","2010-12-14T00:00:00.000","2012-06-14T00:00:00.000","2011-01-18T00:00:00.000","2011-02-15T00:00:00.000","2011-05-26T00:00:00.000",,,"19","19-69","Ch. 2, LMC 2011","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 02/24/2011","Michael Faden",,,,,
"49-14","Contracts and Procurement - Formal Solicitation - Reciprocal Local Preference","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?934_1_1922_Bill_49-14_Signed_20160101.pdf","Rice, Elrich",,"2014-10-21T00:00:00.000",,"2014-12-02T00:00:00.000","2015-04-14T00:00:00.000","2016-01-01T00:00:00.000",,,"11B","11B-1 and 11B-9","Ch. 21, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/22/2015","Josh Hamlin",,,,,
"7-22E","Fire and Rescue Services � Credit Service for Group G Members","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2748_1_21374_Bill_7-22E_Signed_20220705.pdf","Council President at the Request of the County Executive",,"2022-04-19T00:00:00.000",,"2022-05-10T00:00:00.000","2022-06-21T00:00:00.000","2022-07-05T00:00:00.000",,,,,"Ch. 14, 2022","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Riemer",,,,"8 Yeas - 0 Nays","Approved 7/5/2022",,,,,,
"3-12","Personnel - Special Days of Commemoration - Additions","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?814_1_2906_Bill_3-12_Signed_20120702.pdf","Leventhal, Elrich",,"2012-01-24T00:00:00.000","2013-07-24T00:00:00.000","2012-02-14T00:00:00.000","2012-03-20T00:00:00.000","2012-07-02T00:00:00.000",,,"33","33-4B","Ch. 5, LMC 2012","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 04/02/2012","Robert Drummer",,,,,
"20-15E","Deferred Retirement Option Plan - Amendments - Retirement Savings Plan - Annuity - Guaranteed Retirement Income Plan - Election","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?968_1_1562_Bill_20-15E_Signed_20150701.pdf","Council President at the Request of the County Executive",,"2015-04-21T00:00:00.000",,"2015-05-05T00:00:00.000","2015-05-21T00:00:00.000","2015-07-01T00:00:00.000",,,"33","33-37, 33-38A, 33-44, 33-115 and 33-120","Ch. 28, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 6/1/2015","Robert Drummer",,,,,
"39-10E","Eating and Drinking Establishments - Nutrition Labeling - Implementation","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?748_1_3402_Bill_39-10E_Signed_20100729.pdf","Health and Human Services Committee",,"2010-06-29T00:00:00.000","2011-12-29T00:00:00.000","2010-07-13T00:00:00.000","2010-07-20T00:00:00.000","2010-07-29T00:00:00.000",,,"2009 LMC Chapter 29",,"Ch. 40, LMC 2010","Enacted","Knapp, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal, Trachtenberg",,,"Navarro","8 Yeas - 0 Nays","Approved 07/29/10","Amanda Mihill",,,,,
"29-19","Health and Sanitation Electronic Cigarettes - Distribution","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2625_1_10572_Bill_29-19_Signed_20200403.pdf","Albornoz, Rice","Jawando, Navarro, Hucker, Riemer, Friedson, Katz, Glass","2019-09-17T00:00:00.000",,"2019-11-05T00:00:00.000","2020-03-31T00:00:00.000","2020-07-03T00:00:00.000",,,"Amending Ch 24","Amending Section 24-15","Ch. 11. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/3/20","Amanda Mihill",,,,,
"14-20","Human Rights and Civil Liberties - Discriminatory Employment Practices - Workplace Harassment","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2651_1_10984_Bill_14-20_Signed_20201016.pdf","Jawando","Navarro, Glass, Albornoz, Hucker, Katz, Riemer, Rice","2020-03-24T00:00:00.000",,"2020-06-16T00:00:00.000","2020-10-06T00:00:00.000","2021-01-15T00:00:00.000",,,,,"Ch. 29. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/16/2020",,,,,,
"47-14E","Bond Authorization","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?932_1_1938_Bill_47-14E_Signed_20141022.pdf","Council President at the Request of the County Executive",,"2014-10-07T00:00:00.000",,"2014-10-14T00:00:00.000","2014-10-14T00:00:00.000","2014-10-22T00:00:00.000",,,"Adding to the laws of Montgomery County",,"Ch. 31, LMC 2014","Enacted","Andrews, Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/22/2014","Jacob Sesker",,,,,
"7-13","Emergency Medical Transportation - Use of Revenue - Amendment","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?858_1_2525_Bill_7-13_Signed_20130822.pdf","Council President at the Request of the County Executive",,"2013-03-05T00:00:00.000",,"2013-04-02T00:00:00.000","2013-05-14T00:00:00.000","2013-08-22T00:00:00.000",,,"21","21-23A","Ch. 13 LMC 2013","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 5/23/2013","Michael Faden",,,,,
"41-10E","Domestic Violence Coordinating Council - Membership","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?750_1_3385_Bill_41-10E_Signed_20100729.pdf","Andrews","Trachtenberg, Navarro, Ervin","2010-06-29T00:00:00.000","2011-12-29T00:00:00.000","2010-07-13T00:00:00.000","2010-07-20T00:00:00.000","2010-07-29T00:00:00.000",,,"2","2-59","Ch. 41, LMC 2010","Enacted","Knapp, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal, Trachtenberg",,,"Navarro","8 Yeas - 0 Nays","Approved 07/29/2010","Amanda Mihill",,,,,
"45-14","Common Ownership Communities - Governing Body - Training","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?930_1_1950_Bill_45-14_Signed_20160101.pdf","Leventhal",,"2014-09-23T00:00:00.000",,"2014-10-21T00:00:00.000","2015-02-03T00:00:00.000","2016-01-01T00:00:00.000",,,"10B","10B-6 and 10B-17","Ch. 2, LMC 2015","Enacted","Elrich, Hucker, Leventhal, Navarro, Rice, Riemer","Berliner, Katz, Floreen",,,"6 Yeas - 3 Nays","Approved 2/11/2015","Robert Drummer",,,,,
"8-16","Zoning Rewrite - Revisions, Clarifications. and Corrections","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1009_1_1226_Bill_8-16_Signed_20160713.pdf","County Council",,"2016-03-15T00:00:00.000",,"2016-04-05T00:00:00.000","2016-04-05T00:00:00.000","2016-07-13T00:00:00.000",,,"Amending 2, 2B, 5, 19, 22A, 23A, 25A, 25B, 31B, 42A, 52, 60","2-55, 2-112, 2-137, 2-140, and 2-150, 2B-1, 2B-8, and 2B-17, 5-203, 19-3, 19-62, 19-64, and 19-65, 22A-3, 22A-4, 22A-11, and 22A-12, 23A-3, 25A-2, 25A-3, 25A-5, 25A-10, and 25A-11, 25B-22 and 25B-27, 31B-2, 42A-5 and 42A-8, 52-47, 52-55, 52-89, and 52-93, 60-5, 60-6, 60-7, 60-8, 60-10, and 60-11","Ch. 8, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Navarro, Rice, Riemer",,,"Leventhal","8 Yeas - 0 Nays","Approved 4/13/2016","Amanda Mihill",,,,,
"18-14E","Secondhand Personal Property - Automated Purchasing Machines","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?904_1_2157_Bill_18-14E_Signed_20140519.pdf","Rice, Branson, Floreen, Riemer, Leventhal, Navarro, Elrich",,"2014-03-18T00:00:00.000",,"2014-04-08T00:00:00.000","2014-05-06T00:00:00.000","2014-05-19T00:00:00.000",,,"44A","By amending 44A-1, 44A-16 and 44A-17; By adding 44A-18","Ch. 13, LMC 2014","Enacted","Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer","Andrews",,,"8 Yeas - 1 Nays","Approved 5/19/2014","Josh Hamlin",,,,,
"19-15","Landlord -Tenant Relations - Licensing of Rental Housing - Landlord - Tenant","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?967_1_20026_Bill_19-15_Signed_20161212.pdf","Elrich","Navarro, Hucker","2015-04-21T00:00:00.000",,"2015-06-18T00:00:00.000","2016-11-29T00:00:00.000","2017-03-13T00:00:00.000",,,"Amending 29; Adding 29","29-6, 29-22, 29-27, 29-28, 29-31, 29-47, 29-51, 29-53, and 29-54; 29-55 and 29-56","Ch. 39, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Rieme",,,,"9 Yeas - 0 Nays","Approved 12/12/2016","Josh Hamlin",,,,,
