"caseno","opendate","closedate","casedesc","caseyear","type","sub_type","street_no","street_name","city","zip","geolocation"
"20202758","2020-11-10T00:00:00.000","2020-11-16T00:00:00.000","Case Description From 311: SR Open date :11/10/2020 11:3: Someone dumped a large piece of furniture (desk) on our property in the early morning hours of 11/08. We have posted on the neighborhood social network website to see if anyone knew about it but received no response.  We are trying to dispose of this item.","2020","Solid Waste","Residential","480","WINDING ROSE","ROCKVILLE","20850","POINT (-77.168777 39.080575)"
"20202565","2020-10-05T00:00:00.000","2020-11-16T00:00:00.000","Contractor has been caught multiple times illegally dumping on private property. He has been confronted twice and been asked not to return. License plate # 7CJ9047.","2020","Solid Waste","Residential","2302","Greenery","SILVER SPRING","20906","POINT (-77.048872 39.061655)"
"20202692","2020-10-27T00:00:00.000","2020-11-16T00:00:00.000","Case Description From 311: ILLEGAL DUMPING AT INTERSECTION OF AIRPARK ROAD AND CHENNAULT WAY (WHICH IS OFF WOODFIELD ROAD).  FOR MONTHS NOW, SOFAS, CHAIRS, AND OTHER DEBRIS IS BEING DUMPED AT THIS LOCATION.  THERE ARE 2 BOX TRUCKS THAT PARK THERE DAILY (ONE WITH DEAD TAGS SINCE MARCH 2020. (TAG #8ED0997)   THIS IS A CONTINUING PROBLEM.  NOT ONLY WITH THE ILLEGAL DUMPING, BUT PARKING OF LARGE TRUCKS ON THE ROADS IN THE MONTGOMERY COUNTY AIRPARK, THAT DO NOT HAVE BUSINESSES OR WORK IN THE AIRPARK.","2020","Solid Waste","Public Land",,"Airpark","GAITHERSBURG","20879",
"20202677","2020-10-26T00:00:00.000","2020-11-09T00:00:00.000","Case Description From 311: SR Open date :10/23/2020 08:5: Resident reports the dumping of construction material into the the Recycle Collection area in the community every week. Says that construction trucks park on Cedar Tree Dr and walk into the community to leave construction waste every week.  He has watched this happened and reported to police.  The issues still happens regularly and currently the community has a growing pile 15 feet long, 4 foot high.  HOA will not address the issue.  Sent caller HOA complaint form.  Caller demands DEP investigate and assist in stopping the illegal dumping. He asks for a courtesy call back","2020","Solid Waste","Residential","18","Scarlet Sage","BURTONSVILLE","20866","POINT (-76.923851 39.104317)"
"20202738","2020-11-06T00:00:00.000","2020-11-09T00:00:00.000","Case Description From 311: A tree company dumped a large pile of woodchips next to a community right of way on my street. This same thing occurred several years ago and Peter Dilima of DEP was helpful in getting a no dumping sign posted I have the name of the company that did this dumping last week and would like to report it. Please let me know how to do that.","2020","Solid Waste","Public Land","6801","LAVEROCK CT","BETHESDA","20817","POINT (-77.142148 38.977391)"
"20202733","2020-11-05T00:00:00.000","2020-11-09T00:00:00.000","Case Description From 311: SR Open date :11/05/2020 13:1: Caller reports some one did illegal dumping of a mixture of furniture across from service location: 8719 Bradford Rd approx. three weeks ago.","2020","Solid Waste","Public Land","8719","BRADFORD","SILVER SPRING","20901","POINT (-77.00645 38.999853)"
"20202726","2020-11-04T00:00:00.000","2020-11-09T00:00:00.000","Referral from Wright Jolly with DHCA.  Spanish speaking tenants at 8626 11th Ave., Silver Spring, are placing contractor waste in the County ROW and the trash company is not removing the items.","2020","Solid Waste","Public Land","8626","11TH","SILVER SPRING","20903","POINT (-76.98715 38.999161)"
"20202688","2020-10-27T00:00:00.000","2020-11-06T00:00:00.000","Case Description From 311: caller wants to talk about installing a sign near this intersection b/c a large number of leaves gets dumped there. . this intersection is where dean road becomes a dead end. it is on the backside of the tennis courts of A. Mario Loiederman Middle School where people dump their leaves near the street.","2020","Solid Waste","No Dumping Signage",,"Dean","SILVER SPRING","20906",
"20202714","2020-11-02T00:00:00.000","2020-11-06T00:00:00.000","Case Description From 311: At 3:17pm on Friday the 30th of October 2020 at the end of Sycamore Landing road I saw a truck and covered trailer pull out of a siding while i was on a bike ride. I noticed that something was in shrubs behind where they were. I kept riding then waiting to see what was happening. They drove away and i took pics of the truck and trailer (i have the license plate of the trailer). VA plate 53-668 TL. The vehicle was a black Silverado Truck. i went back to look at the material. It was an entire hot tub that had been broken into pieces. I have pics of the hot tub as well., 1438341663 : at the end of sycamore landing road there was a truck dumping construction debris  , plate number 53-668TL VA. license , so from river road heading south on sycamore landing road dumping n a private lot","2020","Solid Waste","Farm Land","19801","RIVER","POOLESVILLE","20837","POINT (-77.40796 39.085629)"
"20202706","2020-10-29T00:00:00.000","2020-11-06T00:00:00.000","Case Description From 311: **CONFIDENTIAL**Residents from this address illegally dumped leaves in the street blocking the storm drain. The homeowNers need to be advised of the rules and regs.","2020","Solid Waste","Public Land","3416","JANET","SILVER SPRING","20906","POINT (-77.069007 39.065945)"
"20202730","2020-11-05T00:00:00.000","2020-11-06T00:00:00.000","Case Description From 311: SR Open date :11/04/2020 16:4: Caller is reporting the illegal dumping of a large scrap metal debris; in front of the service location provided.  Caller stated the item is not along a county road.  Please investigate and remove large scrap metal debris.","2020","Solid Waste","Residential","11510","Lake Potomac","POTOMAC","20854",
"20201097","2020-01-22T00:00:00.000","2020-11-05T00:00:00.000","On 1/6/20 I spoke with Dayspring Church Farm caretaker Brian Higgins.  He is requesting additional help from DEP regarding somebody that continues to dump Heineken beer cans along Neelsville Church Rd on their property - see previous case 20192785.","2020","Solid Waste","Farm Land","11301","Neelsville Church","GERMANTOWN","20876","POINT (-77.231704 39.195695)"
"20202712","2020-11-02T00:00:00.000","2020-11-03T00:00:00.000","Case Description From 311: SR Open date :10/29/2020 16:0: Someone had dumped a mattress by this address on the side of the road since this summer. It is close to the curb as you turn on Montrose Parkway to go on Rockville Pike. It is now flipped upside down with lots of dead leaves, standing water and debris and might turn into a health hazard.","2020","Solid Waste","Commercial","12001","Rockville","ROCKVILLE","20852","POINT (-77.116776 39.05342)"
"20202678","2020-10-26T00:00:00.000","2020-11-03T00:00:00.000","Case Description From 311: This is a rental that has been dumping massive quantities of broken furniture and other trash on the curb for the past two weeks. The recent trash pickup didn't even collect all of this, and just today on Sunday much more has been dumped when trash pickup is not until this coming Friday. It makes the neighborhood look bad.","2020","Solid Waste","Residential","4704","BEL PRE","ROCKVILLE","20853","POINT (-77.093127 39.095576)"
"20202590","2020-10-08T00:00:00.000","2020-11-03T00:00:00.000","Case Description From 311: SR Open date :10/07/2020 16:0: South side of Rock Run Creek on Logan Drive (property address is 9208 Falls Bridge Ln. I have a video of homeowner dumping huge amounts of leaves from a gasoline powedred collector directly into Rock Run Creek. The offense was committed on Logan Drive toward the south side of the creek adjacent to homeowner?s property.","2020","Solid Waste","Public Land","9208","Falls Bridge","POTOMAC","20854","POINT (-77.210198 39.007291)"
"20202707","2020-10-30T00:00:00.000","2020-11-02T00:00:00.000","Case Description From 311: There is dump furniture on Waters Landing Drive next to the Waverly Condominiums bottom entrance.
Near 13640 Deerwater Drive","2020","Solid Waste","Residential","13501","WATERS LANDING","GERMANTOWN","20874","POINT (-77.270882 39.190795)"
"20202695","2020-10-27T00:00:00.000","2020-11-02T00:00:00.000","Case Description From 311: Anonymous Caller states that a land scaping company is dumping leaves in the county ROW near this intersection along Parker Ave","2020","Solid Waste","Public Land",,"Grandview","SILVER SPRING","20902",
"20202700","2020-10-29T00:00:00.000","2020-11-02T00:00:00.000","Case Description From 311: I saw gardeners in a very large truck moving leaves around, when I came back I realized that they dumped their truck load on Bradley after the bridge. I can send pictures if you would like.","2020","Solid Waste","Public Land",,"Bradley","BETHESDA","20817",
"20202708","2020-10-30T00:00:00.000","2020-11-02T00:00:00.000","Case Description From 311: Anonymous caller advised cabinets at the light pole of location given.. end of waters landing.. near father hurley","2020","Solid Waste","Public Land",,"WATERS LANDING","GERMANTOWN","20874",
"20202660","2020-10-22T00:00:00.000","2020-10-29T00:00:00.000","Case Description From 311: caller reporting construction debris and trash bags along side of road, caller declined to provide contact info","2020","Solid Waste","Public Land","8626","11TH","SILVER SPRING","20903","POINT (-76.98715 38.999161)"
"20202696","2020-10-28T00:00:00.000","2020-10-29T00:00:00.000","Case Description From 311: Caller is reporting dumped furniture's, at the property;  to the right of the service location. Please investigate and remove dumped furniture","2020","Solid Waste","Residential","19901","BELLE CHASE","GAITHERSBURG","20882","POINT (-77.136682 39.186733)"
"20202538","2020-10-01T00:00:00.000","2020-10-28T00:00:00.000","Case Description From 311: Residents at 11816 Caplinger Rd, Silver Spring, MD 20904 have over the years cut bamboo on their property and tossed their yard waste down a hill. (Out of sight, out of mind?) A month or two ago they went down the hill and picked up some of the yard waste, but just left it in a pile on their property for 2 months and never disposed properly as yard waste. Today when it got dark, I can hear and see a shadow of someone picking up the bamboo from the pile, then breaking it with their feet, and tossing it back down the hill. The ones that couldn't be broken with the feet were placed in another pile. Not sure if down the hill is their property or county property, but there are a few house properties at the bottom of the hill. It is very inconsiderate for someone to toss their own yard waste down a hill so it can be the problem of the residents that reside at the bottom of the hill","2020","Solid Waste","Residential","11816","CAPLINGER","SILVER SPRING","20904","POINT (-76.984015 39.051556)"
