"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","hit_run","route_type","mile_point","mile_point_direction","lane_direction","lane_number","lane_type","number_of_lanes","direction","distance","distance_unit","road_grade","nontraffic","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","at_fault","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","first_harmful_event","second_harmful_event","fixed_oject_struck","junction","intersection_type","intersection_area","road_alignment","road_condition","road_division","latitude","longitude","geolocation"
"MCP25520052","220032794","Montgomery County Police","Property Damage Crash","2022-07-30T20:38:00.000","No","County","3.02","East","East","0","LEFT TURN LANE","2","East","0","FEET","LEVEL","No","E GUDE DR","County","SOUTHLAWN LA",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","N/A, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.09806667","-77.13603167","
,  
(39.09806667, -77.13603167)"
"MCP3138004L","220032791","Montgomery County Police","Property Damage Crash","2022-07-30T20:04:00.000","No","Maryland (State)","17.02","North","North","1",,"2","North","0","FEET","HILL UPHILL","No","GEORGIA AVE","Maryland (State)","DAMASCUS RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","ALCOHOL PRESENT, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.22","-77.05","
,  
(39.22, -77.05)"
"MCP2866007W","220032779","Montgomery County Police","Property Damage Crash","2022-07-30T18:44:00.000","Yes","Municipality","0.91","East","West","2",,"2","West","200","FEET","LEVEL","No","BEALL AVE #2","Maryland (State)","HUNGERFORD DR",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","OTHER","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.10304934","-77.291147","
,  
(39.10304934, -77.291147)"
"MCP2356002B","220032777","Montgomery County Police","Property Damage Crash","2022-07-30T18:24:00.000","No","Maryland (State)","1.26","East","East","1",,"2","East","500","FEET","LEVEL","No","VEIRS MILL RD","Municipality","ATLANTIC AVE",,"ROCKVILLE",,"DRIVER","ANGLE MEETS LEFT HEAD ON","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.07521","-77.11740667","
,  
(39.07521, -77.11740667)"
"DD56420036","220032770","Rockville Police Departme","Injury Crash","2022-07-30T17:32:00.000","No","Municipality","1.73","West","North","1",,"1","West","0","FEET","LEVEL","No","SOUTHLAWN LA","Municipality","MASON DR",,"ROCKVILLE",,"DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","T-INTERSECTION","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.093701","-77.1426535","
,  
(39.093701, -77.1426535)"
"MCP3093003S","220032781","Montgomery County Police","Property Damage Crash","2022-07-30T17:01:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"8802 LANIER DR",,,"DRIVER","OTHER","CLEAR",,"DAYLIGHT","N/A","UNKNOWN",,"PARKED VEHICLE","N/A","N/A",,,,,,,"38.99203667","-77.098015","
,  
(38.99203667, -77.098015)"
"MCP3328000X","220032763","Montgomery County Police","Property Damage Crash","2022-07-30T16:39:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 12015 GEORGIA AVE (H MART)",,,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR",,"DAYLIGHT","NO CONTROLS","N/A, NONE DETECTED",,"BICYCLE","N/A","N/A",,,,,,,"39.05244","-77.049895","
,  
(39.05244, -77.049895)"
"MCP3192002Y","220032755","Montgomery County Police","Property Damage Crash","2022-07-30T15:55:00.000","Yes","Maryland (State)","3.86","North","North","2",,"3","North","0","FEET","LEVEL","No","GEORGIA AVE","County","ARCOLA AVE",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0524495","-77.050785","
,  
(39.0524495, -77.050785)"
"MCP3289001Z","220032744","Montgomery County Police","Property Damage Crash","2022-07-30T14:05:00.000","No","County","0.06","North","North","1",,"1","South","100","FEET","LEVEL","No","NOLTE AVE","County","THAYER AVE",,"N/A",,"DRIVER","SAME DIRECTION RIGHT TURN","CLEAR","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","T-INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.99360833","-77.01317833","
,  
(38.99360833, -77.01317833)"
"MCP29770096","220032742","Montgomery County Police","Property Damage Crash","2022-07-30T13:50:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 651 UNIVERSITY BLVD E",,,"DRIVER","SINGLE VEHICLE","CLEAR",,"DAYLIGHT","NO CONTROLS","NONE DETECTED",,"FIXED OBJECT","FIXED OBJECT","FENCE",,,,,,,"38.99966667","-76.99616","
,  
(38.99966667, -76.99616)"
"MCP3006007H","220032724","Montgomery County Police","Property Damage Crash","2022-07-30T11:00:00.000","Yes","County","0.12","North","West","1",,"1","North","0","FEET","LEVEL","No","CLARIDGE RD","County","MOLINE RD",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","N/A","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.049485","-77.068025","
,  
(39.049485, -77.068025)"
"MCP3005006P","220032722","Montgomery County Police","Injury Crash","2022-07-30T10:34:00.000","No","County","0.26","North","North","2",,"3","South","5","FEET","GRADE DOWNHILL","No","VEIRS MILL RD","County","MONTERREY DR",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.04421667","-77.06296333","
,  
(39.04421667, -77.06296333)"
"MCP3133003S","220032705","Montgomery County Police","Injury Crash","2022-07-30T06:52:00.000","No","Maryland (State)","25.81","East","East","1",,"2","East","0","FEET","LEVEL","No","NORBECK RD","County","BEL PRE RD",,"N/A",,"DRIVER","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.09952833","-77.09934667","
,  
(39.09952833, -77.09934667)"
"MCP3312001M","220032704","Montgomery County Police","Injury Crash","2022-07-30T05:50:00.000","No","County","0.28","North","West","1",,"1","North","0","FEET","LEVEL","No","ASTON MANOR DR","County","GATESHEAD MANOR WAY",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAWN","STOP SIGN","ALCOHOL PRESENT, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.07902667","-76.93760667","
,  
(39.07902667, -76.93760667)"
"MCP1564006M","220032700","Montgomery County Police","Property Damage Crash","2022-07-30T05:40:00.000","Yes","Maryland (State)","8.97","North","North","0","OFF ROAD","4","North","0","FEET","LEVEL","No","NEW HAMPSHIRE AVE","County","GOOD HOPE RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","UNKNOWN",,"OFF ROAD","FIXED OBJECT","TRAFFIC SIGNAL SUPPORT","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0958","-77.001905","
,  
(39.0958, -77.001905)"
"MCP2932005B","220032697","Montgomery County Police","Property Damage Crash","2022-07-30T03:51:00.000","Yes","Maryland (State)","4.32","East","West","2",,"4","East","10","FEET","LEVEL","No","UNIVERSITY BLVD E","US (State)","COLESVILLE RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","OTHER","N/A","STRAIGHT","NO DEFECTS","ONE-WAY TRAFFICWAY","39.0201993","-77.0125267","
,  
(39.0201993, -77.0125267)"
"DD56470021","220032695","Rockville Police Departme","Property Damage Crash","2022-07-30T03:19:00.000","No","Maryland (State)","23.15","East","West","3",,"3","West","10","FEET","LEVEL","No","FIRST ST","Maryland (State)","VEIRS MILL RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","ALCOHOL PRESENT",,"N/A","N/A","UNKNOWN","UNKNOWN","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.083869","-77.154334","
,  
(39.083869, -77.154334)"
"MCP3274001C","220032690","Montgomery County Police","Property Damage Crash","2022-07-30T02:12:00.000","No","County","0.27","East","North","3",,"4","East","0","FEET","LEVEL","No","OAKMONT AVE","Maryland (State)","OLD GEORGETOWN RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","FLASHING TRAFFIC SIGNAL","NONE DETECTED",,"FIXED OBJECT","N/A","TRAFFIC SIGNAL SUPPORT","INTERSECTION RELATED","FOUR-WAY INTERSECTION","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.00455","-77.11052167","
,  
(39.00455, -77.11052167)"
"MCP3251000S","220032688","Montgomery County Police","Property Damage Crash","2022-07-30T02:05:00.000","No","County","0.78","East","East","1",,"2","East","0.25","MILE","LEVEL","No","STEEPLE RD","County","HOPKINS RD",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.17028833","-77.28921333","
,  
(39.17028833, -77.28921333)"
"MCP2209002N","220032682","Montgomery County Police","Property Damage Crash","2022-07-30T00:20:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 6130 EXECUTIVE BLVD",,,"DRIVER","SINGLE VEHICLE","N/A",,"DARK LIGHTS ON","N/A","NONE DETECTED",,"FIXED OBJECT","N/A","TREE SHRUBBERY",,,,,,,"39.04869667","-77.12811","
,  
(39.04869667, -77.12811)"
"MCP2401001K","220032676","Montgomery County Police","Property Damage Crash","2022-07-29T22:38:00.000","No","County","3.75","North","East","0","OTHER","3","South","30","FEET","LEVEL","No","SHADY GROVE RD","County","MT PLEASANT AVE",,"N/A",,"DRIVER","ANGLE MEETS LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.12050833","-77.17985167","
,  
(39.12050833, -77.17985167)"
"MCP32770028","220032675","Montgomery County Police","Injury Crash","2022-07-29T22:35:00.000","No","County","1.01","West","West","2",,"2","West","0","FEET","HILL CREST","No","STEDWICK RD","County","BATTLERIDGE PL",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK -- UNKNOWN LIGHTING","STOP SIGN","NONE DETECTED",,"OTHER VEHICLE","N/A","CURB","INTERSECTION","FOUR-WAY INTERSECTION","N/A","CURVE RIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.1743112","-77.2133635","
,  
(39.1743112, -77.2133635)"
"MCP2686005J","220032658","Montgomery County Police","Property Damage Crash","2022-07-29T18:37:00.000","No","County","1.8","South","North","1",,"2","North","300","FEET","HILL UPHILL","No","WARING STATION RD","Maryland (State)","CLOPPER RD",,"N/A",,"DRIVER","SINGLE VEHICLE","RAINING","WET","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"FIXED OBJECT","N/A","OTHER POLE","NON INTERSECTION","N/A","N/A","CURVE LEFT","OTHER","TWO-WAY, NOT DIVIDED","39.15694667","-77.253755","
,  
(39.15694667, -77.253755)"
"MCP3320000Z","220032657","Montgomery County Police","Property Damage Crash","2022-07-29T18:10:00.000","No","County","0","East","East","1",,"1","West","0","FEET","LEVEL","No","E WAYNE AVE","Government","SLIGO CREEK PKWY",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.99965667","-77.00961","
,  
(38.99965667, -77.00961)"
"MCP3255003Z","220032642","Montgomery County Police","Injury Crash","2022-07-29T18:00:00.000","No","County","1.38","South","West","1",,"2","South","0","FEET","GRADE DOWNHILL","No","WIGHTMAN RD","County","GOSHEN RD",,"N/A",,"DRIVER","SAME DIR REAR END","RAINING","WET","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.18747333","-77.18577833","
,  
(39.18747333, -77.18577833)"
"MCP3163004P","220032641","Montgomery County Police","Injury Crash","2022-07-29T18:00:00.000","No","Maryland (State)","3.36","North","North","3",,"3","North","0","FEET","LEVEL","No","OLD GEORGETOWN RD","County","DEMOCRACY BLVD",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","RAINING","WET","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.02492667","-77.12541833","
,  
(39.02492667, -77.12541833)"
"MCP30190052","220032651","Montgomery County Police","Property Damage Crash","2022-07-29T18:00:00.000","Yes","Maryland (State)","1.24","North","South","1",,"3","South","15","FEET","LEVEL","No","WISCONSIN AVE","County","STANFORD ST",,"N/A",,"DRIVER","SAME DIR REAR END","RAINING","WET","DAYLIGHT","NO CONTROLS","N/A",,"OTHER VEHICLE","OTHER VEHICLE","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","38.97831333","-77.091195","
,  
(38.97831333, -77.091195)"
"MCP33250010","220032646","Montgomery County Police","Property Damage Crash","2022-07-29T17:45:00.000","No","County","3.51","East","West","3",,"4","East","30","FEET","LEVEL","No","BRIGGS CHANEY RD","County","CASTLE BLVD",,"N/A",,"DRIVER","SAME DIR REAR END","RAINING","WET","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.08056","-76.94579333","
,  
(39.08056, -76.94579333)"
"MCP3212003Q","220032628","Montgomery County Police","Property Damage Crash","2022-07-29T17:08:00.000","No","Maryland (State)","1.61","North","South","3",,"3","North","0","FEET","LEVEL","No","GEORGIA AVE","County","FOREST GLEN RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.01582692","-77.04291872","
,  
(39.01582692, -77.04291872)"
"MCP2931005Y","220032620","Montgomery County Police","Property Damage Crash","2022-07-29T16:31:00.000","No","Municipality","0.36","West","East","2",,"2","West","50","FEET","LEVEL","No","WOOTTON PKWY","Municipality","W EDMONSTON DR",,"ROCKVILLE",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","N/A","T-INTERSECTION","N/A","STRAIGHT","N/A","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0711","-77.13976667","
,  
(39.0711, -77.13976667)"
"MCP33110012","220032617","Montgomery County Police","Property Damage Crash","2022-07-29T16:08:00.000","No","US (State)","1.12","North","North","1",,"3","North","0","FEET","LEVEL","No","COLESVILLE RD","County","NOYES DR",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.99990852","-77.02574757","
,  
(38.99990852, -77.02574757)"
"MCP3163004N","220032608","Montgomery County Police","Injury Crash","2022-07-29T14:55:00.000","No","Maryland (State)","6","North","South","3",,"3","North","0","FEET","LEVEL","No","ROCKVILLE PIKE","County","NICHOLSON LA",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.044625","-77.112135","
,  
(39.044625, -77.112135)"
"MCP2761003K","220032652","Montgomery County Police","Property Damage Crash","2022-07-29T14:52:00.000","Yes","Maryland (State)","1.36","North","North","2",,"2","North","0","FEET","GRADE DOWNHILL","No","GEORGIA AVE","Ramp","RAMP 4 FR MD 97 NB TO IS 495 EB",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","N/A","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.1859645","-77.26190683","
,  
(39.1859645, -77.26190683)"
"MCP3048008F","220032604","Montgomery County Police","Property Damage Crash","2022-07-29T14:30:00.000","No","Maryland (State)","1.72","East","East","1",,"1","East","0","FEET","HILL UPHILL","No","KNOWLES AVE","Municipality","DETRICK AVE",,"KENSINGTON",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","STOP SIGN","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.02745333","-77.07812","
,  
(39.02745333, -77.07812)"
"MCP2107003N","220032576","Montgomery County Police","Injury Crash","2022-07-29T10:52:00.000","No",,"0",,"North","0","N/A","1","South","60","FEET","GRADE DOWNHILL","No","LONGSPUR ALLEY",,"DOVEKIE AVE",,"N/A","PEDESTRIAN","DRIVER","OTHER","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED","NONE DETECTED","OTHER VEHICLE","OTHER","N/A","N/A","N/A",,"STRAIGHT","NO DEFECTS","OTHER","39.21689883","-77.2822025","
,  
(39.21689883, -77.2822025)"
"MCP235300B1","220032566","Montgomery County Police","Property Damage Crash","2022-07-29T09:08:00.000","No","County","3.64","North","North","1",,"1","North","800","FEET","HILL UPHILL","No","SEVEN LOCKS RD","County","GRAND TETON DR",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.02717","-77.16182","
,  
(39.02717, -77.16182)"
"MCP1563007Q","220032610","Montgomery County Police","Property Damage Crash","2022-07-29T08:00:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 8540 CONNECTICUT AVE",,,"DRIVER","OTHER","CLOUDY",,"DAYLIGHT","N/A","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A",,,,,,,"38.99540171","-77.07737821","
,  
(38.99540171, -77.07737821)"
"MCP3048008D","220032556","Montgomery County Police","Injury Crash","2022-07-29T07:50:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT MEN'S SHELTER 11600 NEBEL STREET ROCKVILLE, MD",,"PEDESTRIAN","DRIVER","OTHER","CLOUDY",,"DAYLIGHT","N/A","UNKNOWN","N/A","PEDESTRIAN","N/A","N/A",,,,,,,"39.01023333","-77.11491667","
,  
(39.01023333, -77.11491667)"
"EJ7895002F","220032553","Gaithersburg Police Depar","Injury Crash","2022-07-29T07:15:00.000","No","County","0.017","North","East","0","LEFT TURN LANE","2","North","0","FEET","LEVEL","No","MONTGOMERY VILLAGE AVE","Unknown","SPUR FR MD 124",,"N/A",,"DRIVER","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.13427733","-77.1952857","
,  
(39.13427733, -77.1952857)"
"MCP2385002L","220032548","Montgomery County Police","Property Damage Crash","2022-07-29T04:59:00.000","No","Maryland (State)","6.69","North","North","1",,"4","North","25","FEET","LEVEL","No","RIDGE RD","County","HIGH CORNER ST",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","FLASHING TRAFFIC SIGNAL","N/A, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.290455","-77.20481667","
,  
(39.290455, -77.20481667)"
"HA24930003","22001319","Maryland-National Capital","Property Damage Crash","2022-07-29T03:40:00.000","Yes","Government","0.86","West","North","1",,"1","West","0.3","MILE","LEVEL","No","SLIGO CREEK PKWY","Maryland (State)","PINEY BRANCH RD",,"N/A",,"UNKNOWN","SINGLE VEHICLE","FOGGY","WET","DARK NO LIGHTS","N/A",,,"N/A","N/A","TREE SHRUBBERY","NON INTERSECTION","N/A","N/A","CURVE RIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","38.99439667","-77.004144","
,  
(38.99439667, -77.004144)"
"MCP3054001N","220032542","Montgomery County Police","Property Damage Crash","2022-07-29T01:55:00.000","No","Maryland (State)","6.89","North","North","1",,"3","South","30","FEET","LEVEL","No","ROCKVILLE PIKE","County","BOU AVE",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","OTHER","NONE DETECTED",,"FIXED OBJECT","OVERTURN","CURB","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.05699833","-77.12008667","
,  
(39.05699833, -77.12008667)"
"MCP33090019","220032537","Montgomery County Police","Injury Crash","2022-07-29T00:55:00.000","No","County","1.31","West","West","1",,"1","West","0","FEET","GRADE DOWNHILL","No","NOTLEY RD","County","BONIFANT RD",,"N/A",,"DRIVER","SINGLE VEHICLE","N/A","DRY","DARK LIGHTS ON","FLASHING TRAFFIC SIGNAL","ALCOHOL PRESENT",,"FIXED OBJECT","N/A","BUILDING","INTERSECTION","T-INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.09310342","-77.0149118","
,  
(39.09310342, -77.0149118)"
"MCP2534004D","220032527","Montgomery County Police","Injury Crash","2022-07-28T22:14:00.000","No","Maryland (State)","5.92","North","North","3",,"3","North","30","FEET","LEVEL","No","CONNECTICUT AVE","Maryland (State)","VEIRS MILL RD",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","ALCOHOL PRESENT, NONE DETECTED",,"OTHER VEHICLE","FIXED OBJECT","EMBANKMENT","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.052615","-77.0745205","
,  
(39.052615, -77.0745205)"
"MCP3075003L","220032522","Montgomery County Police","Property Damage Crash","2022-07-28T21:10:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"19865 CENTRUY BLVD",,,"DRIVER","OTHER","CLEAR",,"DARK LIGHTS ON","NO CONTROLS","UNKNOWN",,"PARKED VEHICLE","N/A","N/A",,,,,,,"39.182085","-77.26392333","
,  
(39.182085, -77.26392333)"
