"license_number","city","zip","date_filed","date_closed","type_of_case","type_of_complaint","case_disposition","geolocation"
"41413","SILVER SPRING","20902","2021-06-21T00:00:00.000","2021-07-01T00:00:00.000","OLTA-TSF","Quit and Vacate","Complaint withdrawn","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41415","SILVER SPRING","20906","2021-06-21T00:00:00.000","2022-04-29T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41412","GAITHERSBURG","20877","2021-06-15T00:00:00.000","2022-07-22T00:00:00.000","OLTA-TMF","Rent Payment History","Other- no communication from tenant","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41409","GAITHERSBURG","20879","2021-06-15T00:00:00.000","2021-06-16T00:00:00.000","OLTA-TMF","Rent Increase","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20879
(39.169098, -77.182742)"
"41411","ROCKVILLE","20853","2021-06-15T00:00:00.000","2021-06-28T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
ROCKVILLE,  20853
(39.096485, -77.092945)"
"41410","SILVER SPRING","20906","2021-06-15T00:00:00.000","2021-06-22T00:00:00.000","OLTA-TSF","Harassment","Referred to a MD State Government agency","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41407","SILVER SPRING","20902","2021-06-14T00:00:00.000","2021-06-22T00:00:00.000","OLTA-TSF","Quit and Vacate","Referred to a MD State Government agency","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41408","GERMANTOWN","20874","2021-06-14T00:00:00.000","2021-06-17T00:00:00.000","OLTA-TMF","Maintenance - Plumbing","Refer to Code Enforcement","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41404","SILVER SPRING","20901","2021-06-11T00:00:00.000","2021-07-28T00:00:00.000","OLTA-TMF","Fee","Refund (payments/deposits)","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41405","SILVER SPRING","20904","2021-06-11T00:00:00.000","2022-01-24T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41402","SILVER SPRING","20901","2021-06-11T00:00:00.000","2021-08-23T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41403","POTOMAC","20854","2021-06-11T00:00:00.000","2021-06-23T00:00:00.000","OLTA-TSF","Security Deposit","Complaint withdrawn","
POTOMAC,  20854
(39.038266, -77.203413)"
"41401","ROCKVILLE","20855","2021-06-07T00:00:00.000","2021-07-01T00:00:00.000","OLTA-TSF","Retaliatory Eviction","Referred to Landlord-Tenant Commission","
ROCKVILLE,  20855
(39.134606, -77.141459)"
"41399","SILVER SPRING","20910","2021-06-07T00:00:00.000","2021-07-26T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Dismissed by Landlord-Tenant Commission","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41400","GERMANTOWN","20874","2021-06-07T00:00:00.000","2021-07-25T00:00:00.000","OLTA-TMF","Quit and Vacate","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41391","MONTGOMERY VILLAGE","20886","2021-06-04T00:00:00.000","2021-07-22T00:00:00.000","OLTA-TMF","Maintenance- General","Acceptable explanation","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41395","SILVER SPRING","20906","2021-06-04T00:00:00.000","2021-06-08T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Service performed or corrected","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41393","MONTGOMERY VILLAGE","20886","2021-06-04T00:00:00.000","2021-06-22T00:00:00.000","OLTA-MCMF","Rent Increase","Complaint noted for the record","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41397","SILVER SPRING","20904","2021-06-04T00:00:00.000","2021-11-09T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Refund/Rent Credit","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41396","SILVER SPRING","20904","2021-06-04T00:00:00.000","2021-06-29T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Complaint noted for the record","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41394","ROCKVILLE","20852","2021-06-04T00:00:00.000","2021-07-22T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41392","SILVER SPRING","20910","2021-06-04T00:00:00.000","2021-11-22T00:00:00.000","OLTA-TMF","Quit and Vacate","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41390","SILVER SPRING","20904","2021-06-02T00:00:00.000","2021-06-28T00:00:00.000","OLTA-TMF","Rent Increase","Refund/Rent Credit","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41386","SILVER SPRING","20901","2021-05-28T00:00:00.000","2022-08-17T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41385","GERMANTOWN","20874","2021-05-28T00:00:00.000","2021-06-15T00:00:00.000","OLTA-TMF","Lease Agreement","Settlement Agreement","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41383","SILVER SPRING","20905","2021-05-28T00:00:00.000","2021-06-08T00:00:00.000","OLTA-LSF","Failure to Pay Rent","Referred to a MD State Government agency","
SILVER SPRING,  20905
(39.10859, -76.99368)"
"41382","GERMANTOWN","20876","2021-05-28T00:00:00.000","2021-09-30T00:00:00.000","OLTA-TSF","Lease Agreement","Complaint noted for the record","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41388","SILVER SPRING","20904","2021-05-28T00:00:00.000","2021-12-08T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41389","BETHESDA","20814","2021-05-28T00:00:00.000","2021-06-17T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
BETHESDA,  20814
(39.003061, -77.102949)"
"41384","GERMANTOWN","20874","2021-05-28T00:00:00.000","2021-06-08T00:00:00.000","OLTA-TMF","Harassment","Complaint withdrawn","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41387","GERMANTOWN","20874","2021-05-28T00:00:00.000","2021-05-28T00:00:00.000","OLTA-TSF","Maintenance- General","Referred to a Montgomery County Agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41380","SILVER SPRING","20910","2021-05-26T00:00:00.000","2021-06-23T00:00:00.000","OLTA-TMF","Harassment","Complaint noted for the record","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41381","ROCKVILLE","20853","2021-05-26T00:00:00.000","2021-11-04T00:00:00.000","OLTA-TSF","Harassment","Other- no communication from tenant","
ROCKVILLE,  20853
(39.096485, -77.092945)"
"41378","SILVER SPRING","20902","2021-05-26T00:00:00.000","2022-01-27T00:00:00.000","OLTA-TMF","Harassment","Duplicate Case","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41379","SILVER SPRING","20910","2021-05-26T00:00:00.000","2021-11-17T00:00:00.000","OLTA-TMF","Harassment","Service performed or corrected","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41374","SILVER SPRING","20904","2021-05-21T00:00:00.000","2021-06-08T00:00:00.000","OLTA-TMF","Maintenance- General","Referred to a Montgomery County Agency","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41375","MONTGOMERY VILLAGE","20886","2021-05-21T00:00:00.000","2022-07-18T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41372","SILVER SPRING","20902","2021-05-21T00:00:00.000","2021-06-08T00:00:00.000","OLTA-LSF","Failure to Pay Rent","Referred to a MD State Government agency","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41376","SILVER SPRING","20906","2021-05-21T00:00:00.000","2021-06-17T00:00:00.000","OLTA-TMF","Rent Increase","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41370","SILVER SPRING","20904","2021-05-21T00:00:00.000","2021-05-26T00:00:00.000","OLTA-TMF","Lease Agreement","Referred to a MD State Government agency","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41371","SILVER SPRING","20902","2021-05-21T00:00:00.000","2021-06-04T00:00:00.000","OLTA-TMF","Maintenance- General","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41377","MONTGOMERY VILLAGE","20886","2021-05-21T00:00:00.000","2021-07-01T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41373","SILVER SPRING","20904","2021-05-21T00:00:00.000","2021-07-02T00:00:00.000","OLTA-TMF","Rent Payment History","Other- no communication from tenant","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41369","GERMANTOWN","20874","2021-05-19T00:00:00.000","2021-06-28T00:00:00.000","OLTA-TSF","Security Deposit","Complaint withdrawn","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41368","BETHESDA","20817","2021-05-19T00:00:00.000","2021-09-08T00:00:00.000","OLTA-TSF","Security Deposit","Referred to Landlord-Tenant Commission","
BETHESDA,  20817
(38.998099, -77.143306)"
"41364","GERMANTOWN","20874","2021-05-19T00:00:00.000","2021-07-22T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41365","SILVER SPRING","20906","2021-05-19T00:00:00.000","2021-06-01T00:00:00.000","OLTA-TMF","Maintenance - Hot/Cold Water","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41367","SILVER SPRING","20904","2021-05-19T00:00:00.000","2022-01-27T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41366","GERMANTOWN","20874","2021-05-19T00:00:00.000","2021-05-20T00:00:00.000","OLTA-LMF","Lease Agreement","No jurisdiction","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41363","GERMANTOWN","20874","2021-05-14T00:00:00.000","2021-07-20T00:00:00.000","OLTA-TMF","Lease Agreement","Settlement Agreement","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41361","MONTGOMERY VILLAGE","20886","2021-05-12T00:00:00.000","2021-10-21T00:00:00.000","OLTA-TSF","Harassment","Service performed or corrected","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41362","BETHESDA","20817","2021-05-12T00:00:00.000","2022-02-08T00:00:00.000","OLTA-LSF","Lease Agreement","Other- no communication from tenant","
BETHESDA,  20817
(38.998099, -77.143306)"
"41357","SILVER SPRING","20902","2021-05-07T00:00:00.000","2021-08-09T00:00:00.000","OLTA-TMF","Ratio Utility Billing","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41353","SILVER SPRING","20902","2021-05-07T00:00:00.000","2021-06-07T00:00:00.000","OLTA-TMF","Harassment","Complaint noted for the record","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41354","SILVER SPRING","20906","2021-05-07T00:00:00.000","2021-05-17T00:00:00.000","OLTA-TMF","Fee","Complaint withdrawn","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41356","SILVER SPRING","20903","2021-05-07T00:00:00.000","2021-07-20T00:00:00.000","OLTA-TMF","Ratio Utility Billing","Other- no communication from tenant","
SILVER SPRING,  20903
(39.016139, -76.982897)"
"41359","SILVER SPRING","20904","2021-05-07T00:00:00.000","2022-02-04T00:00:00.000","OLTA-TMF","Fee","Referred to a Montgomery County Agency","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41360","ROCKVILLE","20852","2021-05-07T00:00:00.000","2021-11-01T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41358","SILVER SPRING","20904","2021-05-07T00:00:00.000","2021-11-17T00:00:00.000","OLTA-TMF","Fee","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41352","GAITHERSBURG","20878","2021-05-05T00:00:00.000","2021-06-04T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41346","SILVER SPRING","20902","2021-05-05T00:00:00.000","2021-09-25T00:00:00.000","OLTA-TMF","Rent Payment History","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41350","TAKOMA PARK","20912","2021-05-05T00:00:00.000","2021-07-01T00:00:00.000","OLTA-TMF","Security Deposit","Referred to Landlord-Tenant Commission","
TAKOMA PARK,  20912
(38.982019, -77.000534)"
"41351","CHEVY CHASE","20815","2021-05-05T00:00:00.000","2021-12-08T00:00:00.000","OLTA-TMF","Quit and Vacate","Other- no communication from tenant","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41348","SILVER SPRING","20906","2021-05-05T00:00:00.000","2021-05-10T00:00:00.000","OLTA-TMF","Maintenance- General","Complaint withdrawn","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41347","GAITHERSBURG","20877","2021-05-05T00:00:00.000","2021-05-05T00:00:00.000","OLTA-TMF","Security Deposit","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41349","GERMANTOWN","20874","2021-05-05T00:00:00.000","2021-06-08T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41355","GERMANTOWN","20874","2021-05-04T00:00:00.000","2021-08-17T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41337","KENSINGTON","20895","2021-04-30T00:00:00.000","2021-11-11T00:00:00.000","OLTA-TSF","Security Deposit","Acceptable explanation","
KENSINGTON,  20895
(39.027698, -77.077422)"
"41341","SILVER SPRING","20906","2021-04-30T00:00:00.000","2022-03-14T00:00:00.000","OLTA-TSF","Harassment","Other- no communication from tenant","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41342","CLARKSBURG","20871","2021-04-30T00:00:00.000","2021-05-12T00:00:00.000","OLTA-TSF","Other-Miscellaneous","Complaint noted for the record","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41340","SILVER SPRING","20910","2021-04-30T00:00:00.000","2022-03-14T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Complaint noted for the record","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41335","GERMANTOWN","20876","2021-04-30T00:00:00.000","2021-05-20T00:00:00.000","OLTA-TMF","Rent Increase","Service performed or corrected","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41336","SILVER SPRING","20910","2021-04-30T00:00:00.000","2021-05-05T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41345","SILVER SPRING","20904","2021-04-30T00:00:00.000","2021-05-18T00:00:00.000","OLTA-TMF","Maintenance - Plumbing","Refer to Code Enforcement","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41339","BETHESDA","20816","2021-04-30T00:00:00.000","2021-05-13T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Other referral (private attorney/legal aid/etc.)","
BETHESDA,  20816
(38.958638, -77.115455)"
"41343","SILVER SPRING","20910","2021-04-30T00:00:00.000","2021-05-20T00:00:00.000","OLTA-TMF","Maintenance- General","Settlement Agreement","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41328","MONTGOMERY VILLAGE","20886","2021-04-28T00:00:00.000","2022-08-17T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41327","SILVER SPRING","20904","2021-04-28T00:00:00.000","2021-09-07T00:00:00.000","OLTA-TSF","Security Deposit","Referred to Landlord-Tenant Commission","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41331","SILVER SPRING","20904","2021-04-28T00:00:00.000","2021-05-13T00:00:00.000","OLTA-TMF","Rent Increase","Refund/Rent Credit","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41332","OLNEY","20832","2021-04-28T00:00:00.000","2021-08-09T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Complaint withdrawn","
OLNEY,  20832
(39.152328, -77.073205)"
"41334","SILVER SPRING","20902","2021-04-28T00:00:00.000","2021-05-13T00:00:00.000","OLTA-TMF","Maintenance- General","Other referral (private attorney/legal aid/etc.)","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41333","BETHESDA","20817","2021-04-28T00:00:00.000","2022-04-19T00:00:00.000","OLTA-TSF","Security Deposit","Complaint noted for the record","
BETHESDA,  20817
(38.998099, -77.143306)"
"41329","BETHESDA","20817","2021-04-28T00:00:00.000","2021-11-22T00:00:00.000","OLTA-TMF","Maintenance - Air Conditioning","Goods delivered or replaced","
BETHESDA,  20817
(38.998099, -77.143306)"
"41330","SILVER SPRING","20906","2021-04-28T00:00:00.000","2021-08-09T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41325","MONTGOMERY VILLAGE","20886","2021-04-23T00:00:00.000","2021-10-23T00:00:00.000","OLTA-TSF","Lease Agreement","Other- no communication from tenant","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41318","ROCKVILLE","20852","2021-04-23T00:00:00.000","2022-06-21T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Complaint withdrawn","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41319","SILVER SPRING","20904","2021-04-23T00:00:00.000","2021-04-23T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41321","GAITHERSBURG","20877","2021-04-23T00:00:00.000","2021-04-26T00:00:00.000","OLTA-TMF","Ratio Utility Billing","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41323","BETHESDA","20817","2021-04-23T00:00:00.000","2021-04-27T00:00:00.000","OLTA-TSF","Quit and Vacate","Referred to a MD State Government agency","
BETHESDA,  20817
(38.998099, -77.143306)"
"41320","TAKOMA PARK","20912","2021-04-23T00:00:00.000","2021-05-11T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
TAKOMA PARK,  20912
(38.982019, -77.000534)"
"41324","SILVER SPRING","20902","2021-04-23T00:00:00.000","2021-05-11T00:00:00.000","OLTA-TSF","Rent Payment History","Service performed or corrected","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41322","SILVER SPRING","20910","2021-04-23T00:00:00.000","2021-05-05T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41312","GERMANTOWN","20874","2021-04-21T00:00:00.000","2021-04-22T00:00:00.000","OLTA-TSF","Security Deposit","Duplicate Case","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41314","GAITHERSBURG","20878","2021-04-21T00:00:00.000","2021-04-21T00:00:00.000","OLTA-LSF","Rent Payment History","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41317","SILVER SPRING","20904","2021-04-21T00:00:00.000","2022-02-23T00:00:00.000","OLTA-TMF","Quit and Vacate","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41315","MONTGOMERY VILLAGE","20886","2021-04-21T00:00:00.000","2021-04-29T00:00:00.000","OLTA-TMF","Eviction","Complaint withdrawn","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41316","SILVER SPRING","20901","2021-04-21T00:00:00.000","2021-07-25T00:00:00.000","OLTA-TSF","Eviction","Service performed or corrected","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41313","ROCKVILLE","20855","2021-04-21T00:00:00.000","2021-05-05T00:00:00.000","OLTA-TSF","Application Deposit","Referred to a Montgomery County Agency","
ROCKVILLE,  20855
(39.134606, -77.141459)"
"41326","SILVER SPRING","20910","2021-04-19T00:00:00.000","2021-05-27T00:00:00.000","OLTA-TMF","Maintenance - Plumbing","Settlement Agreement","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41306","SILVER SPRING","20901","2021-04-16T00:00:00.000","2021-04-22T00:00:00.000","OLTA-TSF","Quit and Vacate","Non-jurisdiction-Room Rental","
SILVER SPRING,  20901
(39.020211, -77.009764)"
