Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,Location,MoCo_boundary,Zip Codes,Communities,Councils,Municipalities
THE MANOR AT SILO FALLS,19501 GEORGIA AVENUE,BROOKEVILLE,MD,20833,BBWLHR35520,On Premise,"THE MANOR AT SILO FALLS, LLC","19501 GEORGIA AVENUE
BROOKEVILLE, MD 20833
(39.176642, -77.058235)",1,99,40,4,1
7 BILLIARDS,15966 SHADY GROVE RD.,GAITHERSBURG,MD,20877,DBWL36065,On Premise,"7 BILLARDS, INC.","15966 SHADY GROVE RD.
GAITHERSBURG, MD 20877
(39.11882, -77.182767)",1,71,36,3,1
WING STOP # 238,14925 SHADY GROVE ROAD,ROCKVILLE,MD,20850,HBWHR839,On Premise,"RED COW POLITY, LLC","14925 SHADY GROVE ROAD
ROCKVILLE, MD 20850
(39.097568, -77.19403)",1,71,25,3,1
CONVENIENCE EXPRESS,948 WAYNE AVE,SILVER SPRING,MD,20910,ABW030,Off Premise,"JOACHIM & JOYCE, INC.","948 WAYNE AVE
SILVER SPRING, MD 20910
(38.994598, -77.025822)",1,3065,7,5,1
BELBY DISCOUNT BEER & WINE,888 ROCKVILLE PIKE,ROCKVILLE,MD,20852,DBW109,On/Off-Premise,"CKCE, INC","888 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.07469, -77.135906)",1,60,25,3,12
VASILIS KITCHEN,705 CENTER POINT WAY,GAITHERSBURG,MD,20878,BBWLHR24645,On Premise,"KENTLANDS JOINT VENTURE, LLC","705 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.12195, -77.235019)",1,33,36,3,21
HYATT REGENCY BETHESDA,ONE BETHESDA METRO,BETHESDA,MD,20814,BBWLHM21674,On Premise,"TMG II BETHESDA HOTEL TRS, LLC","ONE BETHESDA METRO
BETHESDA, MD 20814",,,,,
WOODMONT GRILL,7715 WOODMONT AVE,BETHESDA,MD,20814,BBWLHR241,On Premise,"HILLSTONE RESTAURANT GROUP,INC","7715 WOODMONT AVE
BETHESDA, MD 20814
(38.987864, -77.096019)",1,111,12,1,1
TALBERTS ICE & BEVERAGE SERVICE,5234 RIVER ROAD,BETHESDA,MD,20816,DBW044,On/Off-Premise,MONTGOMERY ICE CORPORATION,"5234 RIVER ROAD
BETHESDA, MD 20816
(38.965237, -77.104444)",1,107,12,1,1
LENOX BEER & WINE GOURMET MKT,8395 COLESVILLE RD.,SILVER SPRING,MD,20910,ABW219,Off Premise,"BTG HOLDINGS, INC.","8395 COLESVILLE RD.
SILVER SPRING, MD 20910
(38.993375, -77.032939)",1,3065,6,5,1
HUNTER'S BAR & GRILL,10123 RIVER ROAD,POTOMAC,MD,20854,BBWLHR274,On Premise,"JBS RESTUARANT MANAGEMENT,LLC","10123 RIVER ROAD
POTOMAC, MD 20854
(39.017831, -77.208587)",1,53,20,1,1
PIZZERIA DAMARCO,8008 WOODMONT AVE,BETHESDA,MD,20814,BBWLHR109,On Premise,"LIONSGATE RESTAURANT, LLC","8008 WOODMONT AVE
BETHESDA, MD 20814
(38.990236, -77.096483)",1,111,12,1,1
THE REPUBLIC GARDEN,8402 GEORGIA AVENUE,SILVER SPRING,MD,20910,BBWLHR41280,On Premise,"C&G GROUP, LLC","8402 GEORGIA AVENUE
SILVER SPRING, MD 20910
(38.99366, -77.026779)",1,3065,7,5,1
THE GREENE TURTLE BAR & GRILLE,18101 TOWN CENTER DRIVE,OLNEY,MD,20832,BBWLHR803,On Premise,"GT OLNEY, LLC","18101 TOWN CENTER DRIVE
OLNEY, MD 20832
(39.15188, -77.062182)",1,100,58,4,1
SENECA MEADOWS BEER & WINE,"20640 SENECA MEADOWS PARKWAY,",GERMANTOWN,MD,20876,ABW271,Off Premise,"ARIDI ENTERPRISE, INC","20640 SENECA MEADOWS PARKWAY,
GERMANTOWN, MD 20876
(39.198236, -77.255163)",1,36,39,2,1
SARITA'S CHICKEN RESTAURANT,2545 ENNALLS AVE,SILVER SPRING,MD,20902,BBWLHR778,On Premise,SARITA'S CHICKEN RESTAURANT,"2545 ENNALLS AVE
SILVER SPRING, MD 20902
(39.039717, -77.053686)",1,17,16,4,1
ARIRANG RESTAURANT,1314 EAST GUDE DRIVE,ROCKVILLE,MD,20850,BBWLHR020,On Premise,PLEROMA INC.,"1314 EAST GUDE DRIVE
ROCKVILLE, MD 20850
(39.096898, -77.135283)",1,71,27,3,12
EL SAPO,8455 FENTON STREET #1,SILVER SPRING,MD,20910,BBWLHR36204,On Premise,"8455CSC, LLC","8455 FENTON STREET #1
SILVER SPRING, MD 20910
(38.995995, -77.024661)",1,3065,7,5,1
FLOWER HILL BEER & WINE,18253 FLOWER HILL WAY,GAITHERSBURG,MD,20879,ABW092,Off Premise,"HBJ, INC","18253 FLOWER HILL WAY
GAITHERSBURG, MD 20879
(39.155424, -77.164586)",1,35,36,4,1
LOS COBANOS RESTAURANT,11210 GRANDVIEW AVE,SILVER SPRING,MD,20902,BBWLHR008,On Premise,"MERSAL, INC.","11210 GRANDVIEW AVE
SILVER SPRING, MD 20902
(39.038776, -77.052324)",1,17,16,4,1
MIDDLEBROOK DISCOUNT B & W,19601 FREDERICK ROAD,GERMANTOWN,MD,20876,ABW257,Off Premise,"SOHRABS, INC","19601 FREDERICK ROAD
GERMANTOWN, MD 20876
(39.177455, -77.238444)",1,36,39,2,1
LILIT CAFE,7921 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,DBW057,On/Off-Premise,DJ MANAGEMENT LLC,"7921 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(38.988751, -77.100881)",1,111,12,1,1
MI RANCHO - GERMANTOWN,"19725 GERMANTOWN ROAD, UNIT A",GERMANTOWN,MD,20874,BBWLHR145,On Premise,19725A INC.,"19725 GERMANTOWN ROAD, UNIT A
GERMANTOWN, MD 20874
(39.180374, -77.263847)",1,39,39,2,1
TAVIRA RESTAURANT,8401 CONNECTICUT AVE,CHEVY CHASE,MD,20815,BBWLHR260,On Premise,"DUCA, LLC","8401 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.994244, -77.077078)",1,110,5,1,1
RED LOBSTER RESTAURANT,15700 SHADY GROVE ROAD,GAITHERSBURG,MD,20877,BBWLHR065,On Premise,"RL MARYLAND, INC.","15700 SHADY GROVE ROAD
GAITHERSBURG, MD 20877
(39.113281, -77.186629)",1,71,36,3,1
RODMAN'S GOURMET BEER & WINE,5148 NICHOLSON LANE,KENSINGTON,MD,20895,DBW002,On/Off-Premise,"W.F.F.& B., INC.","5148 NICHOLSON LANE
KENSINGTON, MD 20895
(39.045102, -77.105555)",1,25,19,1,1
EL ANDARIEGO,5 OLNEY SANDY SPRING ROAD,ASHTON,MD,20861,BBWLHR111,On Premise,EL ANDARIEGO,"5 OLNEY SANDY SPRING ROAD
ASHTON, MD 20861
(39.149296, -77.013282)",1,49,35,4,1
"OLLIE'S BEER, WINE AND DELI",2011-A VIERS MILL ROAD,ROCKVILLE,MD,20851,ABW287,Off Premise,"SREYPICH, LLC","2011-A VIERS MILL ROAD
ROCKVILLE, MD 20851
(39.075307, -77.116859)",1,68,25,3,12
BURGERFI,8504 FENTON STREET,SILVER SPRING,MD,20910,HBWHR34596,On Premise,"BUFISS, LLC","8504 FENTON STREET
SILVER SPRING, MD 20910
(38.995808, -77.024576)",1,3065,7,5,1
TG SILVER SPRING MART,8211 FENTON STREET,SILVER SPRING,MD,20910,DBW1057690,On/Off-Premise,TG SILVER SPRING MART,"8211 FENTON STREET
SILVER SPRING, MD 20910
(38.992091, -77.024045)",1,3065,7,5,1
BETHESDA BEER & WINE,8015 WISCONSIN AVE,BETHESDA,MD,20814,ABW121,Off Premise,BSBB LIMITED INC.,"8015 WISCONSIN AVE
BETHESDA, MD 20814
(38.990866, -77.095534)",1,111,12,1,1
EL CARACOL CAFE,609 SLIGO AVE,SILVER SPRING,MD,20910,BBWLHR1063665,On Premise,SNS CORPORATION,"609 SLIGO AVE
SILVER SPRING, MD 20910
(38.991286, -77.013269)",1,3065,7,5,1
JEWEL OF INDIA,10151 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,BBWLHR661,On Premise,"JEWEL OF INDIA, CORP.","10151 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20903
(39.021522, -76.976956)",1,15,18,5,1
MOOSE LODGE #1775,2901 BEL PRE ROAD,SILVER SPRING,MD,20906,CBWLFV006,On Premise,"WHEATON MOOSE LODGE #1775, INC","2901 BEL PRE ROAD
SILVER SPRING, MD 20906
(39.0907, -77.059394)",1,6,59,4,1
WHEATON DELI,11413 GEORGIA AVE,SILVER SPRING,MD,20902,ABW124,Off Premise,WHEATON DELI LLC,"11413 GEORGIA AVE
SILVER SPRING, MD 20902
(39.042046, -77.051837)",1,17,16,4,1
LEDO PIZZA - DERWOOD,7213 MUNCASTER MILL ROAD,ROCKVILLE,MD,20855,HBW266,On Premise,"BOGEY ENTERPRISES, INC.","7213 MUNCASTER MILL ROAD
ROCKVILLE, MD 20855
(39.146155, -77.145077)",1,51,36,4,1
KANTUTAS RESTAURANT,2462 ENNALLS AVE,SILVER SPRING,MD,20902,HBWHR673,On Premise,"KANTUTAS RESTAURANT, INC","2462 ENNALLS AVE
SILVER SPRING, MD 20902
(39.040344, -77.05247)",1,17,16,4,1
CAVA RESTAURANT,9713 TRAVILLE GATEWAY DRIVE,ROCKVILLE,MD,20850,BBWLHR066,On Premise,"DTI, LLC,","9713 TRAVILLE GATEWAY DRIVE
ROCKVILLE, MD 20850
(39.091461, -77.204129)",1,71,24,3,1
RED MAPLE RESTAURANT,10110 COLESVILLE ROAD,SILVER SPRING,MD,20901,BBWLHR742,On Premise,"RED MAPLE ASSOCIATES, LLC","10110 COLESVILLE ROAD
SILVER SPRING, MD 20901
(39.020606, -77.012588)",1,21,13,5,1
FRATERNAL ORDER OF EAGLES #3509,19201 FREDERICK ROAD,GERMANTOWN,MD,20876,CBWLFV008,On Premise,"GAITHERSBURG AERIE #3509, INC.","19201 FREDERICK ROAD
GERMANTOWN, MD 20876
(39.170082, -77.235004)",1,36,39,2,1
ASBURY METHODIST VILLAGE,201 RUSSELL AVENUE,GAITHERSBURG,MD,20877,CBWLRC004,On Premise,"IVA, INC","201 RUSSELL AVENUE
GAITHERSBURG, MD 20877
(39.145339, -77.197225)",1,35,36,3,21
AL CARBON,200 PARK ROAD,ROCKVILLE,MD,20850,BBWLHR624,On Premise,"CMV GROUP, INC.","200 PARK ROAD
ROCKVILLE, MD 20850
(39.085569, -77.146429)",1,71,25,3,12
CONGRESSIONAL COUNTRY CLUB,8500 RIVER ROAD,POTOMAC,MD,20817,CBWLCCO010,On Premise,"CONGRESSIONAL COUNTRY CLUB, IN","8500 RIVER ROAD
POTOMAC, MD 20817",,,,,
KENWOOD GOLF & COUNTRY CLUB,5601 RIVER ROAD,BETHESDA,MD,20816,CBWLCC014,On Premise,"KENWOOD GOLF & CC., INC.","5601 RIVER ROAD
BETHESDA, MD 20816
(38.970382, -77.114401)",1,103,12,1,1
OLD WORLD FAVORITES,3854 INTERNATIONAL DR.,SILVER SPRING,MD,20906,DBW027,On/Off-Premise,"SATSHIV, INC.","3854 INTERNATIONAL DR.
SILVER SPRING, MD 20906
(39.103712, -77.076025)",1,6,62,3,1
BEERS AND CHEERS,19827 CENTURY BLVD,GERMANTOWN,MD,20874,DBW061,On/Off-Premise,GRAND CREW ENTERPRISES INC,"19827 CENTURY BLVD
GERMANTOWN, MD 20874
(39.18098, -77.267192)",1,39,39,2,1
O'DONNELL'S MARKET,1073 SEVEN LOCKS ROAD,ROCKVILLE,MD,20850,HBW21614,On Premise,"O'DONNELL'S MARKET, LLC","1073 SEVEN LOCKS ROAD
ROCKVILLE, MD 20850
(39.062109, -77.160803)",1,53,25,3,12
BARREL & CROW,4867 CORDELL AVENUE,BETHESDA,MD,20814,BBWLHR20279,On Premise,"BARREL AND CROW, LLC","4867 CORDELL AVENUE
BETHESDA, MD 20814
(38.990002, -77.097494)",1,111,12,1,1
"SILVER SPRING BEER, WINE & DELI",8746 GEORGIA AVE,SILVER SPRING,MD,20910,DBW081,On/Off-Premise,"RYANALEX, INC.","8746 GEORGIA AVE
SILVER SPRING, MD 20910
(38.9985, -77.030878)",1,3065,7,5,1
RIDERWOOD VILLAGE,3120 GRACEFIELD ROAD,SILVER SPRING,MD,20904,CBWLRC001,On Premise,RIDERWOOD VILLAGE INC.,"3120 GRACEFIELD ROAD
SILVER SPRING, MD 20904
(39.0563, -76.950937)",1,12,21,5,1
ROSCOE'S NEAPOLITAN PIZZERIA,7040 CARROLL AVE,TAKOMA PARK,MD,20912,BBWLHR543,On Premise,"MU & CD, LLC","7040 CARROLL AVE
TAKOMA PARK, MD 20912
(38.975031, -77.011269)",1,3062,4,5,11
COAL FIRE,116 MAIN STREET,GAITHERSBURG,MD,20878,BBWLHR586,On Premise,"COAL FIRE PIZZA OF KENTLANDS,","116 MAIN STREET
GAITHERSBURG, MD 20878
(39.124366, -77.237792)",1,33,36,3,21
HONEY PIG,12015 ROCKVILLE PIKE #G,ROCKVILLE,MD,20852,BBWLHR35053,On Premise,"HONEY PIG ROCKVILLE, INC.","12015 ROCKVILLE PIKE #G
ROCKVILLE, MD 20852
(39.053977, -77.117241)",1,60,19,1,1
HARD TIMES CAFE,1117 NELSON STREET,ROCKVILLE,MD,20850,BBWLHR578,On Premise,"MORGAN HOWARD, LLC","1117 NELSON STREET
ROCKVILLE, MD 20850
(39.090711, -77.174355)",1,71,25,3,12
COUNTRY BOY BEER & WINE,2211 RANDOLPH ROAD,SILVER SPRING,MD,20902,ABW140,Off Premise,THOMAS BARNSLEY & JAMES BARNSL,"2211 RANDOLPH ROAD
SILVER SPRING, MD 20902
(39.059515, -77.047318)",1,6,23,4,1
VFW POST 2562,11316 FERN STREET,SILVER SPRING,MD,20902,CBWLFV001,On Premise,SILVER SPRING MEMORIAL VFW,"11316 FERN STREET
SILVER SPRING, MD 20902
(39.040765, -77.049447)",1,17,16,4,1
ADDIS ABABA RESTAURANT,8233 FENTON STREET,SILVER SPRING,MD,20910,BBWLHR700,On Premise,"ABYE, LLC","8233 FENTON STREET
SILVER SPRING, MD 20910
(38.99275, -77.024071)",1,3065,7,5,1
MIDWAY BEER & WINE,16057 FREDERICK ROAD,DERWOOD,MD,20855,ABW279,Off Premise,SHIVA CORPORATION,"16057 FREDERICK ROAD
DERWOOD, MD 20855
(39.118865, -77.171444)",1,51,27,3,12
TAIPEI CAFE,802 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,BBWHR138,On/Off-Premise,"BROTHERS BISTRO, LLC","802 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.094245, -77.153434)",1,71,25,3,12
WOODMONT DELI,8225 WOODMONT AVE,BETHESDA,MD,20814,DBW051,On/Off-Premise,WOODMONT DELI CORPORATION,"8225 WOODMONT AVE
BETHESDA, MD 20814
(38.992434, -77.097002)",1,111,12,1,1
GOURMET INSPIRATIONS,2646 UNIVERSITY BOULEVARD,WHEATON,MD,20902,BBWLHR869,On Premise,"A&C FINE DINING, INC","2646 UNIVERSITY BOULEVARD
WHEATON, MD 20902
(39.040537, -77.054302)",1,17,16,4,1
CHINA GOURMET RESTAURANT,"3739 UNIVERSITY BLVD, WEST",KENSINGTON,MD,20895,BBWLHR247,On Premise,"KENSINGTON RESTAURANT, INC.","3739 UNIVERSITY BLVD, WEST
KENSINGTON, MD 20895
(39.032666, -77.073942)",1,25,15,1,6
COURTYARD BY MARRIOTT - GAITH,204 BOARDWALK PLACE,GAITHERSBURG,MD,20878,BBWLHM018,On Premise,COURTYARD MANAGEMENT CORPORATI,"204 BOARDWALK PLACE
GAITHERSBURG, MD 20878
(39.116606, -77.198083)",1,33,36,3,21
T.G.I. FRIDAY'S - ROCKVILLE,12147 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR016,On Premise,TGI FRIDAY'S OF ROCKVILLE INC.,"12147 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.057718, -77.120352)",1,60,19,1,1
DAD'S BEER & WINE,603 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,ABWS203,Off Premise,"DAD'S BEER & WINE, LLC","603 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.091973, -77.153201)",1,71,25,3,12
AZUCAR RESTAURANT,14418 LAYHILL ROAD,SILVER SPRING,MD,20906,BBWLHR389,On Premise,"JAR-RAM & JAG, INC.","14418 LAYHILL ROAD
SILVER SPRING, MD 20906
(39.091837, -77.04516)",1,6,59,4,1
NOT YOUR AVERAGE JOE'S - BETHESDA,"10400 OLD GEORGETOWN ROAD, 6A",BETHESDA,MD,20814,BBWLHR21761,On Premise,"NOT YOUR AVERAGE JOE'S MD, LLC","10400 OLD GEORGETOWN ROAD, 6A
BETHESDA, MD 20814
(39.025879, -77.126068)",1,103,19,1,1
COURTYARD BY MARRIOTT-ROCKVILLE,2500 RESEARCH BOULEVARD,ROCKVILLE,MD,20850,BBWLHM19293,On Premise,COURTYARD MANAGEMENT CORP.,"2500 RESEARCH BOULEVARD
ROCKVILLE, MD 20850
(39.104768, -77.18902)",1,71,25,3,12
ASTRO LAB BREWING,8216 GEORGIA AVENUE,SILVER SPRING,MD,20910,DBW30618,On/Off-Premise,ASTRO LAB BREWING LLC,"8216 GEORGIA AVENUE
SILVER SPRING, MD 20910
(38.992142, -77.0267)",1,3065,7,5,1
SKKY MARKET,108 OLDE TOWNE AVE,GAITHERSBURG,MD,20877,ABWS125,Off Premise,"AYALA ANDRADE, INC.","108 OLDE TOWNE AVE
GAITHERSBURG, MD 20877
(39.140701, -77.194726)",1,35,36,3,21
LIFETIME ATHLETIC,10121 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,CBW27779,On Premise,"LTF MARYLAND LIQUOR,LLC","10121 WASHINGTONIAN BLVD
GAITHERSBURG, MD 20878
(39.120096, -77.205361)",1,33,36,3,21
GILLY'S CRAFT BEER & FINE WINE,2009 CHAPMAN AVENUE,ROCKVILLE,MD,20852,DBW41021,On/Off-Premise,"ROSEMARY WINEYARD, LLC","2009 CHAPMAN AVENUE
ROCKVILLE, MD 20852
(39.056268, -77.11702)",1,60,19,1,1
MAKI CAFE,842-C ROCKVILLE PIKE,ROCKVILLE,MD,20852,DBW152,On/Off-Premise,"MAKI, LLC","842-C ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.075532, -77.137075)",1,60,25,3,12
LEDO PIZZA OLNEY,3472 OLNEY LAYTONSVILLE ROAD,OLNEY,MD,20832,HBWHR38339,On Premise,"MHI HOTELS SERVICES, LLC","3472 OLNEY LAYTONSVILLE ROAD
OLNEY, MD 20832
(39.154395, -77.069141)",1,100,58,4,1
SILVER,7150 WOODMONT AVENUE,BETHESDA,MD,20814,BBWLHR22814,On Premise,"SILVER BETHESDA, LLC","7150 WOODMONT AVENUE
BETHESDA, MD 20814
(38.97996, -77.093539)",1,110,12,1,1
TANDOORI NIGHTS,106 MARKET STREET,GAITHERSBURG,MD,20878,BBWLHR696,On Premise,"DLV, LLC.","106 MARKET STREET
GAITHERSBURG, MD 20878
(39.122787, -77.234922)",1,33,36,3,21
JC CRAB HOUSE,13432 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,HBW31540,On Premise,JC SEAFOOD LLC,"13432 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.076439, -77.001888)",1,12,26,4,1
EURO MARKET,13077 WISTERIA DR,GERMANTOWN,MD,20874,ABW28312,Off Premise,"ANDIRA, LLC","13077 WISTERIA DR
GERMANTOWN, MD 20874
(39.178057, -77.272075)",1,39,39,2,1
FOREST GLEN DELI,536 FOREST GLEN ROAD,SILVER SPRING,MD,20901,ABW048,Off Premise,MOO YOUNG CHUN & SONG JU CHUN,"536 FOREST GLEN ROAD
SILVER SPRING, MD 20901
(39.016639, -77.018519)",1,21,13,5,1
SUSHIKO CHEVY CHASE,5455 WISCONSIN AVENUE,CHEVY CHASE,MD,20815,BBWLHR851,On Premise,"SUSHIKO CHEVY CHASE, LLC.","5455 WISCONSIN AVENUE
CHEVY CHASE, MD 20815
(38.962451, -77.086421)",1,110,5,1,1
NOVA EUROPA RESTAURANT,1311 LAMBERTON DRIVE,SILVER SPRING,MD,20902,BBWLHR091,On Premise,"NOVA EUROPA RESTURANT, INC.","1311 LAMBERTON DRIVE
SILVER SPRING, MD 20902
(39.040979, -77.029629)",1,17,16,4,1
LEDO PIZZA - DAMASCUS,9805 MAIN STREET,DAMASCUS,MD,20872,HBW310,On Premise,MAIN STREET INN INC.,"9805 MAIN STREET
DAMASCUS, MD 20872
(39.288017, -77.20279)",1,42,51,2,1
POLLO BRASERO REST. & CARRYOUT,14336 LAYHILL ROAD,SILVER SPRING,MD,20906,HBW246,On Premise,"JULROC, INC.","14336 LAYHILL ROAD
SILVER SPRING, MD 20906
(39.091027, -77.044969)",1,6,59,4,1
ARAT KILO MARKET AND RESTAURANT,818 EASLEY STREET,SILVER SPRING,MD,20910,HBW23352,On Premise,"HELINA ASEGED AND SONS, LLC","818 EASLEY STREET
SILVER SPRING, MD 20910
(38.993979, -77.023621)",1,3065,7,5,1
KUSSHI,11826 TRADE STREET,NORTH BETHESDA,MD,20852,BBWLHR35806,On Premise,"TWMK,LLC","11826 TRADE STREET
NORTH BETHESDA, MD 20852
(39.050932, -77.116381)",1,60,19,1,1
WINGSTOP - GAITHERSBURG,"20201 GOSHEN ROAD, SPACE G",GAITHERSBURG,MD,20879,DBW093,On/Off-Premise,"REDCOWPOLITY II, LLC","20201 GOSHEN ROAD, SPACE G
GAITHERSBURG, MD 20879
(39.188211, -77.186402)",1,28,38,2,1
SEAFOOD IN THE BUFF,12132 GEORGIA AVE,WHEATON,MD,20902,DBW28313,On/Off-Premise,"TAESAN,INC","12132 GEORGIA AVE
WHEATON, MD 20902
(39.053806, -77.050759)",1,17,23,4,1
MONTGOMERY VILLAGE BEER & WINE,18286 CONTOUR ROAD,GAITHERSBURG,MD,20879,ABW18682,Off Premise,"ANH & OH CORPORATION, INC","18286 CONTOUR ROAD
GAITHERSBURG, MD 20879
(39.155814, -77.199106)",1,28,38,2,1
VFW POST NO. 350,6420 ORCHARD AVE,TAKOMA PARK,MD,20912,CBWLFV1,On Premise,POST NO. 350 VFW OF THE U.S,"6420 ORCHARD AVE
TAKOMA PARK, MD 20912
(38.968949, -77.002305)",1,3062,4,5,11
QUALITY BEER & WINE,13826 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904,ABW1071811,Off Premise,"BONG & KWON, INC","13826 OLD COLUMBIA PIKE
SILVER SPRING, MD 20904
(39.083744, -76.951534)",1,12,53,5,1
GOOD FORTUNE CAFE,237 KENTLANDS BLVD.,GAITHERSBURG,MD,20878,HBW298,On Premise,"GOOD FORTUNE CAFE, INC.","237 KENTLANDS BLVD.
GAITHERSBURG, MD 20878
(39.123251, -77.236521)",1,33,36,3,21
FOUNDING FARMERS,12505 PARK POTOMAC AVE,POTOMAC,MD,20854,BBWLHR677,On Premise,FOUNDING FARMERS POTOMAC LLC,"12505 PARK POTOMAC AVE
POTOMAC, MD 20854
(39.060806, -77.157996)",1,53,20,3,1
MANNEQUIN PIS,18064 GEORGIA AVENUE,OLNEY,MD,20832,HBW30862,On Premise,"QUINTERO MARTELL, LLC","18064 GEORGIA AVENUE
OLNEY, MD 20832
(39.152469, -77.06689)",1,100,58,4,1
PHO WHEATON & BANH MI,11232 GRANDVIEW AVE,SILVER SPRING,MD,20902,HBW034,On Premise,SAIGONESE RESTAURANT INC.,"11232 GRANDVIEW AVE
SILVER SPRING, MD 20902
(39.039189, -77.05239)",1,17,16,4,1
JULLIANO'S ITALIAN CAFE,6840 OLNEY LAYTONSVILLE ROAD,LAYTONSVILLE,MD,20882,HBW281,On Premise,"FUENTES RESTAURANT, INC.","6840 OLNEY LAYTONSVILLE ROAD
LAYTONSVILLE, MD 20882
(39.204313, -77.139646)",1,29,46,4,22
OLD ANGLERS INN,10801 MACARTHUR BLVD.,POTOMAC,MD,20854,BBWLHR060,On Premise,"MARYLAND CATERING CO., INC.","10801 MACARTHUR BLVD.
POTOMAC, MD 20854
(38.982427, -77.226671)",1,53,20,1,1
IRON AGE,1054 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR724,On Premise,"IRON AGE ROCKVILLE, LLC","1054 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.072464, -77.133438)",1,60,25,3,12
ROOTS MARKET,16800 GEORGIA AVE,OLNEY,MD,20832,DBW078,On/Off-Premise,"ROOTS OLNEY, LLC","16800 GEORGIA AVE
OLNEY, MD 20832
(39.131892, -77.0707)",1,100,58,4,1
SIRIWAN THAI RESTAURANT,736 CLOVERLY STREET,SILVER SPRING,MD,20905,HBW275,On Premise,"SIRIWAN THAI RESTAURANT, INC.","736 CLOVERLY STREET
SILVER SPRING, MD 20905
(39.109116, -76.995715)",1,8,29,5,1
MOKO SUSHI,5550 NORBECK RD,ROCKVILLE,MD,20853,HBW28292,On Premise,"MOKO SUSHI, LLC","5550 NORBECK RD
ROCKVILLE, MD 20853
(39.095606, -77.11124)",1,58,61,3,1
HERSHEYS RESTAURANT,17030 OAKMONT AVE,GAITHERSBURG,MD,20877,BBWLHR135,On Premise,"GORMAN, INC.","17030 OAKMONT AVE
GAITHERSBURG, MD 20877
(39.135769, -77.177353)",1,35,33,3,1
COURTYARD BY MARRIOTT-SILVER SPRING,8506 FENTON STREET,SILVER SPRING,MD,20910,BBWLHM210,On Premise,SILVER SPRING HOTEL ASSOCIATES,"8506 FENTON STREET
SILVER SPRING, MD 20910
(38.995597, -77.024479)",1,3065,7,5,1
PALADAR LATIN KITCHEN & RUM BAR - G,203 CROWNE PARK AVENUE,GAITHERSBURG,MD,20878,BBWLHR855,On Premise,"PALADAR GAITHERSBURG, LLC","203 CROWNE PARK AVENUE
GAITHERSBURG, MD 20878
(39.114205, -77.205435)",1,71,25,3,21
BEST WESTERN MOTEL,1251 WEST MONTGOMERY AVE,ROCKVILLE,MD,20850,BBWLHM010,On Premise,ROCKVILLE MOTEL ASSOCIATES LLC,"1251 WEST MONTGOMERY AVE
ROCKVILLE, MD 20850
(39.088925, -77.177511)",1,71,25,3,12
LIVE CRAWFISH & SEAFOOD,765 ROCKVILLE PIKE SUITE FG,ROCKVILLE,MD,20852,BBWLHR32161,On Premise,"MARYLANDLIVECRAWFISH, LLC","765 ROCKVILLE PIKE SUITE FG
ROCKVILLE, MD 20852
(39.077779, -77.140579)",1,60,25,3,12
IL PORTO,245 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,BBWLHR235,On Premise,"JCD,INC.","245 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.12818, -77.20873)",1,33,36,3,21
WILLOUGHBY MARKET,4515 WILLARD AVE,CHEVY CHASE,MD,20815,ABW175,Off Premise,CHAE UNG CHO,"4515 WILLARD AVE
CHEVY CHASE, MD 20815
(38.962274, -77.090302)",1,110,5,1,1
THE QUARRY HOUSE TAVERN,8401 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR030,On Premise,"DOGBONE, LLC.","8401 GEORGIA AVE
SILVER SPRING, MD 20910
(38.993605, -77.026614)",1,3065,7,5,1
BOMBAY BISTRO,98 W. MONTGOMERY AVE,ROCKVILLE,MD,20850,HBW122,On Premise,BOMBAY BREEZE INTL. INC.,"98 W. MONTGOMERY AVE
ROCKVILLE, MD 20850
(39.084165, -77.154561)",1,71,25,3,12
TOKYO SUSHI,18301 LEAMAN FARM ROAD,GERMANTOWN,MD,20874,BBWHR142,On/Off-Premise,"ASIA CAFE 3, INC.","18301 LEAMAN FARM ROAD
GERMANTOWN, MD 20874
(39.158125, -77.278846)",1,39,39,2,1
