"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","Public Safety","Consumer Protection","Commission on Common Ownership Communities","Social Security","General Fund","Tax Supported Funds","Coc Mediation","Social Security- FICA","Personnel Costs","10805.27","0"
"2015","Public Safety","Consumer Protection","Commission on Common Ownership Communities","Social Security","General Fund","Tax Supported Funds","Coc Mediation","Social Security- FICA Medicaid","Personnel Costs","2527.04","0"
"2015","Public Safety","Consumer Protection","Commission on Common Ownership Communities","Group Insurance","General Fund","Tax Supported Funds","Coc Mediation","Group Insurance","Personnel Costs","20396.5","0"
"2015","Public Safety","Consumer Protection","Commission on Common Ownership Communities","Retirement","General Fund","Tax Supported Funds","Coc Mediation","ERS","Personnel Costs","57978.68","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Salaries and Wages","General Fund","Tax Supported Funds","Director's Office","Full Time Salaries","Personnel Costs","296397.45","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Social Security","General Fund","Tax Supported Funds","Director's Office","Social Security- FICA","Personnel Costs","11809.06","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Social Security","General Fund","Tax Supported Funds","Director's Office","Social Security- FICA Medicaid","Personnel Costs","4297.76","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Group Insurance","General Fund","Tax Supported Funds","Director's Office","Group Insurance","Personnel Costs","21470","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Retirement","General Fund","Tax Supported Funds","Director's Office","ERS","Personnel Costs","25528.53","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Retirement","General Fund","Tax Supported Funds","Director's Office","GRIP","Personnel Costs","15108.5","0"
"2015","General Government","General Services","Real Estate Program","Social Security","General Fund","Tax Supported Funds","Real Estate","Social Security- FICA","Personnel Costs","39463.93","0"
"2015","General Government","General Services","Real Estate Program","Social Security","General Fund","Tax Supported Funds","Real Estate","Social Security- FICA Medicaid","Personnel Costs","9346.78","0"
"2015","General Government","General Services","Real Estate Program","Group Insurance","General Fund","Tax Supported Funds","Real Estate","Group Insurance","Personnel Costs","75145","0"
"2015","General Government","General Services","Real Estate Program","Retirement","General Fund","Tax Supported Funds","Real Estate","RSP","Personnel Costs","22909.65","0"
"2015","General Government","General Services","Real Estate Program","Retirement","General Fund","Tax Supported Funds","Real Estate","ERS","Personnel Costs","104847.22","0"
"2015","General Government","General Services","Real Estate Program","Retirement","General Fund","Tax Supported Funds","Real Estate","GRIP","Personnel Costs","4204.51","0"
"2015","General Government","General Services","Environmental Stewardship","Salaries and Wages","General Fund","Tax Supported Funds","Environmental Management Services","Full Time Salaries","Personnel Costs","81356.31","0"
"2015","General Government","General Services","Environmental Stewardship","Social Security","General Fund","Tax Supported Funds","Environmental Management Services","Social Security- FICA","Personnel Costs","5044.09","0"
"2015","General Government","General Services","Environmental Stewardship","Group Insurance","General Fund","Tax Supported Funds","Environmental Management Services","Group Insurance","Personnel Costs","10735","0"
"2015","General Government","General Services","Administration","Salaries and Wages","General Fund","Tax Supported Funds","DREAMS Chief","Full Time Salaries","Personnel Costs","529985.27","0"
"2015","General Government","General Services","Administration","Social Security","General Fund","Tax Supported Funds","DREAMS Chief","Social Security- FICA","Personnel Costs","31360.56","0"
"2015","General Government","General Services","Administration","Social Security","General Fund","Tax Supported Funds","DREAMS Chief","Social Security- FICA Medicaid","Personnel Costs","7684.79","0"
"2015","General Government","General Services","Administration","Group Insurance","General Fund","Tax Supported Funds","DREAMS Chief","Group Insurance","Personnel Costs","66557","0"
"2015","General Government","General Services","Administration","Retirement","General Fund","Tax Supported Funds","DREAMS Chief","RSP","Personnel Costs","12224.94","0"
"2015","General Government","General Services","Administration","Retirement","General Fund","Tax Supported Funds","DREAMS Chief","ERS","Personnel Costs","120208.04","0"
"2015","General Government","General Services","Administration","Salaries and Wages","General Fund","Tax Supported Funds","Automation","Full Time Salaries","Personnel Costs","191412.06","0"
"2015","General Government","General Services","Administration","Social Security","General Fund","Tax Supported Funds","Automation","Social Security- FICA","Personnel Costs","11867.55","0"
"2015","General Government","General Services","Administration","Social Security","General Fund","Tax Supported Funds","Automation","Social Security- FICA Medicaid","Personnel Costs","2775.47","0"
"2015","General Government","General Services","Administration","Group Insurance","General Fund","Tax Supported Funds","Automation","Group Insurance","Personnel Costs","21470","0"
"2015","General Government","General Services","Administration","Retirement","General Fund","Tax Supported Funds","Automation","RSP","Personnel Costs","15312.96","0"
"2015","General Government","General Services","Building Design and Construction","Retirement","General Fund","Tax Supported Funds","Division Chief's Office","ERS","Personnel Costs","50248.31","0"
"2015","General Government","General Services","Building Design and Construction","Salaries and Wages","General Fund","Tax Supported Funds","Operations Team I","Full Time Salaries","Personnel Costs","1451613.46","0"
"2015","General Government","General Services","Building Design and Construction","Social Security","General Fund","Tax Supported Funds","Operations Team I","Social Security- FICA","Personnel Costs","90000.03","0"
"2015","General Government","General Services","Building Design and Construction","Social Security","General Fund","Tax Supported Funds","Operations Team I","Social Security- FICA Medicaid","Personnel Costs","21048.4","0"
"2015","General Government","General Services","Building Design and Construction","Group Insurance","General Fund","Tax Supported Funds","Operations Team I","Group Insurance","Personnel Costs","192156.5","0"
"2015","General Government","General Services","Building Design and Construction","Retirement","General Fund","Tax Supported Funds","Operations Team I","RSP","Personnel Costs","60747.57","0"
"2015","General Government","General Services","Building Design and Construction","Retirement","General Fund","Tax Supported Funds","Operations Team I","ERS","Personnel Costs","134495.76","0"
"2015","General Government","General Services","Building Design and Construction","Retirement","General Fund","Tax Supported Funds","Operations Team I","GRIP","Personnel Costs","10745.76","0"
"2015","General Government","General Services","Building Design and Construction","Salaries and Wages","General Fund","Tax Supported Funds","Procurement Services","Full Time Salaries","Personnel Costs","356838.19","0"
"2015","General Government","General Services","Building Design and Construction","Social Security","General Fund","Tax Supported Funds","Procurement Services","Social Security- FICA","Personnel Costs","22123.97","0"
"2015","General Government","General Services","Building Design and Construction","Social Security","General Fund","Tax Supported Funds","Procurement Services","Social Security- FICA Medicaid","Personnel Costs","5174.15","0"
"2015","General Government","General Services","Building Design and Construction","Group Insurance","General Fund","Tax Supported Funds","Procurement Services","Group Insurance","Personnel Costs","53675","0"
"2015","General Government","General Services","Building Design and Construction","Retirement","General Fund","Tax Supported Funds","Procurement Services","RSP","Personnel Costs","18846.17","0"
"2015","General Government","General Services","Building Design and Construction","Retirement","General Fund","Tax Supported Funds","Procurement Services","GRIP","Personnel Costs","8148.74","0"
"2013","Environment","Environmental Protection","Enforcement","Retirement","Solid Waste Disposal","Non-Tax Supported Funds","Charges From DEP-Enforcement","ERS","Personnel Costs",,"29662"
