"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Group Insurance","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Group Insurance","Personnel Costs","14384.9","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Retirement","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","RSP","Personnel Costs","4456.1","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Retirement","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","GRIP","Personnel Costs","1523.45","0"
"2015","Health and Human Services","Health and Human Services","Ombudsman Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Ombudsman Services","Full Time Salaries","Personnel Costs","36080.73","0"
"2015","Health and Human Services","Health and Human Services","Ombudsman Services","Social Security","Grant Fund","Non-Tax Supported Funds","Ombudsman Services","Social Security- FICA","Personnel Costs","2237.01","0"
"2015","Health and Human Services","Health and Human Services","Ombudsman Services","Social Security","Grant Fund","Non-Tax Supported Funds","Ombudsman Services","Social Security- FICA Medicaid","Personnel Costs","523.17","0"
"2015","Health and Human Services","Health and Human Services","Ombudsman Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Ombudsman Services","Group Insurance","Personnel Costs","5152.8","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Group Insurance","Personnel Costs","46160.5","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","RSP","Personnel Costs","19407.69","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","ERS","Personnel Costs","11823.34","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","GRIP","Personnel Costs","7421.7","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Full Time Salaries","Personnel Costs","927661.63","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Lapse (Workforce)","Personnel Costs","-295709.05","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA","Personnel Costs","36924.8","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA Medicaid","Personnel Costs","9163.31","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Group Insurance","Personnel Costs","67630.5","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","RSP","Personnel Costs","11702.4","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","ERS","Personnel Costs","84564.07","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Group Insurance","Personnel Costs","13955.5","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","RSP","Personnel Costs","6607.61","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","ERS","Personnel Costs","16692.82","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Retirement","Grant Fund","Non-Tax Supported Funds","Juvenile Justice Services","RSP","Personnel Costs","7187.14","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Full Time Salaries","Personnel Costs","81838.71","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Social Security","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Social Security- FICA","Personnel Costs","5074","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Social Security","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Social Security- FICA Medicaid","Personnel Costs","1186.66","0"
"2015","Health and Human Services","Health and Human Services","School Health Services","Retirement","Grant Fund","Non-Tax Supported Funds","Head Start/Pre-K (Health)","RSP","Personnel Costs","12647.19","0"
"2015","Health and Human Services","Health and Human Services","School Health Services","Retirement","Grant Fund","Non-Tax Supported Funds","Head Start/Pre-K (Health)","ERS","Personnel Costs","29535.11","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Full Time Salaries","Personnel Costs","271870.75","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Part Time Salaries","Personnel Costs","132802.16","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Social Security","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Social Security- FICA","Personnel Costs","24016.95","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Social Security","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Social Security- FICA Medicaid","Personnel Costs","5867.76","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Group Insurance","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Group Insurance","Personnel Costs","45316.73","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Retirement","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","RSP","Personnel Costs","30474.83","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Retirement","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","RSP","Personnel Costs","16107.81","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Social Security","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Social Security- Charge to Others","Personnel Costs","-415.63","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Group Insurance","Personnel Costs","21470","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Group Insurance- Charges to Others","Personnel Costs","-814.95","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Retirement","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Retirement- Charges to Others","Personnel Costs","-657.4","0"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","Full Time Salaries","Personnel Costs","28068.8","0"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Social Security","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","Social Security- FICA","Personnel Costs","1740.27","0"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Social Security","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","Social Security- FICA Medicaid","Personnel Costs","407","0"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Group Insurance","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","Group Insurance","Personnel Costs","5367.5","0"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Retirement","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","RSP","Personnel Costs","2245.5","0"
"2015","Health and Human Services","Health and Human Services","Housing Stabilization Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Emergency Housing Assistance","Part Time Salaries","Personnel Costs","48938.2","0"
"2015","Health and Human Services","Health and Human Services","Housing Stabilization Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Emergency Housing Assistance","Salary Charges To Others","Personnel Costs","-40820.04","0"
