"the_geom","business_name","full_address","city","state","country","zip","address_authority","abc","business_naics_code","phone_number","website","latitude","longitude","business_id","address_id","jurisdiction"
"POINT (-91.087145331055 30.475410740248)","SMILEY FAMILY","2944 CRATER LAKE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70814","BATON ROUGE","YES","453000",,,"30","-91","67498","66334","EBRP"
"POINT (-91.178059109157 30.41784179117)","KOI SUSHI BAR","217 W STATE ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","31376","136059","EBRP"
"POINT (-91.130971739816 30.502813980012)","CVS PHARMACY","5889 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70812","BATON ROUGE","YES","446110",,"http://cvs.com/","31","-91","2569","98313","EBRP"
"POINT (-91.17998212649 30.396498214901)","JENKA PHOTOGRAPHY LLC","1184 BOB PETTIT BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70820","BATON ROUGE","YES","541000",,,"30","-91","38998","139943","EBRP"
"POINT (-91.156259689063 30.461754652122)","PEYTON PLACE LOUNGE & RESTAURANT","1533 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","33922","32165","EBRP"
"POINT (-91.0946470279 30.387423054698)","RENAISSANCE BATON ROUGE HOTEL","7000 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","722000",,,"30","-91","34851","144322","EBRP"
"POINT (-91.118037009563 30.484807207293)","RIGHT WAY 1","7111 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","447000",,,"30","-91","49786","108532","EBRP"
"POINT (-91.152344614676 30.520854268824)","RACETRAC #117","3730 HARDING BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","447000",,,"31","-91","34566","134851","EBRP"
"POINT (-91.016837037277 30.40680146592)","OUTBACK STEAKHOUSE","5280 JONES CREEK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722000",,,"30","-91","33576","91989","EBRP"
"POINT (-91.188133024477 30.450522872478)","THE VINTAGE","333 STE 110 LAUREL ST","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","722000",,,"30","-91","66119","242402","EBRP"
"POINT (-91.031652110406 30.408289954739)","TACO CHOPS","13214 STE A COURSEY BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722000",,,"30","-91","41495","186499","EBRP"
"POINT (-91.125986881404 30.361704980039)","CITY MART LLC","9301 BURBANK DR","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES","453000",,,"30","-91","66835","124044","EBRP"
"POINT (-91.119409324992 30.451025598587)","DISCOUNT CIGARETTE & BEVERAGE","6918 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","453000",,,"30","-91","27744","136917","EBRP"
"POINT (-91.141105192935 30.493479360513)","CIRCLE K STORE 2703772","4959 EVANGELINE ST","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","447000","225-356-8972","http://circlek.com/","30","-91","26561","88228","EBRP"
"POINT (-91.064194268307 30.38606189386)","TWIN PEAKS RESTAURANT","6990 SIEGEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","722000",,,"30","-91","37665","107688","EBRP"
"POINT (-91.108273032354 30.431344334313)","THE VELVET CACTUS","7655 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","41420","112846","EBRP"
"POINT (-91.025122248541 30.366439570391)","THE TACOS PLACE BR","14111 STE 125 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","445000",,,"30","-91","66492","216765","EBRP"
"POINT (-91.158504764245 30.42470683392)","IVARS SPORTS BAR AND GRILL","2954 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","30543","167595","EBRP"
"POINT (-91.118792330172 30.455338240755)","JOHNSON GROCERY & MARKET","6979 VAN GOGH AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445110","225-929-9923",,"30","-91","4656","107649","EBRP"
"POINT (-91.002064582651 30.407266936826)","TOWN LIQUOR & BEER","16565 GEORGE O'NEAL RD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","445000",,,"30","-91","66619","38316","EBRP"
"POINT (-91.047281305599 30.372050091361)","MOCKLER BEVERAGE COMPANY","11811 RIEGER RD","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","424000",,,"30","-91","32944","13253","EBRP"
"POINT (-91.120437241452 30.468726034877)","SAVE MORE MARKET #2","2180 LOBDELL BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445110","225-924-3927",,"30","-91","35471","55062","EBRP"
"POINT (-91.025425826166 30.439074074734)","GOLDEN CORRAL  #996","13606 MILLERVILLE GREENS BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722000",,,"30","-91","47653","225583","EBRP"
"POINT (-91.180530381741 30.522243613879)","SCENIC HWY HOP IN CIRCLE K","8235 STE 100 SCENIC HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","447000",,,"31","-91","35486","216959","EBRP"
"POINT (-91.057700891838 30.458266035498)","CVS PHARMACY #5317","11430 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","446110",,"http://cvs.com/","30","-91","27276","11044","EBRP"
"POINT (-91.098931894186 30.458002778114)","ON THE RUN #14","8455 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","447110",,,"30","-91","3246","118076","EBRP"
"POINT (-91.052047051984 30.41265200083)","ALBASHA GREEK & LEBANESE RESTAURANT","4520 STE 102 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722110",,,"30","-91","11812","144683","EBRP"
"POINT (-91.162394481068 30.448383658825)","CLUB BELLA","116 N 25TH ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445000",,,"30","-91","38731","12072","EBRP"
