"the_geom","id","address_id","business_name","full_address","city","address_jurisdiction","state","zip","country","phone_number","website","resource_type","sub_resource_type","shelter_location","address_authority","subdivision","business_naics_code","service_type","service_name","st_prefix_dir","st_name","st_suffix_type","st_suffix_dir","st_ext","private_street","ward_number","tax_section","longitude","condominium","frontage_road","street_jurisdiction","abc","street_name_complete","latitude","st_prefix_type","created_date","address_no_complete","modified_date"
"POINT (-91.140050201246 30.513440704791)","100677","89226",,"5073 SUMRALL DR","BATON ROUGE","EBRP","LOUISIANA","70811","UNITED STATES",,,,,"NO","BATON ROUGE","GLEN OAKS",,,,,"SUMRALL","DR",,,"NO","1","2","-91","NO","NO",,,"SUMRALL DR","31",,,"5073",
"POINT (-91.102746099966 30.426078735278)","117161","115343",,"8088 BRANDON DR","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","BATON ROUGE","JEFFERSON COURT",,,,,"BRANDON","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"BRANDON DR","30",,,"8088",
"POINT (-91.137361468479 30.454811924864)","119414","105553","JODY DOUCET ENTERPRISES INC","666 PARLANGE DR","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","MELROSE PLACE","815000",,,,"PARLANGE","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE","NO","PARLANGE DR","30",,,"666",
"POINT (-91.114234850626 30.444940796575)","164132","230087",,"614 GOODRIDGE WAY","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","ADELIA AT OLD GOODWOOD",,,,,"GOODRIDGE","WAY",,,"YES","1","3","-91","NO","NO","BATON ROUGE",,"GOODRIDGE WAY","30",,,"614",
"POINT (-91.055140408578 30.464941960888)","130855","11854",,"11555 E BLACK OAK DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","FOREST OAKS",,,,"E","BLACK OAK","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"E BLACK OAK DR","30",,,"11555",
"POINT (-91.053849123107 30.461531600259)","128466","12584",,"11665 PAMELA DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","FOREST OAKS",,,,,"PAMELA","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"PAMELA DR","30",,,"11665",
"POINT (-91.155402479403 30.434298906173)","115315","32934",,"1545 PARKER ST","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","EAST-LAND",,,,,"PARKER","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"PARKER ST","30",,,"1545",
"POINT (-90.998110576816 30.472151851316)","22011","140964",,"17000-17100 FLORIDA BLVD","BATON ROUGE","EBRP","LOUISIANA","70819","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"FLORIDA","BLVD",,,"NO","3","0","-91","NO","NO","BATON ROUGE",,"FLORIDA BLVD","30",,,"17000-17100",
"POINT (-91.199467719775 30.390228023383)","48341","72697",,"3423 RIVERROCK CT","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","BATON ROUGE","RIVERBEND LANDING",,,,,"RIVERROCK","CT",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"RIVERROCK CT","30",,,"3423",
"POINT (-91.110876270264 30.625502656495)","7836","45373",,"18142 ERIC DR","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","PARISH","CASTLE PLACE",,,,,"ERIC","DR",,,"NO","2","5","-91","NO","NO","EBRP",,"ERIC DR","31",,,"18142",
"POINT (-91.208737323085 30.347649710712)","19571","225363",,"10700-10800 RIVER RD","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"RIVER","RD",,,"NO","3","0","-91","NO","NO",,,"RIVER RD","30",,,"10700-10800",
"POINT (-91.063483952479 30.395557108011)","71495","144548",,"10856 SHORELINE DR","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","LAKESHORE GARDENS",,,,,"SHORELINE","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"SHORELINE DR","30",,,"10856",
"POINT (-91.166315813139 30.402867147762)","58626","80710",,"415 CENTENARY DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","UNIVERSITY HILLS",,,,,"CENTENARY","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"CENTENARY DR","30",,,"415",
"POINT (-91.190039124841 30.447771054234)","16030","144572",,"118 N RIVER RD","BATON ROUGE","EBRP","LOUISIANA","70801","UNITED STATES",,,,,"NO","BATON ROUGE","GILBERT LEONARD TOWN",,"UTILITY - WATER","BATON ROUGE WATER COMPANY WELL SITE","N","RIVER","RD",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"N RIVER RD","30",,,"118",
"POINT (-91.018418401763 30.462576064472)","140522","64141",,"277 E BOLIVAR DR","BATON ROUGE","EBRP","LOUISIANA","70819","UNITED STATES",,,,,"NO","PARISH","WEST RIVER OAKS",,,,"E","BOLIVAR","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"E BOLIVAR DR","30",,,"277",
"POINT (-91.147641076428 30.520996805276)","9440","82556","SOCIAL SECURITY ADMINISTRATION","4332 HARDING BLVD","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES","866-613-3070",,"GOVERNMENT AGENCIES",,"NO","BATON ROUGE","HOWELL COMMUNITY FARMS","923130",,,,"HARDING","BLVD",,,"NO","1","2","-91","NO","NO","BATON ROUGE","NO","HARDING BLVD","31",,,"4332",
"POINT (-91.142708964087 30.472947211908)","111753","86011",,"4710 OSBORNE AVE","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","FOSTER HEIGHTS",,,,,"OSBORNE","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"OSBORNE AVE","30",,,"4710",
"POINT (-91.140717112412 30.485478802513)","123833","89083",,"5056 LINDEN ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","EAST DAYTON",,,,,"LINDEN","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"LINDEN ST","30",,,"5056",
"POINT (-91.014098272694 30.675694894425)","106533","55658",,"22160 HUNT RD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"HUNT","RD",,,"NO","2","1","-91","NO","NO","EBRP",,"HUNT RD","31",,,"22160",
"POINT (-91.17086061442 30.446003393309)","114488","145112",,"247 BRICE ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","FUQUA-LAMON TOWN",,,,,"BRICE","ST",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"BRICE ST","30",,,"247",
"POINT (-91.137585921924 30.426785481227)","22806","240974",,"BILLBD 2374 COLLEGE DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","COLLEGE DRIVE PLACE",,"BILLBOARD",,,"COLLEGE","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"COLLEGE DR","30",,,"BILLBD 2374",
"POINT (-91.005624366935 30.507603400485)","165827","208706",,"16726 BATTLECREEK DR","GREENWELL SPRINGS","EBRP","LOUISIANA","70739","UNITED STATES",,,,,"NO","CENTRAL","FOREST GLEN ESTATES",,,,,"BATTLECREEK","DR",,,"NO","3","1","-91","NO","NO","CENTRAL",,"BATTLECREEK DR","31",,,"16726",
"POINT (-91.024262077056 30.3482899329)","24441","241716",,"18303 PERKINS RD E, STE 302","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"PERKINS","RD","E",,"NO","3","0","-91","NO","NO","EBRP",,"PERKINS RD E","30",,,"18303 STE 302",
"POINT (-90.999681419921 30.392063627934)","96048","155505",,"6371 AUDUBON SQUARE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","AUDUBON SQUARE",,,,,"AUDUBON SQUARE",,,,"NO","3","0","-91","NO","NO","EBRP",,"AUDUBON SQUARE","30",,,"6371",
"POINT (-91.113587114519 30.389409260081)","55683","40238",,"1709 CEDAR LAKE DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","CEDAR LAKE",,,,,"CEDAR LAKE","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"CEDAR LAKE DR","30",,,"1709",
"POINT (-91.121143959705 30.582970035)","105631","106742","BIG LARRY LAWN CARE SERVICES LLC","6839 LAUREL HILL AVE","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","PARISH","OAK HOLLOW","454000",,,,"LAUREL HILL","AVE",,,"NO","2","1","-91","NO","NO","EBRP","NO","LAUREL HILL AVE","31",,,"6839",
"POINT (-91.080939280908 30.476982755611)","190421","126922",,"9572 MESA VERDE AVE","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,,,"NO","BATON ROUGE","PARK FOREST",,,,,"MESA VERDE","AVE",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"MESA VERDE AVE","30",,,"9572",
"POINT (-91.038589078096 30.449403884993)","145975","2452",,"1026 TRAMMELL DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","SHERWOOD FOREST",,,,,"TRAMMELL","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"TRAMMELL DR","30",,,"1026",
"POINT (-91.100334749966 30.422709710641)","3845","138079","SECURITY NATIONAL","7916 WRENWOOD BLVD","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,"PROFESSIONAL SERVICES","FINANCIAL ASSISTANCE","NO","BATON ROUGE","NONE","523920",,,,"WRENWOOD","BLVD",,,"NO","1","3","-91","YES","NO","BATON ROUGE","NO","WRENWOOD BLVD","30",,,"7916",
"POINT (-91.168190970907 30.539266009021)","92979","58541",,"2348 ELM PARK DR","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","ELM GROVE PARK",,,,,"ELM PARK","DR",,,"NO","1","5","-91","NO","NO","BATON ROUGE",,"ELM PARK DR","31",,,"2348",
"POINT (-91.075682035933 30.430733500436)","54817","241905",,"2326 BALD CYPRESS DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","CYPRESS BEND",,,,,"BALD CYPRESS","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"BALD CYPRESS DR","30",,,"2326",
"POINT (-91.04376589479 30.38811547617)","24958","241063",,"BILLBD 12485 AIRLINE HWY","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","NONE",,"BILLBOARD",,,"AIRLINE","HWY",,,"NO","3","0","-91","NO","NO",,,"AIRLINE HWY","30",,,"BILLBD 12485",
"POINT (-90.998245821491 30.551584567749)","196255","211749",,"11032 LOGAN DR","GREENWELL SPRINGS","EBRP","LOUISIANA","70739","UNITED STATES",,,,,"NO","CENTRAL","CEDAR MILL RUN",,,,,"LOGAN","DR",,,"NO","3","1","-91","NO","NO","CENTRAL",,"LOGAN DR","31",,,"11032",
"POINT (-91.069244414023 30.492857048192)","131239","3282",,"10355 GREENWELL SPRINGS RD","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"GREENWELL SPRINGS","RD",,,"NO","3","0","-91","NO","NO",,,"GREENWELL SPRINGS RD","30",,,"10355",
"POINT (-90.993461172672 30.403762762344)","76447","40870",,"17218 E ROCK BRIDGE AVE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","SHENANDOAH ESTATES",,,,"E","ROCK BRIDGE","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"E ROCK BRIDGE AVE","30",,,"17218",
"POINT (-91.149371872124 30.427678624784)","122305","77703",,"3872 S RAMSEY DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","WALNUT HILLS",,,,"S","RAMSEY","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"S RAMSEY DR","30",,,"3872",
"POINT (-91.005398788707 30.37942806622)","95654","35598",,"16060 VENETIAN AVE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","TUSCANY VILLAS",,,,,"VENETIAN","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"VENETIAN AVE","30",,,"16060",
"POINT (-91.004481658536 30.364144441162)","79805","143762","COMPLIANCE SOLUTIONS GROUP","16851 JEFFERSON HWY","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","NONE","522000",,,,"JEFFERSON","HWY",,,"NO","3","0","-91","NO","NO",,"NO","JEFFERSON HWY","30",,,"16851",
"POINT (-91.03395548532 30.439258132779)","24535","143945",,"14042 WINDWOOD DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","LAKES AT STONEGATE, THE",,,,,"WINDWOOD","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"WINDWOOD DR","30",,,"14042",
"POINT (-91.109662007383 30.480799952706)","124434","145219",,"3381 LANIER DR","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,,,"NO","BATON ROUGE","KILDARE",,,,,"LANIER","DR",,,"NO","1","2","-91","NO","NO",,,"LANIER DR","30",,,"3381",
"POINT (-91.043514733882 30.470197956729)","145944","18721",,"12521 LA MARGIE AVE","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","LA BELLE AIRE",,,,,"LA MARGIE","AVE",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"LA MARGIE AVE","30",,,"12521",
"POINT (-91.040183897258 30.560215191212)","185860","204150",,"12336 SULLIVAN RD","CENTRAL","EBRP","LOUISIANA","70818","UNITED STATES",,,,,"NO","CENTRAL","JACKSON PARK",,,,,"SULLIVAN","RD",,,"NO","3","1","-91","NO","NO","CENTRAL",,"SULLIVAN RD","31",,,"12336",
"POINT (-91.140224245386 30.44339285697)","150666","140312",,"607 HEBERT ST","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","CAPITAL HEIGHTS",,,,,"HEBERT","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"HEBERT ST","30",,,"607",
"POINT (-91.141434562021 30.499381029511)","17915","94119","THE MAJOR AGENCY","5467 N FOSTER DR","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,"PROFESSIONAL SERVICES","REAL ESTATE","NO","BATON ROUGE","NONE","531000",,,"N","FOSTER","DR",,,"NO","1","2","-91","NO","NO","BATON ROUGE","NO","N FOSTER DR","30",,,"5467",
"POINT (-91.149111934417 30.603193540327)","200889","190638",,"2602 MC HUGH RD","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","BAKER","NONE",,,,,"MC HUGH","RD",,,"NO","2","2","-91","NO","NO",,,"MC HUGH RD","31",,,"2602",
"POINT (-91.143249204498 30.391110999722)","49067","104493",,"6522 BOONE DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","WOODSTONE ESTATES",,,,,"BOONE","DR",,,"NO","1","3","-91","NO","NO",,,"BOONE DR","30",,,"6522",
"POINT (-91.02848757969 30.38390360029)","50241","149730",,"14240 JEFFERSON HWY","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","BRIAR PLACE",,"UTILITY - SEWER","PUMP STATION 184",,"JEFFERSON","HWY",,,"NO","3","0","-91","NO","NO",,,"JEFFERSON HWY","30",,,"14240",
"POINT (-91.149989105371 30.649573134584)","165109","197925","ALL PRO AUDIO LLC","4712 ZACHARY-SLAUGHTER HWY","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,"AUTO","SALES","NO","ZACHARY","BOND","441000",,,,"ZACHARY-SLAUGHTER","HWY",,,"NO","2","3","-91","NO","NO",,"NO","ZACHARY-SLAUGHTER HWY","31",,,"4712",
"POINT (-91.101130812771 30.388596482324)","159957","185393",,"7151 KODIAK DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","BATON ROUGE","LAKE AT ANSELMO",,,,,"KODIAK","DR",,,"YES","1","3","-91","NO","NO","BATON ROUGE",,"KODIAK DR","30",,,"7151",
"POINT (-91.046163099995 30.442697904595)","138983","18118",,"12445 BUCKINGHAM AVE","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","SHERWOOD FOREST",,,,,"BUCKINGHAM","AVE",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"BUCKINGHAM AVE","30",,,"12445",
"POINT (-91.150424150053 30.46669202144)","129621","78512",,"3945 N BARROW DR","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","BELFAIR HOMES",,,,"N","BARROW","DR",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"N BARROW DR","30",,,"3945",
"POINT (-91.042985937062 30.41956979585)","65747","17810",,"12422 NEWCASTLE AVE","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","AFTON OAKS",,,,,"NEWCASTLE","AVE",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"NEWCASTLE AVE","30",,,"12422",
"POINT (-91.001549257547 30.433848256738)","81551","38657",,"16640 PATTON AVE","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","O'NEAL PLACE",,,,,"PATTON","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"PATTON AVE","30",,,"16640",
"POINT (-91.126692946769 30.478828793098)","117220","70449",,"3232 MICHELLI DR","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","NONE",,,,,"MICHELLI","DR",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"MICHELLI DR","30",,,"3232",
"POINT (-91.146717509754 30.574924244475)","185290","189523",,"14009 LONGVUE DR","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","BAKER","LONGUE VUE ESTATES",,,,,"LONGVUE","DR",,,"NO","2","2","-91","NO","NO","BAKER",,"LONGVUE DR","31",,,"14009",
"POINT (-91.033689887553 30.539460553058)","23682","242795",,"14002 EASTOVER AVE","CENTRAL","EBRP","LOUISIANA","70818","UNITED STATES",,,,,"NO","CENTRAL","SETTLEMENT ON SHOE CREEK, THE",,,,,"EASTOVER","AVE",,,"NO","3","1","-91","NO","NO","CENTRAL",,"EASTOVER AVE","31",,,"14002",
"POINT (-91.040257767566 30.465051064404)","144953","20615",,"12834 WALES ST","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","WINDSOR PLACE",,,,,"WALES","ST",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"WALES ST","30",,,"12834",
"POINT (-91.141122463399 30.495993492233)","110887","88114",,"4945 BEECH ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","SAINT GERARD PLACE, SOUTH",,,,,"BEECH","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"BEECH ST","30",,,"4945",
"POINT (-91.163992764749 30.383026294208)","40717","235797",,"7208 MARAVICH LN","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","BATON ROUGE","NONE",,,,,"MARAVICH","LN",,,"YES","1","3","-91","NO","NO","BATON ROUGE",,"MARAVICH LN","30",,,"7208",
"POINT (-91.002297768514 30.390354333391)","39710","105065",,"6605 ANTIOCH XING","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","CROSS GATES",,,,,"ANTIOCH","XING",,,"NO","3","0","-91","NO","NO","EBRP",,"ANTIOCH XING","30",,,"6605",
"POINT (-91.155240135021 30.640240942939)","198460","198753",,"3641 CAGE ST","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","NONE",,,,,"CAGE","ST",,,"NO","2","3","-91","NO","NO","ZACHARY",,"CAGE ST","31",,,"3641",
"POINT (-91.039085250352 30.350280117043)","67637","42873",,"17575 FIVE OAKS DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","FIVE OAKS ESTATES",,,,,"FIVE OAKS","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"FIVE OAKS DR","30",,,"17575",
"POINT (-91.057846369391 30.443869293413)","127571","23676",,"1352 SHERWOOD FOREST BLVD","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","SHERWOOD FOREST",,,,,"SHERWOOD FOREST","BLVD",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"SHERWOOD FOREST BLVD","30",,,"1352",
"POINT (-91.128713269698 30.416488712714)","46426","65427",,"2866 POTOMAC DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","STRATFORD PLACE",,,,,"POTOMAC","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"POTOMAC DR","30",,,"2866",
"POINT (-91.162591578796 30.512069962887)","97534","65582",,"2887 68TH AVE","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","BANK ADDITION",,,,,"68TH","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"68TH AVE","31",,,"2887",
"POINT (-91.133144153283 30.467334641845)","129591","95637",,"5625 JACKSON AVE","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","EAST FAIRFIELDS",,,,,"JACKSON","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"JACKSON AVE","30",,,"5625",
"POINT (-91.078014492746 30.433541666333)","131980","49267",,"1930 S MARILYN DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","HILLCREST ACRES",,,,"S","MARILYN","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"S MARILYN DR","30",,,"1930",
"POINT (-91.027283106912 30.704423348892)","97116","134239","CAIN'S GROCERY","24110 REAMES RD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,"RETAIL","CONVENIENCE STORE","NO","PARISH","NONE","445110",,,,"REAMES","RD",,,"NO","2","1","-91","NO","NO","EBRP","NO","REAMES RD","31",,,"24110",
"POINT (-91.140491309288 30.383831342741)","45005","106923",,"6857 MENLO DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","DENT TERRACE",,,,,"MENLO","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"MENLO DR","30",,,"6857",
"POINT (-91.027141890151 30.428976949413)","26369","143510",,"14254 S HARRELL'S FERRY RD","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","NONE",,,,"S","HARRELL'S FERRY","RD",,,"NO","1","4","-91","NO","NO",,,"S HARRELL'S FERRY RD","30",,,"14254",
"POINT (-91.132609609486 30.35747526485)","37229","116570",,"8242 INNOVATION PARK DR","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","PARISH","SOUTH HIGHLAND INDUSTRIAL PARK",,,,,"INNOVATION PARK","DR",,,"NO","3","0","-91","NO","NO",,,"INNOVATION PARK DR","30",,,"8242",
"POINT (-91.014127527612 30.45079781971)","137869","30810",,"15063 WOODLORE DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","WOODLANDS, THE",,,,,"WOODLORE","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"WOODLORE DR","30",,,"15063",
"POINT (-91.073830899107 30.363613360886)","60037","44262",,"1783 MULLEN DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","VILLAGE SAINT GEORGE",,,,,"MULLEN","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"MULLEN DR","30",,,"1783",
"POINT (-91.136031982908 30.485816668912)","124758","93069",,"5365 LINDEN ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","CHIDESTER PLACE",,,,,"LINDEN","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"LINDEN ST","30",,,"5365",
"POINT (-91.015401481577 30.384092646799)","66694","110942",,"7416 PRESIDENT DR","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","OLD JEFFERSON",,,,,"PRESIDENT","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"PRESIDENT DR","30",,,"7416",
"POINT (-91.039064719096 30.520551721012)","195763","235012",,"13424 MAGNOLIA SQUARE DR","CENTRAL","EBRP","LOUISIANA","70818","UNITED STATES",,,,,"NO","CENTRAL","VILLAGE AT MAGNOLIA SQUARE",,,,,"MAGNOLIA SQUARE","DR",,,"NO","3","1","-91","NO","NO","CENTRAL",,"MAGNOLIA SQUARE DR","31",,,"13424",
"POINT (-90.909219813087 30.355046794852)","38171","60215",,"24634 HOO SHOO TOO RD","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","AMITE CAMP SITES",,,,,"HOO SHOO TOO","RD",,,"NO","3","0","-91","NO","NO","EBRP",,"HOO SHOO TOO RD","30",,,"24634",
"POINT (-91.19696520652 30.660892014695)","186058","192219",,"1715 DEBBY AVE","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","OAK SHADOWS",,,,,"DEBBY","AVE",,,"NO","2","3","-91","NO","NO","ZACHARY",,"DEBBY AVE","31",,,"1715",
"POINT (-91.106850672467 30.397603178587)","23408","142102",,"7880 PICARDY AVE","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","CALAIS SOUTH COMMERCIAL PARK",,,,,"PICARDY","AVE",,,"NO","3","0","-91","NO","NO",,,"PICARDY AVE","30",,,"7880",
"POINT (-91.190411663622 30.639418654825)","167478","226815",,"3304 MEADOW GROVE AVE","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","COPPER MILL GOLF COMMUNITY",,,,,"MEADOW GROVE","AVE",,,"NO","2","3","-91","NO","NO","ZACHARY",,"MEADOW GROVE AVE","31",,,"3304",
"POINT (-91.140677991308 30.411708336486)","179915","184959",,"4920 RUE VENELLE","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","ROUZAN",,,,,"VENELLE",,,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"RUE VENELLE","30","RUE",,"4920",
"POINT (-91.140696453752 30.48856590358)","18234","153954",,"4203 N FOSTER DR","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","LEVERA",,,,"N","FOSTER","DR",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"N FOSTER DR","30",,,"4203",
