"levy_authority_code","levy_authority_name","fiscal_year","urban_renewal_area_number","expenditure_amount","project_description","project_classification","debt_tracking_name","debt_type","fiscal_year_debt_is_paid_in_full","rebate_paid_to","primary_lat_dec"
"14G117","COON RAPIDS","2013","14008","2210","Revitalizing downtown","Main Street Iowa Program-Iowa Economic Development Authority","Main Street Reviatlization Planning Process","Internal Loans","2013","NO REBATE","POINT (-94.6774786 41.8708192)"
"52G481","CORALVILLE","2013","52002","216775","Economic Development Grant - NCS","Commercial - office properties","2003D","TIF Revenue Bonds/Notes","2013","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52007","703600","Construction of 12th Ave. from 5th St. to Hwy 6","Roads, Bridges & Utilities","2011D-1","General Obligation Bonds/Notes","2036","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52007","107250","Construct Center For Performing Arts Building to house Theatre & Admin. Office & CoralVision Office","Municipal and other publicly-owned or leased buildings","2011 K","General Obligation Bonds/Notes","2023","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","259400","Redevelop Old Industrial Park - Iowa River Landing","Roads, Bridges & Utilities","2012 F","General Obligation Bonds/Notes","2032","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","2545500","Construct Marriott Hotel & Conference Center","Commercial - hotels and conference centers","2003I-3","General Obligation Bonds/Notes","2012","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","1450000","Redevelop Old Industrial Park - Iowa River Landing","Roads, Bridges & Utilities","2011D-1","General Obligation Bonds/Notes","2036","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52002","216687","Construct 2nd Fire Station in North Coralville","Municipal and other publicly-owned or leased buildings","2008C","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","23370","Construct Marriott Hotel & Conference Center","Commercial - hotels and conference centers","2008G","General Obligation Bonds/Notes","2012","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","3643500","Construct Marriott Hotel & Conference Center","Commercial - hotels and conference centers","2007C","TIF Revenue Bonds/Notes","2012","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52002","19242","Private Redevelopment Grant","Commercial - office properties","2012 C","General Obligation Bonds/Notes","2031","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52002","10652","Private Redevelopment Grant","Commercial - office properties","2012 G","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","419175","Purchase property for purpose of redevelopment","Acquisition of property","2008D","General Obligation Bonds/Notes","2012","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52002","1127690","New Youth Sports Complex","Recreational facilities (lake development, parks, ball fields, trails)","2009A","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52007","354231","Construction of 12th Ave. from 5th St. to Hwy 6","Roads, Bridges & Utilities","2009E","General Obligation Bonds/Notes","2029","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","210893","Purchase property for purpose of redevelopment","Acquisition of property","2010C","General Obligation Bonds/Notes","2030","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52007","172725","Purchase flooded property & rehabilitate","Acquisition of property","2009K","General Obligation Bonds/Notes","2029","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","74212","Purchase property for purpose of redevelopment","Acquisition of property","2010A","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","115950","Reimburse Brewery for construction per Lease agreement","Commercial - retail","2012J","General Obligation Bonds/Notes","2032","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","35000","Redevelop Old Industrial Park - Iowa River Landing","Roads, Bridges & Utilities","2010E","General Obligation Bonds/Notes","2030","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52007","181000","Purchase property for road & redevelopment","Acquisition of property","2010A","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","3067300","Construct Marriott Hotel & Conference Center","Commercial - hotels and conference centers","2006 D","Other Debt","2025","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","98400","Construct Marriott Hotel & Conference Center","Commercial - hotels and conference centers","2009E","General Obligation Bonds/Notes","2029","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52007","386920","Construct Center For Performing Arts Building to house Theatre & Admin. Office & CoralVision Office","Municipal and other publicly-owned or leased buildings","2011 F","General Obligation Bonds/Notes","2030","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","316100","Land acquistion for redevelopment in Iowa River Landing","Roads, Bridges & Utilities","2012 G","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52007","238527","Purchase property for road & redevelopment","Acquisition of property","2008C","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","26615","Construct Wetlands Phase I - Iowa River Landing","Roads, Bridges & Utilities","2012C","General Obligation Bonds/Notes","3031","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52007","281800","Construction of 12th Ave. from 5th St. to Hwy 6","Roads, Bridges & Utilities","2011A","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-91.5804475 41.6764044)"
"52G481","CORALVILLE","2013","52026","300000","Rebate portion of property tax for new development in Iowa River Landing","Commercial - apartment/condos (residential use, classified commercial)","Riverbend","Rebates","2025","Riverbend Investments","POINT (-91.5804475 41.6764044)"
"97G928","CORRECTIONVILLE","2013","97018","9615","ECONOMIC DEVELOPMENT AREA","Residential property (classified residential)","River Valley Internal Loan","Internal Loans","2019","NO REBATE","POINT (-95.785565 42.4749887)"
"78G732","COUNCIL BLUFFS","2013","78049","265620","Rebate TIF","Commercial - retail","GO BONDS 2007B","General Obligation Bonds/Notes","2025","NO REBATE","POINT (-95.8608333 41.2619444)"
"78G732","COUNCIL BLUFFS","2013","78049","111641","Extension of sanitary sewer facilities","Water treatment plants, waste treatment plants & lagoons","PUMP STATION OVERRUN","Internal Loans","2016","NO REBATE","POINT (-95.8608333 41.2619444)"
"78G732","COUNCIL BLUFFS","2013","78048","94639","Rebate TIF","Low and Moderate Income Housing","10 YEAR 60% REBATE","Rebates","2019","CBIA LLLP","POINT (-95.8608333 41.2619444)"
"78G732","COUNCIL BLUFFS","2013","78046","151422","Construction of municipal infrastructure","Water treatment plants, waste treatment plants & lagoons","GO BONDS 2010C","General Obligation Bonds/Notes","2025","NO REBATE","POINT (-95.8608333 41.2619444)"
"78G732","COUNCIL BLUFFS","2013","78030","82976","ARENA AND CONVENTION CENTER","Municipal and other publicly-owned or leased buildings","GAMING INTERNAL LOAN","Internal Loans","2013","NO REBATE","POINT (-95.8608333 41.2619444)"
"78G732","COUNCIL BLUFFS","2013","78047","133818","Rebate TIF","Commercial - apartment/condos (residential use, classified commercial)","10 YEAR 65% YEAR I - 50% YEAR 2-10","Rebates","2019","TSMM Management, LLC","POINT (-95.8608333 41.2619444)"
"78G733","CRESCENT","2013","78041","30363","Municipal public works/park & rec facility","Municipal and other publicly-owned or leased buildings","Economic Devel/Public Works","TIF Revenue Bonds/Notes","2021","NO REBATE","POINT (-95.8580668 41.364996)"
"88G848","CRESTON","2013","88005","32711","Road Improvement, Curb & Gutter, Storm","Roads, Bridges & Utilities","Creston 2012A James","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-94.3613475 41.0586002)"
"88G848","CRESTON","2013","88001","285197","Sanitary & Storm Sewer, Curb & Gutter","Commercial - retail","Capital Loan Note 2012B","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-94.3613475 41.0586002)"
"88G848","CRESTON","2013","88005","193294","Road Improvement, Curb & Gutter, Storm","Roads, Bridges & Utilities","LMI Requirement","Outstanding LMI Housing Obligation","2017","NO REBATE","POINT (-94.3613475 41.0586002)"
"88G848","CRESTON","2013","88005","132652","Housing Development Infrastructure","Residential property (classified residential)","Cottonwood","General Obligation Bonds/Notes","2023","NO REBATE","POINT (-94.3613475 41.0586002)"
"25G230","DALLAS CENTER","2013","25012","5355","Streetscape and Lights","Roads, Bridges & Utilities","Walnut Street Streetscape","Internal Loans","2013","NO REBATE","POINT (-93.9610628 41.684432)"
"25G230","DALLAS CENTER","2013","25012","270","Legal Services for Development Agmt","Industrial/manufacturing property","TIF District Legal Expenses","Internal Loans","2013","NO REBATE","POINT (-93.9610628 41.684432)"
"25G230","DALLAS CENTER","2013","25012","36633","Fairview Drive Construction","Roads, Bridges & Utilities","2007 G.O. Capital Loan Notes","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-93.9610628 41.684432)"
"25G230","DALLAS CENTER","2013","25012","7500","Street Improvement with Asphalt Overlay","Roads, Bridges & Utilities","Street Asphalt Overlay Project","General Obligation Bonds/Notes","2031","NO REBATE","POINT (-93.9610628 41.684432)"
"25","DALLAS COUNTY","2013","25019","73641","Dallas County Urban Renewal Area","Water treatment plants, waste treatment plants & lagoons","Ortonville Business Park","General Obligation Bonds/Notes","2012","NO REBATE","POINT (-94.0397374 41.6848862)"
"82G773","DAVENPORT","2013","82038","522602","Construction of John Deere Warehouse in the EIIC","Industrial/manufacturing property","Ryan Warehouse Rebate","Rebates","2020","Quad City Consolidation","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82013","126682","Von Maur E Commerce Facility 2009","Commercial - warehouses and distribution facilities","Von Maur E Commerce","Rebates","2028","Von Maur","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82032","24500","Brammer Manufacturing","Industrial/manufacturing property","Brammer Internal Loan","Internal Loans","2013","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82003","240038","Renwick Upfront","Commercial - office properties","Renwick Upfront","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82032","9539","Brammer Manufacturing","Industrial/manufacturing property","Brammer Upfront","General Obligation Bonds/Notes","2013","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82991","24500","Brammer Manufacturing","Industrial/manufacturing property","Brammer Internal Loan","Internal Loans","2013","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82003","732069","Downtown Black Hawk","Commercial - hotels and conference centers","Blackhawk Upfront","General Obligation Bonds/Notes","2028","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82042","72800","Flood Wall","Industrial/manufacturing property","Sears Upfront","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82992","72800","Flood Wall","Industrial/manufacturing property","Sears Upfront","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82003","124775","Downtown Black Hawk","Commercial - hotels and conference centers","Blackhawk Upfront 3","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82013","100000","Internal TIF North","Administrative expenses","North Internal TIF","Internal Loans","2013","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82991","9539","Brammer Manufacturing","Industrial/manufacturing property","Brammer Upfront","General Obligation Bonds/Notes","2013","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82003","235888","Downtown Parking Ramps","Municipal and other publicly-owned or leased buildings","Parking Ramp Upfront","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82013","63022","PCT","Industrial/manufacturing property","PCT Rebate","Rebates","2016","PCT","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82003","42977","Downtown River Center","Commercial - hotels and conference centers","Rivercenter Upfront","General Obligation Bonds/Notes","2013","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82003","119876","Downtown Black Hawk","Commercial - hotels and conference centers","Blackhawk Upfront 2","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82003","2453729","Ryan Office Building","Commercial - office properties","Ryan Office Upfront","General Obligation Bonds/Notes","2023","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82003","173900","Downtown Hotel","Commercial - hotels and conference centers","Downtown Hotel Upfront","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82034","126682","Von Maur E Commerce Facility 2009","Commercial - warehouses and distribution facilities","Von Maur E Commerce","Rebates","2028","Von Maur","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82007","403805","AT&T","Commercial - office properties","AT&T Upfront","General Obligation Bonds/Notes","2024","NO REBATE","POINT (-90.5776367 41.5236437)"
"82G773","DAVENPORT","2013","82007","100000","Internal TIF 74","Administrative expenses","Internal TIF 74","Internal Loans","2013","NO REBATE","POINT (-90.5776367 41.5236437)"
"94G902","DAYTON","2013","94005","3531","construction of headwall on culvert","Roads, Bridges & Utilities","3rd Avenue culvert headwall","Internal Loans","2028","NO REBATE","POINT (-94.0685672 42.2613645)"
"94G902","DAYTON","2013","94006","3505","Storm sewer improvement project","Roads, Bridges & Utilities","Storm sewer project","Internal Loans","2020","NO REBATE","POINT (-94.0685672 42.2613645)"
"96G920","DECORAH","2013","96005","54000","Development of housing subdivision","Residential property (classified residential)","Riverwalk Subdivision LMI","Outstanding LMI Housing Obligation","2013","NO REBATE","POINT (-91.7857092 43.3033056)"
"96G920","DECORAH","2013","96006","252483","Construction of Utility Imp In DBP","Roads, Bridges & Utilities","2012 Utility Imp","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-91.7857092 43.3033056)"
"28G258","DELHI","2013","28003","17258","WATER TOWER","Water treatment plants, waste treatment plants & lagoons","GO CAPITAL LOAN NOTE 2004","General Obligation Bonds/Notes","2015","NO REBATE","POINT (-91.3309789 42.4297143)"
"24G220","DENISON","2013","24001","490073","Refinance to lower interest rate","Roads, Bridges & Utilities","2010 GO refunding","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-95.3552757 42.0177658)"
