"record_id","offender_number","start_date","supervision_type","supervising_judicial_district","supervising_facility","supervision_status","sex","race_ethnicity","education_category","education","age","offense_code","offense_class","offense_description","offense_type","offense_subtype","months_served","report_date"
"524","20195441","2022-06-14T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","White",,,"22.50513347","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","2.032786885","2022-08-15T12:07:15.000"
"525","3177842","2021-09-28T00:00:00.000","CBC Field","Second Judicial District","Fort Dodge Probation/Parole Office","Parole","Male","White","Post-Secondary","Technical Training Completion","51.2881588","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal","10.52459016","2022-08-15T12:07:15.000"
"526","18251849","2021-10-14T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","28.06844627","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","10","2022-08-15T12:07:15.000"
"527","3221531","2022-05-19T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","51.08281999","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","2.885245902","2022-08-15T12:07:15.000"
"528","18611072","2022-03-08T00:00:00.000","CBC Field","Second Judicial District","Marshalltown Probation/Parole Office","Probation","Male","White","No HS Diploma","Unknown","20.27104723","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","5.245901639","2022-08-15T12:07:15.000"
"529","20902487","2019-12-19T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","39.73442847","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","31.80327869","2022-08-15T12:07:15.000"
"530","20307107","2022-05-03T00:00:00.000","CBC Field","Sixth Judicial District","Linn and Johnson County SOP","Probation","Male","White","No HS Diploma","No Diploma/No Certificate","37.95756331","726.2","D Felony","Incest-10 Yr. Special Sentence","Violent","Sex","3.409836066","2022-08-15T12:07:15.000"
"531","20543285","2021-11-10T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","22.54346338","321.279(2)","Aggravated Misdemeanor","ELUDING","Public Order","Traffic","9.114754098","2022-08-15T12:07:15.000"
"532","19272344","2021-12-10T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Female","Black","No HS Diploma","Eleventh","23.43874059","708.7(3)","Serious Misdemeanor","HARASSMENT / 2ND DEG.","Violent","Assault","8.131147541","2022-08-15T12:07:15.000"
"533","18246422","2022-01-21T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","Black",,,"22.6201232","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","6.754098361","2022-08-15T12:07:15.000"
"534","18530666","2018-09-19T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Special Sentence","Male","White","HS Diploma or Equivelent","High School Diploma","25.08145106","903B.2","Special Sentence 2005","Special Supervision Sentence-D Felony or Misdemeanors/10 years parole","Violent","Sex","46.75409836","2022-08-15T12:07:15.000"
"535","18897359","2021-12-01T00:00:00.000","CBC Field","Seventh Judicial District","Clinton County Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","31.02806297","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","8.426229508","2022-08-15T12:07:15.000"
"536","18696869","2022-04-28T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Black","Post-Secondary","In College","28.09582478","724.30(3)","Aggravated Misdemeanor","RECKLESS USE OF A FIREARM WITH PROPERTY DAMAGE","Public Order","Weapons","3.573770492","2022-08-15T12:07:15.000"
"537","18213050","2022-07-12T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Pretrial/PSI/Probation","Pretrial Release With Supervision","Male","White","HS Diploma or Equivelent","High School Diploma","66.7761807","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","1.114754098","2022-08-15T12:07:15.000"
"538","18716831","2021-04-19T00:00:00.000","CBC Field","Fifth Judicial District","SOTP Unit","Special Sentence","Male","White","HS Diploma or Equivelent","High School Diploma","33.7357974","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","15.83606557","2022-08-15T12:07:15.000"
"539","3238193","2021-12-10T00:00:00.000","CBC Field","Sixth Judicial District","Johnson County Field Services","Probation","Male","White","No HS Diploma","Eleventh","45.44010951","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","8.131147541","2022-08-15T12:07:15.000"
"540","20912207","2022-07-27T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Probation","Male","White",,,"45.18548939","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","0.6229508197","2022-08-15T12:07:15.000"
"541","20822687","2022-03-08T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Female","Hispanic","No HS Diploma","Eleventh","19.17316906","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","5.245901639","2022-08-15T12:07:15.000"
"542","18777401","2021-05-10T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","Black","No HS Diploma","Unknown","28.49007529","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","15.14754098","2022-08-15T12:07:15.000"
"543","3015383","2021-12-15T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 6","Probation","Male","Black","No HS Diploma","Ninth","52.5174538","708.2A(3B)","Aggravated Misdemeanor","DOMESTIC ABUSE ASSAULT - 2ND OFFENSE","Violent","Assault","7.967213115","2022-08-15T12:07:15.000"
"544","18526847","2022-06-24T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Parole","Male","White","HS Diploma or Equivelent","High School Diploma","31.93155373","708.2A(4)","D Felony","Domestic Abuse Assault-3rd or Subsequent Offense, 85%","Violent","Assault","1.704918033","2022-08-15T12:07:15.000"
"545","20856524","2020-07-28T00:00:00.000","CBC Field","Sixth Judicial District","Linn and Johnson County SOP","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","23.31827515","710.10(2)","D Felony","ENTICING AWAY A MINOR","Violent","Kidnap","24.52459016","2022-08-15T12:07:15.000"
"546","19807313","2021-12-30T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","48.23819302","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","7.475409836","2022-08-15T12:07:15.000"
"547","20230991","2022-07-05T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Pretrial/PSI/Probation","Pretrial Release With Supervision","Female","Black","HS Diploma or Equivelent","High School Diploma","21.90006845","124.401(1)(c)(3)","C Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 40gm","Drug","Trafficking","1.344262295","2022-08-15T12:07:15.000"
"548","19501637","2021-11-12T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","Unknown",,,"74.90212183","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","9.049180328","2022-08-15T12:07:15.000"
"549","19196117","2022-06-02T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Female","White","No HS Diploma","Eleventh","23.64681725","708.2(2)","Serious Misdemeanor","Assault with bodily injury or mental illness","Violent","Assault","2.426229508","2022-08-15T12:07:15.000"
"550","20266061","2019-11-05T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Probation","Male","White","No HS Diploma","Eleventh","53.0403833","235B.20(3)","D Felony","DEPENDANT ADULT ABUSE - RECKLESS SERIOUS INJURY","Violent","Assault","33.24590164","2022-08-15T12:07:15.000"
"551","18950708","2022-05-09T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","64.3394935","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","3.213114754","2022-08-15T12:07:15.000"
"552","19502285","2022-04-26T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","32.03285421","724.8B","Serious Misdemeanor","Persons Ineligible to Carry Dangerous Weapons","Public Order","Weapons","3.639344262","2022-08-15T12:07:15.000"
"553","3146591","2021-12-01T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","White","Post-Secondary","Bachelor's Degree","47.77275838","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","8.032786885","2022-08-15T12:07:15.000"
"554","20069711","2016-05-13T00:00:00.000","CBC Field","Second Judicial District","Sex Offender Unit","Special Sentence","Male","Hispanic","HS Diploma or Equivelent","HiSET/GED","29.9301848","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","74.91803279","2022-08-15T12:07:15.000"
"555","20421740","2019-02-13T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","White",,,"43.89048597","708.2A(5)","D Felony","Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury","Violent","Assault","41.93442623","2022-08-15T12:07:15.000"
"556","19978937","2018-01-25T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 4","Parole","Male","Black","HS Diploma or Equivelent","HiSET/GED","30.02053388","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft","54.52459016","2022-08-15T12:07:15.000"
"557","3110372","2021-09-29T00:00:00.000","CBC Field","Fifth Judicial District","Newton Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","48.60780287","726.6(3)","Aggravated Misdemeanor","CHILD ENDANGERMENT/NO INJURY","Violent","Assault","10.49180328","2022-08-15T12:07:15.000"
"558","20710223","2022-01-07T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","26.81724846","708.2A(2)(d)","Aggravated Misdemeanor","Domestic Abuse Assault Impeding Flow of Air/Blood","Violent","Assault","7.213114754","2022-08-15T12:07:15.000"
"559","18186785","2022-02-03T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","Black",,,"23.35386721","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","6.327868852","2022-08-15T12:07:15.000"
"560","3356855","2022-06-01T00:00:00.000","CBC Field","Fifth Judicial District","Indianola Probation/Parole Office","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","43.92060233","321.561","Aggravated Misdemeanor","DRIVING WHILE BARRED - MOTOR VEHICLE","Public Order","Traffic","2.459016393","2022-08-15T12:07:15.000"
"561","227252","2021-05-11T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Probation","Male","Black","HS Diploma or Equivelent","HiSET/GED","51.97809719","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking","15.1147541","2022-08-15T12:07:15.000"
"562","19784729","2020-03-15T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Parole","Female","Black","No HS Diploma","Tenth","26.19575633","708.6(1)","C Felony","INTIMIDATION WITH A DANGEROUS WEAPON","Violent","Assault","28.95081967","2022-08-15T12:07:15.000"
"563","3482939","2021-09-08T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Female","American Indian or Alaska Native",,,"43.34839151","124.401(5)(a)","Serious Misdemeanor","Possession of a Controlled Substance - 1st Offense","Drug","Drug Possession","11.18032787","2022-08-15T12:07:15.000"
"564","19313177","2021-10-20T00:00:00.000","CBC Field","Second Judicial District","Ames Probation/Parole Office","Probation","Male","White","Post-Secondary","Bachelor's Degree","31.73716632","714.7","Aggravated Misdemeanor","OPERATE VEHICLE NO CONSENT","Property","Theft","9.803278689","2022-08-15T12:07:15.000"
"565","18240617","2021-08-25T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Interstate Compact Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","52.33127995","0999","NCIC Virtual Code","NCIC - HOMICIDE","Violent","Murder/Manslaughter","11.63934426","2022-08-15T12:07:15.000"
"566","19980770","2021-01-22T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Probation","Female","White","No HS Diploma","Eleventh","55.76454483","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","18.68852459","2022-08-15T12:07:15.000"
"567","19417283","2016-08-29T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Parole","Female","White","HS Diploma or Equivelent","HiSET/GED","44.89253936","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking","71.37704918","2022-08-15T12:07:15.000"
"568","18534470","2022-04-04T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","23.21423682","708.2(3)","Aggravated Misdemeanor","ASSAULT WHILE DISPLAYING A DANGEROUS WEAPON","Violent","Assault","4.360655738","2022-08-15T12:07:15.000"
"569","19979114","2022-05-27T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Pretrial Release With Supervision","Male","White","Post-Secondary","Bachelor's Degree","36.87063655","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","2.62295082","2022-08-15T12:07:15.000"
"570","18759719","2022-06-27T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Parole","Male","White","No HS Diploma","Ninth","31.67145791","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","1.606557377","2022-08-15T12:07:15.000"
"571","19882463","2019-03-08T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Special Sentence","Male","White","No HS Diploma","Tenth","63.48528405","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","41.18032787","2022-08-15T12:07:15.000"
"572","18757733","2022-04-19T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White",,,"37.82888433","723.4","Simple Misdemeanor","DISORDERLY CONDUCT","Public Order","Other Public Order","3.868852459","2022-08-15T12:07:15.000"
