"facility_name","street_address","city","state","zip","phone_number","type","facility_license_id","county","inspection_type","geocoded_column","a9_cert","l3_cert"
"TRUCKMASTERS INC","818 WILTSEY'S MILL ROAD","HAMMONTON","NJ","08037","(609) 561-2616","Emission Repair & Inspections","ERF003236","ATLANTIC","Auto Inspection and Emission Repair","POINT (-74.82202202799994 39.66281801900004)","No","No"
"COLEMAN BUICK GMC CAD INC","100 RENAISSANCE BLVD","LAWRENCEVILLE","NJ","08648","(609) 895-8000","Emission Repair Only","ERF001701","MERCER","Auto Only","POINT (-74.68791803099998 40.28870101600006)","Yes","Yes"
"HILLTOP AUTO REPAIRS INC","128 MORRIS AVENUE","SUMMIT","NJ","07901","(908) 522-3007","Emission Repair & Inspections","ERF003375","UNION","Auto Inspection and Emission Repair","POINT (-74.34931596499996 40.71175301900007)","No","No"
"GAMS AUTO SERVICE INC","160 HURON AVE","CLIFTON","NJ","07013","(973) 777-8476","Inspections Only","PIF009479","PASSAIC","Auto Only","POINT (-74.15493387999999 40.855238315000065)","No","No"
"WALTER MUELLER AUTO REPAIR","7 MELANIE LANE","EAST HANOVER","NJ","07936","(973) 887-0230","Emission Repair Only","ERF001428","MORRIS","Auto Only","POINT (-74.38774296799994 40.81636202100003)","No","No"
"YORKTOWNE TEXACO","247 GORDONS CORNER RD","MANALAPAN","NJ","07726","(732) 536-3010","Emission Repair & Inspections","ERF001746","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.32223302999995 40.30866499100006)","No","No"
"K-AUTO SERVICE INC","210 ROUTE 5","PALISADES PARK","NJ","07650","(201) 943-1155","Inspections Only","PIF000942","BERGEN","Auto Only","POINT (-73.99797902199998 40.84099999700004)","No","No"
"HARLINGEN GARAGE INC.","2125 RT 206","BELLE MEAD","NJ","08502","(908) 359-5902","Inspections Only","PIF002714","SOMERSET","Auto Only","POINT (-74.66252512899996 40.44744805600004)","No","No"
"PAK AUTO REPAIR","10 GRAND AVE","PALISADES PARK","NJ","07650","(201) 941-0070","Inspections Only","PIF000294","BERGEN","Auto Only","POINT (-74.00448199599998 40.844486577000055)","No","No"
"SUPERIOR AUTO REPAIR","400 UNION AVE","HASKELL","NJ","07420","(973) 839-2562","Emission Repair Only","ERF002819","PASSAIC","Auto Only","POINT (-74.30552097399999 41.018679441000074)","No","No"
"TRUNFIO INC","107 FAIRVIEW AVENUE","WEST BERLIN","NJ","08091","(856) 767-1126","Emission Repair & Inspections","ERF000750","CAMDEN","Auto Inspection and Emission Repair","POINT (-74.93045803899997 39.80474501400005)","No","No"
"S J LEASING CO","1176 RT 40 PO BX 169","WOODSTOWN","NJ","08098","(856) 769-2741","Inspections Only","PIF000890","SALEM","Diesel Only","POINT (-75.30909098499995 39.64671801800006)","No","No"
"HI TECH AUTO SERVICE CENTER","6 FARMINGDALE RD","WAYNE","NJ","07470","(973) 839-9220","Emission Repair & Inspections","ERF001928","PASSAIC","Auto Inspection and Emission Repair","POINT (-74.27891996399995 40.96890599500006)","No","No"
"DML MOTORS INC","1028 RT22","SOMERVILLE","NJ","08876","(908) 526-7700","Emission Repair Only","ERF002599","SOMERSET","Auto Only","POINT (-74.60305603899997 40.579607999000075)","No","No"
"VSA BAS LLC","530 ROUTE 130","HIGHTSTOWN","NJ","08520","(609) 448-5800","Inspections Only","PIF001233","MERCER","Auto Only","POINT (-74.54468002299996 40.266820979000045)","No","No"
"PERROTTI BROS EXXON","105 CHESTNUT ST","ROSELLE","NJ","07203","(908) 245-1262","Emission Repair & Inspections","ERF000154","UNION","Auto Inspection and Emission Repair","POINT (-74.26327899799998 40.659930981000066)","No","No"
"USMAN AUTO INC","130 RAHWAY AVENUE","ELIZABETH","NJ","07202","(908) 289-2126","Emission Repair Only","ERF003089","UNION","Auto Only","POINT (-74.21994497699995 40.660546003000036)","No","No"
"LENNYS TOWING & RECOVERY","199 CARRIAGE LANE","DELRAN","NJ","08075","(856) 824-9400","Inspections Only","PIF000777","BURLINGTON","Diesel Only","POINT (-74.97134202899997 40.01072797900008)","No","No"
"MARKS TRACKSIDE AUTO CENTER","880 ALEXANDER RD","PRINCETON","NJ","08540","(609) 799-0605","Emission Repair & Inspections","ERF000322","MERCER","Auto Inspection and Emission Repair","POINT (-74.62982699999998 40.31216301000007)","No","No"
"PJK ENTERPRISE INC","POBOX 24 - 110 MILL STREET","CALIFON","NJ","07830","(908) 832-0076","Emission Repair & Inspections","ERF002942","HUNTERDON","Auto Inspection and Emission Repair","POINT (-74.83635902199995 40.72062400700003)","No","No"
"JAB AUTOMOTIVE SVC CNTR INC","200 FORD AVE","FORD","NJ","08863","(732) 738-5424","Emission Repair & Inspections","ERF000861","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.31697397199997 40.53682601100007)","No","No"
"QUANTUM AUTO TECHS LLC","47 IRVINGTON ST","WESTWOOD","NJ","07675","(201) 666-2061","Emission Repair & Inspections","ERF003419","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.03490597399997 40.99272978800008)","No","No"
"TOOL TIME AUTO SVS LLC","2109 WHITESVILLE RD","TOMS RIVER","NJ","08755","(732) 886-6678","Emission Repair & Inspections","ERF001539","OCEAN","Auto Inspection and Emission Repair","POINT (-74.24301427499995 40.03817007000004)","No","No"
"FLEET SERVICE INC","832 FLORA ST","ELIZABETH","NJ","07201","(908) 353-0425","Inspections Only","PIF000802","UNION","Diesel Only","POINT (-74.19777802899995 40.66701000100005)","No","No"
"CELEBRITY MOTOR CARS LLC","130 ROUTE 10 WEST","WHIPPANY","NJ","07981","(973) 319-7900","Emission Repair & Inspections","ERF003226","MORRIS","Auto Inspection and Emission Repair","POINT (-74.39903003799998 40.81574000000006)","No","No"
"UNIVERSAL GLOBAL INC","540 RTE 440 NORTH","JERSEY CITY","NJ","07305","(201) 451-7111","Emission Repair Only","ERF003216","HUDSON","Auto Only","POINT (-74.09636612099996 40.714640114000076)","No","No"
"YOUR TOWN GARAGE INC","1008 AMWELL ROAD","MILLSTONE","NJ","08844","(908) 359-1331","Emission Repair & Inspections","ERF000429","SOMERSET","Auto Inspection and Emission Repair","POINT (-74.58786301399994 40.50274086600007)","No","No"
"MARLTON TRANSMISSION INC","1409 ROUTE 38","HAINSPORT","NJ","08036","(609) 261-1228","Emission Repair & Inspections","ERF000974","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.82796001899999 39.97850601600005)","No","No"
"JOHNSON & TOWERS INC","2701 FIRE ROAD","EGG HARBOR TWP","NJ","08234","(609) 272-1415","Inspections Only","PIF000732","ATLANTIC","Diesel Only","POINT (-74.54068596199994 39.41052801400008)","No","No"
"PENSKE TRUCK LEASING CO LP","616 ORANGE ST","MILLVILLE","NJ","08332","(856) 506-3254","Inspections Only","PIF001285","SALEM","Auto Only","POINT (-75.01319303899999 39.37480698300004)","No","No"
"ELITE AUTOMOTIVE INC","254 RTE 206","ANDOVER","NJ","07821","(973) 691-1444","Inspections Only","PIF012001","SUSSEX","Auto Only","POINT (-74.73487697299998 40.95263701400006)","No","No"
"SOMERSET TIRE SERVICE INC","431 AMWELL ROAD","HILLSBOROUGH","NJ","08844","(908) 904-4720","Emission Repair Only","ERF003077","SOMERSET","Auto Inspection and Emission Repair","POINT (-74.64782001199995 40.50180998200006)","No","No"
"DONS AUTO REPAIR INC","45 BEAVER AVENUE PO BOX 73","ANNANDALE","NJ","08801","(908) 735-5600","Emission Repair & Inspections","ERF000256","HUNTERDON","Auto Inspection and Emission Repair","POINT (-74.88159103999999 40.640595020000035)","No","No"
"CHILA'S CAR CARE","601 W. BROAD STREET","GIBBSTOWN","NJ","08027","(856) 423-1323","Inspections Only","PIF000339","GLOUCESTER","Auto Only","POINT (-75.29265499499996 39.82480898500006)","No","No"
"COPPAS SRV CTR & TOWING INC","1 MOORE RD","NO BRUNSWICK","NJ","08902","(732) 297-7530","Emission Repair & Inspections","ERF001584","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.49213102199998 40.450252015000046)","No","No"
"PARKWAY MOTORS OF LEONIA IN","50 SYLVAN AVE","ENGLEWOOD CLFS","NJ","07632","(201) 944-3300","Emission Repair & Inspections","ERF001778","BERGEN","Auto Inspection and Emission Repair","POINT (-73.95904499799997 40.86860701000006)","No","No"
"BURKE CHE BUI PON CAD GMC I","227 BAYBERRY DR","CAPE MAY CT HO","NJ","08210","(609) 465-6000","Emission Repair & Inspections","ERF000551","CAPE MAY","Auto Inspection and Emission Repair","POINT (-74.81387397999998 39.08298398300008)","No","No"
"AUTO DIAGNOSTICS & RPRS SRV","466 BERGEN BLVD","RIDGEFIELD","NJ","07657","(201) 941-7333","Inspections Only","PIF001183","BERGEN","Auto Only","POINT (-73.99746101999995 40.82374798600006)","No","No"
"CAMPUS SERVICE CENTER INC","183 MAIN ST","CHATHAM","NJ","07928","(973) 701-8844","Emission Repair & Inspections","ERF000895","MORRIS","Auto Inspection and Emission Repair","POINT (-74.37986699599998 40.73957000000007)","No","No"
"BJ&M AUTO INC","420-424 SPRING STREET","ELIZABETH","NJ","07201","(908) 352-4440","Emission Repair & Inspections","ERF001242","UNION","Auto Inspection and Emission Repair","POINT (-74.20391500699998 40.668020984000066)","No","No"
"BIANCO'S INC","639 RAMSEY AVE","HILLSIDE","NJ","07205","(908) 851-0715","Inspections Only","PIF000835","UNION","Diesel Only","POINT (-74.23707096599998 40.70502298000008)","No","No"
"RODRIGUEZ 21ST A SER CTR IN","241 21ST AVE","PATERSON","NJ","07501","(973) 977-8444","Inspections Only","PIF000159","PASSAIC","Auto Only","POINT (-74.16340843999996 40.907688955000026)","No","No"
"MORRISSEY ENTERPRISES INC.","220 CUTHBERT RD.","CHERRY HILL","NJ","08002","(856) 663-4020","Inspections Only","PIF001074","CAMDEN","Auto Only","POINT (-75.05216086199994 39.94132263200004)","No","No"
"FLEMINGTON SUBARU LLC","167 RT 31","FLEMINGTON","NJ","08822","(908) 782-2025","Emission Repair Only","ERF003012","HUNTERDON","Auto Only","POINT (-74.85719299599998 40.528441007000026)","No","No"
"BOBS CROSSROADS SERVICE","90 RT 639","SUSSEX","NJ","07461","(973) 875-5910","Inspections Only","PIF004582","SUSSEX","Auto Only","POINT (-74.63010200999997 41.19849001100005)","No","No"
"INTERSTATE SAFETY SERVICES","545 WESTWOOD AVE","RIVERVALE","NJ","07675","(201) 664-1008","Inspections Only","PIF000711","BERGEN","Diesel Only","POINT (-74.01667703599998 40.99371001600008)","No","No"
"RICK EZZI INC","4100 STRAND AVENUE","PENNSAUKEN","NJ","08109","(856) 665-7350","Emission Repair Only","ERF003266","CAMDEN","Auto Only","POINT (-75.07819897299999 39.93565299100005)","No","No"
"PEP BOYS MANNY MOE JACK DE","775 WEST ROUTE 70","MARLTON","NJ","08053","(856) 983-0902","Emission Repair & Inspections","ERF001450","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.93967108899994 39.89582737000006)","No","No"
"ROBERT H HOOVER & SONS","1784 RT 9","TOMS RIVER","NJ","08753","(732) 341-2128","Inspections Only","PIF000827","OCEAN","Diesel Only","POINT (-74.21852846399997 40.01570648400008)","No","No"
"WEISLEDER INC*","3306 BRIDGE AVENUE","PT PLEASANT","NJ","08742","(732) 892-8868","Emission Repair & Inspections","ERF000680","OCEAN","Auto Inspection and Emission Repair","POINT (-74.08862704099995 40.080303014000044)","No","No"
"FLEETMASTER TK RPR LLC","1238 DOUGHTY ROAD","EGG HARBOR TWP","NJ","08234","(609) 272-0641","Inspections Only","PIF000869","ATLANTIC","Diesel Only","POINT (-74.54133497299995 39.418202988000075)","No","No"
"HIAWATHA TOWING INC","42 N BEVERWYCK RD","LAKE HIAWATHA","NJ","07034","(973) 335-7513","Emission Repair Only","ERF003307","MORRIS","Auto Only","POINT (-74.38231903799993 40.87863499300005)","No","No"
"HAINESPORT ENTERPRISES INC","11 NORTH MAIN ST","MEDFORD","NJ","08055","(609) 654-4023","Emission Repair & Inspections","ERF000169","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.82344936299995 39.899880359000065)","No","No"
"C&R ADVCD AUTO & TRK REP IN","173 SOUTH BLACK HORSE PIKE","BLACKWOOD","NJ","08012","(856) 228-1438","Inspections Only","PIF000862","CAMDEN","Diesel Only","POINT (-75.06378201499996 39.79675500600007)","No","No"
"F B N AUTO SALES INC","223 EXETER STREET","HIGHLAND PARK","NJ","08904","(732) 572-2433","Emission Repair Only","ERF003330","MIDDLESEX","Auto Only","POINT (-74.41231996499995 40.50150999400006)","No","No"
"BCI TRUCK INC","356 HIGHWAY 31","FLEMINGTON","NJ","08822","(609) 475-4460","Inspections Only","PIF000753","MERCER","Diesel Only","POINT (-74.856160011 40.545427981000046)","No","No"
"COAST CITIES EQUIP SLS INC","1201 HWY 35","NEPTUNE","NJ","07753","(732) 774-8100","Inspections Only","PIF000781","MONMOUTH","Diesel Only","POINT (-74.02532003499994 40.190650015000074)","No","No"
"QUENZEL'S SERVICE LLC","1106 MANTUA PIKE","WENONAH","NJ","08090","(856) 464-0161","Emission Repair & Inspections","ERF003410","GLOUCESTER","Auto Inspection and Emission Repair","POINT (-75.16899099299997 39.80184399500007)","No","No"
"M&M AUTO MECHANIC INC","410 STATE ST","PERTH AMBOY","NJ","08861","(732) 442-7457","Emission Repair & Inspections","ERF002119","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.26557002299995 40.512633994000055)","No","No"
"TORR'S AMOCO","15 STIRLING ROAD","WATCHUNG","NJ","07060","(908) 647-1683","Emission Repair Only","ERF002123","SOMERSET","Auto Only","POINT (-74.45199707599994 40.63802857200005)","No","No"
"52 WASH LLC","52 WASHINGTON ST","WEST ORANGE","NJ","07052","(973) 325-1426","Emission Repair Only","ERF000104","ESSEX","Auto Only","POINT (-74.22898997299995 40.786233019000065)","No","No"
"SOMERSET TRANS & RPR CTR","591 SOMERSET ST","SOMERSET","NJ","08873","(732) 846-4444","Emission Repair & Inspections","ERF000122","SOMERSET","Auto Only","POINT (-74.46914901699995 40.486686011000074)","No","No"
"VAN HOUTEN AUTO REPAIR","870 VAN HOUTEN AVENUE","CLIFTON","NJ","07013","(973) 773-2121","Emission Repair Only","ERF001942","PASSAIC","Auto Only","POINT (-74.15645398899994 40.863092011000056)","No","No"
"PENN JERSEY BLDG MAT CO INC","PO BOX 981","PLEASANTVILLE","NJ","08232","(609) 645-8135","Inspections Only","PIF000854","ATLANTIC","Diesel Only","POINT (-74.52342999999996 39.39292000000006)","No","No"
"PAULS MOTOR SALES & SERVICE","990 GOFFLE RD","HAWTHORNE","NJ","07506","(973) 427-5777","Emission Repair Only","ERF002804","PASSAIC","Auto Only","POINT (-74.15629177499994 40.96660476200004)","No","No"
"STAR AUTO MALL INC","381-385 EAST 16TH STREET","PATERSON","NJ","07524","(973) 684-5800","Inspections Only","PIF000559","PASSAIC","Auto Only","POINT (-74.15500500899998 40.924448003000066)","No","No"
"DTR AUTOMOTIVE","422 DEMAREST AVE","CLOSTER","NJ","07624","(201) 784-9032","Emission Repair Only","ERF000245","BERGEN","Auto Only","POINT (-73.96193097099996 40.969157997000025)","No","No"
"FORT LEE SERVICE CENTER LLC","543 MAIN STREET","FORT LEE","NJ","07024","(201) 592-8494","Emission Repair & Inspections","ERF002688","BERGEN","Auto Inspection and Emission Repair","POINT (-73.97901898899994 40.856978000000026)","No","No"
"KAMBO MUFFLER INC","1071 BLOOMFIELDAVE","W CALDWELL","NJ","07006","(973) 227-6830","Emission Repair Only","ERF002069","ESSEX","Auto Only","POINT (-74.30670712699998 40.85422472600004)","No","No"
"DAVES FRIENDLY SERVICE INC","288 W WASHINGTON AVE","WASHINGTON","NJ","07882","(908) 689-0463","Emission Repair & Inspections","ERF001400","WARREN","Auto Inspection and Emission Repair","POINT (-74.99357896599997 40.755596995000076)","No","No"
"BMER LLC","216 HWY 202 & 31","FLEMINGTON","NJ","08822","(908) 788-2691","Emission Repair Only","ERF002887","HUNTERDON","Auto Only","POINT (-74.86268585699999 40.48797106500007)","No","No"
"THE PORT AUTH OF NY & NJ","220 BRIDGE PLAZA SOUTH","FT LEE","NJ","07024",,"Emission Repair & Inspections","ERF000526","BERGEN","Auto Only","POINT (-73.96744276099997 40.85319535900004)","No","No"
"MAGNOLIA SERVICE #1 INC","1612 ROUTE 9","TOMS RIVER","NJ","08755","(732) 831-4846","Emission Repair & Inspections","ERF003409","OCEAN","Auto Inspection and Emission Repair","POINT (-74.21585947699998 40.00883874700003)","No","No"
"GLASSONS AUTO REPAIR LLC","759 RAHWAY AVE","WOODBRIDGE","NJ","07095","(732) 855-9696","Emission Repair & Inspections","ERF000493","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.27250998799997 40.567915999000036)","No","No"
"AUTOTEK INC","811 MAIN ST","BRADLEY BCH","NJ","07720","(732) 774-7979","Emission Repair Only","ERF002283","MONMOUTH","Auto Only","POINT (-74.01743802899995 40.20554801000003)","No","No"
"WESTBRANT GARAGE","241 WESTFIELD AVE","CLARK","NJ","07066","(732) 381-1900","Emission Repair & Inspections","ERF001060","UNION","Auto Inspection and Emission Repair","POINT (-74.30494401299997 40.62187399700008)","No","No"
"T.R.M. AUTOMOTIVE SERVICE","6508 WESTFIELD AVE","PENNSAUKEN","NJ","08110","(856) 663-0460","Emission Repair Only","ERF003008","CAMDEN","Auto Only","POINT (-75.05541201499994 39.96445601800008)","No","No"
"ROBS GARAGE LLC","150 CARRIAGE LN #A1","DELRAN","NJ","08075","(856) 393-8591","Emission Repair Only","ERF003372","BURLINGTON","Auto Only","POINT (-74.96962499599994 40.010579997000036)","No","No"
"MERRITT'S SERVICE STATION","124 RTE 541 PO BOX 303","MEDFORD","NJ","08055","(609) 654-8242","Emission Repair & Inspections","ERF001954","BURLINGTON","Auto Only","POINT (-74.80385708999995 39.86160310200006)","No","No"
"QUALITY AUTO CTR INC","254 VALLEY ST","SOUTH ORANGE","NJ","07079","(973) 762-0575","Emission Repair & Inspections","ERF001334","ESSEX","Auto Inspection and Emission Repair","POINT (-74.26182700099997 40.741716018000034)","No","No"
"MONTYS TIRE & AUTO CNTR LLC","1268 N DELSEA DR","VINELAND","NJ","08360","(856) 692-2669","Emission Repair & Inspections","ERF000544","CUMBERLAND","Auto Inspection and Emission Repair","POINT (-75.04216198599994 39.50539200500003)","No","No"
"RICHARD E RITCHIE ENT INC","930 LACEY RD POB 95","FORKED RIVER","NJ","08731","(609) 693-5175","Inspections Only","PIF005273","OCEAN","Auto Only","POINT (-74.21289001299994 39.86164099500007)","No","No"
"INDUS STAR AUTO LLC","891 GREEN ST","ISELIN","NJ","08830","(732) 634-8325","Emission Repair & Inspections","ERF002087","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.30760199899998 40.56643198300003)","No","No"
"AMBOY AUTO REPAIR","511 CONVERY BLVD","PERTH AMBOY","NJ","08861","(732) 826-8580","Emission Repair & Inspections","ERF000443","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.28238553099999 40.520252312000025)","No","No"
"YER GAS SERVICE INC","924 18TH AVENUE","NEWARK","NJ","07106","(973) 351-6611","Inspections Only","PIF000403","ESSEX","Auto Only","POINT (-74.22535096999997 40.73853802000008)","No","No"
"ROSSI MOTORS INC","1517 SOUTH DELSEA DRIVE","VINELAND","NJ","08360","(856) 692-1700","Emission Repair Only","ERF002234","CUMBERLAND","Auto Only","POINT (-75.04416903299995 39.46544100500006)","No","No"
"RICHIES AUTOMOTIVE LLC","130 RIDGEDALE AV","E HANOVER","NJ","07936","(973) 887-0660","Emission Repair & Inspections","ERF003302","MORRIS","Auto Only","POINT (-74.38328496899999 40.81741101600005)","No","No"
"KUNDERT MOTOR INC","140 ROUTE 17 NORTH","HASBROUCK HGTS","NJ","07604","(201) 288-7117","Inspections Only","PIF000481","BERGEN","Auto Only","POINT (-74.07201039199998 40.85383696800005)","No","No"
"ANTHONYS AUTO REPAIRS INC","878 BROADWAY","W LONG BRANCH","NJ","07764","(732) 229-1487","Emission Repair & Inspections","ERF001081","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.01157899499998 40.29834301200003)","No","No"
