"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1417744","DRIVER","6fc9f0626af3749d72812c7765bde469288b91b1d1561b714d946e7164d7ea82eaa30ef46db282403054f6797bd420134e746a73085064261aef0fd2227e5cb6",,"1347287","2022-09-11T18:40:00.000",,"MOUNT PROSPECT","IL","60056","F","26","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417745","DRIVER","6fc9f0626af3749d72812c7765bde469288b91b1d1561b714d946e7164d7ea82eaa30ef46db282403054f6797bd420134e746a73085064261aef0fd2227e5cb6",,"1347291","2022-09-11T18:40:00.000",,"DEKALB","IL","60115","F","25","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314969","PASSENGER","6fc9f0626af3749d72812c7765bde469288b91b1d1561b714d946e7164d7ea82eaa30ef46db282403054f6797bd420134e746a73085064261aef0fd2227e5cb6",,"1347291","2022-09-11T18:40:00.000","12","DEKALB","IL","60115","F","6",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417698","DRIVER","bfd71b46b1e0f51715cf06bb01b29f3157c7759eedf7c3ab26a4b45513b4988808ae0a34e44062094864bf671c17ab735f08937b79a2e3adfd76edd2ebd6349b",,"1347238","2022-09-11T18:40:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY","UNKNOWN",,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417699","DRIVER","bfd71b46b1e0f51715cf06bb01b29f3157c7759eedf7c3ab26a4b45513b4988808ae0a34e44062094864bf671c17ab735f08937b79a2e3adfd76edd2ebd6349b",,"1347246","2022-09-11T18:40:00.000",,,,,"M","32",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418004","DRIVER","290497e12cb8a83b8f9f61e9665ccae5857c34600d670aeec74139a5855d37b6c1a3d4956aa75b782d4fb89f07213f81547c49ea0cf77e57b18f2f59bb87f1e3",,"1347527","2022-09-11T18:30:00.000",,"CHICAGO","IL","60629","M","35","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418005","DRIVER","290497e12cb8a83b8f9f61e9665ccae5857c34600d670aeec74139a5855d37b6c1a3d4956aa75b782d4fb89f07213f81547c49ea0cf77e57b18f2f59bb87f1e3",,"1347543","2022-09-11T18:30:00.000",,"CHICAGO","IL","60643","F","34","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417669","DRIVER","c37ad0a737e2963d7c1a808cc636320db35442deb6a68de3811213359649ec172568179212f93cb45020d874926165a42664e7cb989dada90eef09bb8ab537db",,"1347214","2022-09-11T18:23:00.000",,"CHICAGO","IL",,"F","34","IL",,"NONE PRESENT","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,"AMB 36",,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417670","DRIVER","c37ad0a737e2963d7c1a808cc636320db35442deb6a68de3811213359649ec172568179212f93cb45020d874926165a42664e7cb989dada90eef09bb8ab537db",,"1347229","2022-09-11T18:23:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418290","DRIVER","123fc4b0c51ec6f9434a8275488673c441d4fcf01f51d38c10d2347f7beac719c08b66f47e01667be2cb299111e6e4d9571171ef0cd6b761b206939bfe382a1e",,"1347802","2022-09-11T18:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417692","DRIVER","2879b65fdb72a1ab8f35a1e11a15a778ad657168924983a15069f3f9987db4ee629868f9ad2b3c15a6b4bcbb8376b45c0e81604e89961200385b292e612626bc",,"1347235","2022-09-11T18:00:00.000",,"ARLINGTON","VA","22202","M","42","VA","D","USAGE UNKNOWN","NOT APPLICABLE","UNKNOWN","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417693","DRIVER","2879b65fdb72a1ab8f35a1e11a15a778ad657168924983a15069f3f9987db4ee629868f9ad2b3c15a6b4bcbb8376b45c0e81604e89961200385b292e612626bc",,"1347245","2022-09-11T18:00:00.000",,"CHICAGO","IL","60645","M","43","IL","D","USAGE UNKNOWN","NOT APPLICABLE","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417716","DRIVER","45975c0bf8f9f21829290c05c7305e1892508082abbf282400b7951d84872a74ada0c3b200a6bd1568981f883c835aebe9efe3161b489f1e57a7961e63b666d4",,"1347263","2022-09-11T18:00:00.000",,"CHICAGO","IL","60653","F","48","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417717","DRIVER","45975c0bf8f9f21829290c05c7305e1892508082abbf282400b7951d84872a74ada0c3b200a6bd1568981f883c835aebe9efe3161b489f1e57a7961e63b666d4",,"1347272","2022-09-11T18:00:00.000",,,,,"M","24",,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NONINCAPACITATING INJURY",,,,"UNKNOWN","OTHER","UNKNOWN",,,,"TEST NOT OFFERED",,
"P314964","PASSENGER","45975c0bf8f9f21829290c05c7305e1892508082abbf282400b7951d84872a74ada0c3b200a6bd1568981f883c835aebe9efe3161b489f1e57a7961e63b666d4",,"1347272","2022-09-11T18:00:00.000","3","WASHINGTON","DE",,"F","23",,,"SHOULD/LAP BELT USED IMPROPERLY","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314966","PASSENGER","45975c0bf8f9f21829290c05c7305e1892508082abbf282400b7951d84872a74ada0c3b200a6bd1568981f883c835aebe9efe3161b489f1e57a7961e63b666d4",,"1347263","2022-09-11T18:00:00.000","3",,"IL",,"F",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417639","DRIVER","3f15947aac3f62497e9678018bc13bb98869e5fc7387e468b481ca330ba4a817b4822462be9494e580a981541285bd79c743d316c60246d2d6a7e8b7c673c291",,"1347180","2022-09-11T17:52:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418191","DRIVER","62e0b41f85f4401bb03a95663a9f2101c240a4d9a3fd52e1265e6318b9c5defeaa9b0c1570fd33856e4a40d3430a978edf495460d538543e040915e43f1ff8ad",,"1347705","2022-09-11T17:51:00.000",,"LOMBARD","IL","60148","F","32","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OVERCORRECTED","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418192","DRIVER","62e0b41f85f4401bb03a95663a9f2101c240a4d9a3fd52e1265e6318b9c5defeaa9b0c1570fd33856e4a40d3430a978edf495460d538543e040915e43f1ff8ad",,"1347712","2022-09-11T17:51:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417637","DRIVER","4cee2da09c818b84bbb44a558bcc079cc9414a59457ebdcb95a893cfcba4ef7aa414cb3cfcdd0e4b172c1f7d361bb97223f53bdd6240a63562fd0756b9f09270",,"1347182","2022-09-11T17:45:00.000",,"STREAMWOOD","IL","60107","M","32","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417638","DRIVER","4cee2da09c818b84bbb44a558bcc079cc9414a59457ebdcb95a893cfcba4ef7aa414cb3cfcdd0e4b172c1f7d361bb97223f53bdd6240a63562fd0756b9f09270",,"1347192","2022-09-11T17:45:00.000",,"EVANSTON","IL","60201","F","27","TX","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417681","DRIVER","c311a21731aa6778e0df081864d192e2d91c73ef5ea2b54aea403105d5a6db9939b2a05c5e5b2fb1453aa1d937050cd4999f11985dacd8e426a811997c65bf60",,"1347224","2022-09-11T17:45:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417682","DRIVER","c311a21731aa6778e0df081864d192e2d91c73ef5ea2b54aea403105d5a6db9939b2a05c5e5b2fb1453aa1d937050cd4999f11985dacd8e426a811997c65bf60",,"1347234","2022-09-11T17:45:00.000",,"CHICAGO","IL",,"M","47","IL","C","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417598","DRIVER","d1750a496ac3bfbe7a3f86c8c61abdaa570c66c75bb9e40636b9e32b367ec0c3419db63bc092fae5bfaf9f4f47b23720cf28d09abc09b88e5115a4a95ab740c5",,"1347143","2022-09-11T17:45:00.000",,"CHICAGO","IL","60659","M","18","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417599","DRIVER","d1750a496ac3bfbe7a3f86c8c61abdaa570c66c75bb9e40636b9e32b367ec0c3419db63bc092fae5bfaf9f4f47b23720cf28d09abc09b88e5115a4a95ab740c5",,"1347147","2022-09-11T17:45:00.000",,"CHICAGO","IL","60659","F","41","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P314928","PASSENGER","d1750a496ac3bfbe7a3f86c8c61abdaa570c66c75bb9e40636b9e32b367ec0c3419db63bc092fae5bfaf9f4f47b23720cf28d09abc09b88e5115a4a95ab740c5",,"1347147","2022-09-11T17:45:00.000","2",,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314929","PASSENGER","d1750a496ac3bfbe7a3f86c8c61abdaa570c66c75bb9e40636b9e32b367ec0c3419db63bc092fae5bfaf9f4f47b23720cf28d09abc09b88e5115a4a95ab740c5",,"1347147","2022-09-11T17:45:00.000","4",,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314930","PASSENGER","d1750a496ac3bfbe7a3f86c8c61abdaa570c66c75bb9e40636b9e32b367ec0c3419db63bc092fae5bfaf9f4f47b23720cf28d09abc09b88e5115a4a95ab740c5",,"1347147","2022-09-11T17:45:00.000","5",,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314931","PASSENGER","d1750a496ac3bfbe7a3f86c8c61abdaa570c66c75bb9e40636b9e32b367ec0c3419db63bc092fae5bfaf9f4f47b23720cf28d09abc09b88e5115a4a95ab740c5",,"1347147","2022-09-11T17:45:00.000","6",,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1418385","DRIVER","6ed1ade61acc3b678ad842d2504a58cee45abdaa2f354d8224209ba68f0b02e150d0eb193ff7caefbf8e12a2b5582a4903779ac6b7f4fe36c01e6020f2f09a70",,"1347899","2022-09-11T17:40:00.000",,"CHICAGO","IL","60639","M","20","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417652","DRIVER","7c32c26158df75bbcb64ebae94a1c4807b244d9cc41559c822058fe86d95d9ea54709e9e85e7de9acc1c1f1a4cda0fd9e07d1d4809d2e009f366bf45234dbed7",,"1347199","2022-09-11T17:36:00.000",,"CHICAGO","IL","60656","M","61","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417653","DRIVER","7c32c26158df75bbcb64ebae94a1c4807b244d9cc41559c822058fe86d95d9ea54709e9e85e7de9acc1c1f1a4cda0fd9e07d1d4809d2e009f366bf45234dbed7",,"1347207","2022-09-11T17:36:00.000",,"CHICAGO","IL","60623","M","43","IL","A","SAFETY BELT USED","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314937","PASSENGER","7c32c26158df75bbcb64ebae94a1c4807b244d9cc41559c822058fe86d95d9ea54709e9e85e7de9acc1c1f1a4cda0fd9e07d1d4809d2e009f366bf45234dbed7",,"1347199","2022-09-11T17:36:00.000","6","CHICAGO","IL","60610","F","28",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417671","DRIVER","676e3ce33fd3009542ebf120607fc0d3d901507e89ca414b884f9542dfd3707aac541979985edbf23a771be814ddfcfe6d563d5b87cadaad17296da0fe4090ee",,"1347227","2022-09-11T17:35:00.000",,"CHICAGO","IL","60620","F","21","IL","D","SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P314950","PASSENGER","676e3ce33fd3009542ebf120607fc0d3d901507e89ca414b884f9542dfd3707aac541979985edbf23a771be814ddfcfe6d563d5b87cadaad17296da0fe4090ee",,"1347227","2022-09-11T17:35:00.000","6","CHICAGO","IL","60653","F","3",,,"BOOSTER SEAT","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417594","DRIVER","5ebcb48178971de260bf3a9939cae805ef78e93c77ff576dd1b8176c21fbe8ff7c2f569681f681104e46f3aadeeb0315a1d5e865a49e9c35b2047ff4899564e0",,"1347141","2022-09-11T17:30:00.000",,"LAKE GENEVA","WI","53147","M","54","WI","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","OTHER","NORMAL",,,,"TEST NOT OFFERED",,
"O1417595","DRIVER","5ebcb48178971de260bf3a9939cae805ef78e93c77ff576dd1b8176c21fbe8ff7c2f569681f681104e46f3aadeeb0315a1d5e865a49e9c35b2047ff4899564e0",,"1347153","2022-09-11T17:30:00.000",,"CHICAGO","IL","60629","F","35","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","OTHER","NORMAL",,,,"TEST NOT OFFERED",,
"O1417628","DRIVER","7baad86cebd50174f9762202cb970570962e19cfaf77551156dae2447a47e1415c0aeb5202dcdad72023e72f2ea9933fcc0cd97bf9fa6da482360f7e8fbb4b39",,"1347173","2022-09-11T17:24:00.000",,,,,"X",,"XX",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417642","DRIVER","429e5d18f3ace68e5ef2b0ed736deffd121619e42d32efe2b3f34940c51bf2f8c565ea56878cbf5272f6becd1278cfa185a1b3bd25ecdb4d25e1e2185e84ca09",,"1347189","2022-09-11T17:20:00.000",,"CHICAGO","IL","60626","M","49","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417643","DRIVER","429e5d18f3ace68e5ef2b0ed736deffd121619e42d32efe2b3f34940c51bf2f8c565ea56878cbf5272f6becd1278cfa185a1b3bd25ecdb4d25e1e2185e84ca09",,"1347196","2022-09-11T17:20:00.000",,"CHICAGO","IL","60615","M","38","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417626","DRIVER","acb3e594590439801df2897b5ee0a007de114b1f883ae08ff9bb6952cb6bf99ab60d279bd841acf713e50c0855b451a934e9036cfd2c477dccb6dceeaa7ea7ed",,"1347181","2022-09-11T17:18:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417635","DRIVER","c6851a6df4124cf8c5c507c30963922502a37786d595855c9d98ee8b507f80a3b9c75395809dfb6406cc18f45372b38d4223ca07cb5eeb77c5f757233bf00dea",,"1347178","2022-09-11T17:15:00.000",,"CHICAGO","IL","60629","M","38",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417636","DRIVER","c6851a6df4124cf8c5c507c30963922502a37786d595855c9d98ee8b507f80a3b9c75395809dfb6406cc18f45372b38d4223ca07cb5eeb77c5f757233bf00dea",,"1347185","2022-09-11T17:15:00.000",,"CHICAGO","IL","60629","M","22","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417706","DRIVER","dbcde1a360afee20d12c542b58afca4aef67c7f39c8c4cae2d23e29d5ba8f17c02555ae721f0084fd056c0c47d5fedf48b190b24a5ef17c1a7bdd3875f1526a3",,"1347251","2022-09-11T17:15:00.000",,"CALUMET CITY","IL","60409","M","38","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","NONE","NONE",,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417707","DRIVER","dbcde1a360afee20d12c542b58afca4aef67c7f39c8c4cae2d23e29d5ba8f17c02555ae721f0084fd056c0c47d5fedf48b190b24a5ef17c1a7bdd3875f1526a3",,"1347260","2022-09-11T17:15:00.000",,"DOLTON","IL","60419","F","71","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","NONE","NONE",,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417631","DRIVER","e647a81d9bc25cb99478a82bcb7620e0d72f1b74a730f0262df50769dde668075b4d556dcf201c58d295e9ad81229bad9466610fe52ec65b3402dabe26247c33",,"1347190","2022-09-11T17:15:00.000",,"CHICAGO","IL","60659","F","60","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417632","DRIVER","e647a81d9bc25cb99478a82bcb7620e0d72f1b74a730f0262df50769dde668075b4d556dcf201c58d295e9ad81229bad9466610fe52ec65b3402dabe26247c33",,"1347204","2022-09-11T17:15:00.000",,"WYOMING","MI","49418","M","34","MI","O","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314935","PASSENGER","e647a81d9bc25cb99478a82bcb7620e0d72f1b74a730f0262df50769dde668075b4d556dcf201c58d295e9ad81229bad9466610fe52ec65b3402dabe26247c33",,"1347190","2022-09-11T17:15:00.000","3","CHICAGO","IL","60640","F","54",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314936","PASSENGER","e647a81d9bc25cb99478a82bcb7620e0d72f1b74a730f0262df50769dde668075b4d556dcf201c58d295e9ad81229bad9466610fe52ec65b3402dabe26247c33",,"1347190","2022-09-11T17:15:00.000","6","CHICAGO","IL","60609","M","65",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417608","DRIVER","f4aae2dd5e0e54b6117377df0f5d44846e8e61c8ac33ca8811147fd2249ab1687094ff7604b0cf31c565b90ef55315e9a2b3316a7118a790a6d389686726ca88",,"1347149","2022-09-11T17:10:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417609","DRIVER","f4aae2dd5e0e54b6117377df0f5d44846e8e61c8ac33ca8811147fd2249ab1687094ff7604b0cf31c565b90ef55315e9a2b3316a7118a790a6d389686726ca88",,"1347154","2022-09-11T17:10:00.000",,"CHICAGO","IL","60629","F","55","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417610","DRIVER","f4aae2dd5e0e54b6117377df0f5d44846e8e61c8ac33ca8811147fd2249ab1687094ff7604b0cf31c565b90ef55315e9a2b3316a7118a790a6d389686726ca88",,"1347158","2022-09-11T17:10:00.000",,"CLARENDON HILLS","IL","60514","M","34","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417588","DRIVER","f742aa616023056dd440a6047f2806d771c8ac11dc6ccdf3ceaaf9e34bc4fed530b9c6f120d5355ba6eedaddb2a499bdb52be310650c8869a9c41aef72249a7b",,"1347130","2022-09-11T17:09:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417589","DRIVER","f742aa616023056dd440a6047f2806d771c8ac11dc6ccdf3ceaaf9e34bc4fed530b9c6f120d5355ba6eedaddb2a499bdb52be310650c8869a9c41aef72249a7b",,"1347134","2022-09-11T17:09:00.000",,"CHICAGO","IL","60657","M","35","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417672","DRIVER","bc6f929c2490c5cef071d113d7620507ffb7adb03c2ea51b16077361818bc1615c5c7bb02d4ec71bc3ac622e9abaac79317e1f9b440b9c351951cc06bdc93f00",,"1347228","2022-09-11T17:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P314947","PASSENGER","bc6f929c2490c5cef071d113d7620507ffb7adb03c2ea51b16077361818bc1615c5c7bb02d4ec71bc3ac622e9abaac79317e1f9b440b9c351951cc06bdc93f00",,"1347228","2022-09-11T17:00:00.000","3",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314948","PASSENGER","bc6f929c2490c5cef071d113d7620507ffb7adb03c2ea51b16077361818bc1615c5c7bb02d4ec71bc3ac622e9abaac79317e1f9b440b9c351951cc06bdc93f00",,"1347228","2022-09-11T17:00:00.000","4",,,,"M",,,,"SAFETY BELT USED","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417658","DRIVER","f9137e219b13fbbb6045e00f4f1ea9712149e29a6268c1b87b883ef24fd6d9e1491792ee4e0a0176ab65ad0bae9b5d1fe431cffa9029d03555c8ba767823eda9",,"1347206","2022-09-11T17:00:00.000",,"KALAMAZOO","MI","49006","F","29","MI","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417659","DRIVER","f9137e219b13fbbb6045e00f4f1ea9712149e29a6268c1b87b883ef24fd6d9e1491792ee4e0a0176ab65ad0bae9b5d1fe431cffa9029d03555c8ba767823eda9",,"1347210","2022-09-11T17:00:00.000",,"CREST HILL","IL","60403","F","47","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417569","DRIVER","a5934c147c5cab906bda1ac77769add85d9dd2ab3d494cc28cd42aa64fa74f72dee8adcd7bbca9f9ea2c1744fd9097ba23248e0a71a3575b6f811b17fae12b5e",,"1347119","2022-09-11T16:55:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417570","DRIVER","a5934c147c5cab906bda1ac77769add85d9dd2ab3d494cc28cd42aa64fa74f72dee8adcd7bbca9f9ea2c1744fd9097ba23248e0a71a3575b6f811b17fae12b5e",,"1347121","2022-09-11T16:55:00.000",,"CHICAGO","IL","60623","M","40","IL","A","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED MEDICAL TREATMENT ON SCENE",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST REFUSED",,
"P314923","PASSENGER","a5934c147c5cab906bda1ac77769add85d9dd2ab3d494cc28cd42aa64fa74f72dee8adcd7bbca9f9ea2c1744fd9097ba23248e0a71a3575b6f811b17fae12b5e",,"1347121","2022-09-11T16:55:00.000","3","CHICAGO","IL","60623","F","36",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED MEDICAL TREATMENT",,,,,,,,,,,
