"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2015","General Government","Ct. Comm Council","CITY COUNCIL                  ","SALARIES/WAGES      ","135000","135000","General Fund","Tax Supported","PART TIME EMPLOYEES           ","Personnel Cost"
"2015","General Government","Ct. Comm Council","CITY COUNCIL                  ","PURCH PROF & TECH SV","5000","5000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Ct. Comm Council","CITY COUNCIL                  ","OTHER ITEMS         ","7500","500","General Fund","Tax Supported","OTHER EXPENSES                ","Operating Expense"
"2015","General Government","Ct. Comm Council","CITY COUNCIL                  ","SUPPLIES            ","8000","7000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Ct. Comm Council","CITY COUNCIL                  ","DEBT SVC & MISC     ","4377","3377","General Fund","Tax Supported","ATTEND AT PROF CONV/CONF      ","Operating Expense"
"2015","General Government","Ct. Comm Council","CITY COUNCIL                  ","DEBT SVC & MISC     ","5000","4000","General Fund","Tax Supported","BUSINESS MEETING EXPENSES     ","Operating Expense"
"2015","General Government","Treasurer","CUSTODY OF FUNDS              ","SALARIES/WAGES      ","178697","178697","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Treasurer","CUSTODY OF FUNDS              ","SALARIES/WAGES      ","350","350","General Fund","Tax Supported","LONGEVITY                     ","Personnel Cost"
"2015","General Government","Treasurer","CUSTODY OF FUNDS              ","SALARIES/WAGES      ","16072","16072","General Fund","Tax Supported","TEMPORARY FULL TIME           ","Personnel Cost"
"2015","General Government","Treasurer","CUSTODY OF FUNDS              ","PURCH PROF & TECH SV","200","200","General Fund","Tax Supported","BANK CHARGES                  ","Operating Expense"
"2015","General Government","Treasurer","CUSTODY OF FUNDS              ","PURCH PROPERTY SVC  ","460","460","General Fund","Tax Supported","RENTAL OF OFFICE EQUIP        ","Operating Expense"
"2015","General Government","Treasurer","CUSTODY OF FUNDS              ","OTHER PURCH SVC     ","6000","6000","General Fund","Tax Supported","ARMORED CAR SERVICES          ","Operating Expense"
"2015","General Government","Treasurer","CUSTODY OF FUNDS              ","SUPPLIES            ","3000","3000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Treasurer","CUSTODY OF FUNDS              ","DEBT SVC & MISC     ","130","130","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Treasurer","CUSTODY OF FUNDS              ","DEBT SVC & MISC     ","3000","3000","General Fund","Tax Supported","ATTEND AT PROF CONV/CONF      ","Operating Expense"
"2015","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","SALARIES/WAGES      ","1601943","1596027","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","SALARIES/WAGES      ","900","900","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","SALARIES/WAGES      ","25000","22600","General Fund","Tax Supported","PART TIME EMPLOYEES           ","Personnel Cost"
"2015","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","PURCH PROF & TECH SV","25000","23000","General Fund","Tax Supported","RESEARCH & PLANNING SERV      ","Operating Expense"
"2015","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","PURCH PROPERTY SVC  ","1000","489","General Fund","Tax Supported","RENTAL OF COMM EQUIPMENT      ","Operating Expense"
"2015","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","OTHER PURCH SVC     ","5000","4000","General Fund","Tax Supported","MILEAGE & TRAV ALLOW-CITY     ","Operating Expense"
"2015","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","OTHER PURCH SVC     ","500","500","General Fund","Tax Supported","FREIGHT & EXPRESS CHARGES     ","Operating Expense"
"2015","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","SUPPLIES            ","8000","8000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","SUPPLIES            ","1500","500","General Fund","Tax Supported","PHOTOCOPY SUPPLIES            ","Operating Expense"
"2015","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","SUPPLIES            ","16500","15500","General Fund","Tax Supported","SUBSCRIPTIONS-PERIODICALS     ","Operating Expense"
"2015","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","DEBT SVC & MISC     ","4000","3000","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Town Clerk","OPERATIONS                    ","SALARIES/WAGES      ","479424","479424","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Town Clerk","OPERATIONS                    ","SALARIES/WAGES      ","950","950","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Town Clerk","OPERATIONS                    ","OTHER PURCH SVC     ","4500","4500","General Fund","Tax Supported","OUTSIDE PRINTING SERVICE      ","Operating Expense"
"2015","General Government","Town Clerk","OPERATIONS                    ","OTHER PURCH SVC     ","5000","5000","General Fund","Tax Supported","PRINTING-COUNCIL JOURNALS     ","Operating Expense"
"2015","General Government","Town Clerk","OPERATIONS                    ","OTHER PURCH SVC     ","65000","65000","General Fund","Tax Supported","LAND RECORD INDEXING          ","Operating Expense"
"2015","General Government","Town Clerk","OPERATIONS                    ","OTHER PURCH SVC     ","9000","9000","General Fund","Tax Supported","ADVERTISEMENT                 ","Operating Expense"
"2015","General Government","Town Clerk","OPERATIONS                    ","OTHER PURCH SVC     ","6400","6400","General Fund","Tax Supported","ARMORED CAR SERVICES          ","Operating Expense"
"2015","General Government","Town Clerk","OPERATIONS                    ","SUPPLIES            ","5000","5000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Town Clerk","OPERATIONS                    ","SUPPLIES            ","4500","4500","General Fund","Tax Supported","PRINTING SUPPLIES INK ETC     ","Operating Expense"
"2015","General Government","Town Clerk","OPERATIONS                    ","SUPPLIES            ","460","460","General Fund","Tax Supported","WATER                         ","Operating Expense"
"2015","General Government","Town Clerk","OPERATIONS                    ","SUPPLIES            ","200","200","General Fund","Tax Supported","SUBSCRIPTIONS-PERIODICALS     ","Operating Expense"
"2015","General Government","Town Clerk","OPERATIONS                    ","DEBT SVC & MISC     ","359","359","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Internal Audit","INTERNAL AUDIT                ","SALARIES/WAGES      ","567384","483367","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Internal Audit","INTERNAL AUDIT                ","PURCH PROF & TECH SV","10000","0","General Fund","Tax Supported","STAFF TRAINING SERVICES       ","Operating Expense"
"2015","General Government","Internal Audit","INTERNAL AUDIT                ","PURCH PROF & TECH SV","2400","2400","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Internal Audit","INTERNAL AUDIT                ","OTHER PURCH SVC     ","1000","0","General Fund","Tax Supported","MILEAGE & TRAV ALLOW-CITY     ","Operating Expense"
"2015","General Government","Internal Audit","INTERNAL AUDIT                ","SUPPLIES            ","800","800","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Internal Audit","INTERNAL AUDIT                ","SUPPLIES            ","350","0","General Fund","Tax Supported","SUBSCRIPTIONS-PERIODICALS     ","Operating Expense"
"2015","General Government","Internal Audit","INTERNAL AUDIT                ","DEBT SVC & MISC     ","5350","524","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Internal Audit","INTERNAL AUDIT                ","DEBT SVC & MISC     ","3610","0","General Fund","Tax Supported","ATTEND AT PROF CONV/CONF      ","Operating Expense"
"2015","Public Safety","Police","COURT SUPPORT                 ","SALARIES/WAGES      ","236499","236499","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","COURT SUPPORT                 ","SALARIES/WAGES      ","95000","50000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","ANIMAL CONTROL                ","SALARIES/WAGES      ","230183","230183","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","ANIMAL CONTROL                ","SALARIES/WAGES      ","3000","2500","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","ANIMAL CONTROL                ","OTHER PURCH SVC     ","7000","7000","General Fund","Tax Supported","ADVERTISING                   ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","SALARIES/WAGES      ","280000","130000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","SALARIES/WAGES      ","6000","6000","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","PURCH PROF & TECH SV","6000","6000","General Fund","Tax Supported","INSTRUCTIONAL SERVICES        ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","PURCH PROF & TECH SV","3500","3500","General Fund","Tax Supported","CONTRACT CONSULTANT SERV      ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","PURCH PROF & TECH SV","20000","20000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","OTHER PURCH SVC     ","600","600","General Fund","Tax Supported","OUTSIDE PRINTING              ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","SUPPLIES            ","500","500","General Fund","Tax Supported","UNIFORMS & ACCESSORIES        ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","OTHER ITEMS         ","94276","94276","General Fund","Tax Supported","PAYMENTS TO OUTSIDE AGNCY     ","Operating Expense"
"2015","General Government","Development Services","MARKETING EVENTS & CUL AFFAIRS","PURCH PROF & TECH SV","66500","91500","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Public Works","FLOOD CONTROL OPERATIONS      ","SUPPLIES            ","30000","30000","General Fund","Tax Supported","PLUMBING SUPPLIES             ","Operating Expense"
"2015","General Government","Finance","ASSESSMENT                    ","PURCH PROF & TECH SV","8000","8000","General Fund","Tax Supported","PAY TO BDS & COMMISSIONS      ","Operating Expense"
"2015","Health","Health and Human Services","ENVIRONMENTAL HEALTH          ","SALARIES/WAGES      ","0","-300000","General Fund","Tax Supported","PAYROLL REDUCTION TARGET      ","Personnel Cost"
"2015","Public Safety","Police","CRIME SCENE DIVISION          ","SALARIES/WAGES      ","703950","703950","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","CRIME SCENE DIVISION          ","SALARIES/WAGES      ","100000","50000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","CRIME SCENE DIVISION          ","PURCH PROF & TECH SV","1000","1000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Public Safety","Police","CRIME SCENE DIVISION          ","SUPPLIES            ","2000","2000","General Fund","Tax Supported","PHOTOGRAPHIC SUPPLIES         ","Operating Expense"
"2015","Public Safety","Police","CRIME SCENE DIVISION          ","OTHER ITEMS         ","5000","5000","General Fund","Tax Supported","HAZARDOUS WASTE REMOVAL       ","Operating Expense"
"2015","Public Safety","Police","RECORDS                       ","SALARIES/WAGES      ","273611","273611","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","RECORDS                       ","SALARIES/WAGES      ","3000","2000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
