"fiscal_year","department_name","revenue_source_name","revenue_budget","revenue_collected","revenue_collected_pct","fund_name","revenue_class_name","fund","revenue_source_code","revenue_class_code"
"2016","OFFICE OF FINANCE","PROP TAX-HOMEOWNER RELIEF-STATE",,"37124.09",,"GOB SER 2008A DEBT SERVICE","STATE HOMEOWNER TAX RELIEF","A67","3341","334"
"2016","TRANSPORTATION","REIMB FR OTH FDS-PREF PARKING","1267602","24389","1.92","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5310","530"
"2015","TRANSPORTATION","RELATED COST REIMB-OTHERS",,"598",,"PROPOSITION C ANTIGRIDLOCK IMP","REIMB FROM OTHER FUNDS","540","5361","530"
"2018","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","CONTRIBUTION FR NON-GOV'T SOURCES",,"110057.44",,"SOLID WASTE RESOURCES FUND","DONATIONS & CONTRIBUTIONS","508","5101","510"
"2016","RECREATION AND PARKS","SALVAGE RECEIPTS",,"11437.49",,"RECREATION AND PARKS","SALE OF FIXED ASSETS","302","5142","514"
"2017","TRANSPORTATION","PENALTY-TAXICAB OPERATOR",,"1230",,"TRANSP REGULATION &ENFORCEMENT","FORFEITURES & PENALTIES","596","4833","483"
"2016","CITY CLERK","INTEREST INCOME-OTHER",,"839.78",,"SOUTH PARK II BUSINESS IMPROVEMENT DISTRICT FUND","INVESTMENT EARNINGS","57X","4903","490"
"2016","PUBLIC WORKS - CONTRACT ADMINISTRATION","MISCELLANEOUS SERVICE CHARGES","10000","22450.01","224.5","GENERAL FUND (GENERAL BUDGET)","OTHER CURRENT SERVICE CHARGES","100","4651","465"
"2017","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","OTHER FEDERAL GRANTS",,"100956",,"STORMWATER POLLUTION ABATE FND","OTHER INTERGOVTL-FEDERAL","511","3684","368"
"2017","ANIMAL SERVICES","PET ID SYSTEM FEES",,,,"GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","100","4174","417"
"2018","PUBLIC WORKS - STREET SERVICES","WEED ASSESSMENTS","550000","251912.3","45.8","GENERAL FUND (GENERAL BUDGET)","ASSESSMENTS","100","3176","317"
"2016","TRANSPORTATION","ADDL INTERFD TRANS-OTHER FUNDS",,"300000",,"ATSAC TRUST","ADDL INTERFD OPERATING TRANSFER","484","5693","569"
"2016","GENERAL SERVICES","SALVAGE RECEIPTS",,"6311.66",,"STORES REVOLVING","SALE OF FIXED ASSETS","707","5142","514"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"1189225.17",,"HOLLYWOOD MEDIA DP & BUS IMPRO","ASSESSMENTS","42X","3182","317"
"2014","PUBLIC WORKS - ENGINEERING","TRENCH REPLACING","30000","55093.47","183.64","GENERAL FUND (GENERAL BUDGET)","STREET SIDEWALK & CURB REPAIRS","100","4286","428"
"2016","TRANSPORTATION","TRANSPORTATION IMPACT ASSMT FEE",,"2032862.59",,"WEST LA TRANSP IMPROV & MITIGA","ASSESSMENTS","681","3178","317"
"2017","NON-DEPARTMENTAL - GENERAL","INTERFD OPER TRANS-RESERVE",,"1000000",,"BUDGET STABILIZATION FUND","INTERFUND OPERATING TRANSFER","102","5613","561"
"2015","POLICE","POLICE IMMIG CLEARANCE LETTERS","12000",,,"GENERAL FUND (GENERAL BUDGET)","POLICE DEPT SERVICES","100","4079","407"
"2021","GENERAL SERVICES","RECYCLABLE MATERIALS SALES",,"0",,"GENERAL FUND (GENERAL BUDGET)","SOLID WASTE REVENUE","100","4422","442"
"2015","GENERAL SERVICES","MISC GENERAL SERVICES RECEIPTS","100","30","30","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4228","420"
"2013","RECREATION AND PARKS","SALVAGE RECEIPTS",,"38282.39",,"RECREATION AND PARKS","SALE OF FIXED ASSETS","302","5142","514"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GRANTS - OTHERS",,"194159.55",,"SEWER CAPITAL FUND","STATE GRANTS/AGREEMENTS","761","3361","336"
"2017","PERSONNEL","REIMB FROM OTHER FUNDS","411502","705915.71","171.55","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2016","PUBLIC WORKS - BOARD OF PUBLIC WORKS","OVERLOAD PERMITS",,"715.76",,"GENERAL FUND (GENERAL BUDGET)","STREETS AND CURB PERMITS","100","3251","324"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SEWER CONS",,"9098528.86",,"WSSRB DEBT SERV REF 2012-C","INTERFUND OPERATING TRANSFER","W75","5615","561"
"2016","FIRE","NON-CONTINUING PERMITS","2900000","2086067.26","71.93","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4112","411"
"2016","FIRE","REIMB-METRO RAIL PROJECT","200000","619470.79","309.74","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5311","530"
"2016","MAYOR","INTEREST INCOME-OTHER",,"308.56",,"FY12 AND FY13 SECURING THE CITIES GRANT FUND","INVESTMENT EARNINGS","55X","4903","490"
"2016","PERSONNEL","REIMB FROM OTHER FUNDS","147570","398793.93","270.24","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2016","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","MISCELLANEOUS REVENUE-OTHERS",,"1028.18",,"CDD SECTION 108 LOAN GUARANTEE","MISCELLANEOUS REVENUES","43F","5188","516"
"2017","INFORMATION TECHNOLOGY AGENCY","SERVICE TO HARBOR",,"30000",,"GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","FRANCHISE INCOME-OTHERS",,"3982032.36",,"INTEGRATED SOLID WASTE MGMT  D","FRANCHISES INCOME","556","3069","306"
"2015","CITY CLERK","DONATIONS & CONTRIBUTIONS",,"125000",,"COUNCIL DIST 2 REAL PROP TRUST","DONATIONS & CONTRIBUTIONS","684","5102","510"
"2016","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","INTEREST INCOME-OTHER",,"40.92",,"BROWNFIELDS TRNG DEMO GRANT","INVESTMENT EARNINGS","44Y","4903","490"
"2016","FIRE","FIRE SFTY CLEAR INSP-CARE FACIL","38000","43080","113.37","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4122","411"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","RELATED COST REIMB FR GRANTS",,"3612.87",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5346","530"
"2017","CITY ADMINISTRATIVE OFFICER","REIMB PROP Q POLICE/FIRE FUND","8000",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5321","530"
"2016","POLICE","STATE GRANTS - OTHERS",,"124763.8",,"STANDARDS & TRAINNG FOR CORREC","STATE GRANTS/AGREEMENTS","41Y","3361","336"
"2016","NON-DEPARTMENTAL - GENERAL","MUNICIPAL COURT FINES",,"5100273.75",,"TRAFFIC SAFETY","VEHICLE CODE FINES","306","4802","480"
"2017","CITY ATTORNEY","FINES AND PENALTIES-OTHERS","5000","1710.33","34.21","GENERAL FUND (GENERAL BUDGET)","OTHER FINES","100","4815","481"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER FUNDS",,"2806135.11",,"SEWER CONSTRUCTION&MAINTENANCE","REIMB FROM OTHER FUNDS","208","5301","530"
"2016","CITY ADMINISTRATIVE OFFICER","SERVICE TO AIRPORTS","418989","84872.57","20.26","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2016","NON-DEPARTMENTAL - GENERAL","SALES & USE TAX","426120000","417541388.07","97.99","GENERAL FUND (GENERAL BUDGET)","SALES AND USE TAXES","100","3051","305"
"2016","TRANSPORTATION","COUNTY GRANTS - OTHERS",,"12593753.17",,"TRANSPORTATION GRANTS FUND","COUNTY GRANTS/AGREEMENTS","655","3513","351"
"2015","FIRE","REIMB EMPL REL - UFLAC","200000",,,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5163","516"
"2016","PUBLIC WORKS - STREET SERVICES","MISC ST MAINTENANCE","1000","5779.97","578","GENERAL FUND (GENERAL BUDGET)","STREET SIDEWALK & CURB REPAIRS","100","4288","428"
"2012","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","MISCELLANEOUS-SOLID WASTE",,"14982.05",,"SEWER CONSTRUCTION&MAINTENANCE","SOLID WASTE REVENUE","208","4427","442"
"2016","EMERGENCY OPERATIONS BOARD","ADDL INTERFD TRANS-OTHER FUNDS",,"215835.4",,"EMERGENCY OPERATIONS FUND","ADDL INTERFD OPERATING TRANSFER","392","5693","569"
"2014","PUBLIC WORKS - CONTRACT ADMINISTRATION","INTERFD OPER TRANS-SP GAS TAX","716781","420234.67","58.63","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5627","561"
"2016","TRANSPORTATION","REIMB FROM OTHER FUNDS",,"4019933.33",,"PROPOSITION C ANTIGRIDLOCK IMP","REIMB FROM OTHER FUNDS","540","5301","530"
"2016","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,"5325181.94",,"WATER SYSTEM REVENUE BONDS 2016 SERIES A, BOND SERVICE FUND","INTERFUND OPERATING TRANSFER","M1K","5654","561"
"2018","ZOO","MISCELLANEOUS COLISEUM RECEIPTS",,"41407.65",,"ZOO ENTERPRISE TRUST FUND","COLISEUM/SPORTS ARENA REVENUE","40E","4541","454"
"2016","PUBLIC WORKS - BOARD OF PUBLIC WORKS","REIMB PROP F FIRE BOND FUND","20000","25124.41","125.62","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5320","530"
"2016","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","INTEREST INCOME-OTHER",,"110.28",,"DOL FEDERAL EARMARK","INVESTMENT EARNINGS","52R","4903","490"
"2014","TRANSPORTATION","INTEREST INCOME-OTHER",,"77722.71",,"WEST LA TRANSP IMPROV & MITIGA","INVESTMENT EARNINGS","681","4903","490"
"2016","CITY ATTORNEY","COMMUNITY DEV TR RELATED COST","368077","194494.49","52.84","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5334","530"
"2016","CITY PLANNING","RELATED COST REIMB-OTHERS","11626390","11766193.86","101.2","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530"
"2016","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,"8168718.76",,"PWR SYST RB 2009 A BD SER FUND","INTERFUND OPERATING TRANSFER","J3B","5654","561"
"2016","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,"1580722.5",,"POWER SYSTEM REVENUE BONDS 2016 SERIES A, BOND SERVICE FUND","INTERFUND OPERATING TRANSFER","J7B","5654","561"
"2018","TRANSPORTATION","MOBILE SRC AIR POLLUTION GRANT",,"5171223.9",,"MOBILE SOURCE AIR POLLUT REDUC","STATE GRANTS/AGREEMENTS","528","3368","336"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-SCM",,"57031.47",,"WSSRB DEBT SERVICE FUND, REFUNDING SERIES 2013-A","INVESTMENT EARNINGS","W78","4905","490"
"2016","CITY ADMINISTRATIVE OFFICER","INTEREST INCOME-OTHER",,"27025.16",,"COMM FACI DIST 4 PLAYA VISTA I","INVESTMENT EARNINGS","46K","4903","490"
"2016","TRANSPORTATION","TAXICAB VEHICLE BANDIT FEE",,"840358.05",,"TRANSP REGULATION &ENFORCEMENT","OTHER LICENSES & PERMITS","596","3292","328"
"2016","WATER AND POWER","INTEREST INCOME-OTHER",,"13254.46",,"WS RB 2013 SERIES B BOND SERVICE FUND","INVESTMENT EARNINGS","M1A","4903","490"
"2016","CITY CLERK","INTEREST INCOME-OTHER",,"2196.38",,"ARTS DISTRICT LOS ANGELES BID","INVESTMENT EARNINGS","56B","4903","490"
"2016","PUBLIC WORKS - SANITATION","INTERFD OPER TRANS-LANDFILL MAINT","4335206","4254272","98.13","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5640","561"
"2017","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","ONE-STOP PERMIT CENTER FEES",,"424",,"STORMWATER POLLUTION ABATE FND","OTHER CURRENT SERVICE CHARGES","511","4659","465"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SERVICE TO WATER & POWER",,"1093709.46",,"SUBVENTIONS AND GRANTS","QUASI-EXTERNAL TRANSACTION","305","4596","459"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"1617564.64",,"HISTORIC CORE BUS IMPROVE DIST","ASSESSMENTS","41U","3182","317"
"2014","MAYOR","INTEREST INCOME-OTHER",,"404.81",,"2009 CALGRIP GRANT FUND","INVESTMENT EARNINGS","53J","4903","490"
"2016","DISABILITY","MISCELLANEOUS REVENUE-OTHERS",,"7300",,"MAYORS OFF FOR HANDICAP TRUST","MISCELLANEOUS REVENUES","849","5188","516"
"2015","PERSONNEL","REIMB OF RELATED COST-PR YR",,"90031.01",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530"
"2016","PUBLIC WORKS - STREET LIGHTING","INTERFD OPER TRANS-SP GAS TAX","1083003","1083003","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5627","561"
"2013","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX UNSEC",,"184270.56",,"GOB SER 2011A DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A69","3032","303"
"2016","TRANSPORTATION","SERVICE TO WATER & POWER","550000","262226.79","47.68","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459"
"2016","CITY CLERK","INTEREST INCOME-OTHER",,"126.43",,"PACIFIC PALISADES BUSINESS IMPROVEMENT DISTRICT FUND","INVESTMENT EARNINGS","57V","4903","490"
"2014","CITY CLERK","COUNCIL SUBSCRIBER SERVICE","250","220","88","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4330","432"
"2016","GENERAL SERVICES","MISCELLANEOUS REVENUE-OTHERS",,"160056.28",,"GREEN RETROFIT PROGRAM FUND","MISCELLANEOUS REVENUES","45E","5188","516"
"2013","PUBLIC WORKS - ENGINEERING","INTERFD OPER TRANS-SP GAS TAX","4395347","2145875.38","48.82","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5627","561"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","OTHER FEDERAL GRANTS",,"2286257.92",,"ENGINEERING SPECIAL SERVICE FD","OTHER INTERGOVTL-FEDERAL","682","3684","368"
"2016","CULTURAL AFFAIRS","INTEREST INCOME-OTHER",,"14.06",,"ARRA-NEA","INVESTMENT EARNINGS","52C","4903","490"
"2012","PUBLIC WORKS - ENGINEERING","PROPERTY OWNERSHIP INFORMATION",,"3095.67",,"GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4334","432"
"2016","PENSION","MISCELLANEOUS REVENUE-OTHERS",,"40788.79",,"FIRE & POLICE TIER 2 GENERAL P","MISCELLANEOUS REVENUES","804","5188","516"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","MISCELLANEOUS REVENUE-OTHERS",,"14925.02",,"GOB 2008A CLEAN WATER CLEANUP","MISCELLANEOUS REVENUES","16Q","5188","516"
"2016","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","INTEREST INCOME-OTHER",,"145.45",,"LA BRIDGES - DOJ GRANT","INVESTMENT EARNINGS","44V","4903","490"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","OTHER FEDERAL GRANTS",,"41340317.63",,"SIXTH STREET VIADUCT IMPROVEMENT FUND","OTHER INTERGOVTL-FEDERAL","54W","3684","368"
"2016","CITY CLERK","FRANCHISE INCOME-PIPE LINES",,"80201",,"COUNCIL DIST 9 REAL PROP TRUST","FRANCHISES INCOME","691","3063","306"
"2016","FIRE","CONTINUING PERMITS SECTION5704","3000000","3481223.23","116.04","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4111","411"
"2016","CITY CLERK","INTEREST INCOME-OTHER",,"111.57",,"TARZANA BUSINESS IMPROVE DISTR","INVESTMENT EARNINGS","41S","4903","490"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","WASTEWATER SVC CONTR-O&M",,"18821670",,"SEWER CONSTRUCTION&MAINTENANCE","SEWER SERVICE REVENUES","208","4393","439"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-SCM",,"3135.51",,"WSRB DEBT SERVICE FD 2005-A","INVESTMENT EARNINGS","W51","4905","490"
"2016","CITY CLERK","INTEREST INCOME-OTHER",,"736.47",,"NORTH HOLLYWOOD TRANSIT BID","INVESTMENT EARNINGS","49R","4903","490"
"2016","RECREATION AND PARKS","INTERFD OPER TRANS-OTHER FUNDS",,"471869",,"RECREATION AND PARKS","INTERFUND OPERATING TRANSFER","302","5654","561"
"2017","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GRANTS - OTHERS",,"686781.32",,"GOB 2009 CLEAN WATER CLEANUP","STATE GRANTS/AGREEMENTS","16T","3361","336"
"2016","POLICE","INTERFD OPER TRANS-OTHER FUNDS","1108726","1108726","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","OTHER FEDERAL GRANTS",,"7445.27",,"STORMWATER POLLUTION ABATE FND","OTHER INTERGOVTL-FEDERAL","511","3684","368"
"2016","ZOO","FACILITY USE FEES",,"3575",,"ZOO ENTERPRISE TRUST FUND","RECREATION & PARKS REVENUES","40E","4512","451"
"2016","INFORMATION TECHNOLOGY AGENCY","SEWER CONS & MAIN RELATED COST","53733","88445","164.6","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5328","530"
"2016","NON-DEPARTMENTAL - HUMAN RESOURCES BENEFITS","REIMB FROM OTHER FUNDS",,"50720541.33",,"IRS SEC501 EMPLOYEE BENEF TRUS","REIMB FROM OTHER FUNDS","899","5301","530"
"2016","TRANSPORTATION","MISCELLANEOUS REVENUE-OTHERS","11000","16346.52","148.6","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516"
"2015","MAYOR","REIMB-METRO RAIL PROJECT",,"49529.19",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5311","530"
"2016","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","COUNTY GRANTS - OTHERS",,"163919.96",,"HIGH RISK/HIGH NEED SERVICES PROGRAM FUND","COUNTY GRANTS/AGREEMENTS","45D","3513","351"
"2016","CITY CLERK","INTEREST INCOME-OTHER",,"3015.82",,"HISTORIC CORE BUS IMPROVE DIST","INVESTMENT EARNINGS","41U","4903","490"
"2015","POLICE","REIM EMP REL-POLICE PROTECTN",,"187500",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5164","516"
"2016","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,"13518050",,"WS RB 2014 SERIES A BOND SERVICE FUND","INTERFUND OPERATING TRANSFER","M1C","5654","561"
"2016","CITY ATTORNEY","INTERFD OPER TRANS- CODE ENFORCE","254523","151163.91","59.39","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5648","561"
"2016","TRANSPORTATION","OTHER FEDERAL GRANTS",,"0",,"GENERAL FUND (GENERAL BUDGET)","OTHER INTERGOVTL-FEDERAL","100","3684","368"
"2016","PUBLIC WORKS - ENGINEERING","MISCELLANEOUS REVENUE-OTHERS","300000","9757.98","3.25","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516"
"2016","CITY CLERK","INTEREST INCOME-OTHER",,"3777.09",,"SOUTH PARK BUSINESS IMPROV","INVESTMENT EARNINGS","48A","4903","490"
"2016","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","ADDL INTERFUND TRANS - GENERAL FD",,"3657000",,"GENERAL FUND- VARIOUS PROGRAM","ADDL INTERFD OPERATING TRANSFER","551","5691","569"
"2017","GENERAL SERVICES","REIMB OF PRIOR YEAR SALARY",,"1246.44",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5168","516"
"2016","PUBLIC WORKS - BOARD OF PUBLIC WORKS","INTERFD OPER TRANS-SEWER CONS","2850970","2597334.09","91.1","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561"
"2015","PUBLIC WORKS - ENGINEERING","RELATED COST ARRA - PRIOR YEAR",,"807.06",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5364","530"
"2018","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"452226.15",,"CENTRAL AVENUE HISTORIC BUSINESS IMPROVEMENT DISTRICT FUND","ASSESSMENTS","58A","3182","317"
"2016","CITY CLERK","INTEREST INCOME-OTHER",,"126.07",,"EFFICIENCY PROJ POLICE HIRING","INVESTMENT EARNINGS","48N","4903","490"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GRANTS - OTHERS",,"4262638.97",,"GOB 2009 CLEAN WATER CLEANUP","STATE GRANTS/AGREEMENTS","16T","3361","336"
"2017","PENSION","RETIREMENT CONTRIBUTION-EMPLOYER",,"1303600",,"F&P PEN EXCESS BENEFIT PLAN FD","RETIREMENT CONTRIBUTIONS","918","5502","550"
"2016","NON-DEPARTMENTAL - LIABILITY CLAIMS","ADDL INTERFD TRANS-RES FD NON REIM","29000000","29000000","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GRANTS - OTHERS",,"8700",,"INTEGRATED SOLID WASTE MGMT  D","STATE GRANTS/AGREEMENTS","556","3361","336"
"2017","RECREATION AND PARKS - SPECIAL ACCOUNTS","REC & PARK FEES-OTHERS",,"41.4",,"RECREATION AND PARKS","RECREATION & PARKS REVENUES","302","4516","451"
"2017","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","DONATIONS & CONTRIBUTIONS",,"617464",,"EWDD SUMMER YOUTH PROGRAM-OTHER SOURCES FUND","DONATIONS & CONTRIBUTIONS","56L","5102","510"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","MISCELLANEOUS REVENUE-OTHERS",,"402.8",,"SEWER OPERATIONS & MAINTENANCE","MISCELLANEOUS REVENUES","760","5188","516"
"2017","WATER AND POWER","INTEREST INCOME-OTHER",,"7204.6",,"POWER SYSTEM REVENUE BONDS 2016 SERIES B, CONSTRUCTION FUND","INVESTMENT EARNINGS","J7F","4903","490"
"2016","ZOO","MISCELLANEOUS COLISEUM RECEIPTS",,"272848.74",,"ZOO ENTERPRISE TRUST FUND","COLISEUM/SPORTS ARENA REVENUE","40E","4541","454"
"2016","FIRE","REIMB OF RELATED COST-PR YR",,"275038.84",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530"
"2016","TRANSPORTATION","TEMPORARY TRAFFIC SIGNS","867000","1141655.95","131.68","GENERAL FUND (GENERAL BUDGET)","STREET SIDEWALK & CURB REPAIRS","100","4293","428"
"2022","GENERAL SERVICES","REIMB OF PRIOR YEAR SALARY",,"3282",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5168","516"
"2016","PUBLIC WORKS - ENGINEERING","INTERFD OPER TRANS-SEWER CONS","35778255","31714317.42","88.64","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561"
"2016","CITY CLERK","INVESTMENT INCOME",,"2083.5",,"COUNCIL DIST 8 REAL PROP TRUST","INVESTMENT EARNINGS","690","4906","490"
"2016","CITY ATTORNEY","COUNTY GRANTS - OTHERS",,"849286.31",,"CITY ATTORNEY GRANTS","COUNTY GRANTS/AGREEMENTS","368","3513","351"
"2016","PUBLIC WORKS - CONTRACT ADMINISTRATION","SERVICE TO WATER & POWER","700000","205546","29.36","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459"
"2016","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","INTEREST INCOME-OTHER",,"119.82",,"LAUSD GRANTS","INVESTMENT EARNINGS","48J","4903","490"
"2016","TRANSPORTATION","INTEREST INCOME-OTHER",,"79872.69",,"VENTURA/CAHUENGA CORRIDOR PLAN","INVESTMENT EARNINGS","523","4903","490"
"2016","CITY CLERK","FRANCHISE INCOME-PIPE LINES",,"64481.94",,"COUNCIL DIST13 REAL PROP TRUST","FRANCHISES INCOME","695","3063","306"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SEWER PERMIT AND RELATED FEES",,"1588485.7",,"SEWER CONSTRUCTION&MAINTENANCE","SEWER SERVICE REVENUES","208","4397","439"
"2016","CITY PLANNING","INTEREST INCOME-OTHER",,"79780.62",,"PLANNING LONG-RANGE PLAN SPREV","INVESTMENT EARNINGS","52F","4903","490"
"2017","CITY ETHICS COMMISSION","MISCELLANEOUS REVENUE-OTHERS","5000",,,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516"
"2016","PUBLIC WORKS - BOARD OF PUBLIC WORKS","INTERFD OPER TRANS-PROP C","145623","90395","62.07","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5638","561"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-SCM",,"5311.3",,"WSRB DEBT SERVICE FUND, REFUNDING SERIES 2015-C","INVESTMENT EARNINGS","W83","4905","490"
"2016","CITY ATTORNEY","CA SERV RENDERED TO HSG AUTHO","1275463","1260639.78","98.84","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4351","432"
"2016","PERSONNEL","STORMWTR POLLU ABATE REL COST","16375","16375","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5338","530"
"2016","PUBLIC WORKS - STREET LIGHTING","SEISMIC BOND FUND","30700","34877.69","113.61","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5317","530"
