"fiscal_year","department_name","revenue_source_name","adopted_revenue_budget","amended_revenue_budget","revenue_budget","revenue_collected","revenue_collected_pct","fund_name","revenue_class_name","fund","revenue_source_code","revenue_class_code","department"
"2015","NON-DEPARTMENTAL - GENERAL","LOS ANGELES MALL RENTAL INCOME","550000",,"550000","525227.53","95.5","GENERAL FUND (GENERAL BUDGET)","RENTS AND CONCESSIONS","100","4932","493","62"
"2015","TRANSPORTATION","INTEREST INCOME-OTHER",,,,"524733.1",,"MEASURE R LOCAL RETURN FUND","INVESTMENT EARNINGS","51Q","4903","490","94"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR SEC",,,,"524612.09",,"GOB SER 2005B DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A65","3033","303","39"
"2015","NON-DEPARTMENTAL - GENERAL","SERVICE TO AIRPORTS","1873389",,"1873389","524242.43","27.98","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459","62"
"2015","POLICE","CITY ATTY COLLECTION SERVICES","200000",,"200000","523914.57","261.96","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5171","516","70"
"2015","WATER AND POWER","DISASTER COST REIMB STATE GOVT",,,,"521831",,"WATER REVENUE","REIMB FROM GRANTS","705","5426","542","98"
"2015","EMERGENCY OPERATIONS BOARD","REIMB FROM OTHER FUNDS",,,,"520647",,"EMERGENCY OPERATIONS FUND","REIMB FROM OTHER FUNDS","392","5301","530","34"
"2015","CITY ATTORNEY","INTERFD OPER TRANS-SEWER CONS","520385",,"520385","520385","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561","12"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","RELATED COST REIMB FR GRANTS",,,,"517752.76",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5346","530","22"
"2015","BUILDING AND SAFETY","CONST BLDG DEMOLITION PERMIT",,,,"517650.4",,"BLDG & SAFETY PERMIT ENTERPRIS","CONSTRUCTION PERMITS","48R","3222","322","8"
"2015","BUILDING AND SAFETY","MISCELLANEOUS ADM SERVICES",,,,"516943.76",,"REPAIR & DEMOLITION","ENGR INSPECTION & OTHER CHARGES","346","4225","420","8"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX UNSEC",,,,"516442.37",,"GOB SER 2009 DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A68","3032","303","39"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","MISCELLANEOUS REVENUE-OTHERS",,,,"516090.55",,"ENTERPRISE ZONE TAX CREDIT VOU","MISCELLANEOUS REVENUES","48L","5188","516","22"
"2015","TRANSPORTATION","SERVICE TO WATER & POWER","692000",,"692000","512238.92","74.02","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459","94"
"2015","TRANSPORTATION","TRNSP MITIGATION RELATED COST","640813",,"640813","511714.21","79.85","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5330","530","94"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","LEASE & RENTAL OF CITY PROPERTIES",,,,"511689.99",,"RECREATION AND PARKS GOLF SPE","RENTS AND CONCESSIONS","52H","4931","493","89"
"2015","TRANSPORTATION","REIMB OF PRIOR YEAR SALARY",,,,"511418.33",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5168","516","94"
"2015","PERSONNEL","INTERFD OPER TRANS-MOBIL SRC AIR","591664",,"591664","510030.76","86.2","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5637","561","66"
"2015","LOS ANGELES HOUSING","INTEREST ON POOLED INVEST-GEN FUND",,,,"509380.49",,"SYSTEMATIC CODE ENFORCEMNT FEE","INVESTMENT EARNINGS","41M","4902","490","43"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-EMP RIDESHARE","790990",,"790990","508858.7","64.33","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5636","561","40"
"2015","DISABILITY","INTRFD OPER TRANS-COM DEV TRUST","587143","-7152","579991","501659.92","86.49","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5626","561","65"
"2015","PUBLIC WORKS - ENGINEERING","REVOCABLE PERMIT FEE","415000",,"415000","501658.31","120.88","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4233","420","78"
"2015","LOS ANGELES HOUSING","RELATED COST REIMB FR GRANTS",,,,"500482.08",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5346","530","43"
"2015","CITY CLERK","INTERFD OPER TRANS-OTHER FUNDS","500013",,"500013","500013","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","14"
"2015","CITY ATTORNEY","MISCELLANEOUS SERVICE CHARGES",,,,"497094.19",,"LEGAL FEES REIMBURSEMENT SPECIAL FUND","OTHER CURRENT SERVICE CHARGES","57H","4651","465","12"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","INTERFD OPER TRANS-SP GAS TAX","607111",,"607111","497045.24","81.87","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5627","561","76"
"2015","LOS ANGELES HOUSING","OTHER FEDERAL GRANTS",,,,"496796.29",,"HEALTHY HOMES 1","OTHER INTERGOVTL-FEDERAL","54K","3684","368","43"
"2015","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,,,"492657.54",,"PWR SYST RB 2014 A BD SER FUND","INTERFUND OPERATING TRANSFER","J6M","5654","561","98"
"2015","NON-DEPARTMENTAL - GENERAL","DISASTER COST REIMB FEDERAL GV","3800000",,"3800000","488746","12.86","GENERAL FUND (GENERAL BUDGET)","REIMB FROM GRANTS","100","5425","542","62"
"2015","PERSONNEL","INTERFD OPER TRANS-SOLID WASTE","485265",,"485265","485265","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5634","561","66"
"2015","RECREATION AND PARKS","INTEREST INCOME-OTHER",,,,"478526.5",,"RECREATION AND PARKS","INVESTMENT EARNINGS","302","4903","490","88"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"475926.36",,"MELROSE BUSINESS IMPROVEMENT DISTRICT FUND","ASSESSMENTS","55W","3182","317","14"
"2015","LOS ANGELES HOUSING","OTHER FEDERAL GRANTS",,,,"475816.45",,"TRAFFIC SAFETY EDUCATION PROGM","OTHER INTERGOVTL-FEDERAL","45C","3684","368","43"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GRANTS - OTHERS",,,,"474487.23",,"ENVIRONMENTAL AFFAIRS TRUST","STATE GRANTS/AGREEMENTS","537","3361","336","50"
"2015","WATER AND POWER","DEPOSIT RECEIPTS-AGENCY FUNDS",,,,"473972.5",,"ELEC PL REVBDS ISS94,RESERVE","MISCELLANEOUS REVENUES","J15","5166","516","98"
"2015","TRANSPORTATION","STATE GRANTS - OTHERS",,,,"473096",,"TRANSPORTATION GRANTS FUND","STATE GRANTS/AGREEMENTS","655","3361","336","94"
"2015","GENERAL SERVICES","OTHER FINANCING SOURCES",,,,"469532.44",,"GENERAL FUND (GENERAL BUDGET)","OTHER FINANCING SOURCES","100","5741","574","40"
"2015","POLICE","INTERFD OPER TRANS-OTHER FUNDS","466580",,"466580","465171.79","99.7","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","70"
"2015","CITY ADMINISTRATIVE OFFICER","INTEREST INCOME-OTHER",,,,"461895.7",,"ARRA-MICLA CP SPECIAL FUNDNTES","INVESTMENT EARNINGS","299","4903","490","10"
"2015","PUBLIC WORKS - STREET SERVICES","OVERLOAD PERMITS","200000",,"200000","461054.96","230.53","GENERAL FUND (GENERAL BUDGET)","STREETS AND CURB PERMITS","100","3251","324","86"
"2015","AIRPORTS","MISCELLANEOUS REVENUE-OTHERS",,,,"460799.29",,"AIRPORT REVENUE","MISCELLANEOUS REVENUES","700","5188","516","4"
"2015","TRANSPORTATION","MEASURE R TRAFFIC RELIEF OH REIMB","458887",,"458887","458887","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5367","530","94"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-STORMWTR POL","453382",,"453382","453382","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5635","561","40"
"2015","CITY ADMINISTRATIVE OFFICER","SERVICE TO AIRPORTS","360110",,"360110","453225.37","125.86","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459","10"
"2015","RECREATION AND PARKS","OIL ROYALTIES & RENTALS",,,,"452591.39",,"RECREATION AND PARKS","ROYALTIES","302","4951","495","88"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","LEASES & RENTALS-OTHER",,,,"452343",,"BUS BENCH ADVERTISING PROGRA","RENTS AND CONCESSIONS","43S","4934","493","50"
"2015","OFFICE OF FINANCE","INTERFD OPER TRANS-SEWER CONS","451713",,"451713","451713","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561","39"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"448680.86",,"WILSHIRE CENTER BUS IMPRV DIST","ASSESSMENTS","648","3182","317","14"
"2015","CITY CLERK","SALE OF SURPLUS PROPERTY",,,,"448154.12",,"COUNCIL DIST 4 REAL PROP TRUST","SALE OF FIXED ASSETS","686","5141","514","14"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SALE OF REFUSE - OTHERS",,,,"448106.06",,"LANDFILL CLOSURE & POSTCLOSURE","SOLID WASTE REVENUE","488","4426","442","50"
"2015","INFORMATION TECHNOLOGY AGENCY","SANIT EQUIP CHG ACQ FD REL COST","446914",,"446914","446916","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5345","530","32"
"2015","PERSONNEL","DEFERRED COMP EMPL ADMIN FEES","430000",,"430000","445829.93","103.68","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4354","432","66"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"445408.93",,"NORTH HOLLYWOOD TRANSIT BID","ASSESSMENTS","49R","3182","317","14"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"444627.37",,"LITTLE TOKYO BID FUND","ASSESSMENTS","46W","3182","317","14"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"443911.06",,"STUDIO CITY BUS IMPROV DISTRIC","ASSESSMENTS","42M","3182","317","14"
"2015","POLICE","RECRUIT OFFICERS TRAINING",,,,"443098.12",,"LAPD REVOLVING TRAINING FUND","POLICE DEPT SERVICES","670","4073","407","70"
"2015","INFORMATION TECHNOLOGY AGENCY","BLDG & SAFETY ENT FND REL COST","639717",,"639717","440378.27","68.84","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5359","530","32"
"2015","CITY ADMINISTRATIVE OFFICER","INTERFD OPER TRANS-DISASTER ASSIST","440000",,"440000","440000","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5642","561","10"
"2015","AIRPORTS","INTEREST INCOME-OTHER",,,,"439519.32",,"PASSENGER FACILITY CHARGE -ONT","INVESTMENT EARNINGS","736","4903","490","4"
"2015","LOS ANGELES HOUSING","INTERFD OPER TRANS - ARRA","1537757","-876510.28","661246.72","439259.92","66.43","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5655","561","43"
"2015","PUBLIC WORKS - ENGINEERING","PARCEL MAPS FINAL","230000",,"230000","438817.26","190.79","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4246","420","78"
"2015","DISABILITY","ADDL INTERFD TRANS-RES FD NON REIM",,,,"438675",,"COMPUTERIZED INFOR CTR FOR DIS","ADDL INTERFD OPERATING TRANSFER","473","5692","569","65"
"2015","CITY ATTORNEY","ADDL INTERFD TRANS-RES FD NON REIM",,"437582","437582","437582","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","12"
"2015","CITY ADMINISTRATIVE OFFICER","CONTRIBUTION FR LA MARATHON","340000",,"340000","434621.5","127.83","GENERAL FUND (GENERAL BUDGET)","DONATIONS & CONTRIBUTIONS","100","5104","510","10"
"2015","GENERAL SERVICES","MISCELLANEOUS REVENUE-OTHERS",,,,"433952.6",,"GREEN RETROFIT PROGRAM FUND","MISCELLANEOUS REVENUES","45E","5188","516","40"
"2015","NON-DEPARTMENTAL - HUMAN RESOURCES BENEFITS","INTEREST INCOME-OTHER",,,,"432852.69",,"IRS SEC501 EMPLOYEE BENEF TRUS","INVESTMENT EARNINGS","899","4903","490","61"
"2015","CITY ADMINISTRATIVE OFFICER","SEWER CONS & MAIN RELATED COST","427986",,"427986","427986","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5328","530","10"
"2015","MAYOR","OTHER FEDERAL GRANTS",,,,"425537.96",,"FY09 ARREST POLICIES GRANT FD","OTHER INTERGOVTL-FEDERAL","52E","3684","368","46"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","SERVICE TO WATER & POWER","781378",,"781378","424184.07","54.29","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459","76"
"2015","POLICE","POLICE ACADEMY TUITION",,,,"421642.73",,"LAPD REVOLVING TRAINING FUND","POLICE DEPT SERVICES","670","4077","407","70"
"2015","FIRE","UNDERGROUND STORAGE TK-PLAN CK","480000",,"480000","415561.3","86.58","GENERAL FUND (GENERAL BUDGET)","PLAN CHECKING FEES","100","4157","415","38"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","COMMUNITY DEV TR RELATED COST","1026102",,"1026102","413858.1","40.33","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5334","530","22"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","OTHER FEDERAL GRANTS",,,,"413509.89",,"CDD SECTION 108 LOAN GUARANTEE","OTHER INTERGOVTL-FEDERAL","43F","3684","368","22"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX UNSEC",,,,"410231.4",,"GOB REFUNDING SER98A DEBT SERV","VOTER APRVD DEBT-PROPERTY TAX","A53","3032","303","39"
"2015","TRANSPORTATION","PROPOSITION 1B-LOCAL ROAD & ST",,,,"409143.62",,"MEASURE R LOCAL RETURN FUND","STATE GRANTS/AGREEMENTS","51Q","3372","336","94"
"2015","AGING","REIMB FROM OTHER FUNDS",,,,"407809",,"SENIOR CITYRIDE PROGRAM FUND","REIMB FROM OTHER FUNDS","599","5301","530","2"
"2015","TRANSPORTATION","REIMB FROM OTHER AGENCIES",,,,"406840",,"MEASURE R LOCAL RETURN FUND","REIMB FROM OTHER AGENGIES","51Q","3811","381","94"
"2015","BUILDING AND SAFETY","COMMUNITY DEV TR RELATED COST","517899",,"517899","404899","78.18","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5334","530","8"
"2015","OFFICE OF FINANCE","COLLECTION FEE","350000",,"350000","400909.8","114.55","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5175","516","39"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-TELECOM DEV","404235",,"404235","400907.8","99.18","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5630","561","40"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","SEISMIC BOND FUND","850000",,"850000","398057.28","46.83","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5317","530","76"
"2015","MAYOR","OTHER FEDERAL GRANTS",,,,"397768",,"FY10 LPDM GRANT FUND","OTHER INTERGOVTL-FEDERAL","54V","3684","368","46"
"2015","PUBLIC WORKS - ENGINEERING","MISCELLANEOUS IMPROVEMENT FEE","275000",,"275000","397320","144.48","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4231","420","78"
"2015","COUNCIL","INTEREST INCOME-OTHER",,,,"396631.68",,"STATE AB1290 CITY FUND","INVESTMENT EARNINGS","53P","4903","490","28"
"2015","LOS ANGELES HOUSING","ADDL INTERFD TRANS-OTHER FUNDS",,,,"393835",,"CITY OF LA AFFORDABLE HOUSING","ADDL INTERFD OPERATING TRANSFER","44G","5693","569","43"
"2015","BUILDING AND SAFETY","TEMP CERT OF OCCUPANCY BLDG",,,,"393053",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4208","420","8"
"2015","PERSONNEL","SERVICE TO HARBOR","252513",,"252513","392838","155.57","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459","66"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","TELECOM INSTAL ST LIGHT POLES",,,,"390237.87",,"ST LIGHTING MAINTENANCE ASSESS","PROGRAM INCOME","347","4987","497","50"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-OTHER",,,,"390235.09",,"CITYWIDE RECYCLING TRUST FUND","INVESTMENT EARNINGS","46D","4903","490","50"
"2015","ANIMAL SERVICES","DONATIONS & CONTRIBUTIONS",,,,"389783.67",,"ANIMAL STERILIZATION","DONATIONS & CONTRIBUTIONS","842","5102","510","6"
"2015","CITY PLANNING","INTERFD OPER TRANS-MEASURE R LOCAL RET","400000",,"400000","389060","97.27","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5659","561","68"
"2015","MAYOR","OTHER FEDERAL GRANTS",,,,"388911.66",,"FY12 COMMUNITY-BASED VIOLENCE PREVENTION DEMONSTRATION PROG","OTHER INTERGOVTL-FEDERAL","55K","3684","368","46"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","WIA-OTHER GRANTS",,,,"385761.98",,"B2W 25% WIA DISLOCATED WORKER ADDITIONAL ASSISTANCE FUND","WORKFORCE INVESTMENT ACT (WIA)","55M","3657","364","22"
"2015","GENERAL SERVICES","MISCELLANEOUS REVENUE-OTHERS",,,,"381324.56",,"GENERAL SERVICE DEPT TRUST","MISCELLANEOUS REVENUES","843","5188","516","40"
"2015","PERSONNEL","SANIT EQUIP CHG ACQ FD REL COST","380752",,"380752","380748","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5345","530","66"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"380685.71",,"HIGHLAND PARK BUSINESS IMPROV","ASSESSMENTS","45K","3182","317","14"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","ADDL INTERFD TRANS-OTHER FUNDS",,,,"380630",,"RECREATION AND PARKS","ADDL INTERFD OPERATING TRANSFER","302","5693","569","89"
"2015","TRANSPORTATION","DAMAGES REPAIRED TRAFFICSAFETY","365000",,"365000","380419.28","104.22","GENERAL FUND (GENERAL BUDGET)","STREET SIDEWALK & CURB REPAIRS","100","4289","428","94"
"2015","TRANSPORTATION","REIMB FR OTH FDS-PREF PARKING","380139",,"380139","380139","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5310","530","94"
"2015","BUILDING AND SAFETY","ADDL INTERFD TRANS-OTHER FUNDS",,,,"380000",,"BLDG & SAFETY PERMIT ENTERPRIS","ADDL INTERFD OPERATING TRANSFER","48R","5693","569","8"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX UNSEC",,,,"379078.27",,"GOB SER 2011A DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A69","3032","303","39"
"2015","PERSONNEL","BLDG & SAFETY ENT FND REL COST","645682",,"645682","375008.03","58.08","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5359","530","66"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","DISASTER COST REIMB STATE GOVT",,,,"373193",,"SUBVENTIONS AND GRANTS","REIMB FROM GRANTS","305","5426","542","50"
"2015","BUILDING AND SAFETY","MECHANICAL TESTING LAB RECEIPT",,,,"372432.82",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4220","420","8"
"2015","LOS ANGELES HOUSING","PROGRAM INCOME - GENERAL",,,,"372077.44",,"NEIGHBORHOOD STABILIZATION PG","PROGRAM INCOME","50T","4973","497","43"
"2015","CITY ATTORNEY","DONATIONS & CONTRIBUTIONS",,,,"367190.46",,"CITY ATTORNEY GRANTS","DONATIONS & CONTRIBUTIONS","368","5102","510","12"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","OTHER FEDERAL GRANTS",,,,"364376.55",,"SPECIAL GAS TAX ST IMPROV","OTHER INTERGOVTL-FEDERAL","206","3684","368","50"
"2015","AGING","STATE GRANTS - OTHERS",,,,"361475",,"HEALTH INS COUNS ADV (HICAP)","STATE GRANTS/AGREEMENTS","47Y","3361","336","2"
"2015","LIBRARY","PHOTO COPIES",,,,"361369.17",,"LIBRARY","OTHER GEN GOVT SERVICES","300","4342","432","44"
"2015","ANIMAL SERVICES","DONATIONS & CONTRIBUTIONS",,,,"355234.21",,"ANIMAL WELFARE TRUST","DONATIONS & CONTRIBUTIONS","859","5102","510","6"
"2015","PUBLIC WORKS - ENGINEERING","RELATED COST REIMB-OTHERS","325855",,"325855","351664.71","107.92","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530","78"
"2015","MAYOR","REIMBURSEMENT OF EXPENDITURES",,,,"351373.69",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5161","516","46"
"2015","CONTROLLER","PAYROLL DEDUCTION FEE","360000",,"360000","350936.64","97.48","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4336","432","26"
"2015","TRANSPORTATION","MISCELLANEOUS REVENUE-OTHERS",,,,"350000",,"BICYCLE PLAN TRUST FUND","MISCELLANEOUS REVENUES","55C","5188","516","94"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","DAMAGE CLAIMS & SETTLEMENTS",,,,"349719.2",,"SEWER CONSTRUCTION&MAINTENANCE","DAMAGE SETTLEMENTS","208","5121","512","50"
"2015","BUILDING AND SAFETY","ELECTRICAL TESTING LAB RECEIPT",,,,"348177.12",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4219","420","8"
"2015","CITY ADMINISTRATIVE OFFICER","SPECIAL ASSESSEMENTS -OTHERS",,,,"347427.25",,"COMM FAC DIST8 SPECIAL TAX FD","ASSESSMENTS","51F","3171","317","10"
"2015","PUBLIC WORKS - STREET LIGHTING","REIMB-METRO RAIL PROJECT","464556",,"464556","344667.26","74.19","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5311","530","84"
"2015","POLICE","LABORATORY FEES","437000",,"437000","343359.97","78.57","GENERAL FUND (GENERAL BUDGET)","POLICE DEPT SERVICES","100","4084","407","70"
"2015","CULTURAL AFFAIRS","REIMB FROM OTHER FUNDS",,,,"341955.38",,"ARTS AND CULTURAL FACIL & SERV","REIMB FROM OTHER FUNDS","480","5301","530","30"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR SEC",,,,"340237.08",,"GOB SER 2009 DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A68","3033","303","39"
"2015","GENERAL SERVICES","MEASURE R TRAFFIC RELIEF OH REIMB","340127",,"340127","340127","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5367","530","40"
"2015","AGING","INTERFD OPER TRANS-PROP A","365691",,"365691","339096.52","92.73","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5616","561","2"
"2015","NON-DEPARTMENTAL - GENERAL","SERVICE TO HARBOR","300000",,"300000","336109","112.04","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459","62"
"2015","LOS ANGELES HOUSING","INTERFD OPER TRANS-HSG PERS AIDS","586805","-251248","335557","335557","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5645","561","43"
"2015","CITY ADMINISTRATIVE OFFICER","SERVICE TO HARBOR","249860",,"249860","335484","134.27","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459","10"
"2015","PUBLIC WORKS - ENGINEERING","CITY PLAN CASE","158000",,"158000","334827.5","211.92","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4211","420","78"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-OTHER",,,,"326286.43",,"SEISMIC BOND REIMB FUND","INVESTMENT EARNINGS","608","4903","490","50"
"2015","WATER AND POWER","MISCELLANEOUS REVENUE-OTHERS",,,,"324555.72",,"POWER REVENUE","MISCELLANEOUS REVENUES","704","5188","516","98"
"2015","POLICE","EXTRADITION REIMBURSEMENT","208000",,"208000","323216.4","155.39","GENERAL FUND (GENERAL BUDGET)","POLICE DEPT SERVICES","100","4081","407","70"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"322219.89",,"WESTCHESTER BUS IMPROV DIST","ASSESSMENTS","49X","3182","317","14"
"2015","PUBLIC WORKS - STREET SERVICES","SPECIAL EVENTS","300000",,"300000","321549.27","107.18","GENERAL FUND (GENERAL BUDGET)","OTHER CURRENT SERVICE CHARGES","100","4658","465","86"
"2015","LOS ANGELES HOUSING","INTEREST ON POOLED INVEST-GEN FUND",,,,"321281.65",,"CITY OF LA AFFORDABLE HOUSING","INVESTMENT EARNINGS","44G","4902","490","43"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","DAMAGE CLAIMS & SETTLEMENTS",,,,"321064.04",,"ST LIGHTING MAINTENANCE ASSESS","DAMAGE SETTLEMENTS","347","5121","512","50"
"2015","RECREATION AND PARKS","FILMING PERMITS",,,,"318270",,"RECREATION AND PARKS","OTHER LICENSES & PERMITS","302","3282","328","88"
"2015","POLICE","MUNICIPAL COURT FINES",,,,"318228.59",,"NARCOTICS ANALYSIS LABORATORY","VEHICLE CODE FINES","863","4802","480","70"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","MISCELLANEOUS REVENUE-OTHERS",,,,"317912.12",,"SEWER CONSTRUCTION&MAINTENANCE","MISCELLANEOUS REVENUES","208","5188","516","50"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"315954.4",,"PANORAMA CITY BUS IMPROV DIST","ASSESSMENTS","51D","3182","317","14"
"2015","TRANSPORTATION","OTHER FEDERAL GRANTS",,,,"315780.11",,"MEASURE R LOCAL RETURN FUND","OTHER INTERGOVTL-FEDERAL","51Q","3684","368","94"
"2015","LOS ANGELES HOUSING","PROGRAM INCOME- SEC 108",,,,"315346.57",,"COMMUNITY DEVELOPMENT TRUST","PROGRAM INCOME","424","4982","497","43"
