"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"BUILDING PERMITS","SINGLE-FAMILY PERMITS",,"LOS ANGELES CITY",,"5","2007","2007-03","2007","2007-01","1-1-2007","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","40.6","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"8","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","#",,"-3","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"13","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","28479602","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","OTHER SVCS.","LOS ANGELES COUNTY",,,"2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","#",,"211","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES COUNTY",,,"2016","2016-03","2016","2016-01","1-1-2016","04-11-2017","#","SEASONALLY ADJUSTED","741192.2","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"1","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","959721.8","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","MULTI-FAMILY PERMITS",,"LOS ANGELES CITY",,"6","2007","2007-04","2007","2007-02","4-1-2007","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","56","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","OTHER","LOS ANGELES CITY","FEMALE","14",,,"2013",,,"04-11-2017","#",,"2437.4698","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"10","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","6987","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"14","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","37934261","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"7","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#",,"13","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES COUNTY",,,"1996","1996-04","1996","1996-02","4-1-1996","04-11-2017","#",,"-39","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"13","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","95305","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES CITY",,"10","2007","2007-03","2007","2007-01","1-1-2007","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","1735592.7","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","58658","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","LESS THAN 50 EMPLOYEES","LOS ANGELES CITY",,"11","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","56126","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"5","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","8039404.3","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"9","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","#",,"-2","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"GROSS RECEIPTS","GROSS RECEIPTS TAX PAYMENTS",,"LOS ANGELES CITY",,"3",,,"2008",,,"04-11-2017","$",,"34952537","CITY OF LOS ANGELES OFFICE OF FINANCE"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"7","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","3150","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"1","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","784","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","56890","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"9","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","#",,"-2","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","LESS THAN 50 EMPLOYEES","LOS ANGELES CITY",,"13","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","33630","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"GROSS RECEIPTS","GROSS RECEIPTS TAX PAYMENTS",,"LOS ANGELES CITY",,"13",,,"2008",,,"04-11-2017","$",,"17176599","CITY OF LOS ANGELES OFFICE OF FINANCE"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"12",,,"2014",,,"04-11-2017","#",,"291438.97","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES COUNTY",,,"2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2758372.5","BOARD OF EQUALIZATION"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"9","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","#",,"-2","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"8","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","OTHER","LOS ANGELES CITY","FEMALE","2",,,"2015",,,"04-11-2017","#",,"2640.3412","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","LESS THAN 50 EMPLOYEES","LOS ANGELES CITY",,"1","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","32701","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMITS",,"LOS ANGELES CITY",,"15","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","7.8","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES COUNTY",,,"1992","1992-04","1992","1992-02","4-1-1992","04-11-2017","$",,"30696.3","BUREAU OF LABOR STATISTICS"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"8","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT BY GENDER","ASSOCIATE'S DEGREE","LOS ANGELES CITY","MALE","15",,,"2012",,,"04-11-2017","#","POPULATION 25 YEARS AND OVER","4305.6641","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMIT VALUES",,"LOS ANGELES CITY",,"4","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","EMPLOYMENT BY OCCUPATION BY GENDER","SALES AND OFFICE","LOS ANGELES CITY","FEMALE","8",,,"2012",,,"04-11-2017","#",,"13204.956","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"7","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#",,"15","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"14","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","110500000","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES COUNTY",,,"2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","210220.8","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT BY GENDER","ASSOCIATE'S DEGREE","LOS ANGELES CITY","FEMALE","12",,,"2014",,,"04-11-2017","#","POPULATION 25 YEARS AND OVER","8516.5176","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","UNEMPLOYMENT RATE BY GENDER",,"LOS ANGELES CITY","MALE","4",,,"2015",,,"04-11-2017","%",,"5.8102388","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"14","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","45576439","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"15","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","1254876","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","MEDIAN AGE BY GENDER",,"LOS ANGELES CITY","MALE","6",,,"2014",,,"04-11-2017","#",,"32.51471","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES COUNTY",,,"2003","2003-01","2002","2002-03","7-1-2002","04-11-2017","#","SEASONALLY ADJUSTED","4066152.1","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"1","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#",,"6","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"6","2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","#",,"3","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#",,"-108","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"2","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","60401","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"4","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","15558","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"7","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","1192","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","OTHER SVCS.","LOS ANGELES COUNTY",,,"2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#",,"1041","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"13","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","17217779","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-01","2004","2004-03","7-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1141092.7","BOARD OF EQUALIZATION"
"DEMOGRAPHICS","EMPLOYED WORKERS BY OCCUPATION","NATURAL RESOURCES, CONSTRUCTION, AND MAINTENANCE","LOS ANGELES CITY",,"15",,,"2014",,,"04-11-2017","%","SHARE OF DISTRICT/CITY/COUNTY EMPLOYED WORKERS","11.623436","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"10","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#",,"1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","$25,000 TO $50,000","LOS ANGELES CITY",,"11","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","52876","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT","BACHELOR'S DEGREE","LOS ANGELES CITY","FEMALE","5",,,"2013",,,"04-11-2017","%","SHARE OF POPULATION 25 YEARS AND OLDER","60.94878","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE BY GENDER","UNDER 19 YEARS","LOS ANGELES CITY","FEMALE","13",,,"2014",,,"04-11-2017","#",,"26669.746","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"REAL GDP","REAL GDP PER CAPITA",,"NATION",,,"2015","2015-01","2014","2014-03",,"04-11-2017","$","SEASONALLY ADJUSTED","50424","BUREAU OF ECONOMIC ANALYSIS"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT BY GENDER","ASSOCIATE'S DEGREE","LOS ANGELES CITY","FEMALE","11",,,"2014",,,"04-11-2017","#","POPULATION 25 YEARS AND OVER","6381.3545","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","MORE THAN 150 EMPLOYEES","LOS ANGELES CITY",,"4","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","20021","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYED WORKERS BY OCCUPATION","MANAGEMENT, BUSINESS, SCIENCE, AND ARTS","LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","%","SHARE OF DISTRICT/CITY/COUNTY EMPLOYED WORKERS","59.704601","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"4","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","11417","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"2","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#",,"0","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","LESS THAN $25,000","LOS ANGELES CITY",,"4","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","32216","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"3","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"7","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","51879","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","MORE THAN 150 EMPLOYEES","LOS ANGELES CITY",,"9","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","33357","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","MORE THAN $50,000","LOS ANGELES CITY",,"13","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","43853","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"12","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","4915","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"1","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","11758078","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","MIX-USE PERMIT VALUES",,"LOS ANGELES CITY",,"5","2007","2007-01","2006","2006-03","7-1-2006","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","516.6","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","LESS THAN $25,000","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","425956","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"11","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","27022","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","STATE OF CALIFORNIA",,,"2003","2003-03","2003","2003-01","1-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","7885075.4","BOARD OF EQUALIZATION"
"DEMOGRAPHICS","MEDIAN AGE BY GENDER",,"LOS ANGELES CITY","FEMALE","1",,,"2014",,,"04-11-2017","#",,"35.04492","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"13","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#",,"8","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES COUNTY",,,"2004","2004-02","2003","2003-04","10-1-2003","04-11-2017","#","SEASONALLY ADJUSTED","4012584.9","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"11",,,"2014",,,"04-11-2017","%",,"7.1676941","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE BY GENDER","35 TO 54 YEARS","LOS ANGELES CITY","FEMALE","5",,,"2013",,,"04-11-2017","#",,"33485.974","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES COUNTY",,,"2004","2004-03","2004","2004-01","1-1-2004","04-11-2017","#","SEASONALLY ADJUSTED","485690.9","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","LESS THAN $25,000","LOS ANGELES CITY",,"8","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","12840","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","LESS THAN $25,000","LOS ANGELES CITY",,"12","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","35623","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMIT VALUES",,"LOS ANGELES CITY",,"13","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES COUNTY",,,"2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","3295146","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"14","2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","38120","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY GENDER",,"LOS ANGELES CITY","FEMALE","CITY TOTAL",,,"2012",,,"04-11-2017","#",,"1939408","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"14","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","2119","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"10","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","63467","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"2","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","3364","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","69352","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$50,000 TO $74,999","LOS ANGELES CITY","FEMALE","11",,,"2012",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","15839.974","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES COUNTY",,,"2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","#",,"-385","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","SINGLE-FAMILY PERMITS",,"LOS ANGELES CITY",,"9","2016","2016-04","2016","2016-02","4-1-2016","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","5.1","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"12","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","9759922.2","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
