"the_geom","objectid","fname","ftype","uspsabbr","leftadd1","leftadd2","rgtadd1","rgtadd2","zipcolef","zipcorgt","nametype","t_leftadd1","t_leftadd2","t_rgtadd1","t_rgtadd2","grid","suffabbr","namecaps","annotext","roadclass","truckroute","honorary","idotstreet","speedlimit","location","ownership","created_date","last_edited_date","shape_stlength","engstreetclass"
"MULTILINESTRING ((-87.690151582518 42.021538785115, -87.690461017574 42.021531270732, -87.690748888299 42.021527229669, -87.690759343403 42.021526904014, -87.691023443082 42.021518887332, -87.691340783645 42.021512045977, -87.691757429361 42.021503920253, -87.691779144743 42.021503712328))","486","Brummel","Street","St","1310","1332","1301","1329","60202","60202","Brummel Street","1300","1398","1301","1399","200","ST","BRUMMEL","BRUMMEL ST","Local Street",,,"No","25","1310-1329 BRUMMEL ST","City of Evanston",,"2022-03-21T15:43:43.000Z","442.45397704307936","Local street"
"MULTILINESTRING ((-87.685085918299 42.04269229931, -87.686766508704 42.042720110139, -87.68692799353 42.042722089964))","982","Greenwood","Street","St","1004","1028","1005","1027","60201","60201","Greenwood Street","1000","1098","1001","1099","1400","ST","GREENWOOD","GREENWOOD ST","Local Street",,,"No","25","1004-1027 GREENWOOD ST","City of Evanston",,"2022-03-21T15:43:45.000Z","500.50059679811579","Local street"
"MULTILINESTRING ((-87.70278188454 42.06494401008, -87.703166464952 42.065287303876, -87.703399323617 42.065496068202))","1826","Stewart","Avenue","Ave","2626","2626","2629","2641","60201","60201","Stewart Avenue","2626","2640","2627","2641","0","AVE","STEWART","STEWART AVE","Local Street",,,"No","25","2626-2641 STEWART AVE","City of Evanston",,"2022-03-21T15:43:50.000Z","261.88626738485988","Local street"
"MULTILINESTRING ((-87.678008041359 42.019434134275, -87.678103858465 42.019435367326, -87.678338300996 42.019436979804, -87.679025731881 42.019441696308, -87.679042880141 42.019441794058, -87.67922296748 42.01944342418))","1133","Howard","Street","St","0","0","607","621","0","60202","Howard Street","0","0","601","621","100","ST","HOWARD","HOWARD ST","Main Road",,,"No","30","607-621 HOWARD ST","City of Evanston",,"2022-03-21T15:45:36.000Z","330.16199810514291","Major street"
"MULTILINESTRING ((-87.699685998961 42.068904325809, -87.701972070181 42.068930085187))","1192","Isabella","Street","St","2000","2020","0","0","60201","60091","Isabella Street","2000","2198","2001","2199","2800","ST","ISABELLA","ISABELLA ST","Main Road",,,"No","25","2000-2020 ISABELLA ST","City of Evanston",,"2022-03-21T15:46:40.000Z","620.80414804170027","Collector street"
"MULTILINESTRING ((-87.69556820833 42.068857792928, -87.697992352393 42.068885160309))","1191","Isabella","Street","St","1716","1730","0","0","60201","60091","Isabella Street","1700","1898","1701","1899","2800","ST","ISABELLA","ISABELLA ST","Main Road",,,"No","25","1716-1730 ISABELLA ST","City of Evanston",,"2022-03-21T15:46:40.000Z","658.30017305759247","Collector street"
"MULTILINESTRING ((-87.704154734245 42.026508803625, -87.704141226388 42.026975404574, -87.704132640096 42.027271344579, -87.704122946194 42.027754239346, -87.704119977605 42.027887315705, -87.704113120296 42.02819824835, -87.70411180729 42.028301532003))","2020","Hartrey","Avenue","Ave","550","550","0","0","60202","60202","Hartrey Avenue","500","598","501","599","2200","AVE","HARTREY","HARTREY AVE","Local Street",,,"No","25","550-550 HARTREY AVE","City of Evanston",,"2022-03-21T15:43:47.000Z","653.41016592510641","Local street"
"MULTILINESTRING ((-87.69082532903 42.058419612835, -87.691277662343 42.058412951323, -87.691492162524 42.058408964658, -87.691802237465 42.058403206784, -87.692142128046 42.058398575109, -87.69252582574 42.058391552638, -87.6927984031 42.058386899894))","1487","Noyes","Street","St","1412","1434","1413","1441","60201","60201","Noyes Street","1400","1498","1401","1499","0","ST","NOYES","NOYES ST","Main Road",,,"No","25","1412-1441 NOYES ST","City of Evanston",,"2022-03-21T16:03:40.000Z","535.96899081894242","Collector street"
"MULTILINESTRING ((-87.674985237123 42.039217490496, -87.674966827422 42.040098675322, -87.674961859858 42.040348091921))","876","Forest","Avenue","Ave","1200","1228","1203","1225","60202","60202","Forest Avenue","1200","1228","1201","1229","400","AVE","FOREST","FOREST AVE","Local Street","Truck Prohibited",,"No","25","1200-1225 FOREST AVE","City of Evanston",,"2022-03-21T16:06:14.000Z","412.06228939047725","Major street"
"MULTILINESTRING ((-87.717767531388 42.056632646274, -87.718503978409 42.056621473532, -87.720213084285 42.056607154102))","1578","Payne","Street","St","3014","3042","3015","3045","60201","60201","Payne Street","3000","3098","3001","3099","0","ST","PAYNE","PAYNE ST","Local Street",,,"No","25","3014-3045 PAYNE ST","City of Evanston",,"2022-03-21T15:43:49.000Z","664.23464612784994","Local street"
"MULTILINESTRING ((-87.685919321136 42.053947265833, -87.685903897225 42.054439920996, -87.68589428471 42.055041936395, -87.685887806459 42.055552863174, -87.685883644494 42.055697978517, -87.685881022931 42.055789316938, -87.685880107155 42.05582147337))","1614","Pratt","Court","Ct","2002","2048","2001","2049","60201","60201","Pratt Court","2000","2098","2001","2099","1100","CT","PRATT","PRATT CT","Local Street",,,"No","25","2002-2049 PRATT CT","City of Evanston",,"2022-03-21T15:43:49.000Z","683.09399341107007","Local street"
"MULTILINESTRING ((-87.685272442422 42.025012008038, -87.685311016117 42.025356016463, -87.68533058305 42.025531260374))","1635","Ridge","Avenue","Ave","400","410","0","0","60202","60202","Ridge Avenue","400","410","401","411","1000","AVE","RIDGE","RIDGE AVE","Main Road","Truck Prohibited",,"No","30","400-410 RIDGE AVE","City of Evanston",,"2022-03-21T15:45:37.000Z","189.88334287004247","Major street"
"MULTILINESTRING ((-87.682292717047 42.027766298262, -87.68228462493 42.028274391553, -87.682276346184 42.02879354277, -87.682276140569 42.028802871803))","109","Sherman","Avenue","Ave","544","552","551","555","60202","60202","Sherman Avenue","530","598","531","599","800","AVE","SHERMAN","SHERMAN AVE","Local Street",,,"No","25","544-555 SHERMAN AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","377.77355142243169","Local street"
"MULTILINESTRING ((-87.716553470022 42.064492655977, -87.717366469189 42.064499684217, -87.717818399277 42.064504660993))","2045","Central","Street","St","2942","2966","2949","2957","60201","60201","Central Street","2940","2998","2941","2999","2600","ST","CENTRAL","CENTRAL ST","Main Road","Truck Routes",,"No","25","2942-2957 CENTRAL ST","City of Evanston",,"2022-03-21T15:45:36.000Z","343.51565438174612","Major street"
"MULTILINESTRING ((-87.717747574618 42.056636353622, -87.717767531388 42.056632646274))","1972","Payne","Street","St","0","0","0","0","60201","60201","Payne Street","0","0","0","0","0","ST","PAYNE","PAYNE ST","Local Street",,,"No","25","PAYNE ST","City of Evanston",,"2022-03-21T15:43:49.000Z","5.5857139203507371","Local street"
"MULTILINESTRING ((-87.705459458517 42.03738993804, -87.705441524108 42.037970287483, -87.705424427403 42.038600118885, -87.705403958438 42.039206002581))","1594","Pitner","Avenue","Ave","1102","1144","1101","1141","60202","60202","Pitner Avenue","1100","1198","1101","1199","2300","AVE","PITNER","PITNER AVE","Local Street",,,"No","25","1102-1141 PITNER AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","661.98028262431126","Local street"
"MULTILINESTRING ((-87.696279798716 42.031663166708, -87.696735548641 42.031656529809, -87.697014088081 42.031651543207))","1348","Madison","Street","St","1700","1710","1701","1711","60202","60202","Madison Street","1700","1712","1701","1713","0","ST","MADISON","MADISON ST","Local Street",,,"No","25","1700-1711 MADISON ST","City of Evanston",,"2022-03-21T15:43:48.000Z","199.54247073023566","Local street"
"MULTILINESTRING ((-87.682238885113 42.030801710222, -87.682229831622 42.031252417086, -87.682220457664 42.031720081098))","1749","Sherman","Avenue","Ave","720","722","0","0","60202","60202","Sherman Avenue","710","738","711","739","800","AVE","SHERMAN","SHERMAN AVE","Local Street",,,"No","25","720-722 SHERMAN AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","334.70904025647161","Local street"
"MULTILINESTRING ((-87.678684863244 42.068677331557, -87.678669037396 42.068769472402, -87.678729091697 42.069032568007, -87.67877602975 42.069174297024, -87.678821882157 42.069260395766, -87.678888026061 42.069350259934))","139","Lakeside","Court","Ct","2800","2808","2805","2815","60201","60201","Lakeside Court","2800","2898","2801","2899","0","CT","LAKESIDE","LAKESIDE CT","Local Street",,,"No","25","2800-2815 LAKESIDE CT","Private",,"2022-03-21T15:43:48.000Z","255.41071442096182","Local street"
"MULTILINESTRING ((-87.717811758038 42.065417141269, -87.71780912265 42.065659463979))","9","Central Park","Avenue","Ave","0","0","0","0","60201","60201","Central Park Avenue","2622","2624","2623","2625","3000","AVE","CENTRAL PARK","CENTRAL PARK AVE","Main Road",,,"No","25",,"City of Evanston",,"2022-03-21T15:56:40.000Z","88.310036235979425","Collector street"
"MULTILINESTRING ((-87.698919256231 42.052088299073, -87.698916380927 42.052236632802, -87.698910510431 42.052541641848, -87.698908927844 42.052622970179, -87.698907553742 42.052694448105, -87.698893940059 42.05337421247, -87.698886967948 42.053723286662, -87.698884757599 42.0538343857))","218","Dodge","Avenue","Ave","1912","1940","1901","1935","60201","60201","Dodge Avenue","1900","1998","1901","1999","1900","AVE","DODGE","DODGE AVE","Local Street",,,"No","25","1912-1935 DODGE AVE","City of Evanston",,"2022-03-21T16:03:40.000Z","636.37700872034077","Collector street"
"MULTILINESTRING ((-87.688597515382 42.020506212689, -87.688989328514 42.020507562149, -87.689280689979 42.020514548522, -87.689369045659 42.020515044258))","6411","Dobson","Street","St","1200","1216","1201","1215","60202","60202","Dobson Street","1200","1298","1201","1299","0","ST","DOBSON","DOBSON ST","Local Street",,,"No","25","1200-1215 DOBSON ST","City of Evanston",,"2022-03-21T15:43:44.000Z","209.69445637473979","Local street"
"MULTILINESTRING ((-87.694593184934 42.035794725189, -87.694584818779 42.03627361924, -87.694574070998 42.036714630407, -87.694570082798 42.037065094005, -87.694569161166 42.037146096864, -87.694560284873 42.037510473631, -87.69457749957 42.037585293263))","860","Florence","Avenue","Ave","1000","1042","1009","1045","60202","60202","Florence Avenue","1000","1098","1001","1099","1600","AVE","FLORENCE","FLORENCE AVE","Local Street",,,"No","25","1000-1045 FLORENCE AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","652.98339786787687","Local street"
"MULTILINESTRING ((-87.715634871332 42.055398502706, -87.715635880225 42.055397460207, -87.715640975332 42.055392246273, -87.715649176881 42.055378048195, -87.715679582456 42.055310595594))","14780","Simpson","Street","St","0","0","0","0","60203","60203","Simpson Street","0","0","0","0","2100","ST","SIMPSON","SIMPSON ST","Local Street",,,"No","25",,"City of Evanston","2019-06-17T22:05:59.000Z","2022-03-21T15:43:50.000Z","34.383058257723427","Local street"
"MULTILINESTRING ((-87.674741540232 42.05913999443, -87.674771713693 42.059177774595, -87.674796802191 42.059226119753, -87.674786735194 42.060143601449, -87.674774649669 42.060251199256, -87.674746110005 42.060314068861, -87.674696585852 42.060372387927, -87.67462699203 42.060425822087, -87.674531035029 42.060464454483, -87.674362126245 42.060527538615, -87.674267221181 42.060596841112, -87.674214410537 42.060663318691))","4804","Campus","Drive","Dr","2324","2332","2311","2315","60201","60201","Campus Drive","2300","2398","2301","2399",,"DR","CAMPUS","CAMPUS DR","Local Street",,,"No","25","2324-2311 CAMPUS DR","Private",,"2022-03-21T15:43:43.000Z","630.25656763881454","Local street"
"MULTILINESTRING ((-87.69361547406 42.042810984841, -87.693800727069 42.042814404672, -87.6943448126 42.042821331818, -87.694420021512 42.042821640744, -87.694529025069 42.042822055394, -87.695130263146 42.042812639787))","988","Greenwood","Street","St","1502","1522","1513","1525","60201","60201","Greenwood Street","1500","1598","1501","1599","1400","ST","GREENWOOD","GREENWOOD ST","Local Street",,,"No","25","1502-1525 GREENWOOD ST","City of Evanston",,"2022-03-21T15:43:45.000Z","411.55065694696009","Local street"
"MULTILINESTRING ((-87.674486572839 42.048603515775, -87.674485565634 42.048889820878))","1159","Sheridan","Road","Rd","0","0","0","0","60201","60201","Sheridan Road","1796","1798","1797","1799","0","RD","SHERIDAN","SHERIDAN RD","Main Road","Truck Prohibited",,"No","25",,"City of Evanston",,"2022-03-21T15:45:37.000Z","104.33572114401004","Major street"
"MULTILINESTRING ((-87.681760367912 42.052080693771, -87.681751849298 42.052579123, -87.68173475977 42.053346898172, -87.681720980144 42.053902485805))","1770","Sherman","Avenue","Ave","1900","1940","1901","1945","60201","60201","Sherman Avenue","1900","1998","1901","1999","800","AVE","SHERMAN","SHERMAN AVE","Local Street","Truck Routes",,"No","25","1900-1945 SHERMAN AVE","City of Evanston",,"2022-03-21T16:17:59.000Z","663.98558870536897","Major street"
"MULTILINESTRING ((-87.698498655189 42.06398990695, -87.698701192979 42.063898384269, -87.69920156541 42.06366808859, -87.699275544322 42.063627938638, -87.699286726475 42.063621853497, -87.699478560028 42.063521461541, -87.700016741153 42.06328066887))","1043","Harrison","Street","St","1900","1932","1921","1933","60201","60201","Harrison Street","1900","1998","1901","1999","0","ST","HARRISON","HARRISON ST","Local Street",,,"No","25","1900-1933 HARRISON ST","City of Evanston",,"2022-03-21T15:43:46.000Z","486.75982750943751","Local street"
"MULTILINESTRING ((-87.670550934475 42.035610386732, -87.670539963099 42.03579478664, -87.670525983294 42.036123457742, -87.670527286643 42.036497523359, -87.670516430967 42.036975413079, -87.670518110259 42.037465614152))","164","Lake Shore","Boulevard","Blvd","1000","1044","0","0","60202","60202","Lake Shore Boulevard","1000","1098","1001","1099","100","BLVD","LAKE SHORE","LAKE SHORE BLVD","Local Street",,,"No","20","1000-1044 LAKE SHORE BLVD","City of Evanston",,"2022-03-21T15:43:48.000Z","676.23348878955005","Local street"
"MULTILINESTRING ((-87.678008041359 42.019434134275, -87.678009405577 42.019613090069, -87.678007028293 42.019876874551, -87.678001715516 42.020465964807, -87.677993477264 42.021203745396))","629","Clyde","Avenue","Ave","114","148","101","141","60202","60202","Clyde Avenue","100","198","101","199","600","AVE","CLYDE","CLYDE AVE","Local Street",,,"No","25","114-141 CLYDE AVE","City of Evanston",,"2022-03-21T15:43:44.000Z","644.89599884400116","Local street"
"MULTILINESTRING ((-87.695809725635 42.052145627365, -87.695812447648 42.052293168847, -87.695803337361 42.05268133538, -87.69579808669 42.052904461766, -87.695791990303 42.053355733362, -87.69578037304 42.053887762476))","763","Dewey","Avenue","Ave","1906","1932","1911","1941","60201","60201","Dewey Avenue","1900","1998","1901","1999","1700","AVE","DEWEY","DEWEY AVE","Local Street",,"Bishop Carlis L. Moody Avenue","No","25","1906-1943 DEWEY AVE","City of Evanston",,"2022-03-21T15:43:44.000Z","634.94144851622332","Local street"
"MULTILINESTRING ((-87.708057055353 42.064411636424, -87.708076498148 42.064411824678, -87.70895030104 42.064425912103, -87.709121356217 42.064426540749))","533","Central","Street","St","2500","2524","2501","2523","60201","60201","Central Street","2500","2598","2501","2599","2600","ST","CENTRAL","CENTRAL ST","Main Road","Truck Routes",,"Yes","25","2500-2523 CENTRAL ST","City of Evanston",,"2022-03-21T15:45:36.000Z","289.06457055136894","Major street"
"MULTILINESTRING ((-87.684143958616 42.068729801635, -87.684130399235 42.069460521462))","138","Garrison","Avenue","Ave","2804","2818","2805","2819","60201","60201","Garrison Avenue","2800","2898","2801","2899","1000","AVE","GARRISON","GARRISON AVE","Local Street",,,"No","25","2804-2819 GARRISON AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","266.31517361952922","Local street"
"MULTILINESTRING ((-87.705249976784 42.046460802857, -87.705463241636 42.0464584572, -87.70602123486 42.046450888453, -87.706185716524 42.046448658992, -87.706801136769 42.046438024907))","56","Davis","Street","St","0","0","0","0","60201","60201","Davis Street","2300","2398","2301","2399","1600","ST","DAVIS","DAVIS ST","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:44.000Z","421.41588941112889","Local street"
"MULTILINESTRING ((-87.705472310503 42.036488190533, -87.706016369119 42.036473794789, -87.706067288453 42.036472783319, -87.706914027507 42.036456140378, -87.707033462644 42.036454020546))","281","Nathaniel","Place","Pl","2300","2324","2301","2325","60202","60202","Nathaniel Place","2300","2398","2301","2399","0","PL","NATHANIEL","NATHANIEL PL","Local Street",,,"No","25","2300-2325 NATHANIEL PL","City of Evanston",,"2022-03-21T15:43:49.000Z","424.2997736032757","Local street"
