"study_id","study_class","treatment_focus_study_level","treatment_focus_arm_level","treatment_focus_subclass_arm_level","total_n_randomized","intervention_group","arm_n_randomized","arm_n_randomized_qual","treatment_name","ncptsd_treatment_name","treatment_desc","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharm_biologic","nonpharm_cognitive_therapy","control","other","collaborative_care","format","delivery_method","dose","session_length","frequency","treatment_duration_weeks","treatment_duration_qual","def_treatment_completion","percent_completed","completed_psychotherapy_percent_detail","def_treatment_adherence","percent_adhered","adhered_pharmacotherapy_percent_detail","psychotherapy_sessions_mean","psychotherapy_sessions_sd","psychotherapy_sessions_qual","dose_at_study_end_point_mean","dose_at_study_end_point_sd","dose_at_study_end_point_qual","military_status","percent_active_duty_military","percent_veteran","percent_community","female_percent","female_percent_qual","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"numata2014_B","Pharmacotherapy","PTSD","Control",,"43","B","22",,"Control","Control","""control""","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,,"2",,,,,,,,,,,,,,"Community",,,"1","0.4884",,"0.5116","Natural or manmade disasters",,"Medium","Numata T, GunFan S, Takayama S, et al. Treatment of posttraumatic stress disorder using the traditional Japanese herbal medicine saikokeishikankyoto: a randomized, observer-blinded, controlled trial in survivors of the great East Japan earthquake and tsunami. Evid Based Complement Alternat Med. 2014;2014:683293. doi: 10.1155/2014/683293. PMID: 24790634.","46973","2019"
"oehen2013_A","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"14","A","9",,"MDMA-assisted psychotherapy","MDMA-assisted psychotherapy","MDMA is a psychoactive compound [Schedule 1 in the U.S. as a drug of abuse (ecstasy]). MDMA was given as an adjunct to psychotherapy. Patients received MDMA-assisted psychotherapy, music therapy and ""body work"" (e.g. hand-holding) with 2 therapists present over an 8-hour period, followed by non-drug therapy sessions the following day, and at one- and two-weeks post MDMA treatment.","Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In Person","Session length: MDMA sessions 8 hours, NR for non-drug sessions

Dose: 187.5 mg (125 mg followed 2.5 hours later by 62.5 mg)",,"Interval between MDMA sessions NR; one non-drug session the morning after each MDMA-assisted session, followed by 2 non-drug sessions one week apart",,,,,,,,,,,,,,,"Community",,,"1","0.8333",,"0.1667","Mixed","child sexual abuse, rape/sexual assault, accidents, illness/medical procedure","High","Oehen P, Traber R, Widmer V, et al. A randomized, controlled pilot study of MDMA (±3,4-Methylenedioxymethamphetamine)-assisted psychotherapy for treatment of resistant, chronic post-traumatic stress disorder (PTSD). J Psychopharmacol. 2013 Jan;27(1):40-52. doi: 10.1177/0269881112464827. PMID: 23118021.","41195","2019"
"oehen2013_B","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"14","B","5",,"Low-dose MDMA-assisted psychotherapy","MDMA-assisted psychotherapy","Low-dose MDMA used as an ""active placebo"" to maintain blinding ""since MDMA's effects can be easily discerned by both subjects and investigators."" Chosen dose expected ""to produce minimal, but detectable subjective effects,"" but no significant therapeutic effect. Low-dose MDMA was given as an adjunct to psychotherapy. Patients received low-dose MDMA-assisted psychotherapy, music therapy and ""body work"" (e.g. hand-holding) with 2 therapists present over an 8-hour period, followed by non-drug therapy sessions the following day, and at one- and two-weeks post MDMA treatment.","Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","Session length: MDMA sessions 8 hours, NR for non-drug sessions

Dose: 37.5 mg (25 mg followed 2.5 hours later by 12.5 mg)",,"Interval between MDMA sessions NR; one non-drug session the morning after each MDMA-assisted session, followed by 2 non-drug sessions one week apart",,,,,,,,,,,,,,,"Community",,,"1","0.8333",,"0.1667","Mixed","child sexual abuse, rape/sexual assault, accidents, illness/medical procedure","High","Oehen P, Traber R, Widmer V, et al. A randomized, controlled pilot study of MDMA (±3,4-Methylenedioxymethamphetamine)-assisted psychotherapy for treatment of resistant, chronic post-traumatic stress disorder (PTSD). J Psychopharmacol. 2013 Jan;27(1):40-52. doi: 10.1177/0269881112464827. PMID: 23118021.","41195","2019"
"önder2006_A","Pharmacotherapy","PTSD","PTSD",,"103","A","38",,"Fluoxetine","Fluoxetine","SSRI; flexible dosing, single dose in the morning; if no response at week 8, dose increased from 20 to 40 mg","No","Not Applicable","Yes","Antidepressant: SSRI","No","Not Applicable","No","No","No","No","No","Individual","In Person","Initiated at 20 mg, could be increased to 40 mg",,"Once daily","12",,,,,,,,,,,"27.4 mg/day","9.8",,"Community",,,"1","0.5049",,"0.4951","Natural or manmade disasters",,"High","Önder E, Tural Ü, Aker AT. A comparative study of fluoxetine, moclobemide, and tianeptine in the treatment of posttraumatic stress disorder following an earthquake. Eur Psychiatry. 2006 Apr;21(3):174-9. doi: 10.1016/j.eurpsy.2005.03.007. PMID: 15964747.","28188","2019"
"önder2006_B","Pharmacotherapy","PTSD","PTSD",,"103","B","35",,"Moclobemide","Moclobemide","MAOI Antidepressant; flexible dosing, daily dose divided between 8 am and 8 pm; if no response at week 8, increased from 450 mg to 900 mg","No","Not Applicable","Yes","Antidepressant: MAOI","No","Not Applicable","No","No","No","No","No","Individual","In Person","Initiated at 450 mg, could be increased to 900 mg",,"Daily, divided","12",,,,,,,,,,,"565.7 mg/day","115.5",,"Community",,,"1","0.5049",,"0.4951","Natural or manmade disasters",,"High","Önder E, Tural Ü, Aker AT. A comparative study of fluoxetine, moclobemide, and tianeptine in the treatment of posttraumatic stress disorder following an earthquake. Eur Psychiatry. 2006 Apr;21(3):174-9. doi: 10.1016/j.eurpsy.2005.03.007. PMID: 15964747.","28188","2019"
"önder2006_C","Pharmacotherapy","PTSD","PTSD",,"103","C","30",,"Tianeptine","Tianeptine","Atypical antidepressant; flexible dosing, daily dose divided between 8 am, 4 pm, and 11 pm; if no response at 8 weeks, increased from 37.5 to 50 mg","No","Not Applicable","Yes","Antidepressant: Other","No","Not Applicable","No","No","No","No","No","Individual","In Person","Initiated at 37.5 mg, could be increased to 50 mg",,"Daily, divided","12",,,,,,,,,,,"41.3 mg","5.8",,"Community",,,"1","0.5049",,"0.4951","Natural or manmade disasters",,"High","Önder E, Tural Ü, Aker AT. A comparative study of fluoxetine, moclobemide, and tianeptine in the treatment of posttraumatic stress disorder following an earthquake. Eur Psychiatry. 2006 Apr;21(3):174-9. doi: 10.1016/j.eurpsy.2005.03.007. PMID: 15964747.","28188","2019"
"orang2018_A","Psychotherapy","PTSD","PTSD",,"45","A","24",,"NET","Narrative Exposure Therapy (NET)","Psychoeducation in the first session, then treatment proceeds with ""lifeline"" exercise where patient chronologically narrates her life using stones to mark traumatic events and flowers to mark joyful events. Therapists also provided consultation on safety issues and current violence.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"120-150 minutes",,,"12-24",,,,,,,"11.88","1.76",,,,,"Community","0","0","1","1",,"0","Intimate partner violence",,"High","Orang T, Ayoughi S, Moran JK, et al. The efficacy of narrative exposure therapy in a sample of Iranian women exposed to ongoing intimate partner violence-a randomized controlled trial. Clin Psychol Psychother. 2018 Nov;25(6):827-41. doi: 10.1002/cpp.2318. PMID: 30079583.",,"2020"
"orang2018_B","Psychotherapy","PTSD","PTSD",,"45","B","21",,"TAU","Supportive counseling","Psychoeducation and supportive counseling individually tailored to each patient, including life skill training, cognitive-behavioral techniques, acceptance and commitment therapy, improvement of self-knowledge, and involvement of violent husbands as needed.","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 to 120 minutes",,,"12-24",,,,,,,"10.88","1.16",,,,,"Community","0","0","1","1",,"0","Intimate partner violence",,"High","Orang T, Ayoughi S, Moran JK, et al. The efficacy of narrative exposure therapy in a sample of Iranian women exposed to ongoing intimate partner violence-a randomized controlled trial. Clin Psychol Psychother. 2018 Nov;25(6):827-41. doi: 10.1002/cpp.2318. PMID: 30079583.",,"2020"
"otalora2018_C","Mixed: Psychotherapy & pharmacotherapy","PTSD","Control",,"28","C","6",,"Psychotherapy + control dose MDMA","MDMA-assisted psychotherapy","Manualized therapy developed for use with psychedelics; followed patients' process with no agenda or solutions offered. Three preparatory sessions followed by two eight-hour MDMA sessions (with overnight observation), each drug session followed by three non-drug integrative sessions over one month and daily phone contact for a week.","Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In Person","Dose: 40 mg + 20 mg available supplemental dose","Preparatory sessions: 90 minutes; MDMA sessions: 8 hours; Integrative sessions: NR","Preparatory sessions: interval NR; MDMA sessions: one month apart; Integrative sessions: ~10 days apart",,,,,,,,,,,,,,,"Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.","51494","2020"
"otalora2018_A","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"28","A","13",,"Psychotherapy + higher-dose MDMA","MDMA-assisted psychotherapy","Manualized therapy developed for use with psychedelics; followed patients' process with no agenda or solutions offered. Three preparatory sessions followed by two eight-hour MDMA sessions (with overnight observation), each drug session followed by three non-drug integrative sessions over one month and daily phone contact for a week.","Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In Person","Dose: 125 mg + 62.5 mg available supplemental dose","Preparatory sessions: 90 minutes; MDMA sessions: 8 hours; Integrative sessions: NR","Preparatory sessions: interval NR; MDMA sessions: one month apart; Integrative sessions: ~10 days apart",,,,,,,,,,,,,,,"Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.","51494","2020"
"otalora2018_B","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"28","B","9",,"Psychotherapy + lower-dose MDMA","MDMA-assisted psychotherapy","Manualized therapy developed for use with psychedelics; followed patients' process with no agenda or solutions offered. Three preparatory sessions followed by two eight-hour MDMA sessions (with overnight observation), each drug session followed by three non-drug integrative sessions over one month and daily phone contact for a week.","Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In Person","Dose: 100 mg + 50 mg available supplemental dose","Preparatory sessions: 90 minutes; MDMA sessions: 8 hours; Integrative sessions: NR","Preparatory sessions: interval NR; MDMA sessions: one month apart; Integrative sessions: ~10 days apart",,,,,,,,,,,,,,,"Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.","51494","2020"
"padala2006_A","Pharmacotherapy","PTSD","PTSD",,"20","A","11",,"Risperidone","Risperidone","Initiated at 1 mg/day, increase weekly by up to 1 mg/day to target dose of 4 to 6 mg/day","No","Not Applicable","Yes","Antipsychotic","No","Not Applicable","No","No","No","No","No","Individual","In Person","4 to 6 mg total daily dose",,"Twice daily","10",,,,,,,,,,,"2.62 mg",,,"Community",,,"1","1",,"0","Mixed","rape/sexual assault, intimate partner violence, child physical abuse, community/school violence, other (violent death of a loved one)","High","Padala PR, Madison J, Monnahan M, et al. Risperidone monotherapy for post-traumatic stress disorder related to sexual assault and domestic abuse in women. Int Clin Psychopharmacol. 2006 Sep;21(5):275-80. PMID: 16877898.","50966","2019"
"padala2006_B","Pharmacotherapy","PTSD","Control",,"20","B","9",,"Placebo","Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,"Twice daily","10",,,,,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","rape/sexual assault, intimate partner violence, child physical abuse, community/school violence, other (violent death of a loved one)","High","Padala PR, Madison J, Monnahan M, et al. Risperidone monotherapy for post-traumatic stress disorder related to sexual assault and domestic abuse in women. Int Clin Psychopharmacol. 2006 Sep;21(5):275-80. PMID: 16877898.","50966","2019"
"panahi2011_A","Pharmacotherapy","PTSD","PTSD",,"70","A","35",,"Sertraline","Sertraline","SSRI; patients visited every 2 weeks by a psychiatrist who adjusted dose based on response and adverse effects","No","Not Applicable","Yes","Antidepressant: SSRI","No","Not Applicable","No","No","No","No","No","Individual","In Person","Initiated at 50 mg, titrated to maximum 200 mg",,"Daily","10",,,,,,,,,,,"140 mg/day","33",,"Mixed","0.6857","0.3143","0","0",,"1","Combat-related",,"Low","Panahi Y, Moghaddam BR, Sahebkar A, et al. A randomized, double-blind, placebo-controlled trial on the efficacy and tolerability of sertraline in Iranian veterans with post-traumatic stress disorder. Psychol Med. 2011;41(10):2159-66. doi: 10.1017/S0033291711000201. PMID: 21349225.","36061","2019"
"panahi2011_B","Pharmacotherapy","PTSD","Control",,"70","B","35",,"Placebo","Placebo","Placebo matched to active treatment","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,"Daily","10",,,,,,,,,,,"131 mg equivalent","29",,"Mixed","0.6857","0.3143","0","0",,"1","Combat-related",,"Low","Panahi Y, Moghaddam BR, Sahebkar A, et al. A randomized, double-blind, placebo-controlled trial on the efficacy and tolerability of sertraline in Iranian veterans with post-traumatic stress disorder. Psychol Med. 2011;41(10):2159-66. doi: 10.1017/S0033291711000201. PMID: 21349225.","36061","2019"
