"study_id","study_class","treatment_focus_study_level","total_n_randomized","intervention_group","treatment_focus_arm_level","treatment_focus_subclass_arm_level","n_completed_outcome_measure","n_completed_outcome_measure_detail","publication_treatment_name","ncptsd_treatment_name","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharm_biologic","nonpharm_cognitive_therapy","control","other","collaborative_care","format","delivery_method","arm_n_randomized","outcome_assessment_type","ptsd_outcome_measure_simple","ptsd_outcome_measure_detail","analysis_type","method_for_handling_missing","statistical_analysis_method","assessment_point_category","assessment_point","measure_score_detail","measure_score_mean","measure_score_sd","measure_score_type_of_variance_measure","measure_score_variance_value_or_lower_bound","measure_score_variance_upper_bound","score_difference_from_baseline_detail","score_difference_baseline","score_difference_baseline_sd","score_difference_from_baseline_95_ci_lower_bound","score_difference_from_baseline_95_ci_upper_bound","effect_size_1_detail","effect_size_1_type","effect_size_1_value","effect_size_1_type_of_variance_measure","effect_size_1_variance_value_or_lower_bound","effect_size_1_variance_upper_bound","effect_size_1_p_value","effect_size_2_detail","effect_size_2_type","effect_size_2_value","effect_size_2_type_of_variance_measure","effect_size_2_variance_value_or_lower_bound","effect_size_2_variance_upper_bound","effect_size_2_p_value","def_dc_1","per_dc_change_1","additional_definitions_diag_change","def_cm_1","per_cm_response_1","additional_definitions_clinic_resp","military_status","percent_active_duty_military","percent_veteran","percent_community","female_percent","female_percent_qual","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"chard2005_MPSS_A_0_NA","Psychotherapy","PTSD","71","A","PTSD",,,,"CPT for sexual abuse survivor","Cognitive Processing Therapy (CPT)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Mixed","In Person","36","Self report","MPSS","MPSS",,,"Covariance pattern (unstructured) general linear mixed models","End of Treatment","0",,"7.54","9.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","1",,"0","Child sexual abuse",,"Medium","Chard KM. An evaluation of cognitive processing therapy for the treatment of posttraumatic stress disorder related to childhood sexual abuse. J Consult Clin Psychol. 2005 Oct;73(5):965-71. doi: 10.1037/0022-006X.73.5.965. PMID: 16287396.","27944","2019"
"chard2005_MPSS_A_Baseline_NA","Psychotherapy","PTSD","71","A","PTSD",,,,"CPT for sexual abuse survivor","Cognitive Processing Therapy (CPT)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Mixed","In Person","36","Self report","MPSS","MPSS",,,"Covariance pattern (unstructured) general linear mixed models","Baseline",,,"57.57","22.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","1",,"0","Child sexual abuse",,"Medium","Chard KM. An evaluation of cognitive processing therapy for the treatment of posttraumatic stress disorder related to childhood sexual abuse. J Consult Clin Psychol. 2005 Oct;73(5):965-71. doi: 10.1037/0022-006X.73.5.965. PMID: 16287396.","27944","2019"
"chard2005_MPSS_B_0_NA","Psychotherapy","PTSD","71","B","Control",,,,"Minimal attention waitlist","Minimal attention","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","Telephone","35","Self report","MPSS","MPSS",,,"Covariance pattern (unstructured) general linear mixed models","End of Treatment","0",,"57.70","27.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","1",,"0","Child sexual abuse",,"Medium","Chard KM. An evaluation of cognitive processing therapy for the treatment of posttraumatic stress disorder related to childhood sexual abuse. J Consult Clin Psychol. 2005 Oct;73(5):965-71. doi: 10.1037/0022-006X.73.5.965. PMID: 16287396.","27944","2019"
"chard2005_MPSS_B_Baseline_NA","Psychotherapy","PTSD","71","B","Control",,,,"Minimal attention waitlist","Minimal attention","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","Telephone","35","Self report","MPSS","MPSS",,,"Covariance pattern (unstructured) general linear mixed models","Baseline",,,"57.52","24.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","1",,"0","Child sexual abuse",,"Medium","Chard KM. An evaluation of cognitive processing therapy for the treatment of posttraumatic stress disorder related to childhood sexual abuse. J Consult Clin Psychol. 2005 Oct;73(5):965-71. doi: 10.1037/0022-006X.73.5.965. PMID: 16287396.","27944","2019"
"chung2004_CAPS_A_0_Comp","Pharmacotherapy","PTSD","113","A","PTSD",,"51",,"Mirtazapine","Mirtazapine","No","Not Applicable","Yes","Antidepressant: Other","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"Structured Clinical Interview","CAPS","CAPS-2","Completer",,"Covariance pattern (unstructured) general linear mixed models","End of Treatment","0",,"58.4",,,,,,"-44.8","19.7",,,,,,,,,"p=0.0001",,,,,,,,,,,"≥30% decrease in CAPS-2 score","0.8824","Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0",,"1","Combat-related",,"High","Chung MY, Min KH, Jun YJ, et al. Efficacy and tolerability of mirtazapine and sertraline in Korean veterans with posttraumatic stress disorder: a randomized open label trial. Hum Psychopharmacol. 2004 Oct;19(7):489-94. doi: 10.1002/hup.615. PMID: 15378676.","26712","2019"
"chung2004_CAPS_A_Baseline_Comp","Pharmacotherapy","PTSD","113","A","PTSD",,"51",,"Mirtazapine","Mirtazapine","No","Not Applicable","Yes","Antidepressant: Other","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"Structured Clinical Interview","CAPS","CAPS-2","Completer",,"Covariance pattern (unstructured) general linear mixed models","Baseline",,,"103.2","24.4",,,,,,,,,,,,,,,,,,,,,,,,,,"≥30% decrease in CAPS-2 score",,"Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0",,"1","Combat-related",,"High","Chung MY, Min KH, Jun YJ, et al. Efficacy and tolerability of mirtazapine and sertraline in Korean veterans with posttraumatic stress disorder: a randomized open label trial. Hum Psychopharmacol. 2004 Oct;19(7):489-94. doi: 10.1002/hup.615. PMID: 15378676.","26712","2019"
"chung2004_CAPS_B_0_Comp","Pharmacotherapy","PTSD","113","B","PTSD",,"49",,"Sertraline","Sertraline","No","Not Applicable","Yes","Antidepressant: SSRI","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"Structured Clinical Interview","CAPS","CAPS-2","Completer",,"Covariance pattern (unstructured) general linear mixed models","End of Treatment","0",,"55.6",,,,,,"-33.2","20.4",,,,,,,,,"p=0.0001",,,,,,,,,,,"≥30% decrease in CAPS-2 score","0.6939","Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0",,"1","Combat-related",,"High","Chung MY, Min KH, Jun YJ, et al. Efficacy and tolerability of mirtazapine and sertraline in Korean veterans with posttraumatic stress disorder: a randomized open label trial. Hum Psychopharmacol. 2004 Oct;19(7):489-94. doi: 10.1002/hup.615. PMID: 15378676.","26712","2019"
"chung2004_CAPS_B_Baseline_Comp","Pharmacotherapy","PTSD","113","B","PTSD",,"49",,"Sertraline","Sertraline","No","Not Applicable","Yes","Antidepressant: SSRI","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"Structured Clinical Interview","CAPS","CAPS-2","Completer",,"Covariance pattern (unstructured) general linear mixed models","Baseline",,,"88.8","23.9",,,,,,,,,,,,,,,,,,,,,,,,,,"≥30% decrease in CAPS-2 score",,"Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0",,"1","Combat-related",,"High","Chung MY, Min KH, Jun YJ, et al. Efficacy and tolerability of mirtazapine and sertraline in Korean veterans with posttraumatic stress disorder: a randomized open label trial. Hum Psychopharmacol. 2004 Oct;19(7):489-94. doi: 10.1002/hup.615. PMID: 15378676.","26712","2019"
"church2013_PCL_A_0_Comp","Psychotherapy","PTSD","59","A","PTSD",,"29",,"Emotional Freedom Technique","Emotional Freedom Technique (EFT)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","30","Self report","PCL","PCL-M","Completer",,"Covariance pattern (unstructured) general linear mixed models","End of Treatment","0",,"39.41",,"SE","2.7",,,"-22.6",,,,,,,,,,"p<0.003",,,,,,,,"PCL-M <50","0.8967",,,,,"Veteran","0","1","0","0.1017",,"0.8983",,,"Medium","Church D, Hawk C, Brooks AJ, et al. Psychological trauma symptom improvement in veterans using Emotional Freedom Techniques. J Nerv Ment Dis. 2013 Feb;201(2):153-60. doi: 10.1097/NMD.0b013e31827f6351. PMID: 23364126.","40000","2019"
"church2013_PCL_A_Baseline_Comp","Psychotherapy","PTSD","59","A","PTSD",,"29",,"Emotional Freedom Technique","Emotional Freedom Technique (EFT)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","30","Self report","PCL","PCL-M","Completer",,"Covariance pattern (unstructured) general linear mixed models","Baseline",,,"62.01",,"SE","2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.1017",,"0.8983",,,"Medium","Church D, Hawk C, Brooks AJ, et al. Psychological trauma symptom improvement in veterans using Emotional Freedom Techniques. J Nerv Ment Dis. 2013 Feb;201(2):153-60. doi: 10.1097/NMD.0b013e31827f6351. PMID: 23364126.","40000","2019"
"church2013_PCL_B_0_Comp","Psychotherapy","PTSD","59","B","Control",,"25",,"Standard of care","Treatment as usual (TAU)","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"29","Self report","PCL","PCL-M","Completer",,"Covariance pattern (unstructured) general linear mixed models","End of Treatment","0",,"63.23",,"SE","2.0",,,"0.52",,,,,,,,,,"p=NS",,,,,,,,"PCL-M <50","0.04",,,,,"Veteran","0","1","0","0.1017",,"0.8983",,,"Medium","Church D, Hawk C, Brooks AJ, et al. Psychological trauma symptom improvement in veterans using Emotional Freedom Techniques. J Nerv Ment Dis. 2013 Feb;201(2):153-60. doi: 10.1097/NMD.0b013e31827f6351. PMID: 23364126.","40000","2019"
"church2013_PCL_B_Baseline_Comp","Psychotherapy","PTSD","59","B","Control",,"25",,"Standard of care","Treatment as usual (TAU)","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"29","Self report","PCL","PCL-M","Completer",,"Covariance pattern (unstructured) general linear mixed models","Baseline",,,"62.71",,"SE","2.3",,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.1017",,"0.8983",,,"Medium","Church D, Hawk C, Brooks AJ, et al. Psychological trauma symptom improvement in veterans using Emotional Freedom Techniques. J Nerv Ment Dis. 2013 Feb;201(2):153-60. doi: 10.1097/NMD.0b013e31827f6351. PMID: 23364126.","40000","2019"
"classen2001_TSC-40_A_0_NA","Psychotherapy","PTSD","58","A","PTSD",,,,"Trauma-focused or Present-focused group therapy","Trauma-focused cognitive behavioral therapy (TF-CBT)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person",,"Self report","TSC-40","TSC-40",,,"Covariance pattern (unstructured) general linear mixed models","End of Treatment","0",,,,,,,,"-8.1","17",,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","1","Sexual orientation
Heterosexual: 82.69%
Lesbian: 9.62%
Bisexual: 7.69%","0","Child sexual abuse",,"High","Classen CC, Koopman C, Nevill-Manning K, et al. A preliminary report comparing trauma-focused and present-focused group therapy against a wait-listed condition among childhood sexual abuse survivors with PTSD. J Aggress Maltreat Trauma. 2001 Jun;4(2):265-88. doi: 10.1300/J146v04n02_12.","16145","2019"
"classen2001_TSC-40_B_0_NA","Psychotherapy","PTSD","58","B","Control",,"33",,"Waitlist","Present Centered Therapy (PCT)","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person",,"Self report","TSC-40","TSC-40",,,"Covariance pattern (unstructured) general linear mixed models","End of Treatment","0",,,,,,,,"-3.8","14.1",,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","1","Sexual orientation
Heterosexual: 82.69%
Lesbian: 9.62%
Bisexual: 7.69%","0","Child sexual abuse",,"High","Classen CC, Koopman C, Nevill-Manning K, et al. A preliminary report comparing trauma-focused and present-focused group therapy against a wait-listed condition among childhood sexual abuse survivors with PTSD. J Aggress Maltreat Trauma. 2001 Jun;4(2):265-88. doi: 10.1300/J146v04n02_12.","16145","2019"
"classen2001_TSC-40_B_Baseline_NA","Psychotherapy","PTSD","58","B","Control",,"33",,"Waitlist","Present Centered Therapy (PCT)","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person",,"Self report","TSC-40","TSC-40",,,"Covariance pattern (unstructured) general linear mixed models","Baseline",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","1","Sexual orientation
Heterosexual: 82.69%
Lesbian: 9.62%
Bisexual: 7.69%","0","Child sexual abuse",,"High","Classen CC, Koopman C, Nevill-Manning K, et al. A preliminary report comparing trauma-focused and present-focused group therapy against a wait-listed condition among childhood sexual abuse survivors with PTSD. J Aggress Maltreat Trauma. 2001 Jun;4(2):265-88. doi: 10.1300/J146v04n02_12.","16145","2019"
"cloitre2002_CAPS_A_0_Comp","Psychotherapy","PTSD","58","A","PTSD",,"22",,"STAIR + modified PE","Skills Training in Affect and Interpersonal Regulation (STAIR) plus modified Prolonged Exposure (PE)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","31","Structured Clinical Interview","CAPS","CAPS","Completer",,"Covariance pattern (unstructured) general linear mixed models","End of Treatment","0",,"31","25.2",,,,,"-38",,,,,,,,,,"p=""significant""",,,,,,,,"Not meeting criteria for PTSD according to CAPS","0.7727",,"MPSS score <20, STAI-S score <40, and BDI score <10","0.4545",,"Community",,,"1","1",,"0","Mixed","child physical abuse, child sexual abuse","Medium","Cloitre M, Koenen KC, Cohen LR, et al. Skills training in affective and interpersonal regulation followed by exposure: a phase-based treatment for PTSD related to childhood abuse. J Consult Clin Psychol. 2002 Oct;70(5):1067-74. doi: 10.1037//0022-006X.70.5.1067. PMID: 12362957.","24762","2019"
"cloitre2002_CAPS_A_0_ITT","Psychotherapy","PTSD","58","A","PTSD",,"31",,"STAIR + modified PE","Skills Training in Affect and Interpersonal Regulation (STAIR) plus modified Prolonged Exposure (PE)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","31","Structured Clinical Interview","CAPS","CAPS","ITT","LOCF","Covariance pattern (unstructured) general linear mixed models","End of Treatment","0",,,,,,,,,,,,,,,,,,"p=""significant""",,,,,,,,"Not meeting criteria for PTSD according to CAPS",,,"MPSS score <20, STAI-S score <40, and BDI score <10",,,"Community",,,"1","1",,"0","Mixed","child physical abuse, child sexual abuse","Medium","Cloitre M, Koenen KC, Cohen LR, et al. Skills training in affective and interpersonal regulation followed by exposure: a phase-based treatment for PTSD related to childhood abuse. J Consult Clin Psychol. 2002 Oct;70(5):1067-74. doi: 10.1037//0022-006X.70.5.1067. PMID: 12362957.","24762","2019"
"cloitre2002_CAPS_A_12_Comp","Psychotherapy","PTSD","58","A","PTSD",,"20",,"STAIR + modified PE","Skills Training in Affect and Interpersonal Regulation (STAIR) plus modified Prolonged Exposure (PE)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","31","Structured Clinical Interview","CAPS","CAPS","Completer",,"Covariance pattern (unstructured) general linear mixed models","Assessment at 3 to <6 Months","12",,"26","17.4",,,,,"-43",,,,"compared to posttreatment",,,,,,"p=0.04",,,,,,,,"Not meeting criteria for PTSD according to CAPS",,,"MPSS score <20, STAI-S score <40, and BDI score <10",,,"Community",,,"1","1",,"0","Mixed","child physical abuse, child sexual abuse","Medium","Cloitre M, Koenen KC, Cohen LR, et al. Skills training in affective and interpersonal regulation followed by exposure: a phase-based treatment for PTSD related to childhood abuse. J Consult Clin Psychol. 2002 Oct;70(5):1067-74. doi: 10.1037//0022-006X.70.5.1067. PMID: 12362957.","24762","2019"
"cloitre2002_CAPS_A_39_Comp","Psychotherapy","PTSD","58","A","PTSD",,"17",,"STAIR + modified PE","Skills Training in Affect and Interpersonal Regulation (STAIR) plus modified Prolonged Exposure (PE)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","31","Structured Clinical Interview","CAPS","CAPS","Completer",,"Covariance pattern (unstructured) general linear mixed models","Assessment at 6 to <12 Months","39",,"22","14.5",,,,,"-47",,,,"compared to posttreatment",,,,,,"p=0.01",,,,,,,,"Not meeting criteria for PTSD according to CAPS",,,"MPSS score <20, STAI-S score <40, and BDI score <10",,,"Community",,,"1","1",,"0","Mixed","child physical abuse, child sexual abuse","Medium","Cloitre M, Koenen KC, Cohen LR, et al. Skills training in affective and interpersonal regulation followed by exposure: a phase-based treatment for PTSD related to childhood abuse. J Consult Clin Psychol. 2002 Oct;70(5):1067-74. doi: 10.1037//0022-006X.70.5.1067. PMID: 12362957.","24762","2019"
"cloitre2002_CAPS_A_Baseline_Comp","Psychotherapy","PTSD","58","A","PTSD",,"22",,"STAIR + modified PE","Skills Training in Affect and Interpersonal Regulation (STAIR) plus modified Prolonged Exposure (PE)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","31","Structured Clinical Interview","CAPS","CAPS","Completer",,"Covariance pattern (unstructured) general linear mixed models","Baseline",,,"69","16.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child physical abuse, child sexual abuse","Medium","Cloitre M, Koenen KC, Cohen LR, et al. Skills training in affective and interpersonal regulation followed by exposure: a phase-based treatment for PTSD related to childhood abuse. J Consult Clin Psychol. 2002 Oct;70(5):1067-74. doi: 10.1037//0022-006X.70.5.1067. PMID: 12362957.","24762","2019"
"cloitre2002_CAPS_A_Baseline_ITT","Psychotherapy","PTSD","58","A","PTSD",,"31",,"STAIR + modified PE","Skills Training in Affect and Interpersonal Regulation (STAIR) plus modified Prolonged Exposure (PE)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","31","Structured Clinical Interview","CAPS","CAPS","ITT","LOCF","Covariance pattern (unstructured) general linear mixed models","Baseline",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child physical abuse, child sexual abuse","Medium","Cloitre M, Koenen KC, Cohen LR, et al. Skills training in affective and interpersonal regulation followed by exposure: a phase-based treatment for PTSD related to childhood abuse. J Consult Clin Psychol. 2002 Oct;70(5):1067-74. doi: 10.1037//0022-006X.70.5.1067. PMID: 12362957.","24762","2019"
"cloitre2002_CAPS_B_0_Comp","Psychotherapy","PTSD","58","B","Control",,"24",,"Minimal attention","Minimal attention","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","Phone","27","Structured Clinical Interview","CAPS","CAPS","Completer",,"Covariance pattern (unstructured) general linear mixed models","End of Treatment","0",,"62","22.7",,,,,"-7",,,,,,,,,,,,,,,,,,"Not meeting criteria for PTSD according to CAPS","0.25",,"MPSS score <20, STAI-S score <40, and BDI score <10","0.0417",,"Community",,,"1","1",,"0","Mixed","child physical abuse, child sexual abuse","Medium","Cloitre M, Koenen KC, Cohen LR, et al. Skills training in affective and interpersonal regulation followed by exposure: a phase-based treatment for PTSD related to childhood abuse. J Consult Clin Psychol. 2002 Oct;70(5):1067-74. doi: 10.1037//0022-006X.70.5.1067. PMID: 12362957.","24762","2019"
