"county","license_number","operation_type","trade_name","owner_name","street_number","street_name","address_line_2","address_line_3","city","state","zip_code","georeference"
"SUFFOLK","476168","Grocery Store","STOP & SHOP SPRMKT #2551","STOP & SHOP SUPERMARKET CO LLC","194","W MONTAUK HIGHWAY",,,"HAMPTON BAYS","NY","11946","POINT (-72.537724 40.87357)"
"WESTCHESTER","660966","Grocery Store","7 ELEVEN #34351H","7 ELEVEN, INC.","167","MARTINE AVENUE",,,"WHITE PLAINS","NY","10601","POINT (-73.76703 41.031211)"
"SCHOHARIE","433761","Other","PATRIA GARDENS","DRISCOLL NEIL & CLAIRE","887","PATRIA ROAD-PO BOX 120",,,"WEST FULTON","NY","12194",
"ONONDAGA","660113","Other","BYRNE DAIRY #8","SONBYRNE SALES INC","2307","BREWERTON ROAD",,,"SYRACUSE","NY","13211","POINT (-76.145549 43.099484)"
"SUFFOLK","476858","Drug Store","CVS PHARMACY # 2285","CVS ALBANY LLC","111","TERRY ROAD",,,"SMITHTOWN","NY","11787","POINT (-73.171736 40.850538)"
"PUTNAM","659277","Grocery Store","ACME #2422","DANIEL CROCE","1511","NY ROUTE 22",,,"BREWSTER","NY","10509","POINT (-73.577036 41.421713)"
"NASSAU","280279","Hardware Store","HOME DEPOT THE #1208","HOME DEPOT USA INC","600","HEMPSTEAD TURNPIKE",,,"ELMONT","NY","11003","POINT (-73.70262 40.707357)"
"SUFFOLK","475750","Hardware Store","HOME DEPOT THE #1218","HOME DEPOT USA INC","1101","SUNRISE HIGHWAY",,,"COPIAGUE","NY","11726","POINT (-73.408706 40.689181)"
"MONROE","261100","Dept. Store","WAL-MART #1619","WAL-MART STORES EAST LP","1200","MARKET PLACE DRIVE",,,"ROCHESTER","NY","14623",
"BRONX","660286","Other","DOLLAR TREE #07224","DOLLAR TREE STORES INC","600","EAST 138TH STREET",,,"BRONX","NY","10454","POINT (-73.916184 40.806276)"
"SUFFOLK","477185","Grocery Store","7 ELEVEN FOOD STORE  #11237D","BATHIJA RAJESH P","1201","MONTAUK HIGHWAY",,,"PATCHOGUE","NY","11772","POINT (-72.96859 40.769686)"
"JEFFERSON","228926","Hardware Store","LOWE'S HOME CTR #1022","LOWES HOME CENTERS, LLC","20828","NEW YORK STATE - ROUTE 3",,,"WATERTOWN","NY","13601","POINT (-75.958576 43.974143)"
"SARATOGA","416086","Drug Store","CVS PHARMACY # 996","CVS ALBANY LLC","1544","CRESCENT ROAD",,,"CLIFTON PARK","NY","12065","POINT (-73.77421 42.819017)"
"ERIE","145605","Hardware Store","LOWE'S HOME CTR #1883","LOWES HOME CENTERS, LLC","1659","NIAGARA FALLS BLVD",,,"AMHERST","NY","14228","POINT (-78.822326 43.000277)"
"ERIE","140544","Drug Store","RITE AID #10828","ECKERD CORPORATION","2453","ELMWOOD AVENUE",,,"KENMORE","NY","14217","POINT (-78.878738 42.964184)"
"NEW YORK","661883","Floral Shop","THE PLANT STORE, INC.","PHILLIP L. ANDERSEN","151","WEST 28TH STREET",,,"NEW YORK","NY","10001","POINT (-73.992729 40.746976)"
"QUEENS","634464","Grocery Store","7 ELEVEN FOOD STORE #34228A","JUNG HONG JIK","250-50","JERICHO TPKE",,,"BELLEROSE","NY","11426","POINT (-73.714742 40.72674)"
"WESTCHESTER","551318","Floral Shop","FLOWER BASKET THE","PLEASANTVILLE FLOWER BASKET INC","399","MANVILLE ROAD",,,"PLEASANTVILLE","NY","10570","POINT (-73.793039 41.135146)"
"ERIE","661894","Other","BIG LOTS STORES - PNS, LLC  #4743","BRUCE THORN","2221","MAIN STREET",,,"COLLINS","NY","14034","POINT (-78.926088 42.496653)"
"NEW YORK","661741","Grocery Store","7 ELEVEN INC STORE #35642J","JOSEPH DEPINTO, JAMES SCOTT BAREFIELD","239","E 14TH ST",,,"NEW YORK","NY","10003","POINT (-73.985561 40.732605)"
"NASSAU","289472","Drug Store","RITE AID #10616","GENOVESE DRUG STORES INC","400","SUNRISE HIGHWAY",,,"LYNBROOK","NY","11563","POINT (-73.669323 40.655293)"
"OSWEGO","660336","Grocery Store","BUCKINGHAM MARKET","BUCKINGHAM BROTHERS LLC","45","REDFIELD STREET",,,"CONSTANTIA","NY","13044","POINT (-76.002611 43.250113)"
"NASSAU","286093","Drug Store","CVS PHARMACY # 1084","CVS ALBANY LLC","114","SOUTH LONG BEACH ROAD",,,"FREEPORT","NY","11520","POINT (-73.589689 40.653069)"
"CHEMUNG","659952","Garden Center","BIG FLATS GARDEN CENTER & CREAMERY","SCOTT JOVANELLI","76","MAIN STREET",,,"BIG FLATS","NY","14814","POINT (-76.936684 42.134586)"
"CAYUGA","660911","Drug Store","WALGREENS #19612","WALGREEN EASTERN CO INC","314","GENESEE STREET",,,"AUBURN","NY","13021","POINT (-76.585681 42.921876)"
"SUFFOLK","471104","Other","SITE ONE LANDSCAPE SUPPLY # 559","JOHN DEERE LANDSCAPES","188","KROEMER AVE",,,"RIVERHEAD","NY","11901","POINT (-72.707628 40.922117)"
"TIOGA","659512","Landscaper","WALDMAN LANDSCAPING AND LAWN CARE","JOSHUA WALDMAN","7817","RT 549",,,"MILLERTON","PA","16936","POINT (-76.92551 41.950548)"
"RICHMOND","656772","Grocery Store","7 ELEVEN FOOD STORE #34362A","7 ELEVEN INC. MARKET 2421","1740","HYLAN BLVD",,,"STATEN ISLAND","NY","10305","POINT (-74.092251 40.586231)"
"BRONX","601529","Grocery Store","7 ELEVEN FOOD STORE #32116C","CHO KYUWON","1590","HUTCHINSON RVR P",,,"BRONX","NY","10462","POINT (-73.837162 40.842703)"
"NASSAU","661661","Grocery Store","WHOLE FOODS MARKET","WHOLE FOODS MARKETS GROUP INC","867","EAST GATE BLVD",,,"GARDEN CITY","NY","11530","POINT (-73.606914 40.742683)"
"SUFFOLK","662072","Grocery Store","PRIYA 721 INC DBA 7 ELEVEN STORE #37025B","7 ELEVEN CORP","721","FLANDERS RD.",,,"RIVERHEAD","NY","11901","POINT (-72.634165 40.909678)"
"WESTCHESTER","557842","Other","BJS WHOLESALE CLUB #201","BJS WHOLESALE CLUB INC","820-828","PELHAM PARKWAY",,,"PELHAM MANOR","NY","10803","POINT (-73.820434 40.893105)"
"KINGS","659340","Grocery Store","AZ AZ CORNER FRUIT AND VEGETABLE INC.","SAMI ALKUTAINI","101","NASSAU AVE",,,"BROOKLYN","NY","11222","POINT (-73.950064 40.724015)"
"NASSAU","659291","Landscaper","DANK INC","LISA MARSALONA","5800","OLD SUNRISE HIGHWAY",,,"MASSAPEQUA","NY","11758","POINT (-73.42621 40.678818)"
"MONROE","661653","Grocery Store","7 ELEVEN STORE #40237","RAWA S ANABI & SAM ANABI","3550","MOUNT READ BOULEVARD",,,"ROCHESTER","NY","14616","POINT (-77.659039 43.22343)"
"DUTCHESS","659571","Roadside Stand","MIGLIORELLI FARM LLC","KENNETH A MIGLIORELLI","7357","S BROADWAY",,,"RED HOOK","NY","12571","POINT (-73.880894 41.988186)"
"NASSAU","281228","Drug Store","WALGREENS #5955","WALGREEN EASTERN COMPANY INC","2282","JERICHO TURNPIKE",,,"NEW HYDE PARK","NY","110404725","POINT (-73.664328 40.740364)"
"WYOMING","660215","Floral Shop","ASH-LINS ELEGANT ROSE FLORIST","LISA SEEWALDT","140","NORTH MAIN STREET",,,"WARSAW","NY","14569","POINT (-78.132607 42.743081)"
"ERIE","661197","Grocery Store","7 ELEVEN #35236A","RAWA S ANABI AND SAM ANABI","460","HERTEL AVENUE",,,"BUFFALO","NY","14207","POINT (-78.890854 42.946255)"
"CHEMUNG","78693","Drug Store","RITE AID #0260","RITE AID OF NEW YORK INC","1000","PENNSYLVANIA AVENUE",,,"ELMIRA","NY","149042609","POINT (-76.811341 42.060178)"
"NIAGARA","661189","Grocery Store","7 ELEVEN #35172A","RAWA S ANABI AND SAM ANABI","9101","NIAGARA FALLS BOULEVARD",,,"NIAGARA FALLS","NY","14304","POINT (-78.957349 43.093864)"
"KINGS","660820","Drug Store","WALGREENS #17772","WALGREEN EASTERN CO INC","462","5TH AVENUE",,,"BROOKLYN","NY","11215","POINT (-73.986882 40.668469)"
"SUFFOLK","659629","Dept. Store","TJ MAXX STORE #76","TJX COMPANIES INC","1120","OLD COUNTRY ROAD",,,"RIVERHEAD","NY","11901","POINT (-72.676555 40.932039)"
"NEW YORK","661581","Grocery Store","29 E 104TH ST RETAIL CORP","ALEXANDER GATANAS","29","E 104 ST",,,"NEW YORK","NY","10029","POINT (-73.950879 40.792477)"
"QUEENS","633109","Grocery Store","TRADER JOES #557","TRADER JOES EAST INCORPORATED","90-30","METROPOLITAN AVENUE",,,"REGO PARK","NY","11374","POINT (-73.858309 40.711628)"
"ONONDAGA","311063","Drug Store","WALGREENS #9413","WALGREEN EASTERN COMPANY INC","5206","WEST GENESSEE STREET",,,"CAMILLUS","NY","130312202","POINT (-76.266342 43.041356)"
"QUEENS","660804","Other","INDAR PRABHUDIAL","INDAR PRABHUDIAL","110-26","106 STREET",,,"OZONE PARK","NY","11417","POINT (-73.833253 40.677777)"
"CLINTON","96493","Other","PETSMART INC #1290","PETSMART INC","67","CONSUMER SQUARE",,,"PLATTSBURGH","NY","12901","POINT (-73.490042 44.693567)"
"DUTCHESS","659211","Other","TASTE NY AT TODD HILL","BRAD ROELLER","4640","TACONIC STATE PKWAY NORTH",,,"LAGRANGEVILLE","NY","12540",
"QUEENS","661235","Grocery Store","7 ELEVEN #39793B","AMARPAL S GREWAL",,"BUILDING 37","LAGUARDIA AIRPORT",,"FLUSHING","NY","11371","POINT (-73.873808 40.771167)"
"MADISON","251723","Hardware Store","LOWE'S HOME CTR #2289","LOWES HOME CENTERS, LLC","1200","LOWES DRIVE",,,"ONEIDA","NY","13421","POINT (-75.68515 43.080585)"
"SUFFOLK","470101","Landscaper","VAN DE WETERING INC","ANTOA VAN DE WETERING","550","EAGLE NEST COURT",,,"LAUREL","NY","11948","POINT (-72.556445 40.961666)"
"ONONDAGA","312805","Other","SILVER SPRING FARM MARKET","LUCHSINGER SUSAN","4461","WEST SENECA TURNPIKE",,,"SYRACUSE","NY","13215","POINT (-76.203862 42.998018)"
"GREENE","658857","Other","DOLLAR TREE #01187","DOLLAR TREE","340","WEST BRIDGE STREET",,,"CATSKILL","NY","12414","POINT (-73.887187 42.214043)"
"ONONDAGA","658916","Other","DOLLAR TREE #02488","DOLLAR TREE","7421","OSWEGO ROAD",,,"LIVERPOOL","NY","13090","POINT (-76.218608 43.127962)"
"ONONDAGA","658156","Other","EMMI & SONS INC","EMMI & SONS INC","2100","PARK ST",,,"SYRACUSE","NY","13208","POINT (-76.16892 43.073049)"
"WESTCHESTER","661272","Dept. Store","KM TRANSFORM LLC #9414","ROBERT RIECKER","355","DOWNING DRIVE","ROUTE 118",,"YORKTOWN HEIGHTS","NY","10598","POINT (-73.782571 41.274217)"
"SUFFOLK","479385","Drug Store","RITE AID #10663","GENOVESE DRUG STORES INC","65","ROUTE 111",,,"SMITHTOWN","NY","11787","POINT (-73.187548 40.853736)"
"NEW YORK","659142","Drug Store","DUANE READE #14465","DUANE READE, INC","949","THIRD AVE",,,"NEW YORK","NY","10022","POINT (-73.967569 40.760213)"
"ROCKLAND","397172","Other","BJS WHOLESALE CLUB #0077","BJS WHOLESALE CLUB INC","1050","PALIDADES CENTER DRIVE",,,"WEST NYACK","NY","10994","POINT (-73.95618 41.100014)"
"WESTCHESTER","659375","Grocery Store","KEY FOOD SUPERMARKET","ANTHONY PENA","130","MIDLAND AVENUE",,,"PORT CHESTER","NY","10573","POINT (-73.669213 40.991964)"
"SUFFOLK","657433","Other","PETCO #3707","PETCO ANIMAL SUPPLIES STORES INC","346","ROUTE 25A, SUTE 140",,,"ROCKY POINT","NY","11778","POINT (-72.943962 40.944953)"
"WARREN","524175","Hardware Store","HARDWARE STORE THE","PERRY, RAYMOND","69","LAKE AVENUE",,,"LAKE LUZERNE","NY","12846","POINT (-73.833827 43.31008)"
"SUFFOLK","661088","Grocery Store","7 ELEVEN STORE # 38426A","SAMIR SHAH & SHOBHNABEN SHAH","250","SMITHTOWN BOULEVARD",,,"SMITHTOWN","NY","11787",
"SUFFOLK","475185","Grocery Store","7 ELEVEN FOOD STORE  #25957B","AHSAN MUHAMMAD","408","ROUTE 112",,,"PORT JEFFERSON","NY","11776","POINT (-73.052705 40.931497)"
"MONTGOMERY","662124","Hardware Store","HATCHET HARDWARE OF PALATINE BRIDGE","ANGELO GRASSO","6133","STATE HIGHWAY 5",,,"PALATINE BRIDGE","NY","13428","POINT (-74.598727 42.921448)"
"NASSAU","287690","Drug Store","CVS PHARMACY # 5367","CVS ALBANY LLC","116","WASHINGTON AVE # 128",,,"CEDARHURST","NY","11516","POINT (-73.727218 40.620237)"
"ORANGE","330529","Garden Center","ORANGE NURSERY & STONE SUPPLIES INC","AGOSTINO IODICE","1129","ROUTE 32",,,"HIGHLANDS MILLS","NY","10930",
"ERIE","659390","Other","PET SUPPLIES PLUS #0174","PSP STORES, LLC/CHRISTOPHER ROWLAND","9630","TRANSIT RD PLAZA 400",,,"EAST AMHERST","NY","14051",
"KINGS","661449","Grocery Store","7 ELEVEN FOOD STORE # 27454D","JAPRIT SINGH","2247","UTICA AVENUE",,,"BROOKLYN","NY","11234","POINT (-73.92666 40.616858)"
"BRONX","658974","Other","DOLLAR TREE #04514","DOLLAR TREE","1334","LOUISE NINE BLVD",,,"BRONX","NY","10459","POINT (-73.892421 40.831768)"
"ST. LAWRENCE","401629","Hardware Store","COAKLEY CARPET ONE ACE HARDWARE","COAKLEY JOHN P SONS INC","2535","STATE HWY 68","PO BOX 473",,"CANTON","NY","13617","POINT (-75.184762 44.594514)"
"ULSTER","661208","Farm Supply","ACCORD PLAZA FEEDS + NEEDS","ROBERT JOHNSEN","4739","ROUTE 209",,,"ACCORD","NY","12404","POINT (-74.20304 41.811882)"
"ALBANY","17251","Drug Store","CVS PHARMACY # 2702","CVS ALBANY LLC","465","SAND CREEK RD",,,"COLONIE","NY","12205","POINT (-73.811815 42.716045)"
"SUFFOLK","479691","Landscaper","ORGANICARE INC","KARL FRIDERBERGER","27","SOUTH COLEMAN RD",,,"CENTEREACH","NY","11720","POINT (-73.065265 40.858094)"
"ERIE","148776","Drug Store","RITE AID #1689","RITE AID OF NEW YORK INC","3071-3085","S PARK AVENUE",,,"LACKAWANNA","NY","142183107","POINT (-78.824 42.816167)"
"RENSSELAER","660201","Hardware Store","HATCHET HARDWARE OF TROY","AG DISTRIBUTORS&SUPPLIES CORP","63","3RD STREET",,,"TROY","NY","12180","POINT (-73.690567 42.729876)"
"ERIE","145560","Drug Store","WALGREENS #12408","WALGREEN EASTERN COMPANY INC","2970","NIAGARA FALLS BLVD",,,"AMHERST","NY","14228","POINT (-78.823006 43.035551)"
"ROCKLAND","661929","Drug Store","CVS #10610","CVS ALBANY LLC","143","RT 303",,,"VALLEY COTTAGE","NY","10989","POINT (-73.942329 41.122134)"
"MONROE","260102","Grocery Store","MENDON MEADOWS MARKET","DITUCCI TOM & WEST DERIC","51","ASSEMBLY DRIVE",,,"MENDON","NY","14506","POINT (-77.507443 42.999761)"
"SUFFOLK","661229","Floral Shop","KEM FLORAL INC DBA BECKMANS FLORIST","WILLIAM C KETCHAM & PATRICIA M KAPPEN","364","LARKFIELD ROAD",,,"EAST NORTHPORT","NY","11731","POINT (-73.32221 40.868553)"
"NASSAU","659215","Other","PETCO #3776","PATRICIA A WARD","1296","BROADWAY",,,"HEWLETT","NY","11557","POINT (-73.700499 40.639293)"
"FRANKLIN","661877","Grocery Store","YODER COUNTRY MARKET","ENOS YODER","950","ST RT 122",,,"CONSTABLE","NY","12926","POINT (-74.316111 44.928087)"
"KINGS","661753","Floral Shop","POLLYN COLLECTIVE LLC","STEPHANIE BLANDING","115","BROADWAY","AKA BROADWAY TRIANGLE",,"BROOKLYN","NY","11249","POINT (-73.964515 40.710368)"
"WESTCHESTER","555526","Drug Store","CVS PHARMACY # 531","CVS ALBANY LLC","325","ROUTES 100",,,"SOMERS","NY","10589","POINT (-73.686301 41.325721)"
"CATTARAUGUS","42517","Drug Store","WALGREENS #11984","WALGREEN EASTERN COMPANY INC","3242","ROUTE 39",,,"YORKSHIRE","NY","14173","POINT (-78.477357 42.530214)"
"DUTCHESS","130839","Hardware Store","WILLIAMS LUMBER INC","WILLIAMS LUMBER INC/DON WILLIAMS","4246","ALBANY POST RD",,,"HYDE PARK","NY","12538","POINT (-73.932282 41.781817)"
"MADISON","258016","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #67","KPH HEALTHCARE SERVICES INC","41","ALBANY STREET",,,"CAZENOVIA","NY","13035","POINT (-75.854464 42.930145)"
"RENSSELAER","387434","Drug Store","CVS PHARMACY # 5032","CVS ALBANY LLC","541","PAWLLING AVE",,,"TROY","NY","12180","POINT (-73.660055 42.705327)"
"SUFFOLK","662136","Landscaper","NORTH SHORE PLANT COMPANY LLC","NICHOLAS SOLLAZZO","73","BAYBERRY ROAD",,,"WADING RIVER","NY","11792","POINT (-72.83067 40.959084)"
"WARREN","522848","Grocery Store","HANNAFORD SUPERMARKET & PHARMACY #8360","MARTINS FOODS OF SOUTH BURLINGTON LLC","190","QUAKER ROAD",,,"QUEENSBURY","NY","12804","POINT (-73.655733 43.332014)"
"ST. LAWRENCE","660603","Drug Store","WALGREENS #17182","WALGREEN EASTERN CO INC","19","MINER ST.",,,"CANTON","NY","13617","POINT (-75.171219 44.594157)"
"NEW YORK","659774","Floral Shop","CHELSEA FLORIST INC","JOHN AND NIKI PAPPAS","237","8TH AVE",,,"NEW YORK","NY","10011","POINT (-73.998847 40.744803)"
"JEFFERSON","228851","Floral Shop","SHERWOOD FLORIST","KITTO KEVIN","1314","WASHINGTON STREET",,,"WATERTOWN","NY","13601","POINT (-75.913919 43.958004)"
"ALBANY","661424","Other","DOLLAR TREE #08380","MIKE A WITYNSKI","308","ONTARIO STREET",,,"COHOES","NY","12047","POINT (-73.702663 42.774188)"
"KINGS","661899","Dept. Store","DOLLAR TREE #07254","DOLLAR TREE STORES INC","340","JUNIUS STREET",,,"BROOKLYN","NY","11212","POINT (-73.902084 40.66618)"
"SARATOGA","410727","Garden Center","TRACTOR SUPPLY COMPANY #175","TRACTOR SUPPLY COMPANY","1746","ROUTE 9",,,"CLIFTON PARK","NY","120652412","POINT (-73.773842 42.870955)"
"SUFFOLK","660289","Landscaper","WHITMORE-WORSLEY INC","JOHN W WHITMORE","169","REEVES AVE",,,"RIVERHEAD","NY","11901","POINT (-72.707766 40.948079)"
"WARREN","657939","Grocery Store","TOPS #702","TOPS MARKETS LLC","ROUTE 9","& SAGAMORE RD",,,"BOLTON LANDING","NY","12814",
"ERIE","145741","Drug Store","CVS PHARMACY # 609","CVS ALBANY LLC","1625","ELMWOOD AVE","SPECTRUM BLD",,"BUFFALO","NY","14207","POINT (-78.878482 42.941105)"
"ALBANY","16472","Grocery Store","PRICE CHOPPER #0159","PRICE CHOPPER OPERATING CO INC","1395","NEW SCOTLAND AVENUE",,,"SLINGERLANDS","NY","12159","POINT (-73.856367 42.636568)"
"NASSAU","286533","Drug Store","CVS PHARMACY # 1958","CVS ALBANY LLC","55","COLD SPRING ROAD",,,"SYOSSET","NY","11791","POINT (-73.500486 40.82641)"
"CHENANGO","85217","Dept. Store","WAL-MART #2120","WAL-MART STORES EAST LP","5396","STATE HIGHWAY 12",,,"NORWICH","NY","13815","POINT (-75.529044 42.497643)"
"ST. LAWRENCE","659004","Other","DOLLAR TREE #05452","DOLLAR TREE","5933","US HIGHWAY 11",,,"CANTON","NY","13617","POINT (-75.145324 44.598302)"
